NJAC Outdoor Performance List
100 Meters

12,"Gentile, Anthony",FR-1,Stockton,11.25,Stockton Invite,"Mar 25, 2023",2.1
13,"Fenderson, Kenyon",SR-4,Ramapo,11.28,Ramapo College Track & Field Invitational,"Mar 31, 2023",+0.0
14,"Amilcar, Rendys",JR-3,Rutgers-Newark,11.31,Alan Connie Shamrock Invitational,"Mar 16, 2023",4.2
14,"Balcacer, Brandon",SO-2,Montclair State,11.31,2023 Danny Curran Invitational,"Mar 30, 2023",-0.6
16,"Wright, Connor",FR-1,Stockton,11.32,Ramapo College Track & Field Invitational,"Mar 31, 2023",-0.7
17,"Folarin, Timothy",JR-3,Farmingdale St.,11.48,The Big Hurt,"Apr 1, 2023",1.3
17,"Pereira, Kevin",SO-2,Montclair State,11.48,Osprey Open and Multi,"Apr 7, 2023",NWI
19,"Turner, Dontay",SO-2,Stockton,11.49,Osprey Open and Multi,"Apr 7, 2023",NWI
20,"Philippe, Jovany",SO-2,Farmingdale St.,11.58,The Big Hurt,"Apr 1, 2023",1.3
21,"Hamby, Sean",JR-3,PSU-Harrisburg,11.60,40th Millersville Metrics,"Mar 31, 2023",1.4
22,"Garcia, Jason",JR-3,New Jersey City,11.62,2023 TCNJ Invitational,"Apr 8, 2023",1.1
23,"Abarah, Emmanuel",JR-3,New Jersey City,11.67,2023 TCNJ Invitational,"Apr 8, 2023",1.1
24,"Plumeri, Matthew",JR-3,TCNJ,11.72,27th Annual Monmouth University Track & Field Season Opener,"Mar 24, 2023",1.4
24,"Jackson, Tyneil",SR-4,New Jersey City,11.72,Ramapo College Track & Field Invitational,"Mar 31, 2023",0.4

1500 Meters

1,"Traore, Cheickna",SR-4,Ramapo,10.46,Hurricane Invitational,"Mar 17, 2023",2.1
2,"Beasley, Jah'mere",SO-2,Rowan,10.72,Oscar Moore Invitational 2023,"Apr 8, 2023",0.4
3,"Corcoran, Evan",FR-1,Rowan,10.79,Oscar Moore Invitational 2023,"Apr 8, 2023",0.9
4,"Schmitt, Raymond",JR-3,TCNJ,10.80,2023 95th Clyde Littlefield Texas Relays,"Mar 29, 2023",3.2
5,"Latham, Carson",SO-2,Stockton,10.96,Osprey Open and Multi,"Apr 7, 2023",NWI
5,"Love, Shamar",SO-2,Rowan,10.96,2023 Danny Curran Invitational,"Mar 30, 2023",-0.3
5,"Gomez, Justin",JR-3,TCNJ,10.96,27th Annual Monmouth University Track & Field Season Opener,"Mar 24, 2023",1.2
8,"Etienne, Dave",SR-4,New Jersey City,10.98,2023 TCNJ Invitational,"Apr 8, 2023",0.4
9,"Byrd, Masai",FR-1,Rowan,10.99,Oscar Moore Invitational 2023,"Apr 8, 2023",0.4
10,"Lodge, Andrew",SR-4,TCNJ,11.07,27th Annual Monmouth University Track & Field Season Opener,"Mar 24, 2023",1.2
11,"McKinney, Robert",SO-2,Rowan,11.13,2023 Danny Curran Invitational,"Mar 30, 2023",-0.3
12,"Gentile, Anthony",FR-1,Stockton,11.25,Stockton Invite,"Mar 25, 2023",2.1
13,"Fenderson, Kenyon",SR-4,Ramapo,11.28,Ramapo College Track & Field Invitational,"Mar 31, 2023",+0.0
14,"Amilcar, Rendys",JR-3,Rutgers-Newark,11.31,Alan Connie Shamrock Invitational,"Mar 16, 2023",4.2
14,"Balcacer, Brandon",SO-2,Montclair State,11.31,2023 Danny Curran Invitational,"Mar 30, 2023",-0.6
16,"Wright, Connor",FR-1,Stockton,11.32,Ramapo College Track & Field Invitational,"Mar 31, 2023",-0.7
17,"Folarin, Timothy",JR-3,Farmingdale St.,11.48,The Big Hurt,"Apr 1, 2023",1.3
17,"Pereira, Kevin",SO-2,Montclair State,11.48,Osprey Open and Multi,"Apr 7, 2023",NWI
19,"Turner, Dontay",SO-2,Stockton,11.49,Osprey Open and Multi,"Apr 7, 2023",NWI
20,"Philippe, Jovany",SO-2,Farmingdale St.,11.58,The Big Hurt,"Apr 1, 2023",1.3
21,"Hamby, Sean",JR-3,PSU-Harrisburg,11.60,40th Millersville Metrics,"Mar 31, 2023",1.4
22,"Garcia, Jason",JR-3,New Jersey City,11.62,2023 TCNJ Invitational,"Apr 8, 2023",1.1
23,"Abarah, Emmanuel",JR-3,New Jersey City,11.67,2023 TCNJ Invitational,"Apr 8, 2023",1.1
24,"Plumeri, Matthew",JR-3,TCNJ,11.72,27th Annual Monmouth University Track & Field Season Opener,"Mar 24, 2023",1.4
24,"Jackson, Tyneil",SR-4,New Jersey City,11.72,Ramapo College Track & Field Invitational,"Mar 31, 2023",0.4

5000 Meters

1,"Traore, Cheickna",SR-4,Ramapo,10.46,Hurricane Invitational,"Mar 17, 2023",2.1
2,"Beasley, Jah'mere",SO-2,Rowan,10.72,Oscar Moore Invitational 2023,"Apr 8, 2023",0.4
3,"Corcoran, Evan",FR-1,Rowan,10.79,Oscar Moore Invitational 2023,"Apr 8, 2023",0.9
4,"Schmitt, Raymond",JR-3,TCNJ,10.80,2023 95th Clyde Littlefield Texas Relays,"Mar 29, 2023",3.2
5,"Latham, Carson",SO-2,Stockton,10.96,Osprey Open and Multi,"Apr 7, 2023",NWI
5,"Love, Shamar",SO-2,Rowan,10.96,2023 Danny Curran Invitational,"Mar 30, 2023",-0.3
5,"Gomez, Justin",JR-3,TCNJ,10.96,27th Annual Monmouth University Track & Field Season Opener,"Mar 24, 2023",1.2
8,"Etienne, Dave",SR-4,New Jersey City,10.98,2023 TCNJ Invitational,"Apr 8, 2023",0.4
9,"Byrd, Masai",FR-1,Rowan,10.99,Oscar Moore Invitational 2023,"Apr 8, 2023",0.4
10,"Lodge, Andrew",SR-4,TCNJ,11.07,27th Annual Monmouth University Track & Field Season Opener,"Mar 24, 2023",1.2
11,"McKinney, Robert",SO-2,Rowan,11.13,2023 Danny Curran Invitational,"Mar 30, 2023",-0.3
12,"Gentile, Anthony",FR-1,Stockton,11.25,Stockton Invite,"Mar 25, 2023",2.1
13,"Fenderson, Kenyon",SR-4,Ramapo,11.28,Ramapo College Track & Field Invitational,"Mar 31, 2023",+0.0
14,"Amilcar, Rendys",JR-3,Rutgers-Newark,11.31,Alan Connie Shamrock Invitational,"Mar 16, 2023",4.2
14,"Balcacer, Brandon",SO-2,Montclair State,11.31,2023 Danny Curran Invitational,"Mar 30, 2023",-0.6
16,"Wright, Connor",FR-1,Stockton,11.32,Ramapo College Track & Field Invitational,"Mar 31, 2023",-0.7
17,"Folarin, Timothy",JR-3,Farmingdale St.,11.48,The Big Hurt,"Apr 1, 2023",1.3
17,"Pereira, Kevin",SO-2,Montclair State,11.48,Osprey Open and Multi,"Apr 7, 2023",NWI
19,"Turner, Dontay",SO-2,Stockton,11.49,Osprey Open and Multi,"Apr 7, 2023",NWI
20,"Philippe, Jovany",SO-2,Farmingdale St.,11.58,The Big Hurt,"Apr 1, 2023",1.3
21,"Hamby, Sean",JR-3,PSU-Harrisburg,11.60,40th Millersville Metrics,"Mar 31, 2023",1.4
22,"Garcia, Jason",JR-3,New Jersey City,11.62,2023 TCNJ Invitational,"Apr 8, 2023",1.1
23,"Abarah, Emmanuel",JR-3,New Jersey City,11.67,2023 TCNJ Invitational,"Apr 8, 2023",1.1
24,"Plumeri, Matthew",JR-3,TCNJ,11.72,27th Annual Monmouth University Track & Field Season Opener,"Mar 24, 2023",1.4
24,"Jackson, Tyneil",SR-4,New Jersey City,11.72,Ramapo College Track & Field Invitational,"Mar 31, 2023",0.4

"10,000 Meters"

1,"Traore, Cheickna",SR-4,Ramapo,10.46,Hurricane Invitational,"Mar 17, 2023",2.1
2,"Beasley, Jah'mere",SO-2,Rowan,10.72,Oscar Moore Invitational 2023,"Apr 8, 2023",0.4
3,"Corcoran, Evan",FR-1,Rowan,10.79,Oscar Moore Invitational 2023,"Apr 8, 2023",0.9
4,"Schmitt, Raymond",JR-3,TCNJ,10.80,2023 95th Clyde Littlefield Texas Relays,"Mar 29, 2023",3.2
5,"Latham, Carson",SO-2,Stockton,10.96,Osprey Open and Multi,"Apr 7, 2023",NWI
5,"Love, Shamar",SO-2,Rowan,10.96,2023 Danny Curran Invitational,"Mar 30, 2023",-0.3
5,"Gomez, Justin",JR-3,TCNJ,10.96,27th Annual Monmouth University Track & Field Season Opener,"Mar 24, 2023",1.2
8,"Etienne, Dave",SR-4,New Jersey City,10.98,2023 TCNJ Invitational,"Apr 8, 2023",0.4
9,"Byrd, Masai",FR-1,Rowan,10.99,Oscar Moore Invitational 2023,"Apr 8, 2023",0.4
10,"Lodge, Andrew",SR-4,TCNJ,11.07,27th Annual Monmouth University Track & Field Season Opener,"Mar 24, 2023",1.2
11,"McKinney, Robert",SO-2,Rowan,11.13,2023 Danny Curran Invitational,"Mar 30, 2023",-0.3
12,"Gentile, Anthony",FR-1,Stockton,11.25,Stockton Invite,"Mar 25, 2023",2.1
13,"Fenderson, Kenyon",SR-4,Ramapo,11.28,Ramapo College Track & Field Invitational,"Mar 31, 2023",+0.0
14,"Amilcar, Rendys",JR-3,Rutgers-Newark,11.31,Alan Connie Shamrock Invitational,"Mar 16, 2023",4.2
14,"Balcacer, Brandon",SO-2,Montclair State,11.31,2023 Danny Curran Invitational,"Mar 30, 2023",-0.6
16,"Wright, Connor",FR-1,Stockton,11.32,Ramapo College Track & Field Invitational,"Mar 31, 2023",-0.7
17,"Folarin, Timothy",JR-3,Farmingdale St.,11.48,The Big Hurt,"Apr 1, 2023",1.3
17,"Pereira, Kevin",SO-2,Montclair State,11.48,Osprey Open and Multi,"Apr 7, 2023",NWI
19,"Turner, Dontay",SO-2,Stockton,11.49,Osprey Open and Multi,"Apr 7, 2023",NWI
20,"Philippe, Jovany",SO-2,Farmingdale St.,11.58,The Big Hurt,"Apr 1, 2023",1.3
21,"Hamby, Sean",JR-3,PSU-Harrisburg,11.60,40th Millersville Metrics,"Mar 31, 2023",1.4
22,"Garcia, Jason",JR-3,New Jersey City,11.62,2023 TCNJ Invitational,"Apr 8, 2023",1.1
23,"Abarah, Emmanuel",JR-3,New Jersey City,11.67,2023 TCNJ Invitational,"Apr 8, 2023",1.1
24,"Plumeri, Matthew",JR-3,TCNJ,11.72,27th Annual Monmouth University Track & Field Season Opener,"Mar 24, 2023",1.4
24,"Jackson, Tyneil",SR-4,New Jersey City,11.72,Ramapo College Track & Field Invitational,"Mar 31, 2023",0.4

110 Hurdles

1,"Traore, Cheickna",SR-4,Ramapo,10.46,Hurricane Invitational,"Mar 17, 2023",2.1
2,"Beasley, Jah'mere",SO-2,Rowan,10.72,Oscar Moore Invitational 2023,"Apr 8, 2023",0.4
3,"Corcoran, Evan",FR-1,Rowan,10.79,Oscar Moore Invitational 2023,"Apr 8, 2023",0.9
4,"Schmitt, Raymond",JR-3,TCNJ,10.80,2023 95th Clyde Littlefield Texas Relays,"Mar 29, 2023",3.2
5,"Latham, Carson",SO-2,Stockton,10.96,Osprey Open and Multi,"Apr 7, 2023",NWI
5,"Love, Shamar",SO-2,Rowan,10.96,2023 Danny Curran Invitational,"Mar 30, 2023",-0.3
5,"Gomez, Justin",JR-3,TCNJ,10.96,27th Annual Monmouth University Track & Field Season Opener,"Mar 24, 2023",1.2
8,"Etienne, Dave",SR-4,New Jersey City,10.98,2023 TCNJ Invitational,"Apr 8, 2023",0.4
9,"Byrd, Masai",FR-1,Rowan,10.99,Oscar Moore Invitational 2023,"Apr 8, 2023",0.4
10,"Lodge, Andrew",SR-4,TCNJ,11.07,27th Annual Monmouth University Track & Field Season Opener,"Mar 24, 2023",1.2
11,"McKinney, Robert",SO-2,Rowan,11.13,2023 Danny Curran Invitational,"Mar 30, 2023",-0.3
12,"Gentile, Anthony",FR-1,Stockton,11.25,Stockton Invite,"Mar 25, 2023",2.1
13,"Fenderson, Kenyon",SR-4,Ramapo,11.28,Ramapo College Track & Field Invitational,"Mar 31, 2023",+0.0
14,"Amilcar, Rendys",JR-3,Rutgers-Newark,11.31,Alan Connie Shamrock Invitational,"Mar 16, 2023",4.2
14,"Balcacer, Brandon",SO-2,Montclair State,11.31,2023 Danny Curran Invitational,"Mar 30, 2023",-0.6
16,"Wright, Connor",FR-1,Stockton,11.32,Ramapo College Track & Field Invitational,"Mar 31, 2023",-0.7
17,"Folarin, Timothy",JR-3,Farmingdale St.,11.48,The Big Hurt,"Apr 1, 2023",1.3
17,"Pereira, Kevin",SO-2,Montclair State,11.48,Osprey Open and Multi,"Apr 7, 2023",NWI
19,"Turner, Dontay",SO-2,Stockton,11.49,Osprey Open and Multi,"Apr 7, 2023",NWI
20,"Philippe, Jovany",SO-2,Farmingdale St.,11.58,The Big Hurt,"Apr 1, 2023",1.3
21,"Hamby, Sean",JR-3,PSU-Harrisburg,11.60,40th Millersville Metrics,"Mar 31, 2023",1.4
22,"Garcia, Jason",JR-3,New Jersey City,11.62,2023 TCNJ Invitational,"Apr 8, 2023",1.1
23,"Abarah, Emmanuel",JR-3,New Jersey City,11.67,2023 TCNJ Invitational,"Apr 8, 2023",1.1
24,"Plumeri, Matthew",JR-3,TCNJ,11.72,27th Annual Monmouth University Track & Field Season Opener,"Mar 24, 2023",1.4
24,"Jackson, Tyneil",SR-4,New Jersey City,11.72,Ramapo College Track & Field Invitational,"Mar 31, 2023",0.4

400 Hurdles

1,"Traore, Cheickna",SR-4,Ramapo,10.46,Hurricane Invitational,"Mar 17, 2023",2.1
2,"Beasley, Jah'mere",SO-2,Rowan,10.72,Oscar Moore Invitational 2023,"Apr 8, 2023",0.4
3,"Corcoran, Evan",FR-1,Rowan,10.79,Oscar Moore Invitational 2023,"Apr 8, 2023",0.9
4,"Schmitt, Raymond",JR-3,TCNJ,10.80,2023 95th Clyde Littlefield Texas Relays,"Mar 29, 2023",3.2
5,"Latham, Carson",SO-2,Stockton,10.96,Osprey Open and Multi,"Apr 7, 2023",NWI
5,"Love, Shamar",SO-2,Rowan,10.96,2023 Danny Curran Invitational,"Mar 30, 2023",-0.3
5,"Gomez, Justin",JR-3,TCNJ,10.96,27th Annual Monmouth University Track & Field Season Opener,"Mar 24, 2023",1.2
8,"Etienne, Dave",SR-4,New Jersey City,10.98,2023 TCNJ Invitational,"Apr 8, 2023",0.4
9,"Byrd, Masai",FR-1,Rowan,10.99,Oscar Moore Invitational 2023,"Apr 8, 2023",0.4
10,"Lodge, Andrew",SR-4,TCNJ,11.07,27th Annual Monmouth University Track & Field Season Opener,"Mar 24, 2023",1.2
11,"McKinney, Robert",SO-2,Rowan,11.13,2023 Danny Curran Invitational,"Mar 30, 2023",-0.3
12,"Gentile, Anthony",FR-1,Stockton,11.25,Stockton Invite,"Mar 25, 2023",2.1
13,"Fenderson, Kenyon",SR-4,Ramapo,11.28,Ramapo College Track & Field Invitational,"Mar 31, 2023",+0.0
14,"Amilcar, Rendys",JR-3,Rutgers-Newark,11.31,Alan Connie Shamrock Invitational,"Mar 16, 2023",4.2
14,"Balcacer, Brandon",SO-2,Montclair State,11.31,2023 Danny Curran Invitational,"Mar 30, 2023",-0.6
16,"Wright, Connor",FR-1,Stockton,11.32,Ramapo College Track & Field Invitational,"Mar 31, 2023",-0.7
17,"Folarin, Timothy",JR-3,Farmingdale St.,11.48,The Big Hurt,"Apr 1, 2023",1.3
17,"Pereira, Kevin",SO-2,Montclair State,11.48,Osprey Open and Multi,"Apr 7, 2023",NWI
19,"Turner, Dontay",SO-2,Stockton,11.49,Osprey Open and Multi,"Apr 7, 2023",NWI
20,"Philippe, Jovany",SO-2,Farmingdale St.,11.58,The Big Hurt,"Apr 1, 2023",1.3
21,"Hamby, Sean",JR-3,PSU-Harrisburg,11.60,40th Millersville Metrics,"Mar 31, 2023",1.4
22,"Garcia, Jason",JR-3,New Jersey City,11.62,2023 TCNJ Invitational,"Apr 8, 2023",1.1
23,"Abarah, Emmanuel",JR-3,New Jersey City,11.67,2023 TCNJ Invitational,"Apr 8, 2023",1.1
24,"Plumeri, Matthew",JR-3,TCNJ,11.72,27th Annual Monmouth University Track & Field Season Opener,"Mar 24, 2023",1.4
24,"Jackson, Tyneil",SR-4,New Jersey City,11.72,Ramapo College Track & Field Invitational,"Mar 31, 2023",0.4

3000 Steeplechase

1,"Traore, Cheickna",SR-4,Ramapo,10.46,Hurricane Invitational,"Mar 17, 2023",2.1
2,"Beasley, Jah'mere",SO-2,Rowan,10.72,Oscar Moore Invitational 2023,"Apr 8, 2023",0.4
3,"Corcoran, Evan",FR-1,Rowan,10.79,Oscar Moore Invitational 2023,"Apr 8, 2023",0.9
4,"Schmitt, Raymond",JR-3,TCNJ,10.80,2023 95th Clyde Littlefield Texas Relays,"Mar 29, 2023",3.2
5,"Latham, Carson",SO-2,Stockton,10.96,Osprey Open and Multi,"Apr 7, 2023",NWI
5,"Love, Shamar",SO-2,Rowan,10.96,2023 Danny Curran Invitational,"Mar 30, 2023",-0.3
5,"Gomez, Justin",JR-3,TCNJ,10.96,27th Annual Monmouth University Track & Field Season Opener,"Mar 24, 2023",1.2
8,"Etienne, Dave",SR-4,New Jersey City,10.98,2023 TCNJ Invitational,"Apr 8, 2023",0.4
9,"Byrd, Masai",FR-1,Rowan,10.99,Oscar Moore Invitational 2023,"Apr 8, 2023",0.4
10,"Lodge, Andrew",SR-4,TCNJ,11.07,27th Annual Monmouth University Track & Field Season Opener,"Mar 24, 2023",1.2
11,"McKinney, Robert",SO-2,Rowan,11.13,2023 Danny Curran Invitational,"Mar 30, 2023",-0.3
12,"Gentile, Anthony",FR-1,Stockton,11.25,Stockton Invite,"Mar 25, 2023",2.1
13,"Fenderson, Kenyon",SR-4,Ramapo,11.28,Ramapo College Track & Field Invitational,"Mar 31, 2023",+0.0
14,"Amilcar, Rendys",JR-3,Rutgers-Newark,11.31,Alan Connie Shamrock Invitational,"Mar 16, 2023",4.2
14,"Balcacer, Brandon",SO-2,Montclair State,11.31,2023 Danny Curran Invitational,"Mar 30, 2023",-0.6
