
36,"Jones II, Jacinto",FR-1,Mary Washington,7.13,2023 Liberty Open,"Feb 4, 2023"
37,"alexander, trevel",SR-4,Guilford,7.14,COROS Collegiate Challenge,"Jan 22, 2023"
38,"Creadon, Reese",SO-2,Mary Washington,7.15,Coast-To-Coast Athletic Conference Indoor Championships,"Feb 17, 2023"
38,"Moore, Devin",SO-2,Belhaven,"7.15
(55)",Tiger Indoor Invitational,"Jan 28, 2023"
38,"Butler, Chris",JR-3,Millsaps,7.15,BSC Indoor Icebreaker 2022,"Dec 2, 2022"
41,"McPherson, DaMauri",SO-2,Ferrum,7.16,ODAC Indoor Track & Field Championships,"Feb 25, 2023"
42,"Chapman, Ian",SO-2,Mary Washington,7.17,Coast-To-Coast Athletic Conference Indoor Championships,"Feb 17, 2023"
42,"Kirksey, Christopher",SO-2,Mary Baldwin,7.17,DIII Atlantic Indoor Championships,"Feb 24, 2023"
44,"Raya, Nekolas",JR-3,Lynchburg,7.18,Joe LaRocco Invitational,"Feb 11, 2023"
45,"Diaz, Aden",FR-1,Emory,7.19,Emory Crossplex Showdown 2023,"Jan 15, 2023"
45,"Newcome, Wyatt",FR-1,Shenandoah,7.19,ODAC Indoor Track & Field Championships,"Feb 25, 2023"
47,"Hunter, Bryson",SR-4,Eastern Mennonite,7.20,Bast Cregger-Multi Invitational,"Dec 9, 2022"
48,"Dracon, Doug",JR-3,Washington and Lee,7.21,ODAC Indoor Track & Field Championships,"Feb 25, 2023"
48,"Dhillon, Kareem",FR-1,Mary Washington,7.21,Winter Classic,"Jan 27, 2023"
50,"Williams, Richard",FR-1,Guilford,7.22,ODAC Indoor Track & Field Championships,"Feb 25, 2023"

1,"Coleman, Adalia",JR-3,Bridgewater (Va.),7.54,ODAC Indoor Track & Field Championships,"Feb 25, 2023"
2,"Gamble, Katelyn",JR-3,Washington and Lee,7.61,ODAC Indoor Track & Field Championships,"Feb 25, 2023"
3,"Cherry, Ahnia",FR-1,North Carolina Wesleyan,7.62,DIII Atlantic Indoor Championships,"Feb 24, 2023"
4,"Brooks, Mariah",FR-1,North Carolina Wesleyan,7.66,DIII Atlantic Indoor Championships,"Feb 24, 2023"
5,"Johnson, Audrey",SO-2,Emory,7.70,UAA Indoor Track & Field Championships,"Feb 25, 2023"
6,"Freeman, Olivia",FR-1,Rhodes,7.72,Wartburg Qualifier,"Mar 3, 2023"
7,"Loving, Jailah",SO-2,Birmingham-Southern,"7.81
(55)",Sewanee Indoor Invitational,"Feb 18, 2023"
8,"Hoggard, Lyric",FR-1,Virginia Wesleyan,7.86,ODAC Indoor Track & Field Championships,"Feb 25, 2023"
9,"Bodus, Hannah",JR-3,Emory,7.87,UAA Indoor Track & Field Championships,"Feb 25, 2023"
10,"Trussell, Sydney",SO-2,Christopher Newport,7.88,Richard Drake Invitational,"Feb 5, 2023"
11,"Seward, Aniya",JR-3,Lynchburg,7.90,ODAC Indoor Track & Field Championships,"Feb 25, 2023"
11,"Lavelle, Ella",SR-4,Emory,7.90,UAA Indoor Track & Field Championships,"Feb 25, 2023"
13,"Redmond, Sophia",FR-1,Mary Washington,7.91,2023 Liberty Open,"Feb 4, 2023"
14,"Hooker, Kacee",SR-4,Bridgewater (Va.),7.94,South Region Final Qualifier & Multi,"Mar 3, 2023"
14,"Hathaway, Julia",FR-1,Virginia Wesleyan,7.94,ODAC Indoor Track & Field Championships,"Feb 25, 2023"
16,"Fox, Kenna",FR-1,Roanoke,7.96,ODAC Indoor Track & Field Championships,"Feb 25, 2023"
17,"Guyden, Aubrey",FR-1,Oglethorpe,7.97,USC Indoor Open 2023,"Feb 17, 2023"
18,"Cammarata, Jessica",JR-3,Lynchburg,7.98,ODAC Indoor Track & Field Championships,"Feb 25, 2023"
19,"Oguamena, Kendra",JR-3,Eastern Mennonite,"8.00
(55)",6th Annual Larry Sharpe Memorial Indoor Invitational,"Feb 18, 2023"
19,"Hinckley, Eleanor",SO-2,Roanoke,8.00,Virginia Tech Challenge,"Feb 17, 2023"
21,"Dianno, Maura",SO-2,Emory,8.01,Samford Bulldog Open 2023,"Feb 11, 2023"
21,"Poole, Taylor",JR-3,Roanoke,8.01,ODAC Indoor Track & Field Championships,"Feb 25, 2023"
23,"Gardner, Brandi",FR-1,Methodist,8.03,DIII Atlantic Indoor Championships,"Feb 24, 2023"
23,"Hobin, Lindsey",FR-1,Roanoke,8.03,Joe LaRocco Invitational,"Feb 11, 2023"
25,"Hefferon , Mikayla",JR-3,Roanoke,8.06,Bast Cregger-Multi Invitational,"Dec 9, 2022"
26,"Anderson, Janelle",SO-2,Shenandoah,8.07,ODAC Indoor Track & Field Championships,"Feb 25, 2023"
27,"Taylor, Ray Ray",SR-4,Eastern Mennonite,"8.08
(55)",6th Annual Larry Sharpe Memorial Indoor Invitational,"Feb 18, 2023"
27,"Measell, Kaitlin",SO-2,Shenandoah,8.08,ODAC Indoor Track & Field Championships,"Feb 25, 2023"
27,"Gamble, Haylee",JR-3,Roanoke,8.08,Finn Pincus Invitational,"Jan 20, 2023"
27,"Binetti, Kaya",SO-2,Emory,8.08,Emory Crossplex Showdown 2023,"Jan 15, 2023"
31,"Snodgrass, Hannah",SR-4,Roanoke,8.15,ODAC Indoor Track & Field Championships,"Feb 25, 2023"
31,"Buckles, Jade",FR-1,Bridgewater (Va.),8.15,ODAC Indoor Track & Field Championships,"Feb 25, 2023"
33,"Stirling, Lindsey",JR-3,Christopher Newport,8.17,Coast-To-Coast Athletic Conference Indoor Championships,"Feb 17, 2023"
33,"Lucas, Anyla",FR-1,Meredith,8.17,DIII Atlantic Indoor Championships,"Feb 24, 2023"
35,"Sidoro, Sarah",FR-1,Shenandoah,8.19,ODAC Indoor Track & Field Championships,"Feb 25, 2023"
36,"Shifflett, Avrie",FR-1,Eastern Mennonite,8.22,Bast Cregger-Multi Invitational,"Dec 9, 2022"
36,"Turner, Rylee",FR-1,Lynchburg,8.22,Joe LaRocco Invitational,"Feb 11, 2023"
36,"Olufemi-Ajayi, Grace",SR-4,Meredith,8.22,DIII Atlantic Indoor Championships,"Feb 24, 2023"
39,"Barnes, Vuronika",JR-3,Lynchburg,8.24,Joe LaRocco Invitational,"Feb 11, 2023"
39,"Williams, Leighan",SR-4,Berry,"8.24
(55)",Sewanee Indoor Invitational,"Feb 18, 2023"
41,"Richardson-Garris, Elseanne",JR-3,Virginia Wesleyan,8.26,Marlin Invitational,"Jan 20, 2023"
41,"Birle, Susannah",SR-4,Washington and Lee,8.26,VMI Team Challenge,"Dec 3, 2022"
43,"Patterson, Jazmine",FR-1,Hollins,8.27,ODAC Indoor Track & Field Championships,"Feb 25, 2023"
43,"Leopold, Mina",SO-2,Emory,8.27,Emory Crossplex Showdown 2023,"Jan 15, 2023"
43,"Hamlin, Haleigh",JR-3,Bridgewater (Va.),8.27,ODAC Indoor Track & Field Championships,"Feb 25, 2023"
46,"Smith, Kendra",SO-2,Randolph,8.28,Bast Cregger-Multi Invitational,"Dec 9, 2022"
47,"Winterton, Makinna",SO-2,Southern Virginia,8.30,DIII Atlantic Indoor Championships,"Feb 24, 2023"
47,"Henson, Lauren",SR-4,Roanoke,8.30,Bast Cregger-Multi Invitational,"Dec 9, 2022"
49,"Smith, Kiara",SO-2,Lynchburg,8.31,Joe LaRocco Invitational,"Feb 11, 2023"
50,"Weilmuenster, Megan",SO-2,Rhodes,8.32,Samford January Open 2023,"Jan 21, 2023"

1,"Gregory, Eric",JR-3,Gallaudet,21.32,Fastrack Last Chance Meet,"Feb 24, 2023",NWI
2,"Moore, Miles",JR-3,Shenandoah,"21.62
#",South Region Final Qualifier & Multi,"Mar 3, 2023",NWI
3,"Johnson, Alijah",SR-4,Eastern Mennonite,"21.68
#",South Region Final Qualifier & Multi,"Mar 3, 2023",NWI
4,"Crawford, Samuel",SR-4,Roanoke,"21.72
#",ODAC Indoor Track & Field Championships,"Feb 25, 2023",NWI
5,"Jones, Jahari",SO-2,Berry,21.83,Emory Crossplex Showdown 2023,"Jan 15, 2023",NWI
6,"Hamm, Michael",SO-2,Ferrum,"21.90
#",ODAC Indoor Track & Field Championships,"Feb 25, 2023",NWI
7,"Fowler, Brady",SO-2,Roanoke,"21.92
#",ODAC Indoor Track & Field Championships,"Feb 25, 2023",NWI
8,"Fox, Daniel",SO-2,Christopher Newport,"21.96
#",Camel City Invitational,"Feb 3, 2023",NWI
9,"Clayton, TJ",JR-3,Rhodes,21.99,Samford January Open 2023,"Jan 21, 2023",NWI
9,"Price, Jackson",SO-2,Emory,21.99,Emory Crossplex Showdown 2023,"Jan 15, 2023",NWI
11,"Davis, Tommy",SR-4,Emory,"22.10
#",UAA Indoor Track & Field Championships,"Feb 25, 2023",NWI
12,"Jones II, Jacinto",FR-1,Mary Washington,22.12,Winter Classic,"Jan 27, 2023",NWI
13,"Alexander, Trevel",SR-4,Guilford,"22.16
#",ODAC Indoor Track & Field Championships,"Feb 25, 2023",NWI
14,"Morgan, Damon",SO-2,Eastern Mennonite,"22.22
#",Bast Cregger-Multi Invitational,"Dec 9, 2022",NWI
15,"Raya, Nekolas",JR-3,Lynchburg,"22.23
#",ODAC Indoor Track & Field Championships,"Feb 25, 2023",NWI
16,"Jackson, Andre",JR-3,Shenandoah,"22.30
#",ODAC Indoor Track & Field Championships,"Feb 25, 2023",NWI
17,"Clanton, Kyle",SR-4,Bridgewater (Va.),"22.33
#",ODAC Indoor Track & Field Championships,"Feb 25, 2023",NWI
18,"Kirksey, Christopher",SO-2,Mary Baldwin,"22.35
#",DIII Atlantic Indoor Championships,"Feb 24, 2023",NWI
19,"Smith, Donovan",FR-1,North Carolina Wesleyan,"22.36
#",DIII Atlantic Indoor Championships,"Feb 24, 2023",NWI
20,"Ryba, Sam",SO-2,Emory,"22.40
#",UAA Indoor Track & Field Championships,"Feb 25, 2023",NWI
21,"Avalos, Kaegan",SR-4,Bridgewater (Va.),"22.42
#",ODAC Indoor Track & Field Championships,"Feb 25, 2023",NWI
22,"Dracon, Doug",JR-3,Washington and Lee,"22.44
#",ODAC Indoor Track & Field Championships,"Feb 25, 2023",NWI
23,"Ashton, Gareth",JR-3,Gallaudet,22.45,Fastrack Last Chance Meet,"Feb 24, 2023",NWI
24,"Branstadter, Henry",FR-1,Emory,22.53,South Carolina Invitational 2023,"Feb 3, 2023",NWI
25,"Donsereaux, Chris",JR-3,Piedmont,"22.58
#",Polar Bear Final Qualifier- 2023,"Mar 3, 2023",NWI
26,"Campbell, Keyshawn",SR-4,Pfeiffer,"22.60
#",JDL DMR Invitational,"Feb 17, 2023",NWI
26,"Goolsby, Silas",FR-1,Piedmont,22.60,USC Indoor Open 2023,"Feb 17, 2023",NWI
28,"Nash, Aaron",SO-2,Methodist,"22.64
#",DIII Atlantic Indoor Championships,"Feb 24, 2023",NWI
29,"Gerzon, Luke",SR-4,Rhodes,22.67,Samford Bulldog Open 2023,"Feb 11, 2023",NWI
29,"Holmes, Shyheim",SO-2,Mary Baldwin,"22.67
#",DIII Atlantic Indoor Championships,"Feb 24, 2023",NWI
31,"Fearwell, Jevontae",SO-2,Catholic,"22.70
#",2023 Landmark Conference Indoor Track & Field Championships,"Feb 25, 2023",NWI
32,"Mackey, Conner",FR-1,Bridgewater (Va.),"22.75
#",ODAC Indoor Track & Field Championships,"Feb 25, 2023",NWI
32,"Jones, Jaylen",SO-2,Lynchburg,"22.75
#",ODAC Indoor Track & Field Championships,"Feb 25, 2023",NWI
34,"Hall, Jordan",FR-1,Virginia Wesleyan,22.77,Marlin Invitational,"Jan 20, 2023",NWI
35,"Hunter, Bryson",SR-4,Eastern Mennonite,"22.78
#",Bast Cregger-Multi Invitational,"Dec 9, 2022",NWI
35,"Crowder, William",SO-2,Shenandoah,22.78,VMI Team Challenge,"Dec 3, 2022",NWI
37,"Jacobs, Zachary",JR-3,Lynchburg,"22.79
#",Finn Pincus Invitational,"Jan 20, 2023",NWI
38,"Singleton, Kelsey",FR-1,Belhaven,22.81,Samford January Open 2023,"Jan 21, 2023",NWI
39,"Point-Du-Jour, Geoff",SO-2,Emory,22.83,BSC Indoor Icebreaker 2022,"Dec 2, 2022",NWI
39,"Lopez, Sebastian",SO-2,Catholic,22.83,Youree Spence-Garcia Invitational,"Dec 3, 2022",NWI
41,"Heffinger, Brandon",FR-1,Roanoke,"22.89
#",Joe LaRocco Invitational,"Feb 11, 2023",NWI
41,"Scott, Miles",FR-1,William Peace,"22.89
#",DIII Atlantic Indoor Championships,"Feb 24, 2023",NWI
43,"Chapman, Ian",SO-2,Mary Washington,"22.91
#",Coast-To-Coast Athletic Conference Indoor Championships,"Feb 17, 2023",NWI
44,"Sheets, Michael",SR-4,Bridgewater (Va.),"22.95
#",ODAC Indoor Track & Field Championships,"Feb 25, 2023",NWI
45,"Elliott, Gage",SO-2,Christopher Newport,"22.99
#",CNU Qualifier & Combined Events,"Feb 26, 2023",NWI
45,"Spring, Perry",JR-3,Christopher Newport,"22.99
#",CNU Holiday Open,"Dec 3, 2022",NWI
45,"Wideman, William",SR-4,Birmingham-Southern,22.99,BSC Indoor Icebreaker 2022,"Dec 2, 2022",NWI
45,"Compton, Sam",SO-2,Catholic,"22.99
#",Patriot Games 2023,"Jan 27, 2023",NWI
49,"Brown, Tasker",SR-4,Pfeiffer,"23.01
#",JDL Early Bird Invitational,"Dec 4, 2022",NWI
50,"Kibler, Chris",JR-3,Eastern Mennonite,"23.02
#",ODAC Indoor Track & Field Championships,"Feb 25, 2023",NWI

1,"Coleman, Adalia",JR-3,Bridgewater (Va.),"24.77
#",ODAC Indoor Track & Field Championships,"Feb 25, 2023",NWI
2,"Brooks, Mariah",FR-1,North Carolina Wesleyan,24.84,USC Indoor Open 2023,"Feb 17, 2023",NWI
3,"Cherry, Ahnia",FR-1,North Carolina Wesleyan,"25.02
#",DIII Atlantic Indoor Championships,"Feb 24, 2023",NWI
4,"Trussell, Sydney",SO-2,Christopher Newport,"25.14
#",CNU Qualifier & Combined Events,"Feb 26, 2023",NWI
5,"Johnson, Audrey",SO-2,Emory,"25.15
#",UAA Indoor Track & Field Championships,"Feb 25, 2023",NWI
6,"Gamble, Katelyn",JR-3,Washington and Lee,"25.27
#",ODAC Indoor Track & Field Championships,"Feb 25, 2023",NWI
7,"Gamble, Haylee",JR-3,Roanoke,"25.68
#",ODAC Indoor Track & Field Championships,"Feb 25, 2023",NWI
8,"Seward, Aniya",JR-3,Lynchburg,"25.71
#",ODAC Indoor Track & Field Championships,"Feb 25, 2023",NWI
8,"Hooker, Kacee",SR-4,Bridgewater (Va.),"25.71
#",ODAC Indoor Track & Field Championships,"Feb 25, 2023",NWI
10,"Redmond, Sophia",FR-1,Mary Washington,"25.97
#",Coast-To-Coast Athletic Conference Indoor Championships,"Feb 17, 2023",NWI
11,"DeSantis, Adrianna",SR-4,Christopher Newport,"25.98
#",Camel City Invitational,"Feb 3, 2023",NWI
12,"Freeman, Olivia",FR-1,Rhodes,26.02,BSC Indoor Icebreaker 2022,"Dec 2, 2022",NWI
13,"Harris, Dashiel Tao",SO-2,Emory,26.12,BSC Indoor Icebreaker 2022,"Dec 2, 2022",NWI
14,"Guyden, Aubrey",FR-1,Oglethorpe,26.13,Samford Bulldog Open 2023,"Feb 11, 2023",NWI
14,"Binetti, Kaya",SO-2,Emory,"26.13
#",UAA Indoor Track & Field Championships,"Feb 25, 2023",NWI
16,"Cammarata, Jessica",JR-3,Lynchburg,"26.20
#",ODAC Indoor Track & Field Championships,"Feb 25, 2023",NWI
17,"Hinckley, Eleanor",SO-2,Roanoke,"26.24
#",Joe LaRocco Invitational,"Feb 11, 2023",NWI
18,"Hefferon , Mikayla",JR-3,Roanoke,"26.26
#",Finn Pincus Invitational,"Jan 20, 2023",NWI
19,"Oguamena, Kendra",JR-3,Eastern Mennonite,"26.31
#",Joe LaRocco Invitational,"Feb 11, 2023",NWI
20,"Mitchell, Kayla",FR-1,Methodist,"26.35
#",Camel City Invitational,"Feb 3, 2023",NWI
21,"Taylor, Ray Ray",SR-4,Eastern Mennonite,26.37,VMI Invitational,"Jan 13, 2023",NWI
21,"Loving, Jailah",SO-2,Birmingham-Southern,26.37,BSC Indoor Icebreaker 2022,"Dec 2, 2022",NWI
23,"Measell, Kaitlin",SO-2,Shenandoah,"26.44
#",ODAC Indoor Track & Field Championships,"Feb 25, 2023",NWI
23,"Poole, Taylor",JR-3,Roanoke,"26.44
#",ODAC Indoor Track & Field Championships,"Feb 25, 2023",NWI
25,"Haynes, Kimona",FR-1,Belhaven,26.47,Samford Bulldog Open 2023,"Feb 11, 2023",NWI
26,"Fox, Kenna",FR-1,Roanoke,"26.61
#",ODAC Indoor Track & Field Championships,"Feb 25, 2023",NWI
27,"Lavelle, Ella",SR-4,Emory,"26.65
#",UAA Indoor Track & Field Championships,"Feb 25, 2023",NWI
28,"Gardner, Brandi",FR-1,Methodist,"26.68
#",Camel City Invitational,"Feb 3, 2023",NWI
29,"Bodus, Hannah",JR-3,Emory,26.72,Samford Bulldog Open 2023,"Feb 11, 2023",NWI
30,"Barnes, Ashaunti",JR-3,Belhaven,"26.77
#",Tiger Indoor Invitational,"Jan 28, 2023",NWI
31,"Snodgrass, Hannah",SR-4,Roanoke,"26.78
#",ODAC Indoor Track & Field Championships,"Feb 25, 2023",NWI
32,"Murdock, Paige",SO-2,Emory,26.79,South Carolina Invitational 2023,"Feb 3, 2023",NWI
33,"Patterson, Jazmine",FR-1,Hollins,"26.80
#",ODAC Indoor Track & Field Championships,"Feb 25, 2023",NWI
34,"Hobin, Lindsey",FR-1,Roanoke,"26.89
#",Bast Cregger-Multi Invitational,"Dec 9, 2022",NWI
35,"Hathaway, Julia",FR-1,Virginia Wesleyan,26.91,Marlin Invitational,"Jan 20, 2023",NWI
36,"Hoggard, Lyric",FR-1,Virginia Wesleyan,26.92,VMI Invitational,"Jan 13, 2023",NWI
37,"Thompson, Emily",JR-3,Berry,26.93,Emory Crossplex Showdown 2023,"Jan 15, 2023",NWI
37,"Smith, Kiara",SO-2,Lynchburg,"26.93
#",Joe LaRocco Invitational,"Feb 11, 2023",NWI
39,"Turner, Rylee",FR-1,Lynchburg,"26.94
#",ODAC Indoor Track & Field Championships,"Feb 25, 2023",NWI
40,"Leopold, Mina",SO-2,Emory,26.97,Emory Crossplex Showdown 2023,"Jan 15, 2023",NWI
41,"Hawkins, Quierra",FR-1,Mary Baldwin,"27.07
#",DIII Atlantic Indoor Championships,"Feb 24, 2023",NWI
41,"Roach, Alyssa",JR-3,Christopher Newport,"27.07
#",CNU Holiday Open,"Dec 3, 2022",NWI
43,"Rosario-Watson, Treazure",FR-1,Methodist,"27.09
#",DIII Atlantic Indoor Championships,"Feb 24, 2023",NWI
43,"Martin, Amaya",JR-3,Emory,27.09,Samford Bulldog Open 2023,"Feb 11, 2023",NWI
45,"McPherson, Andrea",SO-2,Emory,27.12,Samford Bulldog Open 2023,"Feb 11, 2023",NWI
46,"Palethorpe, Jordynn",JR-3,Washington and Lee,27.15,Winter Relays,"Feb 3, 2023",NWI
47,"Boyce, Madelyn",FR-1,Lynchburg,"27.17
#",Finn Pincus Invitational,"Jan 20, 2023",NWI
47,"Anderson, Janelle",SO-2,Shenandoah,27.17,VMI Team Challenge,"Dec 3, 2022",NWI
49,"Bixenman, Ellie",JR-3,Catholic,"27.29
#",2023 Landmark Conference Indoor Track & Field Championships,"Feb 25, 2023",NWI
50,"Gardner, Kya",SO-2,Birmingham-Southern,"27.33
#",Sewanee Indoor Invitational,"Feb 18, 2023",NWI

1,"Leavitt, Aaron",SO-2,Southern Virginia,"48.61
#",DIII Atlantic Indoor Championships,"Feb 24, 2023"
2,"Johnson, Alijah",SR-4,Eastern Mennonite,48.72,SPIRE Midwest Open 2023,"Jan 21, 2023"
3,"Gregory, Eric",JR-3,Gallaudet,48.76,Fastrack Last Chance Meet,"Feb 24, 2023"
4,"Kirksey, Christopher",SO-2,Mary Baldwin,"48.82
#",DIII Atlantic Indoor Championships,"Feb 24, 2023"
5,"Crawford, Samuel",SR-4,Roanoke,"48.85
#",ODAC Indoor Track & Field Championships,"Feb 25, 2023"
6,"Dean, Dawit",JR-3,Emory,"49.05
#",UAA Indoor Track & Field Championships,"Feb 25, 2023"
7,"Hamm, Michael",SO-2,Ferrum,"49.35
#",Joe LaRocco Invitational,"Feb 11, 2023"
8,"Avalos, Kaegan",SR-4,Bridgewater (Va.),"49.59
#",ODAC Indoor Track & Field Championships,"Feb 25, 2023"
8,"Camobreco, Lorenzo",FR-1,Roanoke,"49.59
#",ODAC Indoor Track & Field Championships,"Feb 25, 2023"
10,"Bullock , Isaiah",FR-1,Virginia Wesleyan,"49.68
#",ODAC Indoor Track & Field Championships,"Feb 25, 2023"
11,"Wurster, Bryce",FR-1,Emory,"49.95
#",UAA Indoor Track & Field Championships,"Feb 25, 2023"
12,"Moore, Tristan",SO-2,Emory,"50.39
#",UAA Indoor Track & Field Championships,"Feb 25, 2023"
13,"Hodnett, Jacob",SO-2,Lynchburg,"50.40
#",ODAC Indoor Track & Field Championships,"Feb 25, 2023"
14,"Novak, Rob",SR-4,Catholic,50.45,2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023"
15,"Jacobs, Zachary",JR-3,Lynchburg,50.56,2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023"
16,"Kwakye, Gabriel",JR-3,Lynchburg,50.74,VMI Invitational,"Jan 13, 2023"
16,"Ashton, Gareth",JR-3,Gallaudet,50.74,Big Apple Invitational,"Feb 11, 2023"
18,"Davis, Tommy",SR-4,Emory,50.77,South Carolina Invitational 2023,"Feb 3, 2023"
19,"Hall, Jordan",FR-1,Virginia Wesleyan,50.96,Richard Drake Invitational,"Feb 5, 2023"
20,"Price, Jackson",SO-2,Emory,51.04,USC Indoor Open 2023,"Feb 17, 2023"
21,"Jones II, Jacinto",FR-1,Mary Washington,51.09,2023 Liberty Open,"Feb 4, 2023"
22,"Wideman, William",SR-4,Birmingham-Southern,51.12,BSC Indoor Icebreaker 2022,"Dec 2, 2022"
23,"Crosswell, Domenic",JR-3,Virginia Wesleyan,"51.14
#",ODAC Indoor Track & Field Championships,"Feb 25, 2023"
24,"Elliott, Gage",SO-2,Christopher Newport,"51.15
#",Coast-To-Coast Athletic Conference Indoor Championships,"Feb 17, 2023"
24,"Zana, Dom",FR-1,Birmingham-Southern,51.15,Wittenberg Steemer Showcase,"Jan 28, 2023"
26,"Jakubowski-Lewis, Daniel",FR-1,Washington and Lee,51.20,VMI Team Challenge,"Dec 3, 2022"
27,"Maxwell, Patrick",SR-4,Catholic,51.24,2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023"
28,"Goolsby, Silas",FR-1,Piedmont,51.27,USC Indoor Open 2023,"Feb 17, 2023"
29,"Belz, Chris",SO-2,Emory,51.36,Emory Crossplex Showdown 2023,"Jan 15, 2023"
30,"Frank, Dez'Tavien",SO-2,Millsaps,51.38,BSC Indoor Icebreaker 2022,"Dec 2, 2022"
31,"Cardwell, Victor",FR-1,Roanoke,"51.43
#",Bast Cregger-Multi Invitational,"Dec 9, 2022"
32,"McGhie, Elias",JR-3,Shenandoah,"51.56
#",River Hawk Friday Night Showdown,"Feb 10, 2023"
33,"Moore, Zach",SO-2,Washington and Lee,51.59,Winter Classic,"Jan 27, 2023"
34,"Flowers, Brian",SO-2,Lynchburg,51.73,2023 Liberty Open,"Feb 4, 2023"
34,"Albright, Cooper",JR-3,Christopher Newport,"51.73
#",Camel City Invitational,"Feb 3, 2023"
36,"Marable, George",SO-2,Washington and Lee,"51.75
#",ODAC Indoor Track & Field Championships,"Feb 25, 2023"
37,"Raya, Nekolas",JR-3,Lynchburg,"51.83
#",Finn Pincus Invitational,"Jan 20, 2023"
38,"Heffinger, Brandon",FR-1,Roanoke,"51.88
#",Joe LaRocco Invitational,"Feb 11, 2023"
