
1,"Brown, Kelly",JR-3,Brockport St.,6.97,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
45,"Nieves, Eric",SO-2,Oneonta,"23.92
%",2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023",NWI
46,"Iwuagwu, Travis",FR-1,Cortland St.,23.93,Utica Holiday Classic,"Dec 10, 2022",NWI
47,"Devine, Dylan",SO-2,Buffalo State,23.94,Nazareth Conference Tune-Up,"Feb 17, 2023",NWI
48,"Hickey, Jack",JR-3,Oswego State,23.95,RIT January Friday Meet,"Jan 27, 2023",NWI
48,"Nix, Howard",FR-1,Brockport St.,23.95,Brockport Multi,"Feb 3, 2023",NWI
50,"Aguirre, Aidan",FR-1,Cortland St.,24.02,2023 Bomber Invitational,"Feb 4, 2023",NWI
51,"Reyes, Alex",FR-1,Oswego State,24.06,RIT February Friday Invitational,"Feb 10, 2023",NWI
51,"Grinion, Ayden",FR-1,Brockport St.,24.06,Utica Winter Opener,"Jan 14, 2023",NWI
53,"Style, Brendan",SO-2,SUNY Geneseo,24.10,Nazareth Conference Challenge Cup,"Jan 28, 2023",NWI
54,"Durski, Michael",FR-1,Brockport St.,24.11,River Hawk Friday Night Showdown,"Feb 10, 2023",NWI
55,"Geschwind, Josh",FR-1,Cortland St.,24.12,Utica Holiday Classic,"Dec 10, 2022",NWI
56,"Morrow, Steven",SO-2,Cortland St.,24.14,2023 Bomber Invitational,"Feb 4, 2023",NWI
57,"Roehrig, Nathan",FR-1,Brockport St.,24.17,Utica Winter Opener,"Jan 14, 2023",NWI
58,"Alexander, Jaron",JR-3,Buffalo State,24.18,Nazareth Conference Tune-Up,"Feb 17, 2023",NWI
59,"Bayewu, Muiz",FR-1,Cortland St.,24.21,2023 Bomber Invitational,"Feb 4, 2023",NWI

1,"Shepardson, Gwen",SR-4,SUNY Geneseo,25.48,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023",NWI
2,"Sawyer, Natalia",FR-1,Buffalo State,25.52,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023",NWI
3,"Koutsourades, Kate",JR-3,SUNY Geneseo,25.87,Brockport Multi,"Feb 3, 2023",NWI
4,"Liriano, Elizabeth",SR-4,Cortland St.,25.91,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023",NWI
5,"Huba, Kayla",FR-1,SUNY Geneseo,26.30,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023",NWI
6,"Klimow, Julianna",SO-2,SUNY Geneseo,"26.33
%",2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023",NWI
7,"Levine, Sarah",SR-4,Brockport St.,26.38,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023",NWI
8,"Laster, Khia",SO-2,Buffalo State,26.46,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023",NWI
9,"Pittman, Autumn",SO-2,Cortland St.,"26.53
%",AARTFC Indoor Track & Field Championships,"Mar 3, 2023",NWI
10,"Pynn, Sam",SO-2,SUNY Geneseo,26.64,Brockport Multi,"Feb 3, 2023",NWI
11,"Lawless, Brianna",SR-4,Brockport St.,26.80,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023",NWI
12,"Jacques, Katelyn",SO-2,SUNY Geneseo,26.95,Brockport Multi,"Feb 3, 2023",NWI
13,"LaBelle, Alyssa",SR-4,Cortland St.,27.09,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023",NWI
14,"Flaitz, Emma",SO-2,SUNY Geneseo,27.17,Brockport Multi,"Feb 3, 2023",NWI
15,"Jackson, Danielle",SO-2,Oneonta,27.27,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023",NWI
16,"Johnson, McKenna",FR-1,SUNY Geneseo,27.33,Brockport Multi,"Feb 3, 2023",NWI
17,"Montgomery, Mia",SR-4,Brockport St.,27.35,Brockport Multi,"Feb 3, 2023",NWI
17,"Guilfoyle, Margaret",SO-2,SUNY Geneseo,27.35,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023",NWI
19,"Sensini, Clara",SR-4,Brockport St.,27.41,RIT January Friday Meet,"Jan 27, 2023",NWI
20,"Bostic, Courtney",FR-1,Brockport St.,27.49,Nazareth Conference Tune-Up,"Feb 17, 2023",NWI
21,"Lewis, Josephine",JR-3,SUNY Geneseo,27.52,Nazareth Conference Challenge Cup,"Jan 28, 2023",NWI
22,"Jaworski, Olivia",FR-1,SUNY Geneseo,27.67,Nazareth Conference Tune-Up,"Feb 17, 2023",NWI
23,"Hebert, Avery",JR-3,Cortland St.,27.70,Utica Holiday Classic,"Dec 10, 2022",NWI
24,"Peralta, Yasmine",FR-1,Cortland St.,27.79,2023 Bomber Invitational,"Feb 4, 2023",NWI
25,"Nnate, Ejim",SO-2,Oneonta,27.80,Utica Blue & Orange Invite and Multi,"Jan 27, 2023",NWI
26,"Becker, Samantha",JR-3,Cortland St.,27.84,2023 Bomber Invitational,"Feb 4, 2023",NWI
27,"Nelson, Faith",SO-2,Cortland St.,27.92,Marc Deneault Invitational 2023,"Feb 18, 2023",NWI
28,"von Ahn, Hailey",SO-2,Potsdam St.,28.05,Utica Pioneer Fast Trax Invite,"Feb 4, 2023",NWI
29,"Seabury, Maris",SO-2,Cortland St.,28.07,2023 Bomber Invitational,"Feb 4, 2023",NWI
30,"Landman, Jessica",SO-2,Plattsburgh St.,28.09,SLU Open,"Feb 17, 2023",NWI
31,"Ross, Julia",FR-1,Cortland St.,28.14,Marc Deneault Invitational 2023,"Feb 18, 2023",NWI
32,"Surowick, Allyson",SO-2,SUNY Geneseo,28.16,Nazareth Conference Challenge Cup,"Jan 28, 2023",NWI
33,"Machida, Ayaka",JR-3,SUNY Geneseo,28.21,Houghton December Classic,"Dec 2, 2022",NWI
34,"Benjamin, Antone'nic",SO-2,Buffalo State,28.22,Houghton December Classic,"Dec 2, 2022",NWI
35,"Teglash, Stefani",JR-3,SUNY Geneseo,28.23,Brockport Multi,"Feb 3, 2023",NWI
35,"Sobczyk, Kendall",FR-1,Cortland St.,28.23,Marc Deneault Invitational 2023,"Feb 18, 2023",NWI
37,"Jacobs, Annabel",JR-3,Cortland St.,28.26,Marc Deneault Invitational 2023,"Feb 18, 2023",NWI
38,"Lawrence, Brooklyn",SO-2,Buffalo State,28.31,Nazareth Conference Tune-Up,"Feb 17, 2023",NWI
39,"Thompson, Morgan",SO-2,Plattsburgh St.,28.43,SLU Open,"Feb 17, 2023",NWI
39,"Motto, Gianna",FR-1,Cortland St.,28.43,RIT February Friday Invitational,"Feb 10, 2023",NWI
41,"Johnson, Taylor",SO-2,Oneonta,"28.48
%",2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023",NWI
42,"Wagner, Madison",FR-1,Potsdam St.,28.58,Utica Pioneer Fast Trax Invite,"Feb 4, 2023",NWI
43,"Trackey, Helena",FR-1,Cortland St.,28.60,RIT February Friday Invitational,"Feb 10, 2023",NWI
44,"Yousey, Emily",SO-2,Potsdam St.,"28.63
%",Plattsburgh State Wednesday Track & Field Meet,"Feb 8, 2023",NWI

1,"Sheridan, Kieran",SR-4,SUNY Geneseo,48.44,Nazareth Alumni Invite,"Dec 9, 2022"
2,"Goring, Coltrane",SR-4,Cortland St.,"48.87
%",2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023"
3,"Jensen, Lance",SO-2,SUNY Geneseo,49.13,Brockport Multi,"Feb 3, 2023"
4,"Miller, Jacob",FR-1,SUNY Geneseo,49.20,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
5,"Rappazzo, Jason",SR-4,SUNY Geneseo,"49.31
%",2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023"
6,"Jensen, Evan",SO-2,Cortland St.,"49.37
%",2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023"
7,"Goldszer, John",JR-3,SUNY Geneseo,49.71,Brockport Multi,"Feb 3, 2023"
8,"Abdo, Nick",SR-4,Fredonia,"49.86
%",2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023"
9,"Knapp, Douglas",SR-4,Cortland St.,50.04,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
10,"Kent, Andrew",FR-1,SUNY Geneseo,"50.26
%",2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023"
11,"Grinion, Ayden",FR-1,Brockport St.,50.35,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
12,"Gavalas, Harrison",FR-1,Cortland St.,"50.46
%",2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023"
13,"Harrington, Aidan",JR-3,Oswego State,50.74,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
14,"Onuoha, Toby",SR-4,Fredonia,51.06,Nazareth Alumni Invite,"Dec 9, 2022"
15,"Cypress, Charles",FR-1,Plattsburgh St.,"51.13
%",2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023"
16,"Garske, Austin",SO-2,Cortland St.,51.17,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
17,"Durski, Michael",FR-1,Brockport St.,51.33,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
18,"Jarski, Luke",SO-2,Oneonta,51.39,Utica Blue & Orange Invite and Multi,"Jan 27, 2023"
19,"Marsowicz, Nick",FR-1,Fredonia,51.54,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
20,"Fischer, Kevin",SR-4,Brockport St.,51.58,Nazareth Conference Tune-Up,"Feb 17, 2023"
21,"Sheehan, Matthew",SO-2,SUNY Geneseo,51.73,Nazareth Conference Tune-Up,"Feb 17, 2023"
22,"Awolowo, Oba",FR-1,Cortland St.,"52.01
%",2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023"
23,"Renaud, Sam",SO-2,Potsdam St.,52.04,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
24,"Lewis, Marcus",FR-1,SUNY Geneseo,52.27,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
25,"Walters, Josh",JR-3,Fredonia,52.32,RIT January Friday Meet,"Jan 27, 2023"
26,"Root, Brandon",SO-2,Cortland St.,"52.36
%",2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023"
27,"O'Gorman, Andrew",JR-3,Cortland St.,52.39,Utica Holiday Classic,"Dec 10, 2022"
28,"Markle, Nick",SO-2,Brockport St.,52.50,RIT January Friday Meet,"Jan 27, 2023"
29,"Ibalio, David",SO-2,Buffalo State,52.55,Brockport Multi,"Feb 3, 2023"
30,"LaSorba, Nate",SO-2,SUNY Geneseo,52.63,Houghton December Classic,"Dec 2, 2022"
31,"Velez-Olmo, Ledreth",FR-1,Brockport St.,52.79,RIT January Friday Meet,"Jan 27, 2023"
32,"Geschwind, Josh",FR-1,Cortland St.,52.80,Utica Holiday Classic,"Dec 10, 2022"
33,"Monnat, Cody",SO-2,Plattsburgh St.,"52.88
%",2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023"
33,"Garafola, Aidan",FR-1,Cortland St.,52.88,2023 Bomber Invitational,"Feb 4, 2023"
35,"Morrow, Steven",SO-2,Cortland St.,52.92,2023 Bomber Invitational,"Feb 4, 2023"
36,"Bayewu, Muiz",FR-1,Cortland St.,52.94,RIT February Friday Invitational,"Feb 10, 2023"
37,"Broadnax, Mathew",JR-3,Oswego State,52.95,Nazareth Conference Tune-Up,"Feb 17, 2023"
38,"Aguirre, Aidan",FR-1,Cortland St.,52.97,2023 Bomber Invitational,"Feb 4, 2023"
39,"Devine, Dylan",SO-2,Buffalo State,"53.00
%",2023 Boston University David Hemery Valentine Invite,"Feb 10, 2023"
40,"Dankwa, Alex",JR-3,Buffalo State,"53.02
%",YSU Mid-Major Invitational,"Jan 27, 2023"
41,"Roehrig, Nathan",FR-1,Brockport St.,53.25,Nazareth Conference Tune-Up,"Feb 17, 2023"
42,"Dorney, Christopher",SR-4,Oswego State,53.49,Nazareth Conference Tune-Up,"Feb 17, 2023"
43,"Dobrowolski-Kosior, Jakub",FR-1,Cortland St.,53.54,Utica Holiday Classic,"Dec 10, 2022"
44,"Schrom, Justin",SO-2,Cortland St.,53.65,2023 Bomber Invitational,"Feb 4, 2023"

1,"Sawyer, Natalia",FR-1,Buffalo State,"56.71
%",NCAA Division III Indoor Track & Field Championships,"Mar 10, 2023"
2,"Shepardson, Gwen",SR-4,SUNY Geneseo,57.57,Nazareth Alumni Invite,"Dec 9, 2022"
3,"Liriano, Elizabeth",SR-4,Cortland St.,58.70,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
4,"Levine, Sarah",SR-4,Brockport St.,59.27,SUNYAC Indoor Track & Field Championships,"Feb 24, 2023"
