Apr 1, 2023",Wartburg Outdoor Select,"Apr 1, 2023"
3,"Kubes, Samantha",JR-3,Saint Mary's (Minn.),31.93m,"104' 9""

Wash U Invite

Mar 31, 2023",Wash U Invite,"Mar 31, 2023"
4,"Horvath, Chando",JR-3,St. Catherine (Minn.),30.33m,"99' 6""

Ross and Sharon Irwin meet

Mar 18, 2023",Ross and Sharon Irwin meet,"Mar 18, 2023"
5,"Torres, Alexis",SO-2,St. Benedict,27.18m,"89' 2""

Wartburg Outdoor Select

Apr 1, 2023",Wartburg Outdoor Select,"Apr 1, 2023"
6,"Jackman, Sydney",SO-2,Saint Mary's (Minn.),26.55m,"87' 1""

Wash U Invite

Mar 31, 2023",Wash U Invite,"Mar 31, 2023"
7,"Becker, Anna",SO-2,Saint Mary's (Minn.),23.13m,"75' 11""

Wash U Invite

Mar 31, 2023",Wash U Invite,"Mar 31, 2023"
8,"Kordus, Grace",FR-1,St. Catherine (Minn.),16.79m,"55' 1""

Ross and Sharon Irwin meet

Mar 18, 2023",Ross and Sharon Irwin meet,"Mar 18, 2023"

1,"Menache, Max",SO-2,Macalester,45.47m,"149' 2""

Wartburg Outdoor Select

Apr 1, 2023",Wartburg Outdoor Select,"Apr 1, 2023"
2,"Fritz, Casen",SO-2,Saint Mary's (Minn.),45.02m,"147' 8""

Wash U Invite

Mar 31, 2023",Wash U Invite,"Mar 31, 2023"
3,"Mollet, Eli",JR-3,St. John's (Minn.),44.67m,"146' 7""

Wartburg Outdoor Select

Apr 1, 2023",Wartburg Outdoor Select,"Apr 1, 2023"

1,"Kubes, Samantha",JR-3,Saint Mary's (Minn.),44.00m,"144' 4""

Wash U Invite

Mar 31, 2023",Wash U Invite,"Mar 31, 2023"
2,"Becker, Anna",SO-2,Saint Mary's (Minn.),43.54m,"142' 10""

Wash U Invite

Mar 31, 2023",Wash U Invite,"Mar 31, 2023"
3,"Horvath, Chando",JR-3,St. Catherine (Minn.),41.52m,"136' 3""

Ross and Sharon Irwin meet

Mar 18, 2023",Ross and Sharon Irwin meet,"Mar 18, 2023"
4,"Joos, Haley",JR-3,St. Benedict,38.07m,"124' 11""

Wartburg Outdoor Select

Apr 1, 2023",Wartburg Outdoor Select,"Apr 1, 2023"
5,"Jackman, Sydney",SO-2,Saint Mary's (Minn.),33.93m,"111' 4""

Wash U Invite

Mar 31, 2023",Wash U Invite,"Mar 31, 2023"
6,"Althoff, Abby",JR-3,St. Catherine (Minn.),31.29m,"102' 8""

Ross and Sharon Irwin meet

Mar 18, 2023",Ross and Sharon Irwin meet,"Mar 18, 2023"
7,"Wehrspann, Lydia",SR-4,St. Catherine (Minn.),30.03m,"98' 6""

Ross and Sharon Irwin meet

Mar 18, 2023",Ross and Sharon Irwin meet,"Mar 18, 2023"
8,"Kordus, Grace",FR-1,St. Catherine (Minn.),15.54m,"51' 0""

Ross and Sharon Irwin meet

Mar 18, 2023",Ross and Sharon Irwin meet,"Mar 18, 2023"

1,"Hague, Brett",SO-2,St. John's (Minn.),59.74m,"196' 0""

UTA Invitational

Mar 9, 2023",UTA Invitational,"Mar 9, 2023"
2,"Hennen, Logan",SO-2,St. John's (Minn.),50.85m,"166' 10""

Wartburg Outdoor Select

Apr 1, 2023",Wartburg Outdoor Select,"Apr 1, 2023"
3,"Degen, Mitchell",FR-1,St. John's (Minn.),45.66m,"149' 10""

Wartburg Outdoor Select

Apr 1, 2023",Wartburg Outdoor Select,"Apr 1, 2023"
4,"Bosley, Mason",SR-4,Macalester,40.38m,"132' 6""

Wartburg Outdoor Select

Apr 1, 2023",Wartburg Outdoor Select,"Apr 1, 2023"
5,"Yang, Aiden",SO-2,Macalester,38.70m,"127' 0""

Wartburg Outdoor Select

Apr 1, 2023",Wartburg Outdoor Select,"Apr 1, 2023"
6,"Lelwica, Max",SO-2,St. John's (Minn.),37.27m,"122' 3""

Wartburg Outdoor Select

Apr 1, 2023",Wartburg Outdoor Select,"Apr 1, 2023"
7,"Mollet, Sam",FR-1,St. John's (Minn.),33.81m,"110' 11""

Wartburg Outdoor Select

Apr 1, 2023",Wartburg Outdoor Select,"Apr 1, 2023"

1,"Leverentz, Bryana",SR-4,St. Catherine (Minn.),40.81m,"133' 11""

Ross and Sharon Irwin meet

Mar 18, 2023",Ross and Sharon Irwin meet,"Mar 18, 2023"
2,"Blanchette, Grace",JR-3,Carleton,37.71m,"123' 9""

44th Aztec Invitational Teams

Mar 23, 2023",44th Aztec Invitational Teams,"Mar 23, 2023"
3,"Hobby, Sarah Beth",JR-3,Macalester,34.23m,"112' 4""

Wartburg Outdoor Select

Apr 1, 2023",Wartburg Outdoor Select,"Apr 1, 2023"
4,"Sampson, Skyla",FR-1,St. Benedict,19.91m,"65' 4""

Wartburg Outdoor Select

Apr 1, 2023",Wartburg Outdoor Select,"Apr 1, 2023"
5,"Hansen, Liz",FR-1,St. Benedict,18.54m,"60' 10""

Wartburg Outdoor Select

Apr 1, 2023",Wartburg Outdoor Select,"Apr 1, 2023"

1,"Blanchette, Grace",JR-3,Carleton,4069,44th Aztec Invitational Teams,"Mar 23, 2023"
