Rank,Athlete(s),Year,Team,Time/Distance,Meet,Meet Date,Wind,Event,Conference,Gender
22,"Guzman, Alexandra",FR-1,Christopher Newport,14.60,New Captains Classic & Combined Events,"Apr 7, 2023",-0.9,100 Meters,Coast-to-Coast Outdoor Performance List,Women
23,"O'Rourke, Alexis",SR-4,Pratt Institute,14.88,Coach O Invitational,"Apr 2, 2023",-1.4,100 Meters,Coast-to-Coast Outdoor Performance List,Women
24,"Ambroggio, Ella",SO-2,Pratt Institute,14.98,Coach O Invitational,"Apr 2, 2023",-1.4,100 Meters,Coast-to-Coast Outdoor Performance List,Women
25,"Pusser, Skyler",FR-1,Christopher Newport,15.30,Blue & Silver Challenge,"Mar 25, 2023",-2.5,100 Meters,Coast-to-Coast Outdoor Performance List,Women
1,"Fox, Daniel",JR-3,Christopher Newport,21.28,Dennis Craddock Coaches Classic,"Apr 14, 2023",2.3,200 Meters,Coast-to-Coast Outdoor Performance List,Men
2,"Jones II, Jacinto",FR-1,Mary Washington,21.63,Dennis Craddock Coaches Classic,"Apr 14, 2023",2.3,200 Meters,Coast-to-Coast Outdoor Performance List,Men
3,"Smith, Kai",FR-1,Salisbury,21.75,2023 NSU Track & Field Invitational,"Apr 15, 2023",2.7,200 Meters,Coast-to-Coast Outdoor Performance List,Men
4,"Frye, Sherrod",SR-4,Salisbury,21.97,2023 NSU Track & Field Invitational,"Apr 15, 2023",2.5,200 Meters,Coast-to-Coast Outdoor Performance List,Men
5,"Kibort, Jack",SO-2,UC Santa Cruz,22.15,Johnny Mathis Track & Field Meet,"Apr 14, 2023",1.4,200 Meters,Coast-to-Coast Outdoor Performance List,Men
6,"Shelton, Jacob",JR-3,Salisbury,22.38,2023 NSU Track & Field Invitational,"Apr 15, 2023",3.0,200 Meters,Coast-to-Coast Outdoor Performance List,Men
7,"Bizzack, Ethan",SR-4,UC Santa Cruz,22.39,Johnny Mathis Track & Field Meet,"Apr 14, 2023",0.8,200 Meters,Coast-to-Coast Outdoor Performance List,Men
8,"Douge, Emmanuel",SO-2,St. Mary's (Md.),22.51,Seahawk Invitational,"Apr 1, 2023",1.3,200 Meters,Coast-to-Coast Outdoor Performance List,Men
9,"Lesko, Kyle",FR-1,Christopher Newport,22.60,Dennis Craddock Coaches Classic,"Apr 14, 2023",0.4,200 Meters,Coast-to-Coast Outdoor Performance List,Men
10,"Laden, Levi",FR-1,UC Santa Cruz,22.69,Johnny Mathis Track & Field Meet,"Apr 14, 2023",0.1,200 Meters,Coast-to-Coast Outdoor Performance List,Men
11,"Chapman, Ian",SO-2,Mary Washington,22.80,Washington & Lee Carnival,"Mar 17, 2023",0.8,200 Meters,Coast-to-Coast Outdoor Performance List,Men
12,"Laser, John",FR-1,Christopher Newport,22.85,Dennis Craddock Coaches Classic,"Apr 14, 2023",2.5,200 Meters,Coast-to-Coast Outdoor Performance List,Men
13,"Vo, Tyler",FR-1,UC Santa Cruz,22.95,Stanislaus State Invite 2023,"Apr 7, 2023",1.4,200 Meters,Coast-to-Coast Outdoor Performance List,Men
14,"Myers, Hayden",FR-1,Salisbury,23.10,2023 NSU Track & Field Invitational,"Apr 15, 2023",1.7,200 Meters,Coast-to-Coast Outdoor Performance List,Men
15,"Elliott, Gage",SO-2,Christopher Newport,23.17,Blue & Silver Challenge,"Mar 25, 2023",-2.3,200 Meters,Coast-to-Coast Outdoor Performance List,Men
16,"Bowie, Tyson",SR-4,Salisbury,23.19,2023 NSU Track & Field Invitational,"Apr 15, 2023",3.3,200 Meters,Coast-to-Coast Outdoor Performance List,Men
17,"Spring, Perry",JR-3,Christopher Newport,23.22,Washington & Lee Carnival,"Mar 17, 2023",2.7,200 Meters,Coast-to-Coast Outdoor Performance List,Men
18,"Kramer, Ryan",JR-3,Salisbury,23.27,2023 NSU Track & Field Invitational,"Apr 15, 2023",3.0,200 Meters,Coast-to-Coast Outdoor Performance List,Men
19,"Temple, Ryan",JR-3,Salisbury,23.29,2023 NSU Track & Field Invitational,"Apr 15, 2023",3.0,200 Meters,Coast-to-Coast Outdoor Performance List,Men
20,"Brennan, Leo",FR-1,Christopher Newport,23.39,Dennis Craddock Coaches Classic,"Apr 14, 2023",3.2,200 Meters,Coast-to-Coast Outdoor Performance List,Men
21,"Contini, James",SO-2,UC Santa Cruz,23.41,Stanislaus State Invite 2023,"Apr 7, 2023",1.9,200 Meters,Coast-to-Coast Outdoor Performance List,Men
22,"Alicea, Jon",FR-1,Salisbury,23.53,2023 NSU Track & Field Invitational,"Apr 15, 2023",3.0,200 Meters,Coast-to-Coast Outdoor Performance List,Men
23,"Rose, Matthew",JR-3,Mary Washington,23.76,Dennis Craddock Coaches Classic,"Apr 14, 2023",2.7,200 Meters,Coast-to-Coast Outdoor Performance List,Men
24,"Young, Ethan",JR-3,Mary Washington,23.81,Washington & Lee Carnival,"Mar 17, 2023",0.8,200 Meters,Coast-to-Coast Outdoor Performance List,Men
25,"Patil, Tanishq",JR-3,UC Santa Cruz,23.84,Aggie Open,"Mar 10, 2023",1.0,200 Meters,Coast-to-Coast Outdoor Performance List,Men
1,"Trussell, Sydney",SO-2,Christopher Newport,24.96,Dennis Craddock Coaches Classic,"Apr 14, 2023",2.1,200 Meters,Coast-to-Coast Outdoor Performance List,Women
2,"Redmond, Sophia",FR-1,Mary Washington,25.58,Dennis Craddock Coaches Classic,"Apr 14, 2023",3.2,200 Meters,Coast-to-Coast Outdoor Performance List,Women
3,"DeSantis, Adrianna",SR-4,Christopher Newport,25.98,New Captains Classic & Combined Events,"Apr 7, 2023",1.6,200 Meters,Coast-to-Coast Outdoor Performance List,Women
4,"Solumua, Chloe",JR-3,UC Santa Cruz,26.13,Stanislaus State Multi 2023,"Apr 6, 2023",1.3,200 Meters,Coast-to-Coast Outdoor Performance List,Women
5,"Cummins, Amaya",SO-2,UC Santa Cruz,26.18,Johnny Mathis Track & Field Meet,"Apr 14, 2023",1.6,200 Meters,Coast-to-Coast Outdoor Performance List,Women
6,"Hill, Mia",FR-1,Salisbury,26.19,2023 NSU Track & Field Invitational,"Apr 15, 2023",2.6,200 Meters,Coast-to-Coast Outdoor Performance List,Women
6,"Donovan, Caitlin",SO-2,UC Santa Cruz,26.19,Johnny Mathis Track & Field Meet,"Apr 14, 2023",1.6,200 Meters,Coast-to-Coast Outdoor Performance List,Women
8,"Haack, Marlyse",FR-1,Salisbury,26.25,2023 NSU Track & Field Invitational,"Apr 15, 2023",1.8,200 Meters,Coast-to-Coast Outdoor Performance List,Women
9,"Roach, Alyssa",JR-3,Christopher Newport,26.70,New Captains Classic & Combined Events,"Apr 7, 2023",-0.3,200 Meters,Coast-to-Coast Outdoor Performance List,Women
10,"Forvil, Karia",FR-1,Salisbury,26.89,2023 NSU Track & Field Invitational,"Apr 15, 2023",3.0,200 Meters,Coast-to-Coast Outdoor Performance List,Women
11,"Byrd, Haileigh",SR-4,Mary Washington,27.12,Washington & Lee Carnival,"Mar 17, 2023",2.9,200 Meters,Coast-to-Coast Outdoor Performance List,Women
12,"Galvez, Kayla",FR-1,UC Santa Cruz,27.32,Johnny Mathis Track & Field Meet,"Apr 14, 2023",1.0,200 Meters,Coast-to-Coast Outdoor Performance List,Women
13,"Stirling, Lindsey",JR-3,Christopher Newport,27.52,New Captains Classic & Combined Events,"Apr 7, 2023",1.6,200 Meters,Coast-to-Coast Outdoor Performance List,Women
14,"Jimenez, Sophie",SR-4,UC Santa Cruz,27.98,Johnny Mathis Track & Field Meet,"Apr 14, 2023",1.0,200 Meters,Coast-to-Coast Outdoor Performance List,Women
15,"Rivers, Chay'La",FR-1,St. Mary's (Md.),28.03,Seahawk Invitational,"Apr 1, 2023",2.1,200 Meters,Coast-to-Coast Outdoor Performance List,Women
15,"Kasanagottu, Isha",FR-1,UC Santa Cruz,28.03,Stanislaus State Invite 2023,"Apr 7, 2023",0.3,200 Meters,Coast-to-Coast Outdoor Performance List,Women
17,"Ortega, Joceline",FR-1,UC Santa Cruz,28.41,Johnny Mathis Track & Field Meet,"Apr 14, 2023",3.1,200 Meters,Coast-to-Coast Outdoor Performance List,Women
18,"Sujitno, Siena",JR-3,Pratt Institute,28.45,Coach O Invitational,"Apr 2, 2023",-2.7,200 Meters,Coast-to-Coast Outdoor Performance List,Women
19,"Eungard, Eleanor",FR-1,Christopher Newport,28.52,New Captains Classic & Combined Events,"Apr 7, 2023",-0.1,200 Meters,Coast-to-Coast Outdoor Performance List,Women
20,"Miller, Ainsley",JR-3,Christopher Newport,28.55,Washington & Lee Carnival,"Mar 17, 2023",+0.0,200 Meters,Coast-to-Coast Outdoor Performance List,Women
20,"Saini, Ria",SO-2,UC Santa Cruz,28.55,Stanislaus State Invite 2023,"Apr 7, 2023",0.3,200 Meters,Coast-to-Coast Outdoor Performance List,Women
22,"Owens, Savannah",FR-1,St. Mary's (Md.),28.57,Seahawk Invitational,"Apr 1, 2023",2.1,200 Meters,Coast-to-Coast Outdoor Performance List,Women
23,"Jones, Mackenzie",SO-2,UC Santa Cruz,28.90,Aggie Open,"Mar 10, 2023",1.1,200 Meters,Coast-to-Coast Outdoor Performance List,Women
24,"Galvan, Kayla",JR-3,Pratt Institute,29.20,Queens College Season Opener,"Mar 25, 2023",NWI,200 Meters,Coast-to-Coast Outdoor Performance List,Women
25,"Dasalla, Alicia",FR-1,UC Santa Cruz,29.46,Aggie Open,"Mar 10, 2023",1.6,200 Meters,Coast-to-Coast Outdoor Performance List,Women
1,"Jones II, Jacinto",FR-1,Mary Washington,48.74,Battleground Relays,"Apr 1, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Men
2,"Smith, Kai",FR-1,Salisbury,48.82,2023 NSU Track & Field Invitational,"Apr 15, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Men
3,"Albright, Cooper",JR-3,Christopher Newport,49.38,Blue & Silver Challenge,"Mar 25, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Men
4,"Laden, Levi",FR-1,UC Santa Cruz,49.78,Cardinal Classic,"Mar 18, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Men
5,"Heinz, Mike",JR-3,Salisbury,50.26,2023 Towson Spring Open,"Mar 31, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Men
6,"Yara, Manogya",FR-1,UC Santa Cruz,50.59,Mike Fanelli Track Classic,"Mar 30, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Men
7,"Temple, Ryan",JR-3,Salisbury,50.72,2023 NSU Track & Field Invitational,"Apr 15, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Men
8,"Bizzack, Ethan",SR-4,UC Santa Cruz,50.84,Mike Fanelli Track Classic,"Mar 30, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Men
9,"Stenger, Jonathan",SO-2,UC Santa Cruz,50.94,Cardinal Classic,"Mar 18, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Men
10,"Myers, Hayden",FR-1,Salisbury,51.02,2023 Towson Spring Open,"Mar 31, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Men
11,"Nagel, Carson",SO-2,UC Santa Cruz,51.10,Aggie Open,"Mar 10, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Men
12,"Hillberg, Aaron",SO-2,UC Santa Cruz,51.49,Cardinal Classic,"Mar 18, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Men
13,"Laser, John",FR-1,Christopher Newport,51.81,Blue & Silver Challenge,"Mar 25, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Men
14,"Pena, Cole",SR-4,UC Santa Cruz,52.06,Johnny Mathis Track & Field Meet,"Apr 14, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Men
15,"Spring, Perry",JR-3,Christopher Newport,52.59,2023 Colonial Relays,"Mar 30, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Men
16,"Kimener, Aidan",FR-1,Mary Washington,52.60,Battleground Relays,"Apr 1, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Men
17,"Bowie, Tyson",SR-4,Salisbury,52.72,2023 Towson Spring Open,"Mar 31, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Men
18,"Koesel, Drew",JR-3,UC Santa Cruz,52.82,Stanislaus State Multi 2023,"Apr 6, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Men
19,"Girard, Aidan",FR-1,Mary Washington,52.87,Battleground Relays,"Apr 1, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Men
20,"Wissler, Shea",SR-4,UC Santa Cruz,53.13,Stanislaus State Multi 2023,"Apr 6, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Men
21,"Brennan, Leo",FR-1,Christopher Newport,53.20,New Captains Classic & Combined Events,"Apr 7, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Men
22,"Patil, Tanishq",JR-3,UC Santa Cruz,53.21,Mike Fanelli Track Classic,"Mar 30, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Men
23,"Keroack, David",FR-1,Christopher Newport,53.23,Washington & Lee Carnival,"Mar 17, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Men
24,"Blair, Luke",FR-1,Mary Washington,53.31,Battleground Relays,"Apr 1, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Men
25,"Wade, Michael",SO-2,St. Mary's (Md.),53.55,Virginia Beach Spring Break Invitational,"Mar 17, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Men
1,"DeSantis, Adrianna",SR-4,Christopher Newport,58.89,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Women
2,"Redmond, Sophia",FR-1,Mary Washington,59.19,Battleground Relays,"Apr 1, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Women
3,"Donovan, Caitlin",SO-2,UC Santa Cruz,1:00.15,Cardinal Classic,"Mar 18, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Women
4,"Galvez, Kayla",FR-1,UC Santa Cruz,1:02.91,Johnny Mathis Track & Field Meet,"Apr 14, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Women
5,"Jimenez, Sophie",SR-4,UC Santa Cruz,1:03.33,Johnny Mathis Track & Field Meet,"Apr 14, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Women
6,"Douglas, Brittney",FR-1,St. Mary's (Md.),1:04.05,WCU Bill Butler Invitational,"Apr 15, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Women
7,"Block, Caroleene",SO-2,UC Santa Cruz,1:04.48,Aggie Open,"Mar 10, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Women
8,"Heckman, Amanda",JR-3,Mary Washington,1:04.99,Battleground Relays,"Apr 1, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Women
9,"Owens, Savannah",FR-1,St. Mary's (Md.),1:05.00,WCU Bill Butler Invitational,"Apr 15, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Women
10,"Saini, Ria",SO-2,UC Santa Cruz,1:05.50,Aggie Open,"Mar 10, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Women
11,"Edler, Arabella",SO-2,UC Santa Cruz,1:06.46,Stanislaus State Invite 2023,"Apr 7, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Women
12,"Ekanem, Destinee",SR-4,Salisbury,1:06.57,Alan Connie Shamrock Invitational,"Mar 16, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Women
13,"Thompson, Alana",SO-2,St. Mary's (Md.),1:06.72,Virginia Beach Spring Break Invitational,"Mar 17, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Women
14,"Eungard, Eleanor",FR-1,Christopher Newport,1:06.96,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Women
15,"Garcia, Jahari",SO-2,UC Santa Cruz,1:07.67,Aggie Open,"Mar 10, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Women
16,"Dasalla, Alicia",FR-1,UC Santa Cruz,1:08.34,Mike Fanelli Track Classic,"Mar 30, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Women
17,"Joyce, Caroline",JR-3,Mary Washington,1:08.48,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Women
18,"Hunwick, Ava",JR-3,Pratt Institute,1:08.54,Osprey Open and Multi,"Apr 7, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Women
19,"Jones, Dina",FR-1,St. Mary's (Md.),1:10.20,Seahawk Invitational,"Apr 1, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Women
20,"Tolson, Chloe",FR-1,St. Mary's (Md.),1:10.81,WCU Bill Butler Invitational,"Apr 15, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Women
21,"Ramirez, Eliana",SO-2,Mary Washington,1:12.05,Battleground Relays,"Apr 1, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Women
22,"Borzellino, Jenna",SO-2,UC Santa Cruz,1:13.36,Johnny Mathis Track & Field Meet,"Apr 14, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Women
23,"Angel-Aguilar, Pamela",FR-1,St. Mary's (Md.),1:13.38,Blue & Silver Challenge,"Mar 25, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Women
24,"Snell-Ostendorf, Addie",SO-2,St. Mary's (Md.),1:13.44,Virginia Beach Spring Break Invitational,"Mar 17, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Women
25,"Rivers, Chay'La",FR-1,St. Mary's (Md.),1:13.69,Blue & Silver Challenge,"Mar 25, 2023",NaN,400 Meters,Coast-to-Coast Outdoor Performance List,Women
1,"Anderson, Eric",SO-2,UC Santa Cruz,1:51.18,Cardinal Classic,"Mar 18, 2023",NaN,800 Meters,Coast-to-Coast Outdoor Performance List,Men
2,"Spencer, Holden",SO-2,UC Santa Cruz,1:53.02,2023 Bryan Clay Invitational,"Apr 13, 2023",NaN,800 Meters,Coast-to-Coast Outdoor Performance List,Men
3,"Albright, Cooper",JR-3,Christopher Newport,1:53.86,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,800 Meters,Coast-to-Coast Outdoor Performance List,Men
4,"Hillberg, Aaron",SO-2,UC Santa Cruz,1:55.17,Johnny Mathis Track & Field Meet,"Apr 14, 2023",NaN,800 Meters,Coast-to-Coast Outdoor Performance List,Men
5,"Bailey, Brett",SO-2,UC Santa Cruz,1:56.88,Johnny Mathis Track & Field Meet,"Apr 14, 2023",NaN,800 Meters,Coast-to-Coast Outdoor Performance List,Men
6,"Ferrante, Daniel",JR-3,Christopher Newport,1:57.11,New Captains Classic & Combined Events,"Apr 7, 2023",NaN,800 Meters,Coast-to-Coast Outdoor Performance List,Men
7,"Tompkins, Luke",FR-1,Christopher Newport,1:57.54,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,800 Meters,Coast-to-Coast Outdoor Performance List,Men
8,"Nagel, Carson",SO-2,UC Santa Cruz,1:57.74,Johnny Mathis Track & Field Meet,"Apr 14, 2023",NaN,800 Meters,Coast-to-Coast Outdoor Performance List,Men
