Rank,Athlete(s),Year,Team,Time/Distance,Meet,Meet Date,Wind,Event,Conference,Gender
7,"Gallagher, Kate",JR-3,St. Benedict,12.88,Wartburg Outdoor Select,"Apr 1, 2023",2.0,100 Meters,MIAC Outdoor Performance List,Women
8,"Twichell, Hadley",FR-1,Carleton,13.01,Bethel Invitational,"Apr 15, 2023",-0.5,100 Meters,MIAC Outdoor Performance List,Women
9,"Hookom, Allison",FR-1,Augsburg,13.05,St Thomas Tomcat Invitational,"Apr 7, 2023",0.7,100 Meters,MIAC Outdoor Performance List,Women
10,"Miller, Danielle",SO-2,Gustavus Adolphus,"13.14
@",Gustavus/Colorado College Dual Meet,"Apr 3, 2023",1.7,100 Meters,MIAC Outdoor Performance List,Women
11,"Nelson, Myah",FR-1,St. Benedict,13.19,Norse Invite,"Apr 15, 2023",-0.5,100 Meters,MIAC Outdoor Performance List,Women
12,"Lindner, Sarrah",FR-1,Gustavus Adolphus,"13.24
@",Gustavus/Colorado College Dual Meet,"Apr 3, 2023",NWI,100 Meters,MIAC Outdoor Performance List,Women
12,"Fink, Ava",FR-1,St. Scholastica,13.24,SMU Cardinal Invitational,"Apr 15, 2023",0.3,100 Meters,MIAC Outdoor Performance List,Women
14,"Hughes, Daneyah",FR-1,Gustavus Adolphus,13.27,Bethel Invitational,"Apr 15, 2023",-0.5,100 Meters,MIAC Outdoor Performance List,Women
15,"Lott, Bianca",FR-1,Carleton,13.29,St Thomas Tomcat Invitational,"Apr 7, 2023",0.9,100 Meters,MIAC Outdoor Performance List,Women
16,"Hunter, Penny",JR-3,Macalester,13.36,Wartburg Outdoor Select,"Apr 1, 2023",1.5,100 Meters,MIAC Outdoor Performance List,Women
17,"Matre, Zoe",SO-2,St. Olaf,13.37,Bethel Invitational,"Apr 15, 2023",0.4,100 Meters,MIAC Outdoor Performance List,Women
18,"Rodriguez, Santrice",FR-1,Augsburg,13.38,Ross and Sharon Irwin meet,"Mar 18, 2023",2.1,100 Meters,MIAC Outdoor Performance List,Women
18,"Logelin, Ellie",JR-3,Hamline,13.38,Bethel Invitational,"Apr 15, 2023",-0.5,100 Meters,MIAC Outdoor Performance List,Women
20,"Roberts, Riley",SO-2,Carleton,13.44,St Thomas Tomcat Invitational,"Apr 7, 2023",0.3,100 Meters,MIAC Outdoor Performance List,Women
21,"Dimler, Lauren",FR-1,Gustavus Adolphus,13.45,Bethel Invitational,"Apr 15, 2023",-0.5,100 Meters,MIAC Outdoor Performance List,Women
22,"King, Hannah",SO-2,Bethel (Minn.),13.47,Bethel Invitational,"Apr 15, 2023",0.4,100 Meters,MIAC Outdoor Performance List,Women
23,"Carver, Zoe",FR-1,Macalester,13.50,Norse Invite,"Apr 15, 2023",0.4,100 Meters,MIAC Outdoor Performance List,Women
23,"Rocheford, Lauren",FR-1,Gustavus Adolphus,"13.50
@",Gustavus/Colorado College Dual Meet,"Apr 3, 2023",NWI,100 Meters,MIAC Outdoor Performance List,Women
25,"Munson, Samantha",FR-1,Saint Mary's (Minn.),13.51,Good Friday Open,"Apr 7, 2023",3.5,100 Meters,MIAC Outdoor Performance List,Women
26,"Bishop, Mya",JR-3,Augsburg,13.54,Ross and Sharon Irwin meet,"Mar 18, 2023",2.0,100 Meters,MIAC Outdoor Performance List,Women
27,"Heinecke, Carlie",SR-4,Concordia-Moorhead,13.55,SMU Cardinal Invitational,"Apr 15, 2023",-1.0,100 Meters,MIAC Outdoor Performance List,Women
28,"Nelsen, Rachel",JR-3,St. Olaf,13.56,Bethel Invitational,"Apr 15, 2023",0.8,100 Meters,MIAC Outdoor Performance List,Women
29,"Holman, Ququ",JR-3,St. Olaf,13.60,Bethel Invitational,"Apr 15, 2023",0.2,100 Meters,MIAC Outdoor Performance List,Women
30,"Hernes, Ellie",FR-1,Bethel (Minn.),13.63,St Thomas Tomcat Invitational,"Apr 7, 2023",0.3,100 Meters,MIAC Outdoor Performance List,Women
1,"Wright, Cal",SR-4,Concordia-Moorhead,21.33,USD Early Bird,"Apr 7, 2023",5.4,200 Meters,MIAC Outdoor Performance List,Men
2,"Arthur, Kevin",SO-2,St. John's (Minn.),21.59,Wartburg Outdoor Select,"Apr 1, 2023",-1.3,200 Meters,MIAC Outdoor Performance List,Men
3,"Eben Ebai, Samuel",SR-4,St. Scholastica,21.77,SMU Cardinal Invitational,"Apr 15, 2023",-1.3,200 Meters,MIAC Outdoor Performance List,Men
4,"Bulwa, Chris",SO-2,Saint Mary's (Minn.),22.15,SMU Cardinal Invitational,"Apr 15, 2023",-1.3,200 Meters,MIAC Outdoor Performance List,Men
5,"Morical, Nolan",SO-2,Concordia-Moorhead,22.16,USD Early Bird,"Apr 7, 2023",3.5,200 Meters,MIAC Outdoor Performance List,Men
6,"Heitler, Arlo",SO-2,Macalester,22.19,Norse Invite,"Apr 15, 2023",-1.5,200 Meters,MIAC Outdoor Performance List,Men
7,"Gagnon, Hayden",SR-4,Concordia-Moorhead,22.25,USD Early Bird,"Apr 7, 2023",6.0,200 Meters,MIAC Outdoor Performance List,Men
8,"Quiring, Wyatt",JR-3,Gustavus Adolphus,"22.46
@",Jack Christiansen Invite,"Mar 31, 2023",0.1,200 Meters,MIAC Outdoor Performance List,Men
9,"Schaffer, Dawson",JR-3,Concordia-Moorhead,22.52,USD Early Bird,"Apr 7, 2023",4.9,200 Meters,MIAC Outdoor Performance List,Men
10,"McConnell, Cameron",SO-2,Bethel (Minn.),22.68,Bethel Invitational,"Apr 15, 2023",+0.0,200 Meters,MIAC Outdoor Performance List,Men
10,"Asplin, Collin",FR-1,Bethel (Minn.),22.68,Bethel Invitational,"Apr 15, 2023",-0.9,200 Meters,MIAC Outdoor Performance List,Men
12,"Wheeler, Caden",FR-1,St. John's (Minn.),22.73,Norse Invite,"Apr 15, 2023",-1.0,200 Meters,MIAC Outdoor Performance List,Men
13,"Jackson, Garrett",SR-4,Saint Mary's (Minn.),22.75,SMU Cardinal Invitational,"Apr 15, 2023",-1.3,200 Meters,MIAC Outdoor Performance List,Men
14,"Fisher, Henry",JR-3,St. Olaf,22.78,Bethel Invitational,"Apr 15, 2023",+0.0,200 Meters,MIAC Outdoor Performance List,Men
15,"Johnson, Brady",SO-2,Saint Mary's (Minn.),22.83,Wash U Invite,"Mar 31, 2023",4.2,200 Meters,MIAC Outdoor Performance List,Men
16,"Popoca, Emanuel",SO-2,St. John's (Minn.),22.91,Norse Invite,"Apr 15, 2023",-1.0,200 Meters,MIAC Outdoor Performance List,Men
17,"Peterson, Jericho",SR-4,St. Scholastica,22.93,SMU Cardinal Invitational,"Apr 15, 2023",+0.0,200 Meters,MIAC Outdoor Performance List,Men
18,"Adamson, Oliver",SO-2,Saint Mary's (Minn.),23.00,Good Friday Open,"Apr 7, 2023",2.4,200 Meters,MIAC Outdoor Performance List,Men
19,"Tiongson, Trevor",SO-2,Concordia-Moorhead,23.05,USD Early Bird,"Apr 7, 2023",4.9,200 Meters,MIAC Outdoor Performance List,Men
20,"Petron, Jordan",SO-2,Concordia-Moorhead,23.11,SMU Cardinal Invitational,"Apr 15, 2023",+0.0,200 Meters,MIAC Outdoor Performance List,Men
21,"Braun, Alec",SO-2,Bethel (Minn.),23.14,St Thomas Tomcat Invitational,"Apr 7, 2023",0.4,200 Meters,MIAC Outdoor Performance List,Men
22,"Haack, Tony",FR-1,Bethel (Minn.),23.15,St Thomas Tomcat Invitational,"Apr 7, 2023",1.5,200 Meters,MIAC Outdoor Performance List,Men
23,"McNearny, Devin",SO-2,St. Olaf,23.19,Bethel Invitational,"Apr 15, 2023",+0.0,200 Meters,MIAC Outdoor Performance List,Men
24,"Alfaro Diedrich, Sean",SO-2,St. Scholastica,23.30,SMU Cardinal Invitational,"Apr 15, 2023",+0.0,200 Meters,MIAC Outdoor Performance List,Men
25,"Truebenbach, Henry",SO-2,St. John's (Minn.),23.31,Norse Invite,"Apr 15, 2023",-1.0,200 Meters,MIAC Outdoor Performance List,Men
26,"Cisewski, Antonio",SO-2,Saint Mary's (Minn.),23.46,SMU Cardinal Invitational,"Apr 15, 2023",+0.0,200 Meters,MIAC Outdoor Performance List,Men
27,"Anderson, Reese",FR-1,Carleton,23.69,Ross and Sharon Irwin meet,"Mar 18, 2023",1.2,200 Meters,MIAC Outdoor Performance List,Men
27,"Skelly, Matthew",SO-2,Gustavus Adolphus,23.69,Bethel Invitational,"Apr 15, 2023",-0.9,200 Meters,MIAC Outdoor Performance List,Men
29,"Kogut, Jacob",SO-2,Macalester,23.70,Norse Invite,"Apr 15, 2023",-1.0,200 Meters,MIAC Outdoor Performance List,Men
30,"Loder, Sebastian",FR-1,St. Olaf,23.71,St Thomas Tomcat Invitational,"Apr 7, 2023",1.5,200 Meters,MIAC Outdoor Performance List,Men
1,"Carlson, Kate",SO-2,Gustavus Adolphus,"26.13
@",Gustavus/Colorado College Dual Meet,"Apr 3, 2023",+0.0,200 Meters,MIAC Outdoor Performance List,Women
2,"Rengo, Emily",FR-1,Concordia-Moorhead,26.35,USD Early Bird,"Apr 7, 2023",3.8,200 Meters,MIAC Outdoor Performance List,Women
3,"Babalola, Jireh",JR-3,Bethel (Minn.),26.49,Bethel Invitational,"Apr 15, 2023",-0.9,200 Meters,MIAC Outdoor Performance List,Women
3,"Hookom, Allison",FR-1,Augsburg,26.49,Ross and Sharon Irwin meet,"Mar 18, 2023",1.0,200 Meters,MIAC Outdoor Performance List,Women
5,"Twichell, Hadley",FR-1,Carleton,26.59,St Thomas Tomcat Invitational,"Apr 7, 2023",2.2,200 Meters,MIAC Outdoor Performance List,Women
6,"Stinson, Makayla",FR-1,St. Catherine (Minn.),26.80,St Thomas Tomcat Invitational,"Apr 7, 2023",1.0,200 Meters,MIAC Outdoor Performance List,Women
6,"Kroschel, Karla",JR-3,St. Olaf,26.80,St Thomas Tomcat Invitational,"Apr 7, 2023",1.0,200 Meters,MIAC Outdoor Performance List,Women
8,"Brown, Makenna",SO-2,Bethel (Minn.),26.85,St Thomas Tomcat Invitational,"Apr 7, 2023",1.0,200 Meters,MIAC Outdoor Performance List,Women
9,"Salfer, Rebekah",SR-4,St. Olaf,27.07,2023 Bryan Clay Invitational,"Apr 13, 2023",0.5,200 Meters,MIAC Outdoor Performance List,Women
10,"Bernardy, Lindsey",SR-4,Hamline,27.09,Dutch Invitational 2023,"Apr 7, 2023",3.9,200 Meters,MIAC Outdoor Performance List,Women
11,"Fink, Ava",FR-1,St. Scholastica,27.11,SMU Cardinal Invitational,"Apr 15, 2023",-1.7,200 Meters,MIAC Outdoor Performance List,Women
12,"Nelson, Myah",FR-1,St. Benedict,27.20,Norse Invite,"Apr 15, 2023",1.2,200 Meters,MIAC Outdoor Performance List,Women
13,"Gallagher, Kate",JR-3,St. Benedict,27.24,St Thomas Tomcat Invitational,"Apr 7, 2023",2.2,200 Meters,MIAC Outdoor Performance List,Women
14,"Gearin, Caroline",JR-3,Saint Mary's (Minn.),27.28,SMU Cardinal Invitational,"Apr 15, 2023",-1.7,200 Meters,MIAC Outdoor Performance List,Women
15,"Miller, Danielle",SO-2,Gustavus Adolphus,"27.31
@",Gustavus/Colorado College Dual Meet,"Apr 3, 2023",+0.0,200 Meters,MIAC Outdoor Performance List,Women
16,"Matre, Zoe",SO-2,St. Olaf,27.33,St Thomas Tomcat Invitational,"Apr 7, 2023",0.6,200 Meters,MIAC Outdoor Performance List,Women
17,"Guler, Maddie",JR-3,Concordia-Moorhead,27.35,St Thomas Tomcat Invitational,"Apr 7, 2023",1.1,200 Meters,MIAC Outdoor Performance List,Women
18,"Rodriguez, Santrice",FR-1,Augsburg,27.41,Ross and Sharon Irwin meet,"Mar 18, 2023",2.4,200 Meters,MIAC Outdoor Performance List,Women
19,"Roberts, Riley",SO-2,Carleton,27.42,St Thomas Tomcat Invitational,"Apr 7, 2023",1.0,200 Meters,MIAC Outdoor Performance List,Women
20,"Nygaard, Kyla",FR-1,Concordia-Moorhead,27.50,SMU Cardinal Invitational,"Apr 15, 2023",-0.9,200 Meters,MIAC Outdoor Performance List,Women
21,"Swenson, Abbie",SO-2,Bethel (Minn.),27.51,St Thomas Tomcat Invitational,"Apr 7, 2023",0.6,200 Meters,MIAC Outdoor Performance List,Women
22,"Rakow, Ally",SO-2,Gustavus Adolphus,27.52,Bethel Invitational,"Apr 15, 2023",-0.9,200 Meters,MIAC Outdoor Performance List,Women
23,"Shercliffe, Meg",JR-3,Concordia-Moorhead,27.65,SMU Cardinal Invitational,"Apr 15, 2023",-1.7,200 Meters,MIAC Outdoor Performance List,Women
23,"Logelin, Ellie",JR-3,Hamline,27.65,Dutch Invitational 2023,"Apr 7, 2023",2.7,200 Meters,MIAC Outdoor Performance List,Women
25,"Hunter, Penny",JR-3,Macalester,27.70,Norse Invite,"Apr 15, 2023",-1.7,200 Meters,MIAC Outdoor Performance List,Women
26,"Johnson, Hailey",SR-4,St. Benedict,27.74,Norse Invite,"Apr 15, 2023",1.2,200 Meters,MIAC Outdoor Performance List,Women
27,"Selle, Peyton",JR-3,Concordia-Moorhead,27.77,SMU Cardinal Invitational,"Apr 15, 2023",-0.9,200 Meters,MIAC Outdoor Performance List,Women
28,"Lott, Bianca",FR-1,Carleton,27.80,St Thomas Tomcat Invitational,"Apr 7, 2023",0.6,200 Meters,MIAC Outdoor Performance List,Women
29,"Hughes, Daneyah",FR-1,Gustavus Adolphus,27.84,Bethel Invitational,"Apr 15, 2023",-0.5,200 Meters,MIAC Outdoor Performance List,Women
30,"Dimler, Lauren",FR-1,Gustavus Adolphus,27.89,Bethel Invitational,"Apr 15, 2023",-0.5,200 Meters,MIAC Outdoor Performance List,Women
1,"Parent, Jacob",SO-2,Bethel (Minn.),47.00,St Thomas Tomcat Invitational,"Apr 7, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Men
2,"Wright, Cal",SR-4,Concordia-Moorhead,48.26,USD Early Bird,"Apr 7, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Men
3,"Gagnon, Hayden",SR-4,Concordia-Moorhead,48.66,USD Early Bird,"Apr 7, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Men
4,"Heitler, Arlo",SO-2,Macalester,48.78,St Thomas Tomcat Invitational,"Apr 7, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Men
5,"Quiring, Wyatt",JR-3,Gustavus Adolphus,"49.32
@",Jack Christiansen Invite,"Mar 31, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Men
6,"Wheeler, Caden",FR-1,St. John's (Minn.),49.80,St Thomas Tomcat Invitational,"Apr 7, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Men
7,"Nelson, Grant",FR-1,Bethel (Minn.),49.86,St Thomas Tomcat Invitational,"Apr 7, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Men
8,"Kubicek, Noah",FR-1,St. Scholastica,50.05,St Thomas Tomcat Invitational,"Apr 7, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Men
9,"Bulwa, Chris",SO-2,Saint Mary's (Minn.),50.08,Good Friday Open,"Apr 7, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Men
10,"Loder, Sebastian",FR-1,St. Olaf,50.32,Bethel Invitational,"Apr 15, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Men
11,"Douglas, Derek",SO-2,St. Scholastica,50.64,SMU Cardinal Invitational,"Apr 15, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Men
12,"Anderson, Reese",FR-1,Carleton,50.84,Ross and Sharon Irwin meet,"Mar 18, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Men
13,"Conzemius, Ryan",SO-2,St. John's (Minn.),50.99,Norse Invite,"Apr 15, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Men
14,"Schwinghamer, John",SR-4,St. Scholastica,51.10,SMU Cardinal Invitational,"Apr 15, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Men
15,"Zeitchick, Seth",SO-2,Gustavus Adolphus,51.43,Bethel Invitational,"Apr 15, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Men
16,"Peterson, Jericho",SR-4,St. Scholastica,51.48,SMU Cardinal Invitational,"Apr 15, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Men
17,"Zahrbock, Simon",SR-4,Concordia-Moorhead,51.52,SMU Cardinal Invitational,"Apr 15, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Men
18,"Asplin, Collin",FR-1,Bethel (Minn.),51.66,St Thomas Tomcat Invitational,"Apr 7, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Men
19,"Haack, Tony",FR-1,Bethel (Minn.),51.82,St Thomas Tomcat Invitational,"Apr 7, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Men
20,"Lord, Demetri",JR-3,St. Olaf,51.89,2023 Bryan Clay Invitational,"Apr 13, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Men
21,"Fisher, Henry",JR-3,St. Olaf,51.96,St Thomas Tomcat Invitational,"Apr 7, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Men
22,"Tiongson, Trevor",SO-2,Concordia-Moorhead,51.97,USD Early Bird,"Apr 7, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Men
23,"Jackson, Garrett",SR-4,Saint Mary's (Minn.),51.99,Good Friday Open,"Apr 7, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Men
24,"Montreuil, Owen",FR-1,St. John's (Minn.),52.01,Norse Invite,"Apr 15, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Men
24,"Ash, Ethan",SO-2,Carleton,52.01,Ross and Sharon Irwin meet,"Mar 18, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Men
26,"Johnson, Brady",SO-2,Saint Mary's (Minn.),52.28,Good Friday Open,"Apr 7, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Men
27,"Gushwa, Agro",SO-2,Gustavus Adolphus,52.31,Bethel Invitational,"Apr 15, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Men
28,"Anderson, Tyler",SO-2,St. Scholastica,52.36,SMU Cardinal Invitational,"Apr 15, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Men
29,"Rhonemus, Wade",JR-3,Concordia-Moorhead,52.52,USD Early Bird,"Apr 7, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Men
30,"Kennedy, Liam",SO-2,Carleton,52.58,Bethel Invitational,"Apr 15, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Men
1,"Stellmach, Sarah",SO-2,Bethel (Minn.),57.55,Bethel Invitational,"Apr 15, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Women
2,"Gregg, Hailey",SO-2,Bethel (Minn.),59.22,Bethel Invitational,"Apr 15, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Women
3,"Hookom, Allison",FR-1,Augsburg,59.42,Ross and Sharon Irwin meet,"Mar 18, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Women
4,"Twichell, Hadley",FR-1,Carleton,1:00.15,St Thomas Tomcat Invitational,"Apr 7, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Women
5,"Brown, Makenna",SO-2,Bethel (Minn.),1:00.46,St Thomas Tomcat Invitational,"Apr 7, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Women
5,"Bernardy, Lindsey",SR-4,Hamline,1:00.46,Bethel Invitational,"Apr 15, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Women
7,"Guler, Maddie",JR-3,Concordia-Moorhead,1:00.62,SMU Cardinal Invitational,"Apr 15, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Women
8,"Kroschel, Karla",JR-3,St. Olaf,1:00.94,St Thomas Tomcat Invitational,"Apr 7, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Women
9,"Dean, Morgan",FR-1,Bethel (Minn.),1:01.03,Bethel Invitational,"Apr 15, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Women
10,"Shercliffe, Meg",JR-3,Concordia-Moorhead,1:01.27,St Thomas Tomcat Invitational,"Apr 7, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Women
11,"Gearin, Caroline",JR-3,Saint Mary's (Minn.),1:01.57,Good Friday Open,"Apr 7, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Women
12,"Swenson, Abbie",SO-2,Bethel (Minn.),1:01.71,St Thomas Tomcat Invitational,"Apr 7, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Women
13,"Nyuga, Sidela",SO-2,St. Benedict,1:02.05,Norse Invite,"Apr 15, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Women
14,"Holman, Ququ",JR-3,St. Olaf,1:02.16,St Thomas Tomcat Invitational,"Apr 7, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Women
15,"Wilkins, Hadley",FR-1,Macalester,1:02.27,Norse Invite,"Apr 15, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Women
16,"Fromm, Jules",SO-2,St. Olaf,1:02.31,Bethel Invitational,"Apr 15, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Women
17,"Storbakken, Emma",SO-2,St. Olaf,1:02.37,St Thomas Tomcat Invitational,"Apr 7, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Women
18,"Pfeiffer, Ruth",FR-1,St. Olaf,1:02.40,Bethel Invitational,"Apr 15, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Women
19,"Silverstein, Celia",FR-1,Carleton,1:02.43,Bethel Invitational,"Apr 15, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Women
20,"Hauger, Sydney",SO-2,Gustavus Adolphus,1:02.50,Bethel Invitational,"Apr 15, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Women
21,"Rocheford, Lauren",FR-1,Gustavus Adolphus,1:02.80,Bethel Invitational,"Apr 15, 2023",NaN,400 Meters,MIAC Outdoor Performance List,Women
