Rank,Athlete(s),Year,Team,Time/Distance,Meet,Meet Date,Wind,Event,Conference,Gender
5,"Anthony, Taylor",JR-3,John Carroll,25.89,Tiffin Track Carnival 2023 (SECOND CHANCE Meet),"Apr 15, 2023",-0.1,200 Meters,OAC Outdoor Performance List,Women
6,"Krichbaum, Kendra",SO-2,Ohio Northern,26.15,DIII All-Ohio Outdoor Championships,"Apr 15, 2023",2.6,200 Meters,OAC Outdoor Performance List,Women
7,"Fehrman, Emma",SO-2,Marietta,26.53,DIII All-Ohio Outdoor Championships,"Apr 15, 2023",1.9,200 Meters,OAC Outdoor Performance List,Women
8,"Samuels, Cece",SO-2,Capital,26.60,Emory Thrills in the Hills 2023,"Mar 24, 2023",2.1,200 Meters,OAC Outdoor Performance List,Women
9,"Cupp, Taylor",SO-2,Mount Union,26.67,2023 Mount Union John Homon Open,"Apr 6, 2023",1.6,200 Meters,OAC Outdoor Performance List,Women
10,"Scott, Mia",SO-2,John Carroll,26.69,Tiffin Track Carnival 2023 (SECOND CHANCE Meet),"Apr 15, 2023",-0.3,200 Meters,OAC Outdoor Performance List,Women
11,"Neiger, Hannah",FR-1,Mount Union,26.74,2023 Mount Union John Homon Open,"Apr 6, 2023",2.4,200 Meters,OAC Outdoor Performance List,Women
12,"Aloi, Morgan",FR-1,Baldwin Wallace,26.79,Tiffin Track Carnival 2023 (SECOND CHANCE Meet),"Apr 15, 2023",0.7,200 Meters,OAC Outdoor Performance List,Women
13,"Cannon, Haley",FR-1,Ohio Northern,26.83,DIII All-Ohio Outdoor Championships,"Apr 15, 2023",1.9,200 Meters,OAC Outdoor Performance List,Women
14,"Nash, Dae Dae",FR-1,Mount Union,27.01,2023 Mount Union John Homon Open,"Apr 6, 2023",2.4,200 Meters,OAC Outdoor Performance List,Women
15,"Murphy, Hope",SO-2,Baldwin Wallace,27.03,Bob Kahn Invitational,"Mar 31, 2023",1.6,200 Meters,OAC Outdoor Performance List,Women
16,"McNamara, Kaleigh",FR-1,John Carroll,27.18,Tiffin Track Carnival 2023 (SECOND CHANCE Meet),"Apr 15, 2023",0.3,200 Meters,OAC Outdoor Performance List,Women
17,"Edenfield, Eden",FR-1,Otterbein,27.21,DIII All-Ohio Outdoor Championships,"Apr 15, 2023",+0.0,200 Meters,OAC Outdoor Performance List,Women
18,"Hurd, Julia",FR-1,Baldwin Wallace,27.30,Tiffin Track Carnival 2023 (SECOND CHANCE Meet),"Apr 15, 2023",-0.3,200 Meters,OAC Outdoor Performance List,Women
19,"Hieronymus, Michaela",FR-1,Marietta,27.31,DIII All-Ohio Outdoor Championships,"Apr 15, 2023",2.9,200 Meters,OAC Outdoor Performance List,Women
20,"Arnold, Genevieve",SO-2,John Carroll,27.56,2023 Mount Union John Homon Open,"Apr 6, 2023",1.6,200 Meters,OAC Outdoor Performance List,Women
21,"Wachtman, Lexi",SO-2,Heidelberg,27.65,Alan Connie Shamrock Invitational,"Mar 16, 2023",-2.4,200 Meters,OAC Outdoor Performance List,Women
22,"Wallace, Averi",FR-1,Muskingum,27.72,Muskingum Invitational,"Apr 6, 2023",0.7,200 Meters,OAC Outdoor Performance List,Women
23,"Zambruno, Ella",FR-1,John Carroll,27.75,Tiffin Track Carnival 2023 (SECOND CHANCE Meet),"Apr 15, 2023",-0.3,200 Meters,OAC Outdoor Performance List,Women
24,"Da Cunha, Maria",FR-1,Capital,27.76,Tiffin Track Carnival 2023 (SECOND CHANCE Meet),"Apr 15, 2023",0.3,200 Meters,OAC Outdoor Performance List,Women
25,"Bauer, Hanna",JR-3,Capital,27.81,Emory Thrills in the Hills 2023,"Mar 24, 2023",1.3,200 Meters,OAC Outdoor Performance List,Women
1,"McBride, Matt",SO-2,Mount Union,47.10,2023 Mount Union John Homon Open,"Apr 6, 2023",NaN,400 Meters,OAC Outdoor Performance List,Men
2,"Dean, Jordan",SO-2,Ohio Northern,47.38,Bison Outdoor Classic,"Apr 14, 2023",NaN,400 Meters,OAC Outdoor Performance List,Men
3,"Clark, Garrett",JR-3,John Carroll,47.41,2023 Mount Union John Homon Open,"Apr 6, 2023",NaN,400 Meters,OAC Outdoor Performance List,Men
4,"Storm, Jared",SO-2,Mount Union,47.91,2023 Mount Union John Homon Open,"Apr 6, 2023",NaN,400 Meters,OAC Outdoor Performance List,Men
5,"Alramahi, Basheer",FR-1,John Carroll,48.15,2023 Mount Union John Homon Open,"Apr 6, 2023",NaN,400 Meters,OAC Outdoor Performance List,Men
6,"Knoch, Justin",SO-2,Mount Union,48.27,Cherry Blossom Invitational,"Apr 15, 2023",NaN,400 Meters,OAC Outdoor Performance List,Men
7,"Myers, Trey",JR-3,Ohio Northern,49.09,Manchester University Invitational,"Apr 8, 2023",NaN,400 Meters,OAC Outdoor Performance List,Men
8,"Gill, Tyler",JR-3,Mount Union,49.20,2023 Mount Union John Homon Open,"Apr 6, 2023",NaN,400 Meters,OAC Outdoor Performance List,Men
9,"Fouche, Josh",SO-2,Mount Union,49.46,2023 Mount Union John Homon Open,"Apr 6, 2023",NaN,400 Meters,OAC Outdoor Performance List,Men
10,"Gast, Tyler",FR-1,John Carroll,49.47,2023 Mount Union John Homon Open,"Apr 6, 2023",NaN,400 Meters,OAC Outdoor Performance List,Men
11,"Gibson, Haden",SO-2,Mount Union,49.60,Cherry Blossom Invitational,"Apr 15, 2023",NaN,400 Meters,OAC Outdoor Performance List,Men
12,"Schlatter, Ross",SO-2,Ohio Northern,49.93,DIII All-Ohio Outdoor Championships,"Apr 15, 2023",NaN,400 Meters,OAC Outdoor Performance List,Men
13,"Burrey, Brady",FR-1,Mount Union,50.05,2023 Mount Union John Homon Open,"Apr 6, 2023",NaN,400 Meters,OAC Outdoor Performance List,Men
14,"Klauke, Cameron",JR-3,John Carroll,50.12,Amy Adams Memorial,"Mar 24, 2023",NaN,400 Meters,OAC Outdoor Performance List,Men
15,"Kooyman, Mason",SO-2,Baldwin Wallace,50.27,OWU Marv Frye Invitational,"Apr 8, 2023",NaN,400 Meters,OAC Outdoor Performance List,Men
16,"Whyte, Colton",SO-2,Muskingum,50.31,Muskingum Invitational,"Apr 6, 2023",NaN,400 Meters,OAC Outdoor Performance List,Men
17,"O'Neill, Zach",FR-1,Ohio Northern,50.40,Manchester University Invitational,"Apr 8, 2023",NaN,400 Meters,OAC Outdoor Performance List,Men
18,"Doyle, Mick",JR-3,John Carroll,50.48,2023 Mount Union John Homon Open,"Apr 6, 2023",NaN,400 Meters,OAC Outdoor Performance List,Men
19,"Pittman, Isaac",FR-1,Mount Union,50.59,2023 Mount Union John Homon Open,"Apr 6, 2023",NaN,400 Meters,OAC Outdoor Performance List,Men
20,"Deshuk, Dominic",SO-2,Mount Union,50.80,2023 Mount Union John Homon Open,"Apr 6, 2023",NaN,400 Meters,OAC Outdoor Performance List,Men
21,"Boyd, Brandon",FR-1,Mount Union,50.93,2023 Mount Union John Homon Open,"Apr 6, 2023",NaN,400 Meters,OAC Outdoor Performance List,Men
22,"Horner, Dustin",FR-1,John Carroll,51.19,2023 Mount Union John Homon Open,"Apr 6, 2023",NaN,400 Meters,OAC Outdoor Performance List,Men
22,"Kuklica, Elijah",FR-1,Marietta,51.19,DIII All-Ohio Outdoor Championships,"Apr 15, 2023",NaN,400 Meters,OAC Outdoor Performance List,Men
24,"Ononogbo, Victor",SO-2,John Carroll,51.33,Amy Adams Memorial,"Mar 24, 2023",NaN,400 Meters,OAC Outdoor Performance List,Men
25,"McCormack, Daniel",JR-3,Capital,51.37,Emory Thrills in the Hills 2023,"Mar 24, 2023",NaN,400 Meters,OAC Outdoor Performance List,Men
1,"Wayt, Kenadee",SO-2,Mount Union,56.14,2023 Mount Union John Homon Open,"Apr 6, 2023",NaN,400 Meters,OAC Outdoor Performance List,Women
2,"Miles, Madison",SO-2,Mount Union,56.58,2023 Mount Union John Homon Open,"Apr 6, 2023",NaN,400 Meters,OAC Outdoor Performance List,Women
3,"Collier, Abby",SO-2,Baldwin Wallace,58.24,Tiffin Track Carnival 2023,"Apr 14, 2023",NaN,400 Meters,OAC Outdoor Performance List,Women
4,"Mason, Mary",SO-2,Mount Union,59.00,2023 Mount Union John Homon Open,"Apr 6, 2023",NaN,400 Meters,OAC Outdoor Performance List,Women
5,"Murray, Rosie",FR-1,John Carroll,59.82,Bob Kahn Invitational,"Mar 31, 2023",NaN,400 Meters,OAC Outdoor Performance List,Women
6,"Wallace, Averi",FR-1,Muskingum,1:00.42,Muskingum Invitational,"Apr 6, 2023",NaN,400 Meters,OAC Outdoor Performance List,Women
7,"Cupp, Taylor",SO-2,Mount Union,1:00.78,2023 Mount Union John Homon Open,"Apr 6, 2023",NaN,400 Meters,OAC Outdoor Performance List,Women
8,"Murphy, Hope",SO-2,Baldwin Wallace,1:00.85,Bob Kahn Invitational,"Mar 31, 2023",NaN,400 Meters,OAC Outdoor Performance List,Women
9,"Kitsmiller, Ellie",SO-2,John Carroll,1:01.05,2023 Mount Union John Homon Open,"Apr 6, 2023",NaN,400 Meters,OAC Outdoor Performance List,Women
10,"Eberhardt, Claire",SO-2,John Carroll,1:01.55,Tiffin Track Carnival 2023,"Apr 14, 2023",NaN,400 Meters,OAC Outdoor Performance List,Women
11,"Cochran, Halle",SO-2,Mount Union,1:01.96,2023 Mount Union John Homon Open,"Apr 6, 2023",NaN,400 Meters,OAC Outdoor Performance List,Women
12,"Aloi, Morgan",FR-1,Baldwin Wallace,1:01.98,OWU Marv Frye Invitational,"Apr 8, 2023",NaN,400 Meters,OAC Outdoor Performance List,Women
13,"Schafer, Kylee",SO-2,Wilmington (Ohio),1:02.31,Muskingum Invitational,"Apr 6, 2023",NaN,400 Meters,OAC Outdoor Performance List,Women
14,"Plecko, Katie",FR-1,Baldwin Wallace,1:02.49,Bob Kahn Invitational,"Mar 31, 2023",NaN,400 Meters,OAC Outdoor Performance List,Women
15,"McNamara, Kaleigh",FR-1,John Carroll,1:02.51,Tiffin Track Carnival 2023,"Apr 14, 2023",NaN,400 Meters,OAC Outdoor Performance List,Women
16,"Da Cunha, Maria",FR-1,Capital,1:02.71,Emory Thrills in the Hills 2023,"Mar 24, 2023",NaN,400 Meters,OAC Outdoor Performance List,Women
17,"Henderson, Julia",SO-2,Mount Union,1:02.84,Cherry Blossom Invitational,"Apr 15, 2023",NaN,400 Meters,OAC Outdoor Performance List,Women
18,"Hieronymus, Michaela",FR-1,Marietta,1:02.88,DIII All-Ohio Outdoor Championships,"Apr 15, 2023",NaN,400 Meters,OAC Outdoor Performance List,Women
19,"Andrykovitch, Massey",SO-2,John Carroll,1:02.93,Tiffin Track Carnival 2023,"Apr 14, 2023",NaN,400 Meters,OAC Outdoor Performance List,Women
20,"Shaver, Cassidy",JR-3,Otterbein,1:03.52,Amy Adams Memorial,"Mar 24, 2023",NaN,400 Meters,OAC Outdoor Performance List,Women
21,"Arnold, Genevieve",SO-2,John Carroll,1:03.74,Bob Kahn Invitational,"Mar 31, 2023",NaN,400 Meters,OAC Outdoor Performance List,Women
22,"Ruggles, Rachel",FR-1,Ohio Northern,1:03.75,DIII All-Ohio Outdoor Championships,"Apr 15, 2023",NaN,400 Meters,OAC Outdoor Performance List,Women
23,"Bollo, Rachel",FR-1,Otterbein,1:03.84,DIII All-Ohio Outdoor Championships,"Apr 15, 2023",NaN,400 Meters,OAC Outdoor Performance List,Women
24,"Dobos, Morgan",FR-1,John Carroll,1:04.86,2023 Mount Union John Homon Open,"Apr 6, 2023",NaN,400 Meters,OAC Outdoor Performance List,Women
25,"Devine, Maura",SO-2,Baldwin Wallace,1:05.56,Tiffin Track Carnival 2023,"Apr 14, 2023",NaN,400 Meters,OAC Outdoor Performance List,Women
1,"Myers, Trey",JR-3,Ohio Northern,1:51.67,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,OAC Outdoor Performance List,Men
2,"Grillo, Max",FR-1,John Carroll,1:52.99,Tiffin Track Carnival 2023 (SECOND CHANCE Meet),"Apr 15, 2023",NaN,800 Meters,OAC Outdoor Performance List,Men
3,"Correia, Caleb",SO-2,John Carroll,1:53.31,Tiffin Track Carnival 2023 (SECOND CHANCE Meet),"Apr 15, 2023",NaN,800 Meters,OAC Outdoor Performance List,Men
4,"Smith, Sean",SO-2,Heidelberg,1:53.91,Tiffin Track Carnival 2023 (SECOND CHANCE Meet),"Apr 15, 2023",NaN,800 Meters,OAC Outdoor Performance List,Men
5,"Shipman, Mike",JR-3,John Carroll,1:54.13,Tiffin Track Carnival 2023 (SECOND CHANCE Meet),"Apr 15, 2023",NaN,800 Meters,OAC Outdoor Performance List,Men
6,"Knoch, Justin",SO-2,Mount Union,1:54.16,2023 Mount Union John Homon Open,"Apr 6, 2023",NaN,800 Meters,OAC Outdoor Performance List,Men
7,"Daily, Bill",SR-4,Otterbein,1:54.56,2023 Mount Union John Homon Open,"Apr 6, 2023",NaN,800 Meters,OAC Outdoor Performance List,Men
8,"Joppeck, Curtis",SO-2,Mount Union,1:55.13,2023 Mount Union John Homon Open,"Apr 6, 2023",NaN,800 Meters,OAC Outdoor Performance List,Men
9,"Hvizdos, Mike",SO-2,John Carroll,1:55.21,Tiffin Track Carnival 2023 (SECOND CHANCE Meet),"Apr 15, 2023",NaN,800 Meters,OAC Outdoor Performance List,Men
10,"Wilson, Lane",SR-4,Marietta,1:56.83,DIII All-Ohio Outdoor Championships,"Apr 15, 2023",NaN,800 Meters,OAC Outdoor Performance List,Men
11,"Stanley, Gehrig",SO-2,Baldwin Wallace,1:56.96,Bob Kahn Invitational,"Mar 31, 2023",NaN,800 Meters,OAC Outdoor Performance List,Men
12,"Reese, Alex",SO-2,Mount Union,1:57.39,2023 Mount Union John Homon Open,"Apr 6, 2023",NaN,800 Meters,OAC Outdoor Performance List,Men
13,"Figgins, Jay",FR-1,Otterbein,1:57.40,DIII All-Ohio Outdoor Championships,"Apr 15, 2023",NaN,800 Meters,OAC Outdoor Performance List,Men
14,"Jimenez, Nathan",JR-3,Heidelberg,1:58.31,Tiffin Track Carnival 2023 (SECOND CHANCE Meet),"Apr 15, 2023",NaN,800 Meters,OAC Outdoor Performance List,Men
15,"Sikorski, Sam",FR-1,Baldwin Wallace,1:58.48,OWU Marv Frye Invitational,"Apr 8, 2023",NaN,800 Meters,OAC Outdoor Performance List,Men
16,"Backus, Joe",JR-3,John Carroll,1:58.59,Amy Adams Memorial,"Mar 24, 2023",NaN,800 Meters,OAC Outdoor Performance List,Men
17,"Piscitani, Evan",SO-2,John Carroll,1:58.71,Tiffin Track Carnival 2023 (SECOND CHANCE Meet),"Apr 15, 2023",NaN,800 Meters,OAC Outdoor Performance List,Men
18,"Yackin, Cal",SR-4,Otterbein,1:58.79,2023 Mount Union John Homon Open,"Apr 6, 2023",NaN,800 Meters,OAC Outdoor Performance List,Men
19,"Kutz, Mason",SO-2,Mount Union,1:58.87,2023 Mount Union John Homon Open,"Apr 6, 2023",NaN,800 Meters,OAC Outdoor Performance List,Men
20,"Kelly, Gavin",FR-1,Otterbein,1:58.90,DIII All-Ohio Outdoor Championships,"Apr 15, 2023",NaN,800 Meters,OAC Outdoor Performance List,Men
