Rank,Athlete(s),Year,Team,Time/Distance,Meet,Meet Date,Wind,Event,Conference,Gender
3,"Kurbs, Michaela",JR-3,St. John Fisher,12.54,Geneseo Early Season Invitational,"Apr 2, 2023",2.6,100 Meters,Empire 8 Outdoor Performance List,Women
5,"Rowley, Isabelle",FR-1,St. John Fisher,12.70,Geneseo Early Season Invitational,"Apr 2, 2023",1.5,100 Meters,Empire 8 Outdoor Performance List,Women
6,"Mix, Mackenzie",SO-2,Utica,12.71,2023 Hamilton College Continental Invitational,"Apr 1, 2023",2.1,100 Meters,Empire 8 Outdoor Performance List,Women
7,"Morley, Alaina",FR-1,Nazareth,12.86,Geneseo Early Season Invitational,"Apr 2, 2023",1.5,100 Meters,Empire 8 Outdoor Performance List,Women
8,"Ragule, Hannah",JR-3,Nazareth,12.99,Geneseo Early Season Invitational,"Apr 2, 2023",1.5,100 Meters,Empire 8 Outdoor Performance List,Women
9,"Meade, Laura",SR-4,Utica,13.03,Utica Pioneer Spring Invite,"Apr 7, 2023",+0.0,100 Meters,Empire 8 Outdoor Performance List,Women
10,"Le, Brenda",SO-2,St. John Fisher,13.10,Geneseo Early Season Invitational,"Apr 2, 2023",0.9,100 Meters,Empire 8 Outdoor Performance List,Women
1,"Hadasz, Andrew",JR-3,Utica,22.04,2023 Hamilton College Continental Invitational,"Apr 1, 2023",1.3,200 Meters,Empire 8 Outdoor Performance List,Men
2,"Spicer, Alex",FR,Alfred,22.30,2023 Messiah Multi/Invitational,"Apr 13, 2023",1.2,200 Meters,Empire 8 Outdoor Performance List,Men
2,"Welch, Mike",SR-4,Nazareth,22.30,Brockport Multi & Invitational,"Apr 14, 2023",2.7,200 Meters,Empire 8 Outdoor Performance List,Men
4,"Flynn, Nolan",FR-1,Utica,22.76,Wesleyan Swanson Invite,"Mar 26, 2023",1.7,200 Meters,Empire 8 Outdoor Performance List,Men
5,"Bishop, Brady",SO-2,St. John Fisher,22.81,Bison Outdoor Classic,"Apr 14, 2023",+0.0,200 Meters,Empire 8 Outdoor Performance List,Men
6,"Lewis, Ben",SO-2,Nazareth,22.82,RIT Invitational,"Apr 8, 2023",0.7,200 Meters,Empire 8 Outdoor Performance List,Men
7,"Savage, Jaylen",FR-1,Nazareth,22.83,Brockport Multi & Invitational,"Apr 14, 2023",2.7,200 Meters,Empire 8 Outdoor Performance List,Men
8,"Peters, Neil",SO-2,Alfred,22.86,Geneseo Early Season Invitational,"Apr 2, 2023",-0.9,200 Meters,Empire 8 Outdoor Performance List,Men
9,"Simmons, Jonathan",SO-2,Utica,23.06,2023 Hamilton College Continental Invitational,"Apr 1, 2023",3.5,200 Meters,Empire 8 Outdoor Performance List,Men
10,"Kain , Ethan",SR-4,Utica,23.11,Wesleyan Swanson Invite,"Mar 26, 2023",1.7,200 Meters,Empire 8 Outdoor Performance List,Men
1,"Shea, Samantha",SR-4,St. John Fisher,25.69,Bison Outdoor Classic,"Apr 14, 2023",0.3,200 Meters,Empire 8 Outdoor Performance List,Women
2,"Mix, Mackenzie",SO-2,Utica,25.83,2023 Hamilton College Continental Invitational,"Apr 1, 2023",1.1,200 Meters,Empire 8 Outdoor Performance List,Women
3,"Lettsome, Zhane",FR-1,St. John Fisher,25.92,Bison Outdoor Classic,"Apr 14, 2023",1.6,200 Meters,Empire 8 Outdoor Performance List,Women
4,"Alper, Megan",JR,Alfred,26.80,2023 Messiah Multi/Invitational,"Apr 13, 2023",1.1,200 Meters,Empire 8 Outdoor Performance List,Women
5,"Wright, Grace",SO-2,St. John Fisher,26.90,Geneseo Early Season Invitational,"Apr 2, 2023",-1.7,200 Meters,Empire 8 Outdoor Performance List,Women
6,"Rowley, Isabelle",FR-1,St. John Fisher,27.20,Geneseo Early Season Invitational,"Apr 2, 2023",-0.8,200 Meters,Empire 8 Outdoor Performance List,Women
7,"Wisniewski, Alexandria",SO-2,Houghton,27.24,RIT Invitational,"Apr 8, 2023",0.7,200 Meters,Empire 8 Outdoor Performance List,Women
7,"Young, Lina",FR-1,Alfred,27.24,Geneseo Early Season Invitational,"Apr 2, 2023",0.3,200 Meters,Empire 8 Outdoor Performance List,Women
9,"Simione, Claudia",SO-2,Utica,27.30,2023 Hamilton College Continental Invitational,"Apr 1, 2023",1.6,200 Meters,Empire 8 Outdoor Performance List,Women
10,"Spila, Anne",SO-2,Alfred,27.34,2023 Messiah Multi/Invitational,"Apr 13, 2023",1.0,200 Meters,Empire 8 Outdoor Performance List,Women
1,"Welch, Mike",SR-4,Nazareth,50.20,Brockport Multi & Invitational,"Apr 14, 2023",NaN,400 Meters,Empire 8 Outdoor Performance List,Men
2,"Savage, Jaylen",FR-1,Nazareth,50.41,RIT Invitational,"Apr 8, 2023",NaN,400 Meters,Empire 8 Outdoor Performance List,Men
3,"Ferris, Cole",FR-1,St. John Fisher,50.63,Bison Outdoor Classic,"Apr 14, 2023",NaN,400 Meters,Empire 8 Outdoor Performance List,Men
4,"Bishop, Brady",SO-2,St. John Fisher,51.66,Bison Outdoor Classic,"Apr 14, 2023",NaN,400 Meters,Empire 8 Outdoor Performance List,Men
5,"Hadasz, Andrew",JR-3,Utica,51.84,Wesleyan Swanson Invite,"Mar 26, 2023",NaN,400 Meters,Empire 8 Outdoor Performance List,Men
6,"McAllister, Gavin",FR-1,Nazareth,52.05,RIT Invitational,"Apr 8, 2023",NaN,400 Meters,Empire 8 Outdoor Performance List,Men
7,"Hartigan, Rob",JR-3,St. John Fisher,52.21,Bison Outdoor Classic,"Apr 14, 2023",NaN,400 Meters,Empire 8 Outdoor Performance List,Men
8,"Kerr, Connor",SO-2,Alfred,52.23,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",NaN,400 Meters,Empire 8 Outdoor Performance List,Men
9,"Simmons, Jonathan",SO-2,Utica,52.27,2023 Hamilton College Continental Invitational,"Apr 1, 2023",NaN,400 Meters,Empire 8 Outdoor Performance List,Men
10,"Sokolovsky, Noam",SO-2,Alfred,52.41,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,400 Meters,Empire 8 Outdoor Performance List,Men
1,"Shea, Samantha",SR-4,St. John Fisher,56.69,Bison Outdoor Classic,"Apr 14, 2023",NaN,400 Meters,Empire 8 Outdoor Performance List,Women
2,"Johnson, Brenna",SR-4,Nazareth,57.78,Brockport Multi & Invitational,"Apr 14, 2023",NaN,400 Meters,Empire 8 Outdoor Performance List,Women
3,"Wright, Grace",SO-2,St. John Fisher,59.21,Bison Outdoor Classic,"Apr 14, 2023",NaN,400 Meters,Empire 8 Outdoor Performance List,Women
4,"Gilbert, Olivia",JR-3,Alfred,1:00.73,Geneseo Early Season Invitational,"Apr 2, 2023",NaN,400 Meters,Empire 8 Outdoor Performance List,Women
5,"Wisniewski, Alexandria",SO-2,Houghton,1:01.88,RIT Invitational,"Apr 8, 2023",NaN,400 Meters,Empire 8 Outdoor Performance List,Women
6,"Shaker, Mary",SO-2,Houghton,1:02.76,Geneseo Early Season Invitational,"Apr 2, 2023",NaN,400 Meters,Empire 8 Outdoor Performance List,Women
7,"Heath, Isabella",JR-3,Nazareth,1:03.65,Brockport Multi & Invitational,"Apr 14, 2023",NaN,400 Meters,Empire 8 Outdoor Performance List,Women
8,"Fredrickson, Hayly",SO-2,St. John Fisher,1:04.07,Geneseo Early Season Invitational,"Apr 2, 2023",NaN,400 Meters,Empire 8 Outdoor Performance List,Women
9,"Wright, Emma",SO-2,St. John Fisher,1:05.09,Geneseo Early Season Invitational,"Apr 2, 2023",NaN,400 Meters,Empire 8 Outdoor Performance List,Women
10,"Gould, Leigha",JR-3,Nazareth,1:05.14,RIT Invitational,"Apr 8, 2023",NaN,400 Meters,Empire 8 Outdoor Performance List,Women
1,"Healy, Patrick",SR-4,Nazareth,1:58.52,RIT Invitational,"Apr 8, 2023",NaN,800 Meters,Empire 8 Outdoor Performance List,Men
2,"Andersen, Myles",SR-4,St. John Fisher,1:58.53,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,Empire 8 Outdoor Performance List,Men
3,"Briggs, Peter",SO-2,St. John Fisher,1:59.06,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,Empire 8 Outdoor Performance List,Men
4,"Eustace, James",SO-2,Houghton,1:59.17,RIT Invitational,"Apr 8, 2023",NaN,800 Meters,Empire 8 Outdoor Performance List,Men
5,"DiRubbo, Tony",JR-3,St. John Fisher,2:00.01,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,Empire 8 Outdoor Performance List,Men
6,"McAllister, Gavin",FR-1,Nazareth,2:01.34,Brockport Multi & Invitational,"Apr 14, 2023",NaN,800 Meters,Empire 8 Outdoor Performance List,Men
7,"Lohmann, Hayden",JR-3,Utica,2:02.50,Utica Pioneer Spring Invite,"Apr 7, 2023",NaN,800 Meters,Empire 8 Outdoor Performance List,Men
8,"Vargo, Tristan",SO-2,Utica,2:02.86,Utica Pioneer Spring Invite,"Apr 7, 2023",NaN,800 Meters,Empire 8 Outdoor Performance List,Men
9,"Jeralds, Tobias",FR-1,Utica,2:03.87,Utica Pioneer Spring Invite,"Apr 7, 2023",NaN,800 Meters,Empire 8 Outdoor Performance List,Men
10,"Esquivel, Dylan",SO-2,St. John Fisher,2:04.36,Utica Pioneer Spring Invite,"Apr 7, 2023",NaN,800 Meters,Empire 8 Outdoor Performance List,Men
1,"Gilbert, Olivia",JR-3,Alfred,2:22.56,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,800 Meters,Empire 8 Outdoor Performance List,Women
2,"Szumloz, Abbey",SR-4,Nazareth,2:23.02,Geneseo Early Season Invitational,"Apr 2, 2023",NaN,800 Meters,Empire 8 Outdoor Performance List,Women
3,"Dening, Jade",SO-2,Utica,2:25.12,Jerry Gravel Classic,"Apr 15, 2023",NaN,800 Meters,Empire 8 Outdoor Performance List,Women
4,"Heath, Isabella",JR-3,Nazareth,2:27.20,Geneseo Early Season Invitational,"Apr 2, 2023",NaN,800 Meters,Empire 8 Outdoor Performance List,Women
5,"Feeney, Mackenzie",JR-3,Sage,2:27.83,Utica Pioneer Spring Invite,"Apr 7, 2023",NaN,800 Meters,Empire 8 Outdoor Performance List,Women
6,"Burrichter, Amanda",FR-1,Houghton,2:27.94,RIT Invitational,"Apr 8, 2023",NaN,800 Meters,Empire 8 Outdoor Performance List,Women
7,"Impaglia, Ella",FR-1,Nazareth,2:28.57,RIT Invitational,"Apr 8, 2023",NaN,800 Meters,Empire 8 Outdoor Performance List,Women
8,"Cruz-Bermudez, Janaiya",JR-3,Utica,2:28.58,Jerry Gravel Classic,"Apr 15, 2023",NaN,800 Meters,Empire 8 Outdoor Performance List,Women
9,"Voloshen, Caitlin",FR-1,St. John Fisher,2:29.17,Utica Pioneer Spring Invite,"Apr 7, 2023",NaN,800 Meters,Empire 8 Outdoor Performance List,Women
10,"Binney, Kyra",FR-1,Houghton,2:29.61,Geneseo Early Season Invitational,"Apr 2, 2023",NaN,800 Meters,Empire 8 Outdoor Performance List,Women
1,"Healy, Patrick",SR-4,Nazareth,4:02.72,Bison Outdoor Classic,"Apr 14, 2023",NaN,1500 Meters,Empire 8 Outdoor Performance List,Men
2,"Bowers, Nathan",SR-4,Nazareth,4:04.03,RIT Invitational,"Apr 8, 2023",NaN,1500 Meters,Empire 8 Outdoor Performance List,Men
3,"Bixler, Amos",FR-1,Houghton,4:10.93,Brockport Multi & Invitational,"Apr 14, 2023",NaN,1500 Meters,Empire 8 Outdoor Performance List,Men
4,"Tucker, Zach",SO-2,Houghton,4:12.04,RIT Invitational,"Apr 8, 2023",NaN,1500 Meters,Empire 8 Outdoor Performance List,Men
5,"Eustace, James",SO-2,Houghton,4:12.38,Brockport Multi & Invitational,"Apr 14, 2023",NaN,1500 Meters,Empire 8 Outdoor Performance List,Men
6,"DiRubbo, Tony",JR-3,St. John Fisher,4:12.50,Utica Pioneer Spring Invite,"Apr 7, 2023",NaN,1500 Meters,Empire 8 Outdoor Performance List,Men
7,"Eells, Cade",SO-2,Nazareth,4:13.45,RIT Invitational,"Apr 8, 2023",NaN,1500 Meters,Empire 8 Outdoor Performance List,Men
8,"Billings, Ethan",JR-3,St. John Fisher,4:13.90,Utica Pioneer Spring Invite,"Apr 7, 2023",NaN,1500 Meters,Empire 8 Outdoor Performance List,Men
9,"Nash, Riley",SO-2,St. John Fisher,4:14.10,Brockport Multi & Invitational,"Apr 14, 2023",NaN,1500 Meters,Empire 8 Outdoor Performance List,Men
10,"Glashauser, Ethan",JR-3,Nazareth,4:15.33,RIT Invitational,"Apr 8, 2023",NaN,1500 Meters,Empire 8 Outdoor Performance List,Men
1,"Burrichter, Amanda",FR-1,Houghton,4:42.72,Bison Outdoor Classic,"Apr 14, 2023",NaN,1500 Meters,Empire 8 Outdoor Performance List,Women
2,"Voloshen, Caitlin",FR-1,St. John Fisher,4:57.08,Bison Outdoor Classic,"Apr 14, 2023",NaN,1500 Meters,Empire 8 Outdoor Performance List,Women
3,"Impaglia, Ella",FR-1,Nazareth,4:58.84,Brockport Multi & Invitational,"Apr 14, 2023",NaN,1500 Meters,Empire 8 Outdoor Performance List,Women
4,"DeMichele, Lauren",JR-3,St. John Fisher,4:59.11,Utica Pioneer Spring Invite,"Apr 7, 2023",NaN,1500 Meters,Empire 8 Outdoor Performance List,Women
5,"Dening, Jade",SO-2,Utica,4:59.84,Utica Pioneer Spring Invite,"Apr 7, 2023",NaN,1500 Meters,Empire 8 Outdoor Performance List,Women
6,"Hall, McKenzie",SO-2,Alfred,5:00.46,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,1500 Meters,Empire 8 Outdoor Performance List,Women
7,"Witt, Laura",JR-3,St. John Fisher,5:02.09,Brockport Multi & Invitational,"Apr 14, 2023",NaN,1500 Meters,Empire 8 Outdoor Performance List,Women
8,"Weaver, Emily",SR-4,Nazareth,5:02.51,RIT Invitational,"Apr 8, 2023",NaN,1500 Meters,Empire 8 Outdoor Performance List,Women
9,"Grinnell, Olivia",FR-1,St. John Fisher,5:02.90,Bison Outdoor Classic,"Apr 14, 2023",NaN,1500 Meters,Empire 8 Outdoor Performance List,Women
10,"Feeney, Mackenzie",JR-3,Sage,5:05.49,RPI Under the Lights Invite 2023,"Apr 14, 2023",NaN,1500 Meters,Empire 8 Outdoor Performance List,Women
1,"Bowers, Nathan",SR-4,Nazareth,14:51.19,Bison Outdoor Classic,"Apr 14, 2023",NaN,5000 Meters,Empire 8 Outdoor Performance List,Men
2,"Kasper, Caleb",SO-2,Houghton,15:20.36,Bison Outdoor Classic,"Apr 14, 2023",NaN,5000 Meters,Empire 8 Outdoor Performance List,Men
3,"Eells, Cade",SO-2,Nazareth,15:20.52,Geneseo Early Season Invitational,"Apr 2, 2023",NaN,5000 Meters,Empire 8 Outdoor Performance List,Men
4,"Reimann, Matt",JR-3,Nazareth,15:22.25,Bison Outdoor Classic,"Apr 14, 2023",NaN,5000 Meters,Empire 8 Outdoor Performance List,Men
5,"Billings, Ethan",JR-3,St. John Fisher,15:34.74,Bison Outdoor Classic,"Apr 14, 2023",NaN,5000 Meters,Empire 8 Outdoor Performance List,Men
6,"Tucker, Zach",SO-2,Houghton,15:58.12,Brockport Multi & Invitational,"Apr 14, 2023",NaN,5000 Meters,Empire 8 Outdoor Performance List,Men
7,"Nash, Riley",SO-2,St. John Fisher,16:00.46,Geneseo Early Season Invitational,"Apr 2, 2023",NaN,5000 Meters,Empire 8 Outdoor Performance List,Men
8,"Brown, Zachary",FR-1,Utica,16:09.75,Utica Pioneer Spring Invite,"Apr 7, 2023",NaN,5000 Meters,Empire 8 Outdoor Performance List,Men
9,"Roberts, Michael",JR-3,Utica,16:17.63,Utica Pioneer Spring Invite,"Apr 7, 2023",NaN,5000 Meters,Empire 8 Outdoor Performance List,Men
10,"Ferri, Nick",SO-2,St. John Fisher,16:21.32,Geneseo Early Season Invitational,"Apr 2, 2023",NaN,5000 Meters,Empire 8 Outdoor Performance List,Men
1,"Burrichter, Amanda",FR-1,Houghton,18:01.03,Geneseo Early Season Invitational,"Apr 2, 2023",NaN,5000 Meters,Empire 8 Outdoor Performance List,Women
2,"Hanning, Lilianna",JR-3,Nazareth,18:17.59,Bison Outdoor Classic,"Apr 14, 2023",NaN,5000 Meters,Empire 8 Outdoor Performance List,Women
3,"Domaracki, Rachel",SO-2,Houghton,18:30.48,Bison Outdoor Classic,"Apr 14, 2023",NaN,5000 Meters,Empire 8 Outdoor Performance List,Women
4,"McGee, Brigid",JR-3,St. John Fisher,19:08.23,Utica Pioneer Spring Invite,"Apr 7, 2023",NaN,5000 Meters,Empire 8 Outdoor Performance List,Women
5,"Ingellis, Elizabeth",SO-2,Sage,19:08.83,2023 Hamilton College Continental Invitational,"Apr 1, 2023",NaN,5000 Meters,Empire 8 Outdoor Performance List,Women
6,"Hall, McKenzie",SO-2,Alfred,19:12.33,Geneseo Early Season Invitational,"Apr 2, 2023",NaN,5000 Meters,Empire 8 Outdoor Performance List,Women
7,"Prouty, Sophia",SR-4,St. John Fisher,19:16.85,Geneseo Early Season Invitational,"Apr 2, 2023",NaN,5000 Meters,Empire 8 Outdoor Performance List,Women
8,"Almy, Lauren",JR-3,St. John Fisher,19:40.13,Geneseo Early Season Invitational,"Apr 2, 2023",NaN,5000 Meters,Empire 8 Outdoor Performance List,Women
9,"Haas, Brynita",FR-1,Hartwick,19:47.41,Utica Pioneer Spring Invite,"Apr 7, 2023",NaN,5000 Meters,Empire 8 Outdoor Performance List,Women
10,"McCoy, Kennedy",SO-2,Houghton,19:49.13,Geneseo Early Season Invitational,"Apr 2, 2023",NaN,5000 Meters,Empire 8 Outdoor Performance List,Women
1,"Bowers, Nathan",SR-4,Nazareth,32:27.31,Geneseo Early Season Invitational,"Apr 2, 2023",NaN,"10,000 Meters",Empire 8 Outdoor Performance List,Men
2,"Reimann, Matt",JR-3,Nazareth,32:33.17,Geneseo Early Season Invitational,"Apr 2, 2023",NaN,"10,000 Meters",Empire 8 Outdoor Performance List,Men
3,"Kasper, Caleb",SO-2,Houghton,32:36.13,Geneseo Early Season Invitational,"Apr 2, 2023",NaN,"10,000 Meters",Empire 8 Outdoor Performance List,Men
4,"Jackson, Connor",FR-1,Nazareth,34:11.64,Geneseo Early Season Invitational,"Apr 2, 2023",NaN,"10,000 Meters",Empire 8 Outdoor Performance List,Men
5,"Nicosia, Brandon",SR-4,St. John Fisher,34:53.86,Brockport Multi & Invitational,"Apr 14, 2023",NaN,"10,000 Meters",Empire 8 Outdoor Performance List,Men
6,"Ferri, Nick",SO-2,St. John Fisher,34:58.21,Brockport Multi & Invitational,"Apr 14, 2023",NaN,"10,000 Meters",Empire 8 Outdoor Performance List,Men
1,"Domaracki, Rachel",SO-2,Houghton,38:37.48,Geneseo Early Season Invitational,"Apr 2, 2023",NaN,"10,000 Meters",Empire 8 Outdoor Performance List,Women
2,"DeMichele, Lauren",JR-3,St. John Fisher,39:12.21,Geneseo Early Season Invitational,"Apr 2, 2023",NaN,"10,000 Meters",Empire 8 Outdoor Performance List,Women
3,"Hanning, Lilianna",JR-3,Nazareth,39:23.94,Geneseo Early Season Invitational,"Apr 2, 2023",NaN,"10,000 Meters",Empire 8 Outdoor Performance List,Women
4,"Ingellis, Elizabeth",SO-2,Sage,39:29.69,Utica Pioneer Spring Invite,"Apr 7, 2023",NaN,"10,000 Meters",Empire 8 Outdoor Performance List,Women
5,"McGee, Brigid",JR-3,St. John Fisher,39:36.93,Geneseo Early Season Invitational,"Apr 2, 2023",NaN,"10,000 Meters",Empire 8 Outdoor Performance List,Women
6,"Witt, Laura",JR-3,St. John Fisher,40:11.91,Geneseo Early Season Invitational,"Apr 2, 2023",NaN,"10,000 Meters",Empire 8 Outdoor Performance List,Women
7,"Morin, Megan",SR-4,Nazareth,40:39.31,Geneseo Early Season Invitational,"Apr 2, 2023",NaN,"10,000 Meters",Empire 8 Outdoor Performance List,Women
8,"Prouty, Sophia",SR-4,St. John Fisher,40:48.93,Utica Pioneer Spring Invite,"Apr 7, 2023",NaN,"10,000 Meters",Empire 8 Outdoor Performance List,Women
9,"Almy, Lauren",JR-3,St. John Fisher,41:19.94,Utica Pioneer Spring Invite,"Apr 7, 2023",NaN,"10,000 Meters",Empire 8 Outdoor Performance List,Women
10,"Jablonski, Mari",JR-3,Alfred,41:38.81,Geneseo Early Season Invitational,"Apr 2, 2023",NaN,"10,000 Meters",Empire 8 Outdoor Performance List,Women
1,"Franz, Ciarra",SO-2,St. John Fisher,14.49,Geneseo Early Season Invitational,"Apr 2, 2023",4.7,100 Hurdles,Empire 8 Outdoor Performance List,Women
2,"Vanderhoof, Sydney",SR-4,Nazareth,16.41,Brockport Multi & Invitational,"Apr 14, 2023",2.1,100 Hurdles,Empire 8 Outdoor Performance List,Women
3,"Meade, Laura",SR-4,Utica,16.58,Utica Pioneer Spring Invite,"Apr 7, 2023",1.8,100 Hurdles,Empire 8 Outdoor Performance List,Women
4,"Spila, Anne",SO-2,Alfred,16.80,2023 Messiah Multi/Invitational,"Apr 13, 2023",1.6,100 Hurdles,Empire 8 Outdoor Performance List,Women
5,"Ragule, Hannah",JR-3,Nazareth,16.90,Geneseo Early Season Invitational,"Apr 2, 2023",4.7,100 Hurdles,Empire 8 Outdoor Performance List,Women
6,"Rexford, Lily",FR-1,St. John Fisher,17.48,Brockport Multi & Invitational,"Apr 14, 2023",1.8,100 Hurdles,Empire 8 Outdoor Performance List,Women
7,"Durso, Bianca",JR-3,Alfred,17.54,Geneseo Early Season Invitational,"Apr 2, 2023",2.2,100 Hurdles,Empire 8 Outdoor Performance List,Women
8,"Fredrickson, Hayly",SO-2,St. John Fisher,17.59,Utica Pioneer Spring Invite,"Apr 7, 2023",1.8,100 Hurdles,Empire 8 Outdoor Performance List,Women
9,"Wall, Giovanna",SO-2,Hartwick,17.94,Cortland Upstate Alternative,"Apr 15, 2023",3.4,100 Hurdles,Empire 8 Outdoor Performance List,Women
10,"Fredrickson, Logan",SO-2,St. John Fisher,18.24,Geneseo Early Season Invitational,"Apr 2, 2023",4.0,100 Hurdles,Empire 8 Outdoor Performance List,Women
1,"Lund, Aaron",FR-1,Nazareth,15.49,Geneseo Early Season Invitational,"Apr 2, 2023",4.0,110 Hurdles,Empire 8 Outdoor Performance List,Men
2,"McCauslin, Connor",SR-4,Nazareth,15.65,Geneseo Early Season Invitational,"Apr 2, 2023",1.6,110 Hurdles,Empire 8 Outdoor Performance List,Men
3,"Thomas, Holden",FR-1,Nazareth,16.05,Brockport Multi & Invitational,"Apr 14, 2023",0.6,110 Hurdles,Empire 8 Outdoor Performance List,Men
4,"Valentin, Justin",JR-3,Utica,16.46,2023 Hamilton College Continental Invitational,"Apr 1, 2023",-2.1,110 Hurdles,Empire 8 Outdoor Performance List,Men
5,"Belanger, Avery",FR-1,Houghton,16.81,Geneseo Early Season Invitational,"Apr 2, 2023",4.0,110 Hurdles,Empire 8 Outdoor Performance List,Men
6,"Defio, Luke",SO-2,St. John Fisher,16.87,Brockport Multi & Invitational,"Apr 14, 2023",1.6,110 Hurdles,Empire 8 Outdoor Performance List,Men
7,"DeShane, Ryan",FR-1,Nazareth,17.12,Geneseo Early Season Invitational,"Apr 2, 2023",-2.1,110 Hurdles,Empire 8 Outdoor Performance List,Men
8,"DeKing, Cole",SO-2,Utica,17.13,Wesleyan Swanson Invite,"Mar 26, 2023",2.4,110 Hurdles,Empire 8 Outdoor Performance List,Men
9,"Bowers, Josiah",SR-4,St. John Fisher,17.72,Brockport Multi & Invitational,"Apr 14, 2023",0.6,110 Hurdles,Empire 8 Outdoor Performance List,Men
10,"Pomykaj, Jack",FR-1,Nazareth,17.81,Brockport Multi & Invitational,"Apr 14, 2023",1.0,110 Hurdles,Empire 8 Outdoor Performance List,Men
1,"Abuelmaali, Rashid",JR,Alfred,57.12,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,400 Hurdles,Empire 8 Outdoor Performance List,Men
2,"Lund, Aaron",FR-1,Nazareth,57.76,Geneseo Early Season Invitational,"Apr 2, 2023",NaN,400 Hurdles,Empire 8 Outdoor Performance List,Men
3,"Mecca, George",SO-2,Alfred,58.22,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,400 Hurdles,Empire 8 Outdoor Performance List,Men
4,"Ruggio, John",JR-3,St. John Fisher,58.25,Brockport Multi & Invitational,"Apr 14, 2023",NaN,400 Hurdles,Empire 8 Outdoor Performance List,Men
5,"Simmons, Jonathan",SO-2,Utica,58.96,Jerry Gravel Classic,"Apr 15, 2023",NaN,400 Hurdles,Empire 8 Outdoor Performance List,Men
6,"Defio, Luke",SO-2,St. John Fisher,59.58,Brockport Multi & Invitational,"Apr 14, 2023",NaN,400 Hurdles,Empire 8 Outdoor Performance List,Men
7,"Thomas, Holden",FR-1,Nazareth,59.81,Brockport Multi & Invitational,"Apr 14, 2023",NaN,400 Hurdles,Empire 8 Outdoor Performance List,Men
8,"Billinger, TyJon",FR-1,Utica,1:00.25,2023 Hamilton College Continental Invitational,"Apr 1, 2023",NaN,400 Hurdles,Empire 8 Outdoor Performance List,Men
9,"Wieder, Andrew",JR-3,Utica,1:01.38,Utica Pioneer Spring Invite,"Apr 7, 2023",NaN,400 Hurdles,Empire 8 Outdoor Performance List,Men
10,"Welch, Mike",SR-4,Nazareth,1:02.01,Geneseo Early Season Invitational,"Apr 2, 2023",NaN,400 Hurdles,Empire 8 Outdoor Performance List,Men
1,"Mix, Mackenzie",SO-2,Utica,1:07.57,Jerry Gravel Classic,"Apr 15, 2023",NaN,400 Hurdles,Empire 8 Outdoor Performance List,Women
