Rank,Athlete(s),Year,Team,Time/Distance/Points,Meet,Meet Date,Wind,Event,Conference,Gender
17,"Rahbany, Grayson",JR-3,Centre,11.55,Gordon Bocock Cumberlands Invitational & Distance Festival,"Apr 7, 2023",0.3,100 Meters,SAA Outdoor Performance List,Men
18,"Coody, Carson",SO-2,U. of the South,11.60,Lee University Invitational,"Mar 25, 2023",2.6,100 Meters,SAA Outdoor Performance List,Men
18,"Wilson, Marcus",SO-2,Berry,11.60,2023 Falcon Classic & Multi,"Mar 17, 2023",0.3,100 Meters,SAA Outdoor Performance List,Men
20,"Keith III, James",FR-1,Berry,11.67,Victor Ice Breaker Duals 2023,"Mar 4, 2023",2.2,100 Meters,SAA Outdoor Performance List,Men
21,"Richardson, Josh",FR-1,Millsaps,11.68,Southern Miss Invitational,"Mar 31, 2023",1.1,100 Meters,SAA Outdoor Performance List,Men
22,"Armour, Ethan",SR-4,Hendrix,11.70,Harding Multi,"Mar 17, 2023",3.2,100 Meters,SAA Outdoor Performance List,Men
23,"Sutherland, Maurice",SR-4,Birmingham-Southern,11.72,Samford Alabama Track Challenge 2023,"Apr 13, 2023",-1.0,100 Meters,SAA Outdoor Performance List,Men
23,"Bishop, Antonio",FR-1,Oglethorpe,11.72,Berry Field Day Invitational,"Apr 14, 2023",-0.6,100 Meters,SAA Outdoor Performance List,Men
25,"Henry, Conner",SR-4,Centre,11.78,Centre College Track & Field Twilight,"Apr 14, 2023",+0.0,100 Meters,SAA Outdoor Performance List,Men
25,"Wilson, Cyrus",FR-1,U. of the South,11.78,Lee University Invitational,"Mar 25, 2023",2.6,100 Meters,SAA Outdoor Performance List,Men
27,"Wilborn, Justin",JR-3,Berry,11.79,Berry Field Day Invitational,"Apr 14, 2023",-0.6,100 Meters,SAA Outdoor Performance List,Men
28,"Whitlow, Nick",JR-3,Centre,11.83,Victor Ice Breaker Duals 2023,"Mar 4, 2023",1.6,100 Meters,SAA Outdoor Performance List,Men
29,"Martinez, Javy",JR-3,Oglethorpe,11.87,Newberry - Hub City Invitational,"Apr 7, 2023",0.1,100 Meters,SAA Outdoor Performance List,Men
29,"O'Toole, Tyler",FR-1,Birmingham-Southern,11.87,Samford Alabama Track Challenge 2023,"Apr 13, 2023",-1.0,100 Meters,SAA Outdoor Performance List,Men
1,"Doumbia, Madjo",SO-2,Centre,11.63,Mountaineer Open,"Mar 25, 2023",6.5,100 Meters,SAA Outdoor Performance List,Women
2,"Freeman, Olivia",FR-1,Rhodes,12.20,Rhodes Invitational,"Mar 25, 2023",1.4,100 Meters,SAA Outdoor Performance List,Women
3,"Loving, Jailah",SO-2,Birmingham-Southern,12.51,KSU Invitational,"Apr 7, 2023",-1.0,100 Meters,SAA Outdoor Performance List,Women
4,"Guyden, Aubrey",FR-1,Oglethorpe,12.65,Clark Atlanta University Panther Invitational,"Mar 11, 2023",-0.4,100 Meters,SAA Outdoor Performance List,Women
5,"Jenkins, Cassidy",SO-2,Oglethorpe,12.67,Berry Field Day Invitational,"Apr 14, 2023",-0.2,100 Meters,SAA Outdoor Performance List,Women
6,"Williams, Leighan",SR-4,Berry,12.77,Berry Field Day Invitational,"Apr 14, 2023",1.6,100 Meters,SAA Outdoor Performance List,Women
7,"Jones, Trinity",FR-1,Birmingham-Southern,12.93,UAB Spring Invitational,"Mar 31, 2023",5.0,100 Meters,SAA Outdoor Performance List,Women
7,"Gardner, Kya",SO-2,Birmingham-Southern,12.93,UAB Spring Invitational,"Mar 31, 2023",5.0,100 Meters,SAA Outdoor Performance List,Women
9,"Claunch, Jasmine",JR-3,Centre,12.94,Gordon Bocock Cumberlands Invitational & Distance Festival,"Apr 7, 2023",1.3,100 Meters,SAA Outdoor Performance List,Women
10,"Kelly, Clark",JR-3,Berry,12.98,Don McGarey Invitational,"Mar 24, 2023",2.5,100 Meters,SAA Outdoor Performance List,Women
11,"Dunn, Ava",FR-1,Rhodes,12.99,Rhodes Invitational,"Mar 25, 2023",1.4,100 Meters,SAA Outdoor Performance List,Women
12,"Davis, Caroline",SR-4,Centre,13.00,Gordon Bocock Cumberlands Invitational & Distance Festival,"Apr 7, 2023",1.2,100 Meters,SAA Outdoor Performance List,Women
13,"Burke, Natalie",SO-2,Millsaps,13.09,Rhodes 7 Way Meet,"Apr 15, 2023",+0.0,100 Meters,SAA Outdoor Performance List,Women
14,"Scowden, Grace",JR-3,Rhodes,13.10,Rhodes 7 Way Meet,"Apr 15, 2023",-1.0,100 Meters,SAA Outdoor Performance List,Women
14,"Weilmuenster, Megan",SO-2,Rhodes,13.10,Emory Spring Break Classic 2023,"Mar 17, 2023",2.1,100 Meters,SAA Outdoor Performance List,Women
16,"Lastrapes, Ashanti",FR-1,Millsaps,13.20,Belhaven University Invitational,"Mar 25, 2023",1.8,100 Meters,SAA Outdoor Performance List,Women
17,"Williams, Shyla",JR-3,Birmingham-Southern,13.41,UAB Spring Invitational,"Mar 31, 2023",5.0,100 Meters,SAA Outdoor Performance List,Women
18,"Smith, Sydney",FR-1,Birmingham-Southern,13.49,KSU Invitational,"Apr 7, 2023",-1.0,100 Meters,SAA Outdoor Performance List,Women
19,"Washington, Paige",SR-4,Birmingham-Southern,13.51,UAB Spring Invitational,"Mar 31, 2023",1.2,100 Meters,SAA Outdoor Performance List,Women
20,"Smith, Shelby",JR-3,Centre,13.64,Gordon Bocock Cumberlands Invitational & Distance Festival,"Apr 7, 2023",1.2,100 Meters,SAA Outdoor Performance List,Women
21,"Jones, Courtney",SO-2,Berry,14.07,Emory Spring Break Classic 2023,"Mar 17, 2023",3.6,100 Meters,SAA Outdoor Performance List,Women
22,"Silvers, Olivia",SO-2,Berry,14.20,Berry Field Day Invitational,"Apr 14, 2023",-0.9,100 Meters,SAA Outdoor Performance List,Women
23,"Mendez, Dayanara",FR-1,Centre,14.23,Victor Ice Breaker Duals 2023,"Mar 4, 2023",0.7,100 Meters,SAA Outdoor Performance List,Women
24,"LeVasseur, Ranee",SO-2,Millsaps,14.37,Belhaven University Invitational,"Mar 25, 2023",1.5,100 Meters,SAA Outdoor Performance List,Women
25,"Chase, Camille",FR-1,Rhodes,14.89,Rhodes 7 Way Meet,"Apr 15, 2023",-1.0,100 Meters,SAA Outdoor Performance List,Women
26,"Williams, Ashley",SO-2,Oglethorpe,15.24,Berry Field Day Invitational,"Apr 14, 2023",-0.9,100 Meters,SAA Outdoor Performance List,Women
1,"Vaught, JP",SR-4,Centre,21.15,Gordon Bocock Cumberlands Invitational & Distance Festival,"Apr 7, 2023",+0.0,200 Meters,SAA Outdoor Performance List,Men
2,"Clayton, TJ",JR-3,Rhodes,21.46,Wash U Invite,"Mar 31, 2023",3.4,200 Meters,SAA Outdoor Performance List,Men
3,"Jones, Jahari",SO-2,Berry,21.51,Berry Field Day Invitational,"Apr 14, 2023",-1.6,200 Meters,SAA Outdoor Performance List,Men
4,"Almona, David",FR-1,Centre,22.08,Mountaineer Open,"Mar 25, 2023",5.9,200 Meters,SAA Outdoor Performance List,Men
5,"Frank, Dez'Tavien",SO-2,Millsaps,22.64,Southern Miss Invitational,"Mar 31, 2023",1.6,200 Meters,SAA Outdoor Performance List,Men
6,"Olliges, Jeremy",JR-3,Centre,22.65,Victor Ice Breaker Duals 2023,"Mar 4, 2023",1.8,200 Meters,SAA Outdoor Performance List,Men
7,"McQueen, Jordan",FR-1,Oglethorpe,22.77,Berry Field Day Invitational,"Apr 14, 2023",-1.4,200 Meters,SAA Outdoor Performance List,Men
8,"Wilson, Deiondre",SO-2,Berry,22.85,Berry Field Day Invitational,"Apr 14, 2023",-0.7,200 Meters,SAA Outdoor Performance List,Men
9,"Gerzon, Luke",SR-4,Rhodes,22.88,Emory Spring Break Classic 2023,"Mar 17, 2023",-0.9,200 Meters,SAA Outdoor Performance List,Men
10,"Weatherspoon, Ethan",FR-1,Centre,22.96,Victor Ice Breaker Duals 2023,"Mar 4, 2023",1.8,200 Meters,SAA Outdoor Performance List,Men
11,"Keith III, James",FR-1,Berry,23.01,Don McGarey Invitational,"Mar 24, 2023",0.7,200 Meters,SAA Outdoor Performance List,Men
12,"Stokes, Hugh",SO-2,Rhodes,23.20,Wash U Invite,"Mar 31, 2023",4.2,200 Meters,SAA Outdoor Performance List,Men
13,"Cook, Jeremiah",JR-3,Rhodes,23.40,Rhodes Invitational,"Mar 25, 2023",0.5,200 Meters,SAA Outdoor Performance List,Men
14,"Wilborn, Justin",JR-3,Berry,23.41,Don McGarey Invitational,"Mar 24, 2023",0.7,200 Meters,SAA Outdoor Performance List,Men
15,"Brown, Kearon",FR-1,Hendrix,23.48,Richard Martin Invitational,"Mar 17, 2023",3.0,200 Meters,SAA Outdoor Performance List,Men
16,"Rahbany, Grayson",JR-3,Centre,23.55,55th Annual Centre College Track & Field Invitational,"Apr 1, 2023",3.1,200 Meters,SAA Outdoor Performance List,Men
17,"Knowles, Zacchaeus",JR-3,Hendrix,23.64,2023 MC Spring Cleaning Classic,"Mar 4, 2023",-1.2,200 Meters,SAA Outdoor Performance List,Men
18,"Ransefore, Henri'",FR-1,Rhodes,23.65,Rhodes Invitational,"Mar 25, 2023",0.5,200 Meters,SAA Outdoor Performance List,Men
19,"Tuchner, Bryce",FR-1,Rhodes,23.75,Harding Bison Open,"Apr 6, 2023",1.1,200 Meters,SAA Outdoor Performance List,Men
19,"Wynn, Zion",SO-2,Rhodes,23.75,Harding Bison Open,"Apr 6, 2023",1.1,200 Meters,SAA Outdoor Performance List,Men
21,"Wilson, Cyrus",FR-1,U. of the South,23.82,Lee University Invitational,"Mar 25, 2023",3.1,200 Meters,SAA Outdoor Performance List,Men
22,"Stewart, Justin",JR-3,Oglethorpe,23.90,Emory Thrills in the Hills 2023,"Mar 24, 2023",1.2,200 Meters,SAA Outdoor Performance List,Men
23,"Tezzo, Moise",JR-3,Millsaps,24.07,2023 MC Spring Cleaning Classic,"Mar 4, 2023",-1.2,200 Meters,SAA Outdoor Performance List,Men
24,"Gamble, Lane",FR-1,U. of the South,24.10,Lee University Invitational,"Mar 25, 2023",3.1,200 Meters,SAA Outdoor Performance List,Men
25,"Coody, Carson",SO-2,U. of the South,24.13,Lee University Invitational,"Mar 25, 2023",3.1,200 Meters,SAA Outdoor Performance List,Men
26,"Byrd, Evan",JR-3,Rhodes,24.14,Rhodes 7 Way Meet,"Apr 15, 2023",-1.9,200 Meters,SAA Outdoor Performance List,Men
27,"Bishop, Antonio",FR-1,Oglethorpe,24.25,Emory Spring Break Classic 2023,"Mar 17, 2023",-1.4,200 Meters,SAA Outdoor Performance List,Men
28,"O'Toole, Tyler",FR-1,Birmingham-Southern,24.35,Samford Alabama Track Challenge 2023,"Apr 13, 2023",+0.0,200 Meters,SAA Outdoor Performance List,Men
29,"Suzuki, Ai",FR-1,Millsaps,24.61,Southern Miss Invitational,"Mar 31, 2023",2.5,200 Meters,SAA Outdoor Performance List,Men
30,"Richardson, Josh",FR-1,Millsaps,24.67,2023 MC Spring Cleaning Classic,"Mar 4, 2023",-0.6,200 Meters,SAA Outdoor Performance List,Men
1,"Doumbia, Madjo",SO-2,Centre,24.75,Mountaineer Open,"Mar 25, 2023",4.8,200 Meters,SAA Outdoor Performance List,Women
2,"Freeman, Olivia",FR-1,Rhodes,25.31,Rhodes Invitational,"Mar 25, 2023",1.1,200 Meters,SAA Outdoor Performance List,Women
3,"Loving, Jailah",SO-2,Birmingham-Southern,26.18,Samford Alabama Track Challenge 2023,"Apr 13, 2023",0.2,200 Meters,SAA Outdoor Performance List,Women
4,"Williams, Leighan",SR-4,Berry,26.50,Victor Ice Breaker Duals 2023,"Mar 4, 2023",2.6,200 Meters,SAA Outdoor Performance List,Women
5,"Jenkins, Cassidy",SO-2,Oglethorpe,26.69,Berry Field Day Invitational,"Apr 14, 2023",-1.2,200 Meters,SAA Outdoor Performance List,Women
6,"Davis, Caroline",SR-4,Centre,26.71,Gordon Bocock Cumberlands Invitational & Distance Festival,"Apr 7, 2023",+0.0,200 Meters,SAA Outdoor Performance List,Women
7,"Dunn, Ava",FR-1,Rhodes,26.81,Rhodes Invitational,"Mar 25, 2023",1.5,200 Meters,SAA Outdoor Performance List,Women
8,"Jones, Trinity",FR-1,Birmingham-Southern,27.06,UAB Spring Invitational,"Mar 31, 2023",4.5,200 Meters,SAA Outdoor Performance List,Women
9,"Gardner, Kya",SO-2,Birmingham-Southern,27.16,UAB Spring Invitational,"Mar 31, 2023",4.5,200 Meters,SAA Outdoor Performance List,Women
10,"Moell, Marianna",SO-2,Berry,27.28,Victor Ice Breaker Duals 2023,"Mar 4, 2023",2.8,200 Meters,SAA Outdoor Performance List,Women
11,"Thompson, Emily",JR-3,Berry,27.41,2023 Falcon Classic & Multi,"Mar 17, 2023",1.8,200 Meters,SAA Outdoor Performance List,Women
12,"Murdock, Macy",FR-1,Berry,27.55,2023 Falcon Classic & Multi,"Mar 17, 2023",0.8,200 Meters,SAA Outdoor Performance List,Women
13,"Burke, Natalie",SO-2,Millsaps,27.63,Belhaven University Invitational,"Mar 25, 2023",-0.4,200 Meters,SAA Outdoor Performance List,Women
14,"Farnsworth, Isabel",JR-3,Rhodes,27.89,Wash U Invite,"Mar 31, 2023",2.7,200 Meters,SAA Outdoor Performance List,Women
15,"Scowden, Grace",JR-3,Rhodes,28.07,Rhodes 7 Way Meet,"Apr 15, 2023",0.4,200 Meters,SAA Outdoor Performance List,Women
16,"Smith, Sydney",FR-1,Birmingham-Southern,28.14,2023 Falcon Classic & Multi,"Mar 17, 2023",0.5,200 Meters,SAA Outdoor Performance List,Women
17,"Lastrapes, Ashanti",FR-1,Millsaps,28.65,Rhodes 7 Way Meet,"Apr 15, 2023",0.4,200 Meters,SAA Outdoor Performance List,Women
18,"Dowling, Amelia",FR-1,Birmingham-Southern,28.69,UAB Spring Invitational,"Mar 31, 2023",2.3,200 Meters,SAA Outdoor Performance List,Women
19,"Washington, Paige",SR-4,Birmingham-Southern,28.93,Samford Alabama Track Challenge 2023,"Apr 13, 2023",0.2,200 Meters,SAA Outdoor Performance List,Women
20,"HUGHES, EMBER",FR-1,Hendrix,28.97,Harding Multi,"Mar 17, 2023",2.2,200 Meters,SAA Outdoor Performance List,Women
21,"Mendez, Dayanara",FR-1,Centre,29.02,Victor Ice Breaker Duals 2023,"Mar 4, 2023",1.1,200 Meters,SAA Outdoor Performance List,Women
22,"Nelson, Sarah",FR-1,Berry,29.12,55th Annual Centre College Track & Field Invitational,"Apr 1, 2023",0.1,200 Meters,SAA Outdoor Performance List,Women
23,"LeVasseur, Ranee",SO-2,Millsaps,29.70,Southern Miss Invitational,"Mar 31, 2023",2.2,200 Meters,SAA Outdoor Performance List,Women
24,"Covaney, Jocelyn",SO-2,U. of the South,29.81,Lee University Invitational,"Mar 25, 2023",3.2,200 Meters,SAA Outdoor Performance List,Women
25,"Silvers, Olivia",SO-2,Berry,30.11,Don McGarey Invitational,"Mar 24, 2023",2.6,200 Meters,SAA Outdoor Performance List,Women
26,"Hearn, Allyssa",FR-1,Millsaps,30.82,Southern Miss Invitational,"Mar 31, 2023",2.1,200 Meters,SAA Outdoor Performance List,Women
27,"Williams, Ashley",SO-2,Oglethorpe,30.93,Berry Field Day Invitational,"Apr 14, 2023",-0.7,200 Meters,SAA Outdoor Performance List,Women
28,"Chase, Camille",FR-1,Rhodes,30.97,Rhodes 7 Way Meet,"Apr 15, 2023",0.4,200 Meters,SAA Outdoor Performance List,Women
29,"Dubrow, Alexa",FR-1,Millsaps,30.99,Rhodes 7 Way Meet,"Apr 15, 2023",0.4,200 Meters,SAA Outdoor Performance List,Women
30,"Colar, Khloe",JR-3,Millsaps,31.73,Southern Miss Invitational,"Mar 31, 2023",2.2,200 Meters,SAA Outdoor Performance List,Women
1,"Jones, Jahari",SO-2,Berry,47.83,Don McGarey Invitational,"Mar 24, 2023",NaN,400 Meters,SAA Outdoor Performance List,Men
2,"Vaught, JP",SR-4,Centre,48.63,Centre College Track & Field Twilight,"Apr 14, 2023",NaN,400 Meters,SAA Outdoor Performance List,Men
3,"Clayton, TJ",JR-3,Rhodes,49.04,Harding Bison Open,"Apr 6, 2023",NaN,400 Meters,SAA Outdoor Performance List,Men
4,"Frank, Dez'Tavien",SO-2,Millsaps,49.89,Southern Miss Invitational,"Mar 31, 2023",NaN,400 Meters,SAA Outdoor Performance List,Men
5,"Gambrel, Dirk",SO-2,Centre,50.72,Centre College Track & Field Twilight,"Apr 14, 2023",NaN,400 Meters,SAA Outdoor Performance List,Men
6,"Keith III, James",FR-1,Berry,50.91,Don McGarey Invitational,"Mar 24, 2023",NaN,400 Meters,SAA Outdoor Performance List,Men
7,"Bishop, Antonio",FR-1,Oglethorpe,51.29,UWG Legends Invitational,"Apr 1, 2023",NaN,400 Meters,SAA Outdoor Performance List,Men
8,"Olliges, Jeremy",JR-3,Centre,51.30,Gordon Bocock Cumberlands Invitational & Distance Festival,"Apr 7, 2023",NaN,400 Meters,SAA Outdoor Performance List,Men
9,"Zana, Dom",FR-1,Birmingham-Southern,51.46,UAB Spring Invitational,"Mar 31, 2023",NaN,400 Meters,SAA Outdoor Performance List,Men
10,"Wilson, Deiondre",SO-2,Berry,51.55,Don McGarey Invitational,"Mar 24, 2023",NaN,400 Meters,SAA Outdoor Performance List,Men
11,"Cook, Jeremiah",JR-3,Rhodes,52.24,2023 MC Spring Cleaning Classic,"Mar 4, 2023",NaN,400 Meters,SAA Outdoor Performance List,Men
12,"Wilborn, Justin",JR-3,Berry,52.49,Don McGarey Invitational,"Mar 24, 2023",NaN,400 Meters,SAA Outdoor Performance List,Men
13,"Ransefore, Henri'",FR-1,Rhodes,52.57,2023 MC Spring Cleaning Classic,"Mar 4, 2023",NaN,400 Meters,SAA Outdoor Performance List,Men
14,"Stewart, Justin",JR-3,Oglethorpe,52.77,UWG Legends Invitational,"Apr 1, 2023",NaN,400 Meters,SAA Outdoor Performance List,Men
15,"Gamble, Lane",FR-1,U. of the South,53.21,Lee University Invitational,"Mar 25, 2023",NaN,400 Meters,SAA Outdoor Performance List,Men
16,"O'Toole, Tyler",FR-1,Birmingham-Southern,53.59,Samford Alabama Track Challenge 2023,"Apr 13, 2023",NaN,400 Meters,SAA Outdoor Performance List,Men
17,"Whitlow, Nick",JR-3,Centre,54.25,Gordon Bocock Cumberlands Invitational & Distance Festival,"Apr 7, 2023",NaN,400 Meters,SAA Outdoor Performance List,Men
18,"LIEN, OWEN",FR-1,Hendrix,54.68,Rhodes 7 Way Meet,"Apr 15, 2023",NaN,400 Meters,SAA Outdoor Performance List,Men
19,"Wilson, Marcus",SO-2,Berry,54.95,2023 Falcon Classic & Multi,"Mar 17, 2023",NaN,400 Meters,SAA Outdoor Performance List,Men
20,"Black, Mitt",FR-1,U. of the South,54.97,Victor Ice Breaker Duals 2023,"Mar 4, 2023",NaN,400 Meters,SAA Outdoor Performance List,Men
21,"Hernandez, Johnny",FR-1,Berry,55.10,Berry Field Day Invitational,"Apr 14, 2023",NaN,400 Meters,SAA Outdoor Performance List,Men
22,"Stapel-Wax, Caleb",FR-1,Oglethorpe,55.58,Berry Field Day Invitational,"Apr 14, 2023",NaN,400 Meters,SAA Outdoor Performance List,Men
23,"Hobbs, Braden",FR-1,Berry,55.99,55th Annual Centre College Track & Field Invitational,"Apr 1, 2023",NaN,400 Meters,SAA Outdoor Performance List,Men
24,"Armour, Ethan",SR-4,Hendrix,56.57,Harding Multi,"Mar 17, 2023",NaN,400 Meters,SAA Outdoor Performance List,Men
25,"Ntwari, Pyunn",FR-1,Birmingham-Southern,57.47,Emory Thrills in the Hills 2023,"Mar 24, 2023",NaN,400 Meters,SAA Outdoor Performance List,Men
26,"Suzuki, Ai",FR-1,Millsaps,57.67,Southern Miss Invitational,"Mar 31, 2023",NaN,400 Meters,SAA Outdoor Performance List,Men
27,"Sweger, Chase",FR-1,Centre,58.85,55th Annual Centre College Track & Field Invitational,"Apr 1, 2023",NaN,400 Meters,SAA Outdoor Performance List,Men
28,"Al-Awar, Jad",FR-1,Hendrix,59.07,2023 MC Spring Cleaning Classic,"Mar 4, 2023",NaN,400 Meters,SAA Outdoor Performance List,Men
29,"Sutphen, Jack",FR-1,U. of the South,1:00.48,2023 Falcon Classic & Multi,"Mar 17, 2023",NaN,400 Meters,SAA Outdoor Performance List,Men
30,"Anderson, Jeremy",FR-1,Oglethorpe,1:00.59,Newberry - Hub City Invitational,"Apr 7, 2023",NaN,400 Meters,SAA Outdoor Performance List,Men
1,"Doumbia, Madjo",SO-2,Centre,57.24,Gordon Bocock Cumberlands Invitational & Distance Festival,"Apr 7, 2023",NaN,400 Meters,SAA Outdoor Performance List,Women
2,"Murdock, Macy",FR-1,Berry,1:00.04,Berry Field Day Invitational,"Apr 14, 2023",NaN,400 Meters,SAA Outdoor Performance List,Women
3,"Nelson, Sarah",FR-1,Berry,1:00.64,Berry Field Day Invitational,"Apr 14, 2023",NaN,400 Meters,SAA Outdoor Performance List,Women
4,"Thompson, Emily",JR-3,Berry,1:00.71,Don McGarey Invitational,"Mar 24, 2023",NaN,400 Meters,SAA Outdoor Performance List,Women
5,"Dunn, Ava",FR-1,Rhodes,1:01.68,Rhodes 7 Way Meet,"Apr 15, 2023",NaN,400 Meters,SAA Outdoor Performance List,Women
6,"Davis, Caroline",SR-4,Centre,1:01.94,Centre College Track & Field Twilight,"Apr 14, 2023",NaN,400 Meters,SAA Outdoor Performance List,Women
7,"Moell, Marianna",SO-2,Berry,1:02.30,Berry Field Day Invitational,"Apr 14, 2023",NaN,400 Meters,SAA Outdoor Performance List,Women
8,"Raybourn, Alexandra",FR-1,Millsaps,1:02.48,Belhaven University Invitational,"Mar 25, 2023",NaN,400 Meters,SAA Outdoor Performance List,Women
9,"Farnsworth, Isabel",JR-3,Rhodes,1:02.95,Rhodes Invitational,"Mar 25, 2023",NaN,400 Meters,SAA Outdoor Performance List,Women
10,"Smith, Sydney",FR-1,Birmingham-Southern,1:03.24,UAB Spring Invitational,"Mar 31, 2023",NaN,400 Meters,SAA Outdoor Performance List,Women
11,"Jones, Trinity",FR-1,Birmingham-Southern,1:04.30,Samford Alabama Track Challenge 2023,"Apr 13, 2023",NaN,400 Meters,SAA Outdoor Performance List,Women
12,"Gardner, Kya",SO-2,Birmingham-Southern,1:04.60,Emory Thrills in the Hills 2023,"Mar 24, 2023",NaN,400 Meters,SAA Outdoor Performance List,Women
13,"Sullivan, Rachel",SR-4,Rhodes,1:05.45,Harding Bison Open,"Apr 6, 2023",NaN,400 Meters,SAA Outdoor Performance List,Women
14,"Dowling, Amelia",FR-1,Birmingham-Southern,1:08.56,2023 Falcon Classic & Multi,"Mar 17, 2023",NaN,400 Meters,SAA Outdoor Performance List,Women
15,"Kriegler, Zaralyn",FR-1,Birmingham-Southern,1:09.18,UAB Spring Invitational,"Mar 31, 2023",NaN,400 Meters,SAA Outdoor Performance List,Women
16,"Hearn, Allyssa",FR-1,Millsaps,1:09.65,Rhodes 7 Way Meet,"Apr 15, 2023",NaN,400 Meters,SAA Outdoor Performance List,Women
17,"Hamby, Tyler",SO-2,Millsaps,1:10.15,Belhaven University Invitational,"Mar 25, 2023",NaN,400 Meters,SAA Outdoor Performance List,Women
18,"Dubrow, Alexa",FR-1,Millsaps,1:10.61,Rhodes 7 Way Meet,"Apr 15, 2023",NaN,400 Meters,SAA Outdoor Performance List,Women
19,"Magno-Hester, Onyx",JR-3,Millsaps,1:11.19,Southern Miss Invitational,"Mar 31, 2023",NaN,400 Meters,SAA Outdoor Performance List,Women
20,"Earhart, Gabe",FR-1,Birmingham-Southern,1:14.86,UAB Spring Invitational,"Mar 31, 2023",NaN,400 Meters,SAA Outdoor Performance List,Women
1,"De Lillo, Dom",SO-2,Berry,1:53.47,Berry Field Day Invitational,"Apr 14, 2023",NaN,800 Meters,SAA Outdoor Performance List,Men
2,"Smith, Ethan",FR-1,Berry,1:55.56,Berry Field Day Invitational,"Apr 14, 2023",NaN,800 Meters,SAA Outdoor Performance List,Men
3,"Thompson, Justin",JR-3,Rhodes,1:56.04,Rhodes 7 Way Meet,"Apr 15, 2023",NaN,800 Meters,SAA Outdoor Performance List,Men
4,"VanDemark, Reeve",FR-1,Centre,1:56.82,Gordon Bocock Cumberlands Invitational & Distance Festival,"Apr 7, 2023",NaN,800 Meters,SAA Outdoor Performance List,Men
5,"Ivester, Peter",SO-2,Berry,1:57.21,Berry Field Day Invitational,"Apr 14, 2023",NaN,800 Meters,SAA Outdoor Performance List,Men
6,"Zana, Dom",FR-1,Birmingham-Southern,1:57.66,KSU Invitational,"Apr 7, 2023",NaN,800 Meters,SAA Outdoor Performance List,Men
7,"Anderson, Xavier",FR-1,Berry,1:57.74,Berry Field Day Invitational,"Apr 14, 2023",NaN,800 Meters,SAA Outdoor Performance List,Men
8,"Arrington, Noah",FR-1,Birmingham-Southern,1:57.80,Samford Alabama Track Challenge 2023,"Apr 13, 2023",NaN,800 Meters,SAA Outdoor Performance List,Men
9,"Rhea, Austin",SO-2,Rhodes,1:57.94,Rhodes 7 Way Meet,"Apr 15, 2023",NaN,800 Meters,SAA Outdoor Performance List,Men
10,"Deriso, Ashton",SO-2,Oglethorpe,1:58.28,Berry Field Day Invitational,"Apr 14, 2023",NaN,800 Meters,SAA Outdoor Performance List,Men
