Rank,Athlete(s),Year,Team,Time/Distance/Points,Meet,Meet Date,Wind,Event,Conference,Gender
2,"Escalera, Jailene",SR-4,Bridgewater St.,12.44,SILFEN INVITATIONAL 2023,"Apr 14, 2023",0.6,100 Meters,MASCAC Outdoor Performance List,Women
3,"Moroney, Paige",JR-3,Westfield State,12.61,Wesleyan Swanson Invite,"Mar 26, 2023",3.1,100 Meters,MASCAC Outdoor Performance List,Women
4,"Pellegrini, Elena",SR-4,Worcester State,13.14,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",-0.8,100 Meters,MASCAC Outdoor Performance List,Women
5,"Grosschedl, Maeve",JR-3,Bridgewater St.,13.16,SILFEN INVITATIONAL 2023,"Apr 14, 2023",1.0,100 Meters,MASCAC Outdoor Performance List,Women
6,"Grady, Maureen",SR-4,Worcester State,13.32,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",0.7,100 Meters,MASCAC Outdoor Performance List,Women
7,"Ottomaniello, Emily",FR-1,Westfield State,13.37,Wesleyan Swanson Invite,"Mar 26, 2023",1.8,100 Meters,MASCAC Outdoor Performance List,Women
8,"Kilroy, Hailey",SR-4,Bridgewater St.,13.85,Springfield College Classic,"Apr 8, 2023",0.4,100 Meters,MASCAC Outdoor Performance List,Women
9,"Burgoyne, Mackenzie",JR-3,Westfield State,14.12,Wesleyan Swanson Invite,"Mar 26, 2023",2.8,100 Meters,MASCAC Outdoor Performance List,Women
9,"Lopes, Eryca",JR-3,Worcester State,14.12,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",-0.8,100 Meters,MASCAC Outdoor Performance List,Women
11,"Condon, Erin",FR-1,Worcester State,14.14,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",2.0,100 Meters,MASCAC Outdoor Performance List,Women
12,"Boulware McKnight, Shamya",FR-1,Fitchburg St.,14.36,SILFEN INVITATIONAL 2023,"Apr 14, 2023",0.4,100 Meters,MASCAC Outdoor Performance List,Women
13,"Dykstra, Elizabeth",SR-4,Framingham St.,14.40,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",-0.8,100 Meters,MASCAC Outdoor Performance List,Women
14,"Wilson, Alexa",SR-4,Bridgewater St.,14.58,BSU Invite,"Mar 25, 2023",-0.6,100 Meters,MASCAC Outdoor Performance List,Women
15,"Brandt, Paige",FR-1,Westfield State,14.59,Jerry Gravel Classic,"Apr 15, 2023",2.3,100 Meters,MASCAC Outdoor Performance List,Women
16,"Boriolo, Bridgette",FR-1,Mass. Maritime,14.99,Corsair Classic Track & Field Invitational,"Apr 1, 2023",1.5,100 Meters,MASCAC Outdoor Performance List,Women
17,"Hunter, Lauren",SR-4,Framingham St.,15.00,Regis Spring Classic - 2023,"Apr 6, 2023",+0.0,100 Meters,MASCAC Outdoor Performance List,Women
18,"Manurowski, Lydia",FR-1,Framingham St.,15.10,Regis Spring Classic - 2023,"Apr 6, 2023",0.1,100 Meters,MASCAC Outdoor Performance List,Women
19,"Read, Lizzy",JR-3,Fitchburg St.,15.11,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",-0.8,100 Meters,MASCAC Outdoor Performance List,Women
20,"Aubuchon, Jenna",SR-4,Fitchburg St.,15.67,SILFEN INVITATIONAL 2023,"Apr 14, 2023",0.4,100 Meters,MASCAC Outdoor Performance List,Women
21,"Kephart, Olivia",JR-3,Fitchburg St.,19.18,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",2.0,100 Meters,MASCAC Outdoor Performance List,Women
1,"Childs, Anthony",SR-4,Mass. Maritime,22.46,Regis Spring Classic - 2023,"Apr 6, 2023",0.8,200 Meters,MASCAC Outdoor Performance List,Men
2,"Matias, Mason",SR-4,Bridgewater St.,22.51,SILFEN INVITATIONAL 2023,"Apr 14, 2023",1.0,200 Meters,MASCAC Outdoor Performance List,Men
3,"DeAndrade, Jacob",SR-4,Bridgewater St.,22.82,SILFEN INVITATIONAL 2023,"Apr 14, 2023",+0.0,200 Meters,MASCAC Outdoor Performance List,Men
4,"Felix, Nate",SR-4,Fitchburg St.,22.92,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",1.6,200 Meters,MASCAC Outdoor Performance List,Men
5,"Candido, Nathan",SO-2,Bridgewater St.,22.94,Springfield College Classic,"Apr 8, 2023",2.9,200 Meters,MASCAC Outdoor Performance List,Men
6,"Adigwe, Chigozie",SO-2,Bridgewater St.,22.99,Corsair Classic Track & Field Invitational,"Apr 1, 2023",1.1,200 Meters,MASCAC Outdoor Performance List,Men
7,"Young, Michael",JR-3,Bridgewater St.,23.19,SILFEN INVITATIONAL 2023,"Apr 14, 2023",1.0,200 Meters,MASCAC Outdoor Performance List,Men
8,"Velez, Elvis",FR-1,Worcester State,23.63,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",-1.6,200 Meters,MASCAC Outdoor Performance List,Men
9,"DeBarber, Brendan",JR-3,Westfield State,23.68,Jerry Gravel Classic,"Apr 15, 2023",+0.0,200 Meters,MASCAC Outdoor Performance List,Men
10,"Falcone, Jace",FR-1,Westfield State,23.80,Jerry Gravel Classic,"Apr 15, 2023",+0.0,200 Meters,MASCAC Outdoor Performance List,Men
11,"Spofford, Stephen",SO-2,Bridgewater St.,23.85,SILFEN INVITATIONAL 2023,"Apr 14, 2023",0.7,200 Meters,MASCAC Outdoor Performance List,Men
12,"Polanco, Nicholas",SO-2,Fitchburg St.,23.90,SILFEN INVITATIONAL 2023,"Apr 14, 2023",0.9,200 Meters,MASCAC Outdoor Performance List,Men
13,"Epps, Javon",FR-1,Bridgewater St.,23.99,Springfield College Classic,"Apr 8, 2023",0.3,200 Meters,MASCAC Outdoor Performance List,Men
14,"Craft, Myles",FR-1,Westfield State,24.06,CGA Spring Invite,"Apr 8, 2023",3.8,200 Meters,MASCAC Outdoor Performance List,Men
15,"Mcknight, Elijah",SO-2,Fitchburg St.,24.12,SILFEN INVITATIONAL 2023,"Apr 14, 2023",0.9,200 Meters,MASCAC Outdoor Performance List,Men
16,"Dakai, Charles",SO-2,Bridgewater St.,24.21,SILFEN INVITATIONAL 2023,"Apr 14, 2023",1.0,200 Meters,MASCAC Outdoor Performance List,Men
17,"Correia, Michael",FR-1,Bridgewater St.,24.33,Springfield College Classic,"Apr 8, 2023",0.3,200 Meters,MASCAC Outdoor Performance List,Men
18,"Roberts, Drew",FR-1,Bridgewater St.,24.35,SILFEN INVITATIONAL 2023,"Apr 14, 2023",1.0,200 Meters,MASCAC Outdoor Performance List,Men
19,"Foley, Michael",JR-3,Westfield State,24.43,CGA Spring Invite,"Apr 8, 2023",0.7,200 Meters,MASCAC Outdoor Performance List,Men
20,"Boudreau, Seth",FR-1,Worcester State,24.45,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",-1.8,200 Meters,MASCAC Outdoor Performance List,Men
21,"Grace, Nicholas",FR-1,Bridgewater St.,24.50,SILFEN INVITATIONAL 2023,"Apr 14, 2023",0.1,200 Meters,MASCAC Outdoor Performance List,Men
22,"Margeson, Max",SO-2,Westfield State,24.74,Jerry Gravel Classic,"Apr 15, 2023",+0.0,200 Meters,MASCAC Outdoor Performance List,Men
23,"Austin, Jaiden",FR-1,Westfield State,24.81,Jerry Gravel Classic,"Apr 15, 2023",+0.0,200 Meters,MASCAC Outdoor Performance List,Men
24,"Gibson, Sean",JR-3,Mass. Maritime,24.86,Regis Spring Classic - 2023,"Apr 6, 2023",0.8,200 Meters,MASCAC Outdoor Performance List,Men
25,"Soares, Jason",FR-1,Mass. Maritime,24.97,Regis Spring Classic - 2023,"Apr 6, 2023",1.5,200 Meters,MASCAC Outdoor Performance List,Men
26,"Boozer, Demetri",SO-2,Mass. Maritime,24.99,Regis Spring Classic - 2023,"Apr 6, 2023",+0.0,200 Meters,MASCAC Outdoor Performance List,Men
27,"McFarlane, Matthew",SO-2,Mass. Maritime,25.10,SILFEN INVITATIONAL 2023,"Apr 14, 2023",0.9,200 Meters,MASCAC Outdoor Performance List,Men
28,"Cochran, Zachary",SR-4,Mass. Maritime,26.05,SILFEN INVITATIONAL 2023,"Apr 14, 2023",1.2,200 Meters,MASCAC Outdoor Performance List,Men
29,"Mucciarone, Caleb",FR-1,Mass. Maritime,26.06,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",0.1,200 Meters,MASCAC Outdoor Performance List,Men
30,"Gomez, Alan",FR-1,Worcester State,26.09,BSU Invite,"Mar 25, 2023",-0.6,200 Meters,MASCAC Outdoor Performance List,Men
1,"Escalera, Jailene",SR-4,Bridgewater St.,25.29,Springfield College Classic,"Apr 8, 2023",2.0,200 Meters,MASCAC Outdoor Performance List,Women
2,"Abrantes, Kiara",SO-2,Bridgewater St.,26.15,Springfield College Classic,"Apr 8, 2023",2.0,200 Meters,MASCAC Outdoor Performance List,Women
3,"Moroney, Paige",JR-3,Westfield State,26.25,Jerry Gravel Classic,"Apr 15, 2023",-0.7,200 Meters,MASCAC Outdoor Performance List,Women
4,"Pellegrini, Elena",SR-4,Worcester State,27.19,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",0.2,200 Meters,MASCAC Outdoor Performance List,Women
5,"Grosschedl, Maeve",JR-3,Bridgewater St.,27.31,SILFEN INVITATIONAL 2023,"Apr 14, 2023",1.2,200 Meters,MASCAC Outdoor Performance List,Women
6,"Marra, Lily",SR-4,Bridgewater St.,27.95,BSU Invite,"Mar 25, 2023",+0.0,200 Meters,MASCAC Outdoor Performance List,Women
7,"Lee, Eliza",FR-1,Westfield State,28.20,CGA Spring Invite,"Apr 8, 2023",2.9,200 Meters,MASCAC Outdoor Performance List,Women
8,"Golden, Lindsey",SR-4,Bridgewater St.,28.27,BSU Invite,"Mar 25, 2023",+0.0,200 Meters,MASCAC Outdoor Performance List,Women
9,"Ottomaniello, Emily",FR-1,Westfield State,28.35,CGA Spring Invite,"Apr 8, 2023",2.0,200 Meters,MASCAC Outdoor Performance List,Women
10,"Condon, Erin",FR-1,Worcester State,28.78,BSU Invite,"Mar 25, 2023",0.4,200 Meters,MASCAC Outdoor Performance List,Women
11,"Burgoyne, Mackenzie",JR-3,Westfield State,29.22,Wesleyan Swanson Invite,"Mar 26, 2023",3.4,200 Meters,MASCAC Outdoor Performance List,Women
12,"Camara, Makany",JR-3,Fitchburg St.,29.77,BSU Invite,"Mar 25, 2023",-0.1,200 Meters,MASCAC Outdoor Performance List,Women
13,"Boulware McKnight, Shamya",FR-1,Fitchburg St.,30.57,SILFEN INVITATIONAL 2023,"Apr 14, 2023",0.9,200 Meters,MASCAC Outdoor Performance List,Women
14,"Read, Lizzy",JR-3,Fitchburg St.,30.67,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",-0.5,200 Meters,MASCAC Outdoor Performance List,Women
15,"Israelson, Cassie",FR-1,Fitchburg St.,30.73,Tufts Snowflake Classic,"Apr 1, 2023",-1.3,200 Meters,MASCAC Outdoor Performance List,Women
16,"Fenton, Brooke",SR-4,Framingham St.,31.56,Regis Spring Classic - 2023,"Apr 6, 2023",1.8,200 Meters,MASCAC Outdoor Performance List,Women
17,"Barnes, Libby",SO-2,Westfield State,32.12,CGA Spring Invite,"Apr 8, 2023",3.1,200 Meters,MASCAC Outdoor Performance List,Women
18,"Hansen, Trinity",FR-1,Fitchburg St.,32.49,SILFEN INVITATIONAL 2023,"Apr 14, 2023",0.3,200 Meters,MASCAC Outdoor Performance List,Women
19,"Aubuchon, Jenna",SR-4,Fitchburg St.,34.38,BSU Invite,"Mar 25, 2023",-0.1,200 Meters,MASCAC Outdoor Performance List,Women
1,"Childs, Anthony",SR-4,Mass. Maritime,50.29,Regis Spring Classic - 2023,"Apr 6, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Men
2,"Neitlich, Michael",FR-1,Bridgewater St.,51.66,Springfield College Classic,"Apr 8, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Men
3,"Beaulieu, Chris",FR-1,Bridgewater St.,51.92,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Men
4,"Kennedy, Justin",FR-1,Westfield State,51.98,CGA Spring Invite,"Apr 8, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Men
5,"Felix, Nate",SR-4,Fitchburg St.,52.70,Tufts Snowflake Classic,"Apr 1, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Men
6,"O'Brien, Kyle",SR-4,Westfield State,53.10,Jerry Gravel Classic,"Apr 15, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Men
7,"Spofford, Stephen",SO-2,Bridgewater St.,53.42,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Men
8,"Boudreau, Seth",FR-1,Worcester State,53.50,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Men
9,"Mahoney, Colin",FR-1,Westfield State,53.79,CGA Spring Invite,"Apr 8, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Men
10,"Falcone, Jace",FR-1,Westfield State,53.86,Jerry Gravel Classic,"Apr 15, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Men
11,"Grace, Nicholas",FR-1,Bridgewater St.,53.99,Springfield College Classic,"Apr 8, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Men
11,"Gottshall, Rowan",FR-1,Westfield State,53.99,CGA Spring Invite,"Apr 8, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Men
13,"Roberts, Drew",FR-1,Bridgewater St.,54.00,BSU Invite,"Mar 25, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Men
14,"Dakai, Charles",SO-2,Bridgewater St.,54.32,BSU Invite,"Mar 25, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Men
15,"DeBarber, Brendan",JR-3,Westfield State,55.33,Wesleyan Swanson Invite,"Mar 26, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Men
16,"Polanco, Nicholas",SO-2,Fitchburg St.,55.40,Tufts Snowflake Classic,"Apr 1, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Men
17,"Hanley, Nick",JR-3,Westfield State,55.49,CGA Spring Invite,"Apr 8, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Men
18,"Michaelidis, Paul",FR-1,Fitchburg St.,55.86,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Men
19,"Sharkey, Brendan",SR-4,Worcester State,55.90,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Men
20,"Clark, Daniel",SR-4,Worcester State,55.94,Corsair Classic Track & Field Invitational,"Apr 1, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Men
21,"Craft, Myles",FR-1,Westfield State,57.61,Corsair Classic Track & Field Invitational,"Apr 1, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Men
22,"Elmi, Omar",FR-1,Fitchburg St.,58.76,BSU Invite,"Mar 25, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Men
23,"Gomez, Alan",FR-1,Worcester State,59.41,Corsair Classic Track & Field Invitational,"Apr 1, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Men
24,"Fountain, Tyler",SO-2,Mass. Maritime,1:00.24,Regis Spring Classic - 2023,"Apr 6, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Men
25,"Cochran, Zachary",SR-4,Mass. Maritime,1:01.21,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Men
26,"Mulligan, William",FR-1,Westfield State,1:01.42,Wesleyan Swanson Invite,"Mar 26, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Men
27,"Boozer, Demetri",SO-2,Mass. Maritime,1:03.05,Corsair Classic Track & Field Invitational,"Apr 1, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Men
28,"Paolucci, Anthony",JR-3,Worcester State,1:05.00,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Men
29,"Barlage, Edward",FR-1,Mass. Maritime,1:07.83,Corsair Classic Track & Field Invitational,"Apr 1, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Men
1,"Abrantes, Kiara",SO-2,Bridgewater St.,59.02,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Women
2,"Marra, Lily",SR-4,Bridgewater St.,1:01.85,Springfield College Classic,"Apr 8, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Women
3,"Lee, Eliza",FR-1,Westfield State,1:02.43,Jerry Gravel Classic,"Apr 15, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Women
4,"Maunsell, Bridget",SR-4,Worcester State,1:02.91,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Women
5,"Turner, Heather",SR-4,Worcester State,1:04.16,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Women
6,"Grieco, Alyssa",SR-4,Mass. Maritime,1:04.34,Regis Spring Classic - 2023,"Apr 6, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Women
7,"Golden, Lindsey",SR-4,Bridgewater St.,1:05.77,Springfield College Classic,"Apr 8, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Women
8,"Dykstra, Elizabeth",SR-4,Framingham St.,1:06.27,Regis Spring Classic - 2023,"Apr 6, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Women
9,"Condon, Erin",FR-1,Worcester State,1:07.23,BSU Invite,"Mar 25, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Women
10,"Campbell, Savannah",JR-3,Westfield State,1:07.69,CGA Spring Invite,"Apr 8, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Women
11,"Pellegrini, Elena",SR-4,Worcester State,1:07.73,BSU Invite,"Mar 25, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Women
12,"Consiglio, Rayna",SO-2,Westfield State,1:07.81,Wesleyan Swanson Invite,"Mar 26, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Women
13,"Moroney, Paige",JR-3,Westfield State,1:08.01,Corsair Classic Track & Field Invitational,"Apr 1, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Women
14,"Major, Nicole",JR-3,Bridgewater St.,1:08.22,BSU Invite,"Mar 25, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Women
15,"Chace, Leah",JR-3,Framingham St.,1:09.93,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Women
16,"Ellis, Madison",FR-1,Bridgewater St.,1:10.14,BSU Invite,"Mar 25, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Women
17,"Burgoyne, Mackenzie",JR-3,Westfield State,1:10.22,Corsair Classic Track & Field Invitational,"Apr 1, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Women
18,"Boriolo, Bridgette",FR-1,Mass. Maritime,1:10.67,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Women
19,"Barnes, Libby",SO-2,Westfield State,1:11.20,Jerry Gravel Classic,"Apr 15, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Women
20,"Gilson, Caroline",SO-2,Worcester State,1:11.89,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Women
21,"Hansen, Trinity",FR-1,Fitchburg St.,1:12.03,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Women
22,"Raposo, Allison",SR-4,Bridgewater St.,1:12.91,Corsair Classic Track & Field Invitational,"Apr 1, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Women
23,"Brown, Kate",SO-2,Bridgewater St.,1:13.95,Corsair Classic Track & Field Invitational,"Apr 1, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Women
24,"Arbia, Joyce",JR-3,Fitchburg St.,1:14.85,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Women
25,"Fenton, Brooke",SR-4,Framingham St.,1:15.23,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Women
26,"Bolster, Jillian",FR-1,Worcester State,1:24.45,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",NaN,400 Meters,MASCAC Outdoor Performance List,Women
1,"McBirney, Kevin",SO-2,Bridgewater St.,1:57.18,Springfield College Classic,"Apr 8, 2023",NaN,800 Meters,MASCAC Outdoor Performance List,Men
2,"Manyok, Taban",JR-3,Fitchburg St.,1:58.52,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",NaN,800 Meters,MASCAC Outdoor Performance List,Men
3,"Nekitopoulos, John",JR-3,Westfield State,1:59.80,Jerry Gravel Classic,"Apr 15, 2023",NaN,800 Meters,MASCAC Outdoor Performance List,Men
4,"Johnson, Gordon",FR-1,Westfield State,2:00.44,Jerry Gravel Classic,"Apr 15, 2023",NaN,800 Meters,MASCAC Outdoor Performance List,Men
5,"Clark, Daniel",SR-4,Worcester State,2:01.28,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,800 Meters,MASCAC Outdoor Performance List,Men
6,"Gottshall, Rowan",FR-1,Westfield State,2:02.32,Jerry Gravel Classic,"Apr 15, 2023",NaN,800 Meters,MASCAC Outdoor Performance List,Men
7,"Hanley, Nick",JR-3,Westfield State,2:02.71,Jerry Gravel Classic,"Apr 15, 2023",NaN,800 Meters,MASCAC Outdoor Performance List,Men
8,"Bueno-Campos, Cristian",SO-2,Fitchburg St.,2:03.38,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,800 Meters,MASCAC Outdoor Performance List,Men
9,"Mahoney, Colin",FR-1,Westfield State,2:03.55,Wesleyan Swanson Invite,"Mar 26, 2023",NaN,800 Meters,MASCAC Outdoor Performance List,Men
10,"Owen, Jack",SR-4,Bridgewater St.,2:09.41,Springfield College Classic,"Apr 8, 2023",NaN,800 Meters,MASCAC Outdoor Performance List,Men
11,"Lucier, Alexander",FR-1,Worcester State,2:09.74,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",NaN,800 Meters,MASCAC Outdoor Performance List,Men
