Rank,Athlete(s),Year,Team,Time/Distance,Meet,Meet Date,Wind,Event,Conference,Gender
21,"Dracon, Doug",SR-4,Washington and Lee,11.28,North River Meet,"Apr 8, 2023",1.6,100 Meters,ODAC Outdoor Performance List,Men
22,"Spradlin, Aiden",SO-2,Roanoke,11.29,Dennis Craddock Coaches Classic,"Apr 14, 2023",1.7,100 Meters,ODAC Outdoor Performance List,Men
23,"Eglin, Noah",FR-1,Shenandoah,11.37,Alan Connie Shamrock Invitational,"Mar 16, 2023",4.9,100 Meters,ODAC Outdoor Performance List,Men
24,"West, Elijah",SO-2,Shenandoah,11.38,Dennis Craddock Coaches Classic,"Apr 14, 2023",1.7,100 Meters,ODAC Outdoor Performance List,Men
25,"Smalls, Christopher",FR-1,Shenandoah,11.40,Dennis Craddock Coaches Classic,"Apr 14, 2023",1.2,100 Meters,ODAC Outdoor Performance List,Men
1,"Coleman, Adalia",JR-3,Bridgewater (Va.),11.63,Vertklasse,"Mar 31, 2023",4.0,100 Meters,ODAC Outdoor Performance List,Women
2,"Gamble, Katelyn",JR-3,Washington and Lee,12.10,Dennis Craddock Coaches Classic,"Apr 14, 2023",0.1,100 Meters,ODAC Outdoor Performance List,Women
3,"Hooker, Kacee",SR-4,Bridgewater (Va.),12.30,Doc Jopson Track & Field Invitational,"Mar 25, 2023",4.2,100 Meters,ODAC Outdoor Performance List,Women
4,"Seward, Aniya",JR-3,Lynchburg,12.47,2023 Colonial Relays,"Mar 30, 2023",0.5,100 Meters,ODAC Outdoor Performance List,Women
5,"Hoggard, Lyric",FR-1,Virginia Wesleyan,12.54,2023 Colonial Relays,"Mar 30, 2023",1.7,100 Meters,ODAC Outdoor Performance List,Women
5,"Measell, Kaitlin",SO-2,Shenandoah,12.54,Doc Jopson Track & Field Invitational,"Mar 25, 2023",4.2,100 Meters,ODAC Outdoor Performance List,Women
7,"Cammarata, Jessica",JR-3,Lynchburg,12.55,Dennis Craddock Coaches Classic,"Apr 14, 2023",0.8,100 Meters,ODAC Outdoor Performance List,Women
8,"Hinckley, Eleanor",SO-2,Roanoke,12.57,Dennis Craddock Coaches Classic,"Apr 14, 2023",0.2,100 Meters,ODAC Outdoor Performance List,Women
9,"Oguamena, Kendra",JR-3,Eastern Mennonite,12.58,Doc Jopson Track & Field Invitational,"Mar 25, 2023",4.2,100 Meters,ODAC Outdoor Performance List,Women
10,"Hobin, Lindsey",FR-1,Roanoke,12.61,Dennis Craddock Coaches Classic,"Apr 14, 2023",0.1,100 Meters,ODAC Outdoor Performance List,Women
11,"Poole, Taylor",JR-3,Roanoke,12.72,Dennis Craddock Coaches Classic,"Apr 14, 2023",0.1,100 Meters,ODAC Outdoor Performance List,Women
12,"Turner, Rylee",FR-1,Lynchburg,12.74,Alan Connie Shamrock Invitational,"Mar 16, 2023",4.1,100 Meters,ODAC Outdoor Performance List,Women
12,"Anderson, Janelle",SO-2,Shenandoah,12.74,2023 Colonial Relays,"Mar 30, 2023",-0.3,100 Meters,ODAC Outdoor Performance List,Women
14,"Henson, Lauren",SR-4,Roanoke,12.80,Doc Jopson Track & Field Invitational,"Mar 25, 2023",4.2,100 Meters,ODAC Outdoor Performance List,Women
15,"Barnes, Vuronika",JR-3,Lynchburg,12.81,Alan Connie Shamrock Invitational,"Mar 16, 2023",5.2,100 Meters,ODAC Outdoor Performance List,Women
16,"Buckles, Jade",FR-1,Bridgewater (Va.),12.87,Dennis Craddock Coaches Classic,"Apr 14, 2023",0.5,100 Meters,ODAC Outdoor Performance List,Women
17,"Fox, Kenna",FR-1,Roanoke,12.89,Vertklasse,"Mar 31, 2023",1.9,100 Meters,ODAC Outdoor Performance List,Women
18,"Gamble, Haylee",JR-3,Roanoke,12.90,Washington & Lee Carnival,"Mar 17, 2023",-0.5,100 Meters,ODAC Outdoor Performance List,Women
19,"Smith, Kiara",SO-2,Lynchburg,12.92,Alan Connie Shamrock Invitational,"Mar 16, 2023",4.0,100 Meters,ODAC Outdoor Performance List,Women
20,"Hefferon , Mikayla",JR-3,Roanoke,12.98,Doc Jopson Track & Field Invitational,"Mar 25, 2023",+0.0,100 Meters,ODAC Outdoor Performance List,Women
21,"Snodgrass, Hannah",SR-4,Roanoke,13.00,Dennis Craddock Coaches Classic,"Apr 14, 2023",0.2,100 Meters,ODAC Outdoor Performance List,Women
22,"Sidoro, Sarah",FR-1,Shenandoah,13.10,Doc Jopson Track & Field Invitational,"Mar 25, 2023",1.4,100 Meters,ODAC Outdoor Performance List,Women
23,"Hubbard, Alexis",SO-2,Shenandoah,13.11,Doc Jopson Track & Field Invitational,"Mar 25, 2023",4.2,100 Meters,ODAC Outdoor Performance List,Women
24,"Hathaway, Julia",FR-1,Virginia Wesleyan,13.15,Virginia Beach Spring Break Invitational,"Mar 17, 2023",0.3,100 Meters,ODAC Outdoor Performance List,Women
25,"Hamlin, Haleigh",JR-3,Bridgewater (Va.),13.17,Doc Jopson Track & Field Invitational,"Mar 25, 2023",1.4,100 Meters,ODAC Outdoor Performance List,Women
1,"Fowler, Brady",SO-2,Roanoke,21.34,Dennis Craddock Coaches Classic,"Apr 14, 2023",2.3,200 Meters,ODAC Outdoor Performance List,Men
2,"Moore, Miles",JR-3,Shenandoah,21.37,Doc Jopson Track & Field Invitational,"Mar 25, 2023",2.4,200 Meters,ODAC Outdoor Performance List,Men
3,"Crawford, Samuel",SR-4,Roanoke,21.49,Dennis Craddock Coaches Classic,"Apr 14, 2023",2.3,200 Meters,ODAC Outdoor Performance List,Men
4,"Johnson, Alijah",SR-4,Eastern Mennonite,21.58,2023 Colonial Relays,"Mar 30, 2023",1.6,200 Meters,ODAC Outdoor Performance List,Men
5,"Hamm, Michael",SO-2,Ferrum,21.61,Dennis Craddock Coaches Classic,"Apr 14, 2023",2.3,200 Meters,ODAC Outdoor Performance List,Men
6,"Clark, Isaiah",SO-2,Ferrum,22.00,Dennis Craddock Coaches Classic,"Apr 14, 2023",3.2,200 Meters,ODAC Outdoor Performance List,Men
7,"Jacobs, Zachary",JR-3,Lynchburg,22.03,Dennis Craddock Coaches Classic,"Apr 14, 2023",0.6,200 Meters,ODAC Outdoor Performance List,Men
8,"Jones, Jaylen",SO-2,Lynchburg,22.04,Dennis Craddock Coaches Classic,"Apr 14, 2023",3.2,200 Meters,ODAC Outdoor Performance List,Men
9,"Raya, Nekolas",JR-3,Lynchburg,22.06,Dennis Craddock Coaches Classic,"Apr 14, 2023",1.3,200 Meters,ODAC Outdoor Performance List,Men
10,"Dracon, Doug",SR-4,Washington and Lee,22.09,Doc Jopson Track & Field Invitational,"Mar 25, 2023",2.4,200 Meters,ODAC Outdoor Performance List,Men
11,"Clanton, Kyle",SR-4,Bridgewater (Va.),22.10,North River Meet,"Apr 8, 2023",+0.0,200 Meters,ODAC Outdoor Performance List,Men
12,"Camobreco, Lorenzo",FR-1,Roanoke,22.14,Dennis Craddock Coaches Classic,"Apr 14, 2023",0.6,200 Meters,ODAC Outdoor Performance List,Men
13,"Alexander, Trevel",SR-4,Guilford,22.17,Catamount Classic,"Apr 14, 2023",-1.8,200 Meters,ODAC Outdoor Performance List,Men
14,"Morgan, Damon",SO-2,Eastern Mennonite,22.31,Dennis Craddock Coaches Classic,"Apr 14, 2023",0.6,200 Meters,ODAC Outdoor Performance List,Men
15,"Lawson, Deontae",FR-1,Ferrum,22.38,Dennis Craddock Coaches Classic,"Apr 14, 2023",0.4,200 Meters,ODAC Outdoor Performance List,Men
16,"Hall, Jordan",FR-1,Virginia Wesleyan,22.41,JMU Invitational,"Apr 15, 2023",0.6,200 Meters,ODAC Outdoor Performance List,Men
17,"Heffinger, Brandon",FR-1,Roanoke,22.46,Dennis Craddock Coaches Classic,"Apr 14, 2023",0.6,200 Meters,ODAC Outdoor Performance List,Men
18,"Crowder, William",SO-2,Shenandoah,22.61,2023 Colonial Relays,"Mar 30, 2023",1.9,200 Meters,ODAC Outdoor Performance List,Men
19,"Hodnett, Jacob",SO-2,Lynchburg,22.70,Dr. Jack M. Toms Alumni Invitational,"Mar 24, 2023",+0.0,200 Meters,ODAC Outdoor Performance List,Men
20,"Jackson, Andre",SO-2,Shenandoah,22.75,Dennis Craddock Coaches Classic,"Apr 14, 2023",0.6,200 Meters,ODAC Outdoor Performance List,Men
21,"Eldridge, Joseph",FR-1,Roanoke,22.76,Doc Jopson Track & Field Invitational,"Mar 25, 2023",3.0,200 Meters,ODAC Outdoor Performance List,Men
22,"Avalos, Kaegan",SR-4,Bridgewater (Va.),22.82,Washington & Lee Carnival,"Mar 17, 2023",1.3,200 Meters,ODAC Outdoor Performance List,Men
23,"Flowers, Brian",SO-2,Lynchburg,22.88,Dr. Jack M. Toms Alumni Invitational,"Mar 24, 2023",+0.0,200 Meters,ODAC Outdoor Performance List,Men
24,"Mackey, Conner",FR-1,Bridgewater (Va.),22.95,Vertklasse,"Mar 31, 2023",3.4,200 Meters,ODAC Outdoor Performance List,Men
24,"Newcome, Wyatt",FR-1,Shenandoah,22.95,Battleground Relays,"Apr 1, 2023",1.8,200 Meters,ODAC Outdoor Performance List,Men
1,"Coleman, Adalia",JR-3,Bridgewater (Va.),24.28,Doc Jopson Track & Field Invitational,"Mar 25, 2023",2.0,200 Meters,ODAC Outdoor Performance List,Women
2,"Hooker, Kacee",SR-4,Bridgewater (Va.),25.08,Doc Jopson Track & Field Invitational,"Mar 25, 2023",2.0,200 Meters,ODAC Outdoor Performance List,Women
3,"Gamble, Katelyn",JR-3,Washington and Lee,25.18,Doc Jopson Track & Field Invitational,"Mar 25, 2023",2.0,200 Meters,ODAC Outdoor Performance List,Women
4,"Gamble, Haylee",JR-3,Roanoke,25.37,Dennis Craddock Coaches Classic,"Apr 14, 2023",2.1,200 Meters,ODAC Outdoor Performance List,Women
5,"Seward, Aniya",JR-3,Lynchburg,25.40,2023 Colonial Relays,"Mar 30, 2023",1.6,200 Meters,ODAC Outdoor Performance List,Women
6,"Hoggard, Lyric",FR-1,Virginia Wesleyan,25.43,JMU Invitational,"Apr 15, 2023",2.0,200 Meters,ODAC Outdoor Performance List,Women
7,"Hefferon , Mikayla",JR-3,Roanoke,25.54,Dennis Craddock Coaches Classic,"Apr 14, 2023",3.2,200 Meters,ODAC Outdoor Performance List,Women
8,"Oguamena, Kendra",JR-3,Eastern Mennonite,25.83,Doc Jopson Track & Field Invitational,"Mar 25, 2023",2.0,200 Meters,ODAC Outdoor Performance List,Women
9,"Hathaway, Julia",FR-1,Virginia Wesleyan,25.84,2023 Colonial Relays,"Mar 30, 2023",1.8,200 Meters,ODAC Outdoor Performance List,Women
10,"Measell, Kaitlin",SO-2,Shenandoah,25.86,Doc Jopson Track & Field Invitational,"Mar 25, 2023",2.2,200 Meters,ODAC Outdoor Performance List,Women
11,"Anderson, Janelle",SO-2,Shenandoah,25.98,Dennis Craddock Coaches Classic,"Apr 14, 2023",3.5,200 Meters,ODAC Outdoor Performance List,Women
11,"Hinckley, Eleanor",SO-2,Roanoke,25.98,Dennis Craddock Coaches Classic,"Apr 14, 2023",2.1,200 Meters,ODAC Outdoor Performance List,Women
13,"Barnes, Vuronika",JR-3,Lynchburg,26.06,Dr. Jack M. Toms Alumni Invitational,"Mar 24, 2023",0.3,200 Meters,ODAC Outdoor Performance List,Women
14,"Cammarata, Jessica",JR-3,Lynchburg,26.10,Dennis Craddock Coaches Classic,"Apr 14, 2023",3.2,200 Meters,ODAC Outdoor Performance List,Women
15,"Taylor, Ray Ray",JR-3,Eastern Mennonite,26.18,Doc Jopson Track & Field Invitational,"Mar 25, 2023",2.2,200 Meters,ODAC Outdoor Performance List,Women
16,"Henson, Lauren",SR-4,Roanoke,26.25,Dennis Craddock Coaches Classic,"Apr 14, 2023",3.5,200 Meters,ODAC Outdoor Performance List,Women
16,"Sidoro, Sarah",FR-1,Shenandoah,26.25,Doc Jopson Track & Field Invitational,"Mar 25, 2023",6.0,200 Meters,ODAC Outdoor Performance List,Women
18,"Carter, Noelani",FR-1,Hollins,26.31,Doc Jopson Track & Field Invitational,"Mar 25, 2023",3.3,200 Meters,ODAC Outdoor Performance List,Women
19,"Poole, Taylor",JR-3,Roanoke,26.37,Dennis Craddock Coaches Classic,"Apr 14, 2023",3.2,200 Meters,ODAC Outdoor Performance List,Women
20,"Turner, Rylee",FR-1,Lynchburg,26.46,2023 Colonial Relays,"Mar 30, 2023",1.3,200 Meters,ODAC Outdoor Performance List,Women
21,"Stedman, Casey",JR-3,Virginia Wesleyan,26.54,JMU Invitational,"Apr 15, 2023",1.8,200 Meters,ODAC Outdoor Performance List,Women
22,"Smith, Kiara",SO-2,Lynchburg,26.59,Dr. Jack M. Toms Alumni Invitational,"Mar 24, 2023",0.2,200 Meters,ODAC Outdoor Performance List,Women
23,"Buckles, Jade",FR-1,Bridgewater (Va.),26.64,Washington & Lee Carnival,"Mar 17, 2023",0.2,200 Meters,ODAC Outdoor Performance List,Women
24,"Patterson, Jazmine",FR-1,Hollins,26.75,Doc Jopson Track & Field Invitational,"Mar 25, 2023",2.2,200 Meters,ODAC Outdoor Performance List,Women
25,"Hobin, Lindsey",FR-1,Roanoke,26.80,Vertklasse,"Mar 31, 2023",1.1,200 Meters,ODAC Outdoor Performance List,Women
1,"Crawford, Samuel",SR-4,Roanoke,48.49,Vertklasse,"Mar 31, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Men
2,"Hamm, Michael",SO-2,Ferrum,49.05,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Men
2,"Hodnett, Jacob",SO-2,Lynchburg,49.05,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Men
4,"Camobreco, Lorenzo",FR-1,Roanoke,49.23,Doc Jopson Track & Field Invitational,"Mar 25, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Men
5,"Bullock , Isaiah",FR-1,Virginia Wesleyan,49.36,Virginia Beach Spring Break Invitational,"Mar 17, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Men
6,"Hall, Jordan",FR-1,Virginia Wesleyan,49.72,2023 Colonial Relays,"Mar 30, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Men
7,"Johnson, Alijah",SR-4,Eastern Mennonite,49.73,Doc Jopson Track & Field Invitational,"Mar 25, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Men
8,"Witcher, Kwajay",SR-4,Ferrum,50.07,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Men
9,"Avalos, Kaegan",SR-4,Bridgewater (Va.),50.26,Doc Jopson Track & Field Invitational,"Mar 25, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Men
10,"Hotung-Davidsen, Tor",SO-2,Lynchburg,50.42,Dr. Jack M. Toms Alumni Invitational,"Mar 24, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Men
11,"Flowers, Brian",SO-2,Lynchburg,50.45,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Men
12,"Avigliano, Luke",SO-2,Washington and Lee,50.58,Doc Jopson Track & Field Invitational,"Mar 25, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Men
13,"Jacobs, Zachary",JR-3,Lynchburg,50.60,Dr. Jack M. Toms Alumni Invitational,"Mar 24, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Men
14,"Kwakye, Gabriel",JR-3,Lynchburg,50.62,Alan Connie Shamrock Invitational,"Mar 16, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Men
15,"Lawson, Deontae",FR-1,Ferrum,50.70,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Men
16,"Davis, Jeremiah",FR-1,Averett,50.83,Vertklasse,"Mar 31, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Men
17,"Moore, Zach",SO-2,Washington and Lee,51.01,Battleground Relays,"Apr 1, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Men
18,"Heffinger, Brandon",FR-1,Roanoke,51.32,Vertklasse,"Mar 31, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Men
19,"Mackey, Conner",FR-1,Bridgewater (Va.),51.49,Doc Jopson Track & Field Invitational,"Mar 25, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Men
20,"Kibler, Chris",JR-3,Eastern Mennonite,51.53,Doc Jopson Track & Field Invitational,"Mar 25, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Men
21,"Cardwell, Victor",FR-1,Roanoke,51.56,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Men
22,"Meldrum, Duncan",SO-2,Washington and Lee,51.63,Doc Jopson Track & Field Invitational,"Mar 25, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Men
23,"Montgomery, Derek",FR-1,Virginia Wesleyan,51.65,6th Annual adidas Trojan Challenge,"Mar 24, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Men
24,"Pritchett, Izaiah",FR-1,Virginia Wesleyan,51.70,Virginia Beach Spring Break Invitational,"Mar 17, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Men
25,"Edwards, James",SO-2,Washington and Lee,51.72,Battleground Relays,"Apr 1, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Men
1,"Hefferon , Mikayla",JR-3,Roanoke,57.23,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Women
2,"Barnes, Amia",SO-2,Virginia Wesleyan,58.32,JMU Invitational,"Apr 15, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Women
3,"Barnes, Vuronika",JR-3,Lynchburg,58.90,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Women
4,"Gamble, Haylee",JR-3,Roanoke,58.95,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Women
5,"Hathaway, Julia",FR-1,Virginia Wesleyan,59.26,2023 Colonial Relays,"Mar 30, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Women
6,"Hooker, Kacee",SR-4,Bridgewater (Va.),59.65,Vertklasse,"Mar 31, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Women
7,"Boyce, Madelyn",FR-1,Lynchburg,59.81,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Women
8,"Henson, Lauren",SR-4,Roanoke,1:00.13,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Women
9,"Palethorpe, Jordynn",JR-3,Washington and Lee,1:00.69,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Women
10,"Sidoro, Sarah",FR-1,Shenandoah,1:00.81,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Women
11,"Smith, Hailey",FR-1,Lynchburg,1:00.88,Dr. Jack M. Toms Alumni Invitational,"Mar 24, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Women
12,"Cammarata, Jessica",JR-3,Lynchburg,1:00.99,WildCat Track Festival,"Apr 8, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Women
13,"Carter, Noelani",FR-1,Hollins,1:01.11,North River Meet,"Apr 8, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Women
14,"Molina-Shuman , Maryrose",FR-1,Roanoke,1:01.17,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Women
14,"Coleman, Adalia",JR-3,Bridgewater (Va.),1:01.17,North River Meet,"Apr 8, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Women
16,"Bobst, Allison",JR-3,Lynchburg,1:01.23,WildCat Track Festival,"Apr 8, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Women
17,"Taylor, Ray Ray",JR-3,Eastern Mennonite,1:01.30,2023 Colonial Relays,"Mar 30, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Women
18,"Stedman, Casey",JR-3,Virginia Wesleyan,1:01.70,2023 Colonial Relays,"Mar 30, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Women
19,"Forcey, Patrice",FR-1,Randolph,1:01.94,WildCat Track Festival,"Apr 8, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Women
20,"Oliver, Cassidy",SR-4,Bridgewater (Va.),1:02.80,Doc Jopson Track & Field Invitational,"Mar 25, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Women
21,"Patterson, Jazmine",FR-1,Hollins,1:03.00,Doc Jopson Track & Field Invitational,"Mar 25, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Women
22,"Turner, Rylee",FR-1,Lynchburg,1:03.01,WildCat Track Festival,"Apr 8, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Women
23,"Van Voorhis, Haley",SO-2,Shenandoah,1:03.45,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Women
24,"Lewis, Trina",SO-2,Ferrum,1:03.58,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Women
25,"Oleksy, Amy",FR-1,Shenandoah,1:03.77,Battleground Relays,"Apr 1, 2023",NaN,400 Meters,ODAC Outdoor Performance List,Women
1,"Llaneza, Sam",SO-2,Lynchburg,1:49.62,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,800 Meters,ODAC Outdoor Performance List,Men
2,"Hotung-Davidsen, Tor",SO-2,Lynchburg,1:49.66,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,800 Meters,ODAC Outdoor Performance List,Men
3,"Avigliano, Luke",SO-2,Washington and Lee,1:53.99,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,800 Meters,ODAC Outdoor Performance List,Men
4,"Mantooth, Jamison",FR-1,Lynchburg,1:55.20,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,800 Meters,ODAC Outdoor Performance List,Men
5,"Hunt, Chasen",FR-1,Lynchburg,1:55.83,Dr. Jack M. Toms Alumni Invitational,"Mar 24, 2023",NaN,800 Meters,ODAC Outdoor Performance List,Men
6,"Diemoz, Luke",FR-1,Lynchburg,1:55.92,WildCat Track Festival,"Apr 8, 2023",NaN,800 Meters,ODAC Outdoor Performance List,Men
7,"Thompson, Cody",JR-3,Randolph,1:56.23,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,800 Meters,ODAC Outdoor Performance List,Men
8,"Immanuel, Bellamy",SO-2,Eastern Mennonite,1:56.31,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,800 Meters,ODAC Outdoor Performance List,Men
9,"Moore, Zach",SO-2,Washington and Lee,1:56.42,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,800 Meters,ODAC Outdoor Performance List,Men
10,"Ruiz, Chris",SO-2,Washington and Lee,1:57.29,Washington & Lee Carnival,"Mar 17, 2023",NaN,800 Meters,ODAC Outdoor Performance List,Men
11,"Kovacevic, Marko",FR-1,Lynchburg,1:57.45,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,800 Meters,ODAC Outdoor Performance List,Men
12,"Miller, Daniel",SO-2,Lynchburg,1:57.79,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,800 Meters,ODAC Outdoor Performance List,Men
13,"Hurd, Noah",FR-1,Shenandoah,1:58.18,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,800 Meters,ODAC Outdoor Performance List,Men
14,"Baker, Tanner",FR-1,Lynchburg,1:58.28,WildCat Track Festival,"Apr 8, 2023",NaN,800 Meters,ODAC Outdoor Performance List,Men
15,"Hurst, Cooper",SO-2,Lynchburg,1:58.31,Dr. Jack M. Toms Alumni Invitational,"Mar 24, 2023",NaN,800 Meters,ODAC Outdoor Performance List,Men
16,"Firkins, Tanner",JR-3,Lynchburg,1:58.88,WildCat Track Festival,"Apr 8, 2023",NaN,800 Meters,ODAC Outdoor Performance List,Men
17,"Ryder, Kayden",FR-1,Ferrum,1:58.92,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,800 Meters,ODAC Outdoor Performance List,Men
