Rank,Athlete(s),Year,Team,Time/Distance,Meet,Meet Date,Wind,Event,Conference,Gender
22,"Williquette, Ema",FR-1,Concordia (Wis.),14.04,Beloit Relays,"Apr 15, 2023",3.1,100 Meters,NACC Outdoor Performance List,Women
23,"Smith, Abigail",JR-3,MSOE,14.05,Green & White Invite,"Apr 15, 2023",4.4,100 Meters,NACC Outdoor Performance List,Women
24,"Lawhordn, Tete",FR-1,Aurora,14.08,Wheaton Invitational 2023,"Apr 14, 2023",2.7,100 Meters,NACC Outdoor Performance List,Women
25,"Ingram, Brittany",SR-4,Aurora,14.16,Wheaton Invitational 2023,"Apr 14, 2023",2.7,100 Meters,NACC Outdoor Performance List,Women
1,"Agwomoh, Marvin",SR-4,Benedictine (Ill.),21.49,Wheaton Invitational 2023,"Apr 14, 2023",2.0,200 Meters,NACC Outdoor Performance List,Men
2,"Anderson, DJ",SR-4,Benedictine (Ill.),21.90,Wheaton Invitational 2023,"Apr 14, 2023",2.0,200 Meters,NACC Outdoor Performance List,Men
3,"Hunter, Isaac",SR-4,MSOE,21.95,Green & White Invite,"Apr 15, 2023",4.4,200 Meters,NACC Outdoor Performance List,Men
4,"Burant, Daniel",SO-2,MSOE,22.34,Green & White Invite,"Apr 15, 2023",4.4,200 Meters,NACC Outdoor Performance List,Men
5,"Ploeckelman, Evan",SO-2,MSOE,22.44,Green & White Invite,"Apr 15, 2023",4.4,200 Meters,NACC Outdoor Performance List,Men
6,"Blanchard, Amir",SR-4,Benedictine (Ill.),22.49,NCC 1st Chance Invitational - 2023,"Apr 7, 2023",1.8,200 Meters,NACC Outdoor Performance List,Men
7,"Retzlaff, Blake",SO-2,St. Norbert,22.57,St. Norbert Twilight,"Apr 6, 2023",1.9,200 Meters,NACC Outdoor Performance List,Men
8,"Sylvain, Collin",FR-1,St. Norbert,22.77,St. Norbert Twilight,"Apr 6, 2023",1.9,200 Meters,NACC Outdoor Performance List,Men
9,"Heckman, Zach",SR-4,Edgewood,22.94,UW-Platteville Invitational,"Apr 14, 2023",0.1,200 Meters,NACC Outdoor Performance List,Men
10,"Whitehead, Malik",SR-4,Aurora,22.97,NCC 1st Chance Invitational - 2023,"Apr 7, 2023",1.2,200 Meters,NACC Outdoor Performance List,Men
11,"Brantner, Tyler",SR-4,MSOE,23.07,Green & White Invite,"Apr 15, 2023",3.1,200 Meters,NACC Outdoor Performance List,Men
12,"Knight, Austin",FR-1,Concordia Univ. Chicago,23.12,Green & White Invite,"Apr 15, 2023",3.9,200 Meters,NACC Outdoor Performance List,Men
13,"Tischendorf, Dane",SR-4,Concordia (Wis.),23.21,Wisconsin Private College Championships,"Apr 2, 2023",2.5,200 Meters,NACC Outdoor Performance List,Men
14,"Thiel, Gabriel",FR-1,St. Norbert,23.27,St. Norbert Twilight,"Apr 6, 2023",1.9,200 Meters,NACC Outdoor Performance List,Men
15,"Nelson, Stewart",SO-2,Illinois Tech,23.28,Wheaton Invitational 2023,"Apr 14, 2023",2.3,200 Meters,NACC Outdoor Performance List,Men
16,"Nennig, Camden",FR-1,MSOE,23.30,Green & White Invite,"Apr 15, 2023",2.7,200 Meters,NACC Outdoor Performance List,Men
17,"Scarnato, Vincent",FR-1,Concordia Univ. Chicago,23.32,Green & White Invite,"Apr 15, 2023",2.7,200 Meters,NACC Outdoor Performance List,Men
17,"Wiesen, Jordan",JR-3,Wisconsin Lutheran,23.32,Warrior Invitational,"Apr 6, 2023",-0.2,200 Meters,NACC Outdoor Performance List,Men
19,"Bong, Nate",SO-2,MSOE,23.44,Green & White Invite,"Apr 15, 2023",2.7,200 Meters,NACC Outdoor Performance List,Men
20,"Taylor, Ethan",FR-1,Aurora,23.49,Wheaton Invitational 2023,"Apr 14, 2023",1.2,200 Meters,NACC Outdoor Performance List,Men
21,"Mittelstadt, Marcus",SO-2,St. Norbert,23.50,St. Norbert Twilight,"Apr 6, 2023",2.2,200 Meters,NACC Outdoor Performance List,Men
22,"Hodge, Devery",SR-4,Benedictine (Ill.),23.52,Wheaton Invitational 2023,"Apr 14, 2023",0.6,200 Meters,NACC Outdoor Performance List,Men
23,"Klibowitz, Ryan",JR-3,Wisconsin Lutheran,23.62,Rhodes Invitational,"Mar 25, 2023",0.5,200 Meters,NACC Outdoor Performance List,Men
24,"McKnight, James",SR-4,St. Norbert,23.67,St. Norbert Twilight,"Apr 6, 2023",0.2,200 Meters,NACC Outdoor Performance List,Men
25,"Spencer, Demitri",SR-4,Benedictine (Ill.),23.69,NCC 1st Chance Invitational - 2023,"Apr 7, 2023",1.2,200 Meters,NACC Outdoor Performance List,Men
1,"Armstrong, Kayla",SR-4,Concordia Univ. Chicago,24.24,Green & White Invite,"Apr 15, 2023",2.6,200 Meters,NACC Outdoor Performance List,Women
2,"Bliefernicht, Lauren",SO-2,Aurora,26.11,NCC 1st Chance Invitational - 2023,"Apr 7, 2023",1.7,200 Meters,NACC Outdoor Performance List,Women
3,"Jensen, Janae",JR-3,Wisconsin Lutheran,26.16,Green & White Invite,"Apr 15, 2023",2.6,200 Meters,NACC Outdoor Performance List,Women
4,"Wilson, Simone",SR-4,Concordia Univ. Chicago,26.31,Green & White Invite,"Apr 15, 2023",2.6,200 Meters,NACC Outdoor Performance List,Women
5,"Romens, Rachel",SO-2,Wisconsin Lutheran,26.34,Green & White Invite,"Apr 15, 2023",3.7,200 Meters,NACC Outdoor Performance List,Women
6,"Rottier, Lauren",SR-4,St. Norbert,26.52,Joe Walker Invitational 2023,"Apr 7, 2023",2.3,200 Meters,NACC Outdoor Performance List,Women
7,"Makope, Nicole",SO-2,St. Norbert,26.60,St. Norbert Twilight,"Apr 6, 2023",1.4,200 Meters,NACC Outdoor Performance List,Women
8,"Zahorik, Jenna",JR-3,Concordia (Wis.),26.61,Beloit Relays,"Apr 15, 2023",-1.8,200 Meters,NACC Outdoor Performance List,Women
9,"Turner, Zoe",FR-1,Illinois Tech,26.66,2023 Millikin Alumni Invite,"Apr 1, 2023",-0.6,200 Meters,NACC Outdoor Performance List,Women
10,"Shelton, Eve",SO-2,Concordia Univ. Chicago,26.93,Wisconsin Private College Championships,"Apr 2, 2023",2.0,200 Meters,NACC Outdoor Performance List,Women
11,"Marquardt, Kennedy",SO-2,St. Norbert,26.98,St. Norbert Twilight,"Apr 6, 2023",1.4,200 Meters,NACC Outdoor Performance List,Women
12,"Gibbs, Skylar",SO-2,Aurora,27.15,Gibson Invitational & Multis,"Apr 13, 2023",1.3,200 Meters,NACC Outdoor Performance List,Women
13,"Clark, Hannah",FR-1,Edgewood,27.24,UW-Platteville Invitational,"Apr 14, 2023",+0.0,200 Meters,NACC Outdoor Performance List,Women
14,"Korger-Mitchell, Grace",SO-2,Edgewood,27.27,UW-Platteville Invitational,"Apr 14, 2023",-0.2,200 Meters,NACC Outdoor Performance List,Women
15,"Isom, Aniyah",SO-2,Concordia Univ. Chicago,27.40,Green & White Invite,"Apr 15, 2023",3.7,200 Meters,NACC Outdoor Performance List,Women
16,"Burg, Trinity",SR-4,Edgewood,27.55,Good Friday Open,"Apr 7, 2023",3.5,200 Meters,NACC Outdoor Performance List,Women
17,"Tranel, Nikki",SO-2,St. Norbert,27.83,Wisconsin Private College Championships,"Apr 2, 2023",2.9,200 Meters,NACC Outdoor Performance List,Women
18,"Burts, Adryana",JR-3,Benedictine (Ill.),27.84,NCC 1st Chance Invitational - 2023,"Apr 7, 2023",1.8,200 Meters,NACC Outdoor Performance List,Women
19,"Moore, Sabrina",JR-3,Concordia (Wis.),28.08,Beloit Relays,"Apr 15, 2023",-1.8,200 Meters,NACC Outdoor Performance List,Women
20,"Allen, Jerzey",SO-2,Concordia Univ. Chicago,28.18,Green & White Invite,"Apr 15, 2023",3.7,200 Meters,NACC Outdoor Performance List,Women
21,"Schultz, Katie",FR-1,St. Norbert,28.23,Wisconsin Private College Championships,"Apr 2, 2023",1.8,200 Meters,NACC Outdoor Performance List,Women
22,"Zickert, Ally",SO-2,St. Norbert,28.28,St. Norbert Twilight,"Apr 6, 2023",-0.4,200 Meters,NACC Outdoor Performance List,Women
23,"Wilson, Daisia",SO-2,Concordia Univ. Chicago,28.41,Wisconsin Private College Championships,"Apr 2, 2023",1.8,200 Meters,NACC Outdoor Performance List,Women
24,"Cure, Hannah",JR-3,Aurora,28.43,Gibson Invitational & Multis,"Apr 13, 2023",0.6,200 Meters,NACC Outdoor Performance List,Women
25,"Koehler, Alayna",SO-2,Aurora,28.50,Gibson Invitational & Multis,"Apr 13, 2023",0.6,200 Meters,NACC Outdoor Performance List,Women
1,"Anderson, DJ",SR-4,Benedictine (Ill.),47.49,Wheaton Invitational 2023,"Apr 14, 2023",NaN,400 Meters,NACC Outdoor Performance List,Men
2,"Morris-Heron, MeKhii",FR-1,Aurora,50.51,Wheaton Invitational 2023,"Apr 14, 2023",NaN,400 Meters,NACC Outdoor Performance List,Men
3,"Sylvain, Collin",FR-1,St. Norbert,50.72,Beloit Relays,"Apr 15, 2023",NaN,400 Meters,NACC Outdoor Performance List,Men
4,"Burant, Daniel",SO-2,MSOE,51.02,Green & White Invite,"Apr 15, 2023",NaN,400 Meters,NACC Outdoor Performance List,Men
5,"Butzman, Noah",SO-2,Illinois Tech,51.77,Wheaton Invitational 2023,"Apr 14, 2023",NaN,400 Meters,NACC Outdoor Performance List,Men
6,"Evenson, Spencer",SO-2,St. Norbert,51.83,Beloit Relays,"Apr 15, 2023",NaN,400 Meters,NACC Outdoor Performance List,Men
7,"Johnson, Randy",SR-4,St. Norbert,51.89,Alan Connie Shamrock Invitational,"Mar 16, 2023",NaN,400 Meters,NACC Outdoor Performance List,Men
8,"Spencer, Demitri",SR-4,Benedictine (Ill.),51.90,Wheaton Invitational 2023,"Apr 14, 2023",NaN,400 Meters,NACC Outdoor Performance List,Men
9,"Bong, Nate",SO-2,MSOE,52.11,Green & White Invite,"Apr 15, 2023",NaN,400 Meters,NACC Outdoor Performance List,Men
10,"Heckman, Zach",SR-4,Edgewood,52.38,Good Friday Open,"Apr 7, 2023",NaN,400 Meters,NACC Outdoor Performance List,Men
11,"Mittelstadt, Marcus",SO-2,St. Norbert,52.74,Beloit Relays,"Apr 15, 2023",NaN,400 Meters,NACC Outdoor Performance List,Men
12,"Ingram, Brandon",SR-4,Benedictine (Ill.),53.13,Wheaton Invitational 2023,"Apr 14, 2023",NaN,400 Meters,NACC Outdoor Performance List,Men
13,"Brantner, Tyler",SR-4,MSOE,53.18,Rex Foster Twilight,"Apr 7, 2023",NaN,400 Meters,NACC Outdoor Performance List,Men
14,"Klibowitz, Ryan",JR-3,Wisconsin Lutheran,53.19,Rhodes Invitational,"Mar 25, 2023",NaN,400 Meters,NACC Outdoor Performance List,Men
15,"Thiel, Gabriel",FR-1,St. Norbert,53.21,St. Norbert Twilight,"Apr 6, 2023",NaN,400 Meters,NACC Outdoor Performance List,Men
16,"Teverbaugh, Eric",JR-3,Aurora,53.26,Gibson Invitational & Multis,"Apr 13, 2023",NaN,400 Meters,NACC Outdoor Performance List,Men
17,"Herried, Isaiah",SO-2,Wisconsin Lutheran,53.40,Warrior Invitational,"Apr 6, 2023",NaN,400 Meters,NACC Outdoor Performance List,Men
18,"Miller, Michael",FR-1,Wisconsin Lutheran,53.59,Warrior Invitational,"Apr 6, 2023",NaN,400 Meters,NACC Outdoor Performance List,Men
19,"Pollos, Michael",SO-2,St. Norbert,53.95,Beloit Relays,"Apr 15, 2023",NaN,400 Meters,NACC Outdoor Performance List,Men
20,"Springer, Blaine",JR-3,Edgewood,53.99,UW-Platteville Invitational,"Apr 14, 2023",NaN,400 Meters,NACC Outdoor Performance List,Men
21,"McKnight, James",SR-4,St. Norbert,54.06,St. Norbert Twilight,"Apr 6, 2023",NaN,400 Meters,NACC Outdoor Performance List,Men
22,"Lemke, Jake",FR-1,Lakeland,54.13,Green & White Invite,"Apr 15, 2023",NaN,400 Meters,NACC Outdoor Performance List,Men
23,"Schermacher, Ezra",FR-1,St. Norbert,54.33,Beloit Relays,"Apr 15, 2023",NaN,400 Meters,NACC Outdoor Performance List,Men
24,"Ketchman, Louis",FR-1,Illinois Tech,54.39,Wheaton Invitational 2023,"Apr 14, 2023",NaN,400 Meters,NACC Outdoor Performance List,Men
25,"Larson, Jacob",FR-1,St. Norbert,54.56,St. Norbert Twilight,"Apr 6, 2023",NaN,400 Meters,NACC Outdoor Performance List,Men
1,"Armstrong, Kayla",SR-4,Concordia Univ. Chicago,57.26,Green & White Invite,"Apr 15, 2023",NaN,400 Meters,NACC Outdoor Performance List,Women
2,"Raasch, Anna",JR-3,Wisconsin Lutheran,58.58,Rhodes Invitational,"Mar 25, 2023",NaN,400 Meters,NACC Outdoor Performance List,Women
3,"Moseman, Amelia",FR-1,Illinois Tech,59.48,Wheaton Invitational 2023,"Apr 14, 2023",NaN,400 Meters,NACC Outdoor Performance List,Women
4,"Turner, Zoe",FR-1,Illinois Tech,1:00.94,Wheaton Invitational 2023,"Apr 14, 2023",NaN,400 Meters,NACC Outdoor Performance List,Women
5,"Graesslin, Brooke",SR-4,Wisconsin Lutheran,1:01.44,Rhodes Invitational,"Mar 25, 2023",NaN,400 Meters,NACC Outdoor Performance List,Women
6,"Tranel, Nikki",SO-2,St. Norbert,1:01.97,Beloit Relays,"Apr 15, 2023",NaN,400 Meters,NACC Outdoor Performance List,Women
7,"Bliefernicht, Lauren",SO-2,Aurora,1:02.23,Wheaton Invitational 2023,"Apr 14, 2023",NaN,400 Meters,NACC Outdoor Performance List,Women
8,"Shelton, Eve",SO-2,Concordia Univ. Chicago,1:02.68,Wisconsin Private College Championships,"Apr 2, 2023",NaN,400 Meters,NACC Outdoor Performance List,Women
9,"Mueller, Ashlee",JR-3,Wisconsin Lutheran,1:03.51,Rhodes Invitational,"Mar 25, 2023",NaN,400 Meters,NACC Outdoor Performance List,Women
10,"Clark, Hannah",FR-1,Edgewood,1:03.53,Good Friday Open,"Apr 7, 2023",NaN,400 Meters,NACC Outdoor Performance List,Women
11,"Burts, Adryana",JR-3,Benedictine (Ill.),1:03.77,NCC 1st Chance Invitational - 2023,"Apr 7, 2023",NaN,400 Meters,NACC Outdoor Performance List,Women
12,"Rottier, Lauren",SR-4,St. Norbert,1:03.85,Wisconsin Private College Championships,"Apr 2, 2023",NaN,400 Meters,NACC Outdoor Performance List,Women
13,"Zickert, Ally",SO-2,St. Norbert,1:04.37,Wisconsin Private College Championships,"Apr 2, 2023",NaN,400 Meters,NACC Outdoor Performance List,Women
14,"Burg, Trinity",SR-4,Edgewood,1:04.83,Good Friday Open,"Apr 7, 2023",NaN,400 Meters,NACC Outdoor Performance List,Women
15,"Colon Torres, Veronika",SO-2,St. Norbert,1:05.31,Wisconsin Private College Championships,"Apr 2, 2023",NaN,400 Meters,NACC Outdoor Performance List,Women
16,"Chiappetta, Madison",JR-3,Concordia (Wis.),1:06.19,Beloit Relays,"Apr 15, 2023",NaN,400 Meters,NACC Outdoor Performance List,Women
17,"Ship, Olivia",SO-2,St. Norbert,1:06.48,Wisconsin Private College Championships,"Apr 2, 2023",NaN,400 Meters,NACC Outdoor Performance List,Women
18,"Koehler, Alayna",SO-2,Aurora,1:06.67,NCC 1st Chance Invitational - 2023,"Apr 7, 2023",NaN,400 Meters,NACC Outdoor Performance List,Women
19,"Hoeksema, Laci",FR-1,St. Norbert,1:06.68,Wisconsin Private College Championships,"Apr 2, 2023",NaN,400 Meters,NACC Outdoor Performance List,Women
20,"Kerkman, Kayla",FR-1,Edgewood,1:07.52,Good Friday Open,"Apr 7, 2023",NaN,400 Meters,NACC Outdoor Performance List,Women
21,"Lane, Gretchen",SO-2,St. Norbert,1:08.38,Beloit Relays,"Apr 15, 2023",NaN,400 Meters,NACC Outdoor Performance List,Women
22,"Ponce, Ana",FR-1,Aurora,1:08.83,Wheaton Invitational 2023,"Apr 14, 2023",NaN,400 Meters,NACC Outdoor Performance List,Women
23,"Pautsch, August",SO-2,Aurora,1:10.06,Wheaton Invitational 2023,"Apr 14, 2023",NaN,400 Meters,NACC Outdoor Performance List,Women
24,"Oas, Tegan",SO-2,Concordia Univ. Chicago,1:10.41,Green & White Invite,"Apr 15, 2023",NaN,400 Meters,NACC Outdoor Performance List,Women
25,"Burns, Hope",FR-1,Marian (Wis.),1:11.22,Green & White Invite,"Apr 15, 2023",NaN,400 Meters,NACC Outdoor Performance List,Women
1,"Johnson, Randy",SR-4,St. Norbert,1:56.70,Beloit Relays,"Apr 15, 2023",NaN,800 Meters,NACC Outdoor Performance List,Men
2,"Johnson, Nick",SO-2,St. Norbert,1:58.02,Beloit Relays,"Apr 15, 2023",NaN,800 Meters,NACC Outdoor Performance List,Men
3,"Herried, Isaiah",SO-2,Wisconsin Lutheran,1:58.89,Wisconsin Private College Championships,"Apr 2, 2023",NaN,800 Meters,NACC Outdoor Performance List,Men
4,"Litkey, Brett",SO-2,MSOE,1:59.55,Green & White Invite,"Apr 15, 2023",NaN,800 Meters,NACC Outdoor Performance List,Men
5,"Morris-Heron, MeKhii",FR-1,Aurora,1:59.87,NCC 1st Chance Invitational - 2023,"Apr 7, 2023",NaN,800 Meters,NACC Outdoor Performance List,Men
6,"Miller, Michael",FR-1,Wisconsin Lutheran,1:59.92,Green & White Invite,"Apr 15, 2023",NaN,800 Meters,NACC Outdoor Performance List,Men
7,"Sehnert, Colby",FR-1,MSOE,2:00.10,Green & White Invite,"Apr 15, 2023",NaN,800 Meters,NACC Outdoor Performance List,Men
8,"Shaw, Adam",SO-2,MSOE,2:00.45,Wisconsin Private College Championships,"Apr 2, 2023",NaN,800 Meters,NACC Outdoor Performance List,Men
9,"Barisa, Zach",FR-1,Illinois Tech,2:00.48,NCC 1st Chance Invitational - 2023,"Apr 7, 2023",NaN,800 Meters,NACC Outdoor Performance List,Men
10,"Woller, Ray",FR-1,Wisconsin Lutheran,2:00.77,Warrior Invitational,"Apr 6, 2023",NaN,800 Meters,NACC Outdoor Performance List,Men
11,"Balizado, Evan",SR-4,Illinois Tech,2:00.78,NCC 1st Chance Invitational - 2023,"Apr 7, 2023",NaN,800 Meters,NACC Outdoor Performance List,Men
12,"Fayas, Collin",SR-4,MSOE,2:01.11,Wisconsin Private College Championships,"Apr 2, 2023",NaN,800 Meters,NACC Outdoor Performance List,Men
13,"Donart, Luke",SO-2,MSOE,2:01.23,Rex Foster Twilight,"Apr 7, 2023",NaN,800 Meters,NACC Outdoor Performance List,Men
14,"Beechler, Joshua",FR-1,Aurora,2:02.99,Wheaton Invitational 2023,"Apr 14, 2023",NaN,800 Meters,NACC Outdoor Performance List,Men
15,"Xochitecatl, Mauricio",JR-3,Concordia Univ. Chicago,2:03.28,Green & White Invite,"Apr 15, 2023",NaN,800 Meters,NACC Outdoor Performance List,Men
16,"Stokes, Scout",SO-2,MSOE,2:04.58,Rex Foster Twilight,"Apr 7, 2023",NaN,800 Meters,NACC Outdoor Performance List,Men
17,"Shelley, Michael",FR-1,Benedictine (Ill.),2:04.87,Wheaton Invitational 2023,"Apr 14, 2023",NaN,800 Meters,NACC Outdoor Performance List,Men
18,"Bica-Harrsion, Calder",SO-2,MSOE,2:04.89,Wisconsin Private College Championships,"Apr 2, 2023",NaN,800 Meters,NACC Outdoor Performance List,Men
19,"Evans, Liam",SO-2,Aurora,2:07.02,NCC 1st Chance Invitational - 2023,"Apr 7, 2023",NaN,800 Meters,NACC Outdoor Performance List,Men
20,"Eitel, Travis",JR-3,Lakeland,2:08.37,Warrior Invitational,"Apr 6, 2023",NaN,800 Meters,NACC Outdoor Performance List,Men
21,"Mendez, Adrian",SO-2,Concordia Univ. Chicago,2:08.95,Wisconsin Private College Championships,"Apr 2, 2023",NaN,800 Meters,NACC Outdoor Performance List,Men
22,"Springer, Blaine",JR-3,Edgewood,2:09.24,Good Friday Open,"Apr 7, 2023",NaN,800 Meters,NACC Outdoor Performance List,Men
23,"Hardwicke, Callum",SO-2,Concordia Univ. Chicago,2:09.37,Wisconsin Private College Championships,"Apr 2, 2023",NaN,800 Meters,NACC Outdoor Performance List,Men
24,"Manteufel, Dylan",FR-1,St. Norbert,2:09.69,Wisconsin Private College Championships,"Apr 2, 2023",NaN,800 Meters,NACC Outdoor Performance List,Men
25,"Pruett, Chase",SO-2,Aurora,2:09.87,NCC 1st Chance Invitational - 2023,"Apr 7, 2023",NaN,800 Meters,NACC Outdoor Performance List,Men
1,"Wilson, Simone",SR-4,Concordia Univ. Chicago,2:17.00,Wisconsin Private College Championships,"Apr 2, 2023",NaN,800 Meters,NACC Outdoor Performance List,Women
