Rank,Athlete(s),Year,Team,Time/Distance,Meet,Meet Date,Wind,Event,Conference,Gender
22,"Longshaw, Ellie",FR,Messiah,13.33,2023 Messiah Multi/Invitational,"Apr 13, 2023",2.4,100 Meters,Middle Atlantic Conference Outdoor List,Women
22,"Bria, Kristin",FR,York (Pa.),13.33,2023 Messiah Multi/Invitational,"Apr 13, 2023",1.6,100 Meters,Middle Atlantic Conference Outdoor List,Women
24,"Kowalski, Isabella",SO-2,Arcadia,13.34,Osprey Open and Multi,"Apr 7, 2023",NWI,100 Meters,Middle Atlantic Conference Outdoor List,Women
25,"Burke, Bianca",FR-1,FDU-Florham,13.35,Ramapo College Track & Field Invitational,"Mar 31, 2023",-1.0,100 Meters,Middle Atlantic Conference Outdoor List,Women
1,"Summers, Cameron",SR-4,Stevenson,21.67,2023 Messiah Multi/Invitational,"Apr 13, 2023",1.1,200 Meters,Middle Atlantic Conference Outdoor List,Men
2,"Wilson, Vajon",JR-3,DeSales,21.95,2023 Messiah Multi/Invitational,"Apr 13, 2023",1.1,200 Meters,Middle Atlantic Conference Outdoor List,Men
3,"Mins, Jamel",SO-2,Hood,22.15,Bison Outdoor Classic,"Apr 14, 2023",0.9,200 Meters,Middle Atlantic Conference Outdoor List,Men
3,"Dunbar, Kyle",JR-3,DeSales,22.15,2023 Messiah Multi/Invitational,"Apr 13, 2023",1.1,200 Meters,Middle Atlantic Conference Outdoor List,Men
5,"Knowles, Samuel",SO-2,Widener,22.30,WCU Golden Ram Invitational,"Apr 8, 2023",+0.0,200 Meters,Middle Atlantic Conference Outdoor List,Men
6,"Ellington, Evan",JR-3,Hood,22.52,Oscar Moore Invitational 2023,"Apr 8, 2023",-0.6,200 Meters,Middle Atlantic Conference Outdoor List,Men
7,"Linder, Owen",SO-2,Lebanon Valley,22.58,40th Millersville Metrics,"Mar 31, 2023",4.1,200 Meters,Middle Atlantic Conference Outdoor List,Men
8,"Buhr, Owen",FR,Lebanon Valley,22.60,2023 Messiah Multi/Invitational,"Apr 13, 2023",1.2,200 Meters,Middle Atlantic Conference Outdoor List,Men
9,"Eldridge, Christian",FR-1,Stevenson,22.61,Blue & Gold Goucher Classic,"Mar 24, 2023",-0.3,200 Meters,Middle Atlantic Conference Outdoor List,Men
10,"Harris, Jade",FR,Albright,22.65,2023 Messiah Multi/Invitational,"Apr 13, 2023",1.2,200 Meters,Middle Atlantic Conference Outdoor List,Men
11,"Sams, Myles",JR-3,Arcadia,22.68,2023 Messiah Multi/Invitational,"Apr 13, 2023",1.8,200 Meters,Middle Atlantic Conference Outdoor List,Men
12,"Mack, Jonathan",SO,York (Pa.),22.69,2023 Messiah Multi/Invitational,"Apr 13, 2023",2.1,200 Meters,Middle Atlantic Conference Outdoor List,Men
13,"Weck, Matthew",SO,Lebanon Valley,22.75,2023 Messiah Multi/Invitational,"Apr 13, 2023",2.6,200 Meters,Middle Atlantic Conference Outdoor List,Men
14,"Novrocki, Andrew",SO-2,King's (Pa.),22.77,Misericordia Twilight 2023,"Apr 4, 2023",0.1,200 Meters,Middle Atlantic Conference Outdoor List,Men
15,"Edoukou, Emmanuel",SO,King's (Pa.),22.82,2023 Messiah Multi/Invitational,"Apr 13, 2023",1.2,200 Meters,Middle Atlantic Conference Outdoor List,Men
16,"Raccioppi, Jai",JR-3,Stevenson,22.83,2023 Danny Curran Invitational,"Mar 30, 2023",-1.0,200 Meters,Middle Atlantic Conference Outdoor List,Men
17,"McCulloch, Tyler",FR-1,DeSales,22.87,2023 Messiah Multi/Invitational,"Apr 13, 2023",2.8,200 Meters,Middle Atlantic Conference Outdoor List,Men
18,"Williams, Luke",FR,Lebanon Valley,22.92,2023 Messiah Multi/Invitational,"Apr 13, 2023",1.2,200 Meters,Middle Atlantic Conference Outdoor List,Men
19,"Okuseinde, Tofunmi",FR-1,Hood,23.04,Blue & Gold Goucher Classic,"Mar 24, 2023",-0.3,200 Meters,Middle Atlantic Conference Outdoor List,Men
20,"Cipriano, Jarod",SR-4,Misericordia,23.09,2023 Messiah Multi/Invitational,"Apr 13, 2023",2.8,200 Meters,Middle Atlantic Conference Outdoor List,Men
21,"Rutledge, Ason",SR-4,DeSales,23.10,Muhlenberg Outdoor Invitational,"Apr 1, 2023",1.0,200 Meters,Middle Atlantic Conference Outdoor List,Men
22,"Asamoah, Korell",FR-1,Hood,23.16,40th Millersville Metrics,"Mar 31, 2023",2.8,200 Meters,Middle Atlantic Conference Outdoor List,Men
22,"Little, Mahki",FR,Albright,23.16,2023 Messiah Multi/Invitational,"Apr 13, 2023",2.1,200 Meters,Middle Atlantic Conference Outdoor List,Men
24,"Reed, Zachary",JR-3,Lebanon Valley,23.20,2023 Messiah Multi/Invitational,"Apr 13, 2023",1.8,200 Meters,Middle Atlantic Conference Outdoor List,Men
25,"Cooper, Logan",SR-4,Delaware Valley,23.21,2023 Messiah Multi/Invitational,"Apr 13, 2023",1.3,200 Meters,Middle Atlantic Conference Outdoor List,Men
1,"Mathews, Laura",JR-3,Stevens,24.68,2023 Danny Curran Invitational,"Mar 30, 2023",-1.1,200 Meters,Middle Atlantic Conference Outdoor List,Women
2,"Muzzarelli, Maria",SO-2,Widener,25.86,WCU Golden Ram Invitational,"Apr 8, 2023",+0.0,200 Meters,Middle Atlantic Conference Outdoor List,Women
3,"Jennett, Halle",SO-2,Messiah,25.95,2023 Messiah Multi/Invitational,"Apr 13, 2023",2.2,200 Meters,Middle Atlantic Conference Outdoor List,Women
4,"Berkheimer, Darrian",SO-2,Lebanon Valley,26.06,40th Millersville Metrics,"Mar 31, 2023",4.0,200 Meters,Middle Atlantic Conference Outdoor List,Women
5,"Wiederrecht, Taylor",JR,Messiah,26.22,2023 Messiah Multi/Invitational,"Apr 13, 2023",+0.0,200 Meters,Middle Atlantic Conference Outdoor List,Women
6,"Diffenderfer, Alyssa",JR,Lebanon Valley,26.26,2023 Messiah Multi/Invitational,"Apr 13, 2023",1.1,200 Meters,Middle Atlantic Conference Outdoor List,Women
7,"Radcliffe, Abigail",JR-3,DeSales,26.37,2023 Messiah Multi/Invitational,"Apr 13, 2023",2.0,200 Meters,Middle Atlantic Conference Outdoor List,Women
8,"Wilson, Jasmine",JR-3,Stevenson,26.42,2023 Danny Curran Invitational,"Mar 30, 2023",-1.0,200 Meters,Middle Atlantic Conference Outdoor List,Women
9,"Smilovic, Kate",SO-2,Arcadia,26.71,2023 Messiah Multi/Invitational,"Apr 13, 2023",2.5,200 Meters,Middle Atlantic Conference Outdoor List,Women
10,"Gore, Jayla",FR-1,Widener,26.75,WCU Golden Ram Invitational,"Apr 8, 2023",+0.0,200 Meters,Middle Atlantic Conference Outdoor List,Women
11,"Vargas, Elena",SO-2,Messiah,26.90,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",0.6,200 Meters,Middle Atlantic Conference Outdoor List,Women
12,"Bednarek, Lindsay",FR-1,DeSales,27.00,2023 Messiah Multi/Invitational,"Apr 13, 2023",2.5,200 Meters,Middle Atlantic Conference Outdoor List,Women
13,"Roper, Breyanna",JR-3,DeSales,27.11,2023 Messiah Multi/Invitational,"Apr 13, 2023",2.0,200 Meters,Middle Atlantic Conference Outdoor List,Women
14,"Badillo, Sonialys",SR-4,Misericordia,27.13,King's College Monarch Invitational,"Mar 18, 2023",-3.8,200 Meters,Middle Atlantic Conference Outdoor List,Women
15,"Peiffer, Alyssa",SO-2,Lebanon Valley,27.15,York College Twilight Meet,"Apr 5, 2023",-2.1,200 Meters,Middle Atlantic Conference Outdoor List,Women
16,"Crosley, Rebecca",SO,Messiah,27.18,2023 Messiah Multi/Invitational,"Apr 13, 2023",1.1,200 Meters,Middle Atlantic Conference Outdoor List,Women
17,"Springer, Abigail",SO-2,King's (Pa.),27.19,Muhlenberg Outdoor Invitational,"Apr 1, 2023",1.9,200 Meters,Middle Atlantic Conference Outdoor List,Women
18,"Barr, Kelly",FR-1,Widener,27.20,WCU Golden Ram Invitational,"Apr 8, 2023",+0.0,200 Meters,Middle Atlantic Conference Outdoor List,Women
19,"Martinez, Mia",FR-1,Stevenson,27.23,Blue & Gold Goucher Classic,"Mar 24, 2023",1.6,200 Meters,Middle Atlantic Conference Outdoor List,Women
20,"Hunyara, Tori",FR-1,Lebanon Valley,27.27,Outdoor LVC Mini Meet,"Mar 25, 2023",-0.4,200 Meters,Middle Atlantic Conference Outdoor List,Women
21,"Kepler, Hannah",FR-1,Stevenson,27.28,2023 Danny Curran Invitational,"Mar 30, 2023",0.1,200 Meters,Middle Atlantic Conference Outdoor List,Women
22,"Gruenwald, Arwyn",FR-1,Messiah,27.30,2023 Messiah Multi/Invitational,"Apr 13, 2023",2.5,200 Meters,Middle Atlantic Conference Outdoor List,Women
23,"Dover, Mackenzie",SO-2,Albright,27.32,York College Twilight Meet,"Apr 5, 2023",-2.4,200 Meters,Middle Atlantic Conference Outdoor List,Women
24,"Fasoli, Brianna",FR-1,FDU-Florham,27.37,Oscar Moore Invitational 2023,"Apr 8, 2023",-1.2,200 Meters,Middle Atlantic Conference Outdoor List,Women
25,"Brady, Juliet",SO-2,King's (Pa.),27.51,Cortland Upstate Alternative,"Apr 15, 2023",1.2,200 Meters,Middle Atlantic Conference Outdoor List,Women
1,"Knowles, Samuel",SO-2,Widener,48.18,WCU Golden Ram Invitational,"Apr 8, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Men
2,"Novrocki, Andrew",SO-2,King's (Pa.),49.41,Muhlenberg Outdoor Invitational,"Apr 1, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Men
3,"Raccioppi, Jai",JR-3,Stevenson,50.04,York College Twilight Meet,"Apr 5, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Men
4,"Forgash, Mitchell",FR,King's (Pa.),50.31,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Men
5,"Dunbar, Kyle",JR-3,DeSales,50.35,Dr. Jack M. Toms Alumni Invitational,"Mar 24, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Men
6,"Cooper, Logan",SR-4,Delaware Valley,50.42,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Men
7,"Saint Hillien, Fabrice",FR-1,Stevenson,50.67,Blue & Gold Goucher Classic,"Mar 24, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Men
8,"O'Dunlami, Matt",SO-2,Delaware Valley,50.93,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Men
9,"Ramirez, Isaiah",FR-1,FDU-Florham,51.11,Ramapo College Track & Field Invitational,"Mar 31, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Men
10,"Harris, Jade",FR,Albright,51.24,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Men
11,"Weck, Matthew",SO,Lebanon Valley,51.46,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Men
12,"Hamilton, Malik",SR-4,Stevenson,51.51,York College Twilight Meet,"Apr 5, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Men
12,"Williams, DaNeal",SO-2,Eastern,51.51,WCU Bill Butler Invitational,"Apr 15, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Men
14,"Goundie, Donovan",FR-1,Lebanon Valley,51.54,York College Twilight Meet,"Apr 5, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Men
15,"Battle, Jeremiah",JR-3,Stevenson,51.61,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Men
16,"Castelli, Wesley",FR-1,Arcadia,51.64,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Men
16,"Rutledge, Ason",SR-4,DeSales,51.64,Muhlenberg Outdoor Invitational,"Apr 1, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Men
16,"DeSantis, Brendan",JR-3,York (Pa.),51.64,York College Twilight Meet,"Apr 5, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Men
19,"McNear, Brion",SO-2,Widener,51.66,WCU Golden Ram Invitational,"Apr 8, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Men
20,"Messenger, Caleb",FR-1,Delaware Valley,51.68,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Men
21,"Petty, Tyler",SO-2,King's (Pa.),51.71,King's College Monarch Invitational,"Mar 18, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Men
22,"Coleman, Adam",SO-2,Delaware Valley,51.75,Osprey Open and Multi,"Apr 7, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Men
23,"Ellington, Owen",SO-2,Hood,51.76,Bison Outdoor Classic,"Apr 14, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Men
24,"Condon, John",FR-1,Messiah,51.89,York College Twilight Meet,"Apr 5, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Men
25,"Loehr, Adam",JR-3,Alvernia,51.93,Bison Outdoor Classic,"Apr 14, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Men
1,"Slader, Ellissa",FR,Messiah,58.56,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Women
2,"Badillo, Sonialys",SR-4,Misericordia,59.65,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Women
3,"Barr, Kelly",FR-1,Widener,59.79,WCU Golden Ram Invitational,"Apr 8, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Women
4,"Wilson, Jasmine",JR-3,Stevenson,1:00.03,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Women
5,"Berkheimer, Darrian",SO-2,Lebanon Valley,1:00.06,York College Twilight Meet,"Apr 5, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Women
6,"Martinez, Mia",FR-1,Stevenson,1:00.27,Blue & Gold Goucher Classic,"Mar 24, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Women
7,"Radcliffe, Abigail",JR-3,DeSales,1:00.49,Dr. Jack M. Toms Alumni Invitational,"Mar 24, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Women
8,"Muzzarelli, Maria",SO-2,Widener,1:00.58,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Women
9,"Vargas, Elena",SO-2,Messiah,1:00.73,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Women
10,"Crosley, Rebecca",SO,Messiah,1:00.75,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Women
11,"Graybill, Emma",SO-2,Messiah,1:01.44,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Women
12,"Curnow, Grace",FR-1,Arcadia,1:01.47,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Women
13,"Kennedy, Kelsie",JR,Messiah,1:01.55,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Women
14,"Lebo, Kerrigan",FR-1,Messiah,1:01.74,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Women
14,"Hackenberg, Amber",SR-4,Misericordia,1:01.74,Misericordia Twilight 2023,"Apr 4, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Women
16,"Vogel, Isabel",FR-1,Stevens,1:02.04,Middlesex College Invitational,"Apr 15, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Women
17,"Smilovic, Kate",SO-2,Arcadia,1:02.09,Osprey Open and Multi,"Apr 7, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Women
18,"Kepler, Hannah",FR-1,Stevenson,1:02.72,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Women
19,"Ford, Tara",SR-4,Widener,1:02.74,WCU Golden Ram Invitational,"Apr 8, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Women
20,"Gallagher, Kristin",JR-3,Misericordia,1:02.77,Misericordia Twilight 2023,"Apr 4, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Women
21,"Peiffer, Alyssa",SO-2,Lebanon Valley,1:02.99,40th Millersville Metrics,"Mar 31, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Women
22,"Dougherty, Sarah",SR-4,FDU-Florham,1:03.04,WCU Bill Butler Invitational,"Apr 15, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Women
23,"Devita, Alyssa",FR-1,Albright,1:03.22,Muhlenberg Outdoor Invitational,"Apr 1, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Women
24,"Gore, Jayla",FR-1,Widener,1:03.28,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Women
25,"Dover, Mackenzie",SO-2,Albright,1:03.40,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,400 Meters,Middle Atlantic Conference Outdoor List,Women
1,"Forgash, Mitchell",FR,King's (Pa.),1:55.09,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,800 Meters,Middle Atlantic Conference Outdoor List,Men
2,"Royer, Matthew",SO,Messiah,1:55.19,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,800 Meters,Middle Atlantic Conference Outdoor List,Men
3,"Condon, John",FR-1,Messiah,1:55.27,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,800 Meters,Middle Atlantic Conference Outdoor List,Men
4,"Kettula, John",SO-2,York (Pa.),1:56.41,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,800 Meters,Middle Atlantic Conference Outdoor List,Men
5,"Sappe, Chris",FR-1,Hood,1:56.52,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,Middle Atlantic Conference Outdoor List,Men
6,"Leitner, Kajetan",SO-2,Stevens,1:57.01,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,800 Meters,Middle Atlantic Conference Outdoor List,Men
7,"Petty, Tyler",SO-2,King's (Pa.),1:57.10,Cortland Upstate Alternative,"Apr 15, 2023",NaN,800 Meters,Middle Atlantic Conference Outdoor List,Men
8,"McKell, Elijah",FR-1,Lebanon Valley,1:57.27,York College Twilight Meet,"Apr 5, 2023",NaN,800 Meters,Middle Atlantic Conference Outdoor List,Men
9,"Fetter, Louka",FR-1,Messiah,1:57.74,York College Twilight Meet,"Apr 5, 2023",NaN,800 Meters,Middle Atlantic Conference Outdoor List,Men
10,"Deremer, Josh",SO-2,DeSales,1:57.93,Muhlenberg Outdoor Invitational,"Apr 1, 2023",NaN,800 Meters,Middle Atlantic Conference Outdoor List,Men
11,"Plunkett, Thomas",JR-3,Widener,1:58.13,WCU Bill Butler Invitational,"Apr 15, 2023",NaN,800 Meters,Middle Atlantic Conference Outdoor List,Men
12,"Horst, Logan",SO-2,Messiah,1:58.54,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,800 Meters,Middle Atlantic Conference Outdoor List,Men
13,"Scheib, Alex",JR,Messiah,1:58.71,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,800 Meters,Middle Atlantic Conference Outdoor List,Men
