Rank,Athlete(s),Year,Team,Time/Distance,Meet,Meet Date,Wind,Event,Conference,Gender
6,"Maendel, Samantha",FR-1,CCNY,14.19,Osprey Open and Multi,"Apr 7, 2023",NWI,100 Meters,CUNYAC Outdoor Performance List,Women
7,"Williams, Savannah",FR-1,Hostos CC,14.25,Queens College Season Opener,"Mar 25, 2023",NWI,100 Meters,CUNYAC Outdoor Performance List,Women
8,"Sylvester , Tamicia",FR-1,York (N.Y.),14.26,The Big Hurt,"Apr 1, 2023",1.5,100 Meters,CUNYAC Outdoor Performance List,Women
9,"Nelson, Nidia",FR-1,Lehman,14.66,Springfield College Classic,"Apr 8, 2023",1.7,100 Meters,CUNYAC Outdoor Performance List,Women
10,"Craig, Leondra",SO-2,CCNY,14.68,Coach O Invitational,"Apr 2, 2023",-0.2,100 Meters,CUNYAC Outdoor Performance List,Women
11,"Villatoro, Laura",SO-2,CCNY,14.92,Coach O Invitational,"Apr 2, 2023",-0.2,100 Meters,CUNYAC Outdoor Performance List,Women
12,"Heron, Shemone",FR-1,Lehman,14.96,Coach O Invitational,"Apr 2, 2023",3.0,100 Meters,CUNYAC Outdoor Performance List,Women
13,"Robles Reyes, Judith",SO-2,Lehman,15.00,Queens College Season Opener,"Mar 25, 2023",NWI,100 Meters,CUNYAC Outdoor Performance List,Women
14,"Navarro, Rubilyn",FR-1,Hunter,15.12,Osprey Open and Multi,"Apr 7, 2023",NWI,100 Meters,CUNYAC Outdoor Performance List,Women
15,"Khan, Zuha",FR-1,CCNY,15.15,Coach O Invitational,"Apr 2, 2023",-0.2,100 Meters,CUNYAC Outdoor Performance List,Women
16,"Sharma, Shivangi",SO-2,Queensborough CC,15.31,Coach O Invitational,"Apr 2, 2023",-0.2,100 Meters,CUNYAC Outdoor Performance List,Women
17,"Azubuike, Tiffiny",SO-2,Lehman,15.42,Queens College Season Opener,"Mar 25, 2023",NWI,100 Meters,CUNYAC Outdoor Performance List,Women
18,"Soto, Kaylin",FR-1,CCNY,15.44,Coach O Invitational,"Apr 2, 2023",3.0,100 Meters,CUNYAC Outdoor Performance List,Women
19,"Rojas Mesa, Elainne",FR-1,Lehman,15.45,Queens College Season Opener,"Mar 25, 2023",NWI,100 Meters,CUNYAC Outdoor Performance List,Women
19,"Tan, Karina",JR-3,Hunter,15.45,MSMC 2022 Track Invite,"Mar 25, 2023",+0.0,100 Meters,CUNYAC Outdoor Performance List,Women
21,"Durand, Te'Mia",FR-1,Medgar Evers,15.54,2023 TCNJ Invitational,"Apr 8, 2023",-0.9,100 Meters,CUNYAC Outdoor Performance List,Women
22,"Valerio, Johanni",SO-2,CCNY,15.66,Coach O Invitational,"Apr 2, 2023",-3.8,100 Meters,CUNYAC Outdoor Performance List,Women
23,"Hunter, Peta-Gay",SR-4,York (N.Y.),15.77,2023 TCNJ Invitational,"Apr 8, 2023",0.1,100 Meters,CUNYAC Outdoor Performance List,Women
24,"Compere, Ange",FR-1,Queensborough CC,15.94,Middlesex College Invitational,"Apr 15, 2023",-0.1,100 Meters,CUNYAC Outdoor Performance List,Women
25,"King, Calia",FR-1,Medgar Evers,16.06,2023 TCNJ Invitational,"Apr 8, 2023",0.9,100 Meters,CUNYAC Outdoor Performance List,Women
1,"Elfahim, Ayoub",SO-2,Queensborough CC,22.59,Osprey Open and Multi,"Apr 7, 2023",2.6,200 Meters,CUNYAC Outdoor Performance List,Men
2,"Adekoya, David",FR-1,Queensborough CC,22.90,Queens College Season Opener,"Mar 25, 2023",NWI,200 Meters,CUNYAC Outdoor Performance List,Men
3,"Gado, Habibu",JR-3,CCNY,22.99,Coach O Invitational,"Apr 2, 2023",-1.0,200 Meters,CUNYAC Outdoor Performance List,Men
4,"Byron, Kyle",SO-2,CCNY,23.90,Queens College Season Opener,"Mar 25, 2023",NWI,200 Meters,CUNYAC Outdoor Performance List,Men
5,"Mondesir, Marvin",SR-4,York (N.Y.),23.97,The Big Hurt,"Apr 1, 2023",0.2,200 Meters,CUNYAC Outdoor Performance List,Men
6,"Taylor , Dontay",SO-2,Kingsborough CC,24.00,Queens College Season Opener,"Mar 25, 2023",NWI,200 Meters,CUNYAC Outdoor Performance List,Men
7,"Fontus, Lesny",FR-1,Kingsborough CC,24.10,Queens College Season Opener,"Mar 25, 2023",NWI,200 Meters,CUNYAC Outdoor Performance List,Men
7,"Barry, Ismael",SO-2,Lehman,24.10,2023 Danny Curran Invitational,"Mar 30, 2023",-0.8,200 Meters,CUNYAC Outdoor Performance List,Men
9,"Wilson-Hill, Tahkwai",JR-3,York (N.Y.),24.17,The Big Hurt,"Apr 1, 2023",0.1,200 Meters,CUNYAC Outdoor Performance List,Men
10,"Eweka, Justin",FR-1,Queensborough CC,24.27,Coach O Invitational,"Apr 2, 2023",-0.5,200 Meters,CUNYAC Outdoor Performance List,Men
11,"Aldridge, Malik",FR-1,Lehman,24.40,Queens College Season Opener,"Mar 25, 2023",NWI,200 Meters,CUNYAC Outdoor Performance List,Men
12,"Douglas, Paul",SO-2,Queensborough CC,24.50,Queens College Season Opener,"Mar 25, 2023",NWI,200 Meters,CUNYAC Outdoor Performance List,Men
13,"Giscombe, Arturo",FR-1,Queensborough CC,24.70,Queens College Season Opener,"Mar 25, 2023",NWI,200 Meters,CUNYAC Outdoor Performance List,Men
14,"Garcia , Elias",SR-4,Hunter,24.79,Ramapo College Track & Field Invitational,"Mar 31, 2023",-0.3,200 Meters,CUNYAC Outdoor Performance List,Men
15,"Douglass Vasquez, Evan",FR-1,Hostos CC,25.12,Coach O Invitational,"Apr 2, 2023",-0.3,200 Meters,CUNYAC Outdoor Performance List,Men
16,"Ortiz, Bryan",JR-3,York (N.Y.),25.20,Queens College Season Opener,"Mar 25, 2023",NWI,200 Meters,CUNYAC Outdoor Performance List,Men
17,"Brown, Kal-El",FR-1,Lehman,25.22,2023 Danny Curran Invitational,"Mar 30, 2023",0.1,200 Meters,CUNYAC Outdoor Performance List,Men
18,"Cassin, Andrew",FR-1,Lehman,25.44,Springfield College Classic,"Apr 8, 2023",0.6,200 Meters,CUNYAC Outdoor Performance List,Men
19,"Cazeau, Stanley",FR-1,Queensborough CC,25.48,Coach O Invitational,"Apr 2, 2023",1.3,200 Meters,CUNYAC Outdoor Performance List,Men
20,"Kalala, Kamunga",FR-1,CCNY,25.54,Coach O Invitational,"Apr 2, 2023",1.3,200 Meters,CUNYAC Outdoor Performance List,Men
21,"Cooke, Austinson",FR-1,York (N.Y.),25.57,The Big Hurt,"Apr 1, 2023",0.2,200 Meters,CUNYAC Outdoor Performance List,Men
22,"Njoku II, Obinna",SO-2,Lehman,25.61,Coach O Invitational,"Apr 2, 2023",0.3,200 Meters,CUNYAC Outdoor Performance List,Men
23,"Oliveira-Nurse, Antonio",SO-2,CCNY,25.64,Coach O Invitational,"Apr 2, 2023",-0.5,200 Meters,CUNYAC Outdoor Performance List,Men
24,"Richards, Christopher",FR-1,Medgar Evers,25.80,Coach O Invitational,"Apr 2, 2023",-0.3,200 Meters,CUNYAC Outdoor Performance List,Men
25,"Mondesir, Kervin",SR-4,York (N.Y.),26.24,The Big Hurt,"Apr 1, 2023",0.1,200 Meters,CUNYAC Outdoor Performance List,Men
1,"Neptune, Zaria",FR-1,York (N.Y.),28.61,The Big Hurt,"Apr 1, 2023",1.0,200 Meters,CUNYAC Outdoor Performance List,Women
2,"Sylvester , Tamicia",FR-1,York (N.Y.),29.00,Queens College Season Opener,"Mar 25, 2023",NWI,200 Meters,CUNYAC Outdoor Performance List,Women
3,"Williams, Aakaysha",SO-2,CCNY,29.36,Osprey Open and Multi,"Apr 7, 2023",1.2,200 Meters,CUNYAC Outdoor Performance List,Women
4,"Maendel, Samantha",FR-1,CCNY,29.39,Osprey Open and Multi,"Apr 7, 2023",1.2,200 Meters,CUNYAC Outdoor Performance List,Women
5,"Sharma, Shivangi",SO-2,Queensborough CC,29.60,Queens College Season Opener,"Mar 25, 2023",NWI,200 Meters,CUNYAC Outdoor Performance List,Women
6,"Sissoko, Aminata",SO-2,Lehman,29.65,Springfield College Classic,"Apr 8, 2023",0.3,200 Meters,CUNYAC Outdoor Performance List,Women
7,"Williams, Althea",FR-1,Hunter,30.15,Ramapo College Track & Field Invitational,"Mar 31, 2023",0.1,200 Meters,CUNYAC Outdoor Performance List,Women
8,"Woodberry, Bianca",FR-1,Medgar Evers,30.60,Coach O Invitational,"Apr 2, 2023",-1.8,200 Meters,CUNYAC Outdoor Performance List,Women
9,"Hunter, Peta-Gay",SR-4,York (N.Y.),30.90,Queens College Season Opener,"Mar 25, 2023",NWI,200 Meters,CUNYAC Outdoor Performance List,Women
10,"Khan, Zuha",FR-1,CCNY,31.14,Coach O Invitational,"Apr 2, 2023",-1.6,200 Meters,CUNYAC Outdoor Performance List,Women
11,"Soto, Kaylin",FR-1,CCNY,31.94,Osprey Open and Multi,"Apr 7, 2023",3.0,200 Meters,CUNYAC Outdoor Performance List,Women
12,"Navarro, Rubilyn",FR-1,Hunter,32.27,Osprey Open and Multi,"Apr 7, 2023",1.5,200 Meters,CUNYAC Outdoor Performance List,Women
13,"Heron, Shemone",FR-1,Lehman,32.43,Coach O Invitational,"Apr 2, 2023",-1.0,200 Meters,CUNYAC Outdoor Performance List,Women
14,"Orwa, Ayayo",FR-1,Hunter,32.75,Osprey Open and Multi,"Apr 7, 2023",3.5,200 Meters,CUNYAC Outdoor Performance List,Women
15,"Valerio, Johanni",SO-2,CCNY,33.14,Coach O Invitational,"Apr 2, 2023",-1.6,200 Meters,CUNYAC Outdoor Performance List,Women
16,"Cataldo, Amelia",FR-1,CCNY,33.19,Coach O Invitational,"Apr 2, 2023",-1.8,200 Meters,CUNYAC Outdoor Performance List,Women
17,"Suriel, Samantha",SO-2,Hunter,34.01,MSMC 2022 Track Invite,"Mar 25, 2023",+0.0,200 Meters,CUNYAC Outdoor Performance List,Women
18,"King, Calia",FR-1,Medgar Evers,34.53,2023 TCNJ Invitational,"Apr 8, 2023",0.7,200 Meters,CUNYAC Outdoor Performance List,Women
19,"Durand, Te'Mia",FR-1,Medgar Evers,34.78,2023 TCNJ Invitational,"Apr 8, 2023",0.7,200 Meters,CUNYAC Outdoor Performance List,Women
20,"Bouland, Elizabeth",FR-1,York (N.Y.),35.10,Queens College Season Opener,"Mar 25, 2023",NWI,200 Meters,CUNYAC Outdoor Performance List,Women
21,"Adrien , Amber",SR-4,Medgar Evers,35.51,Coach O Invitational,"Apr 2, 2023",-1.6,200 Meters,CUNYAC Outdoor Performance List,Women
22,"Robles Reyes, Judith",SO-2,Lehman,36.50,Queens College Season Opener,"Mar 25, 2023",NWI,200 Meters,CUNYAC Outdoor Performance List,Women
23,"Allert, Arielle",SO-2,Queensborough CC,37.29,Coach O Invitational,"Apr 2, 2023",-1.0,200 Meters,CUNYAC Outdoor Performance List,Women
24,"Azubuike, Tiffiny",SO-2,Lehman,39.20,Queens College Season Opener,"Mar 25, 2023",NWI,200 Meters,CUNYAC Outdoor Performance List,Women
25,"Jones , Kresanta",SO-2,York (N.Y.),41.26,2023 TCNJ Invitational,"Apr 8, 2023",-2.8,200 Meters,CUNYAC Outdoor Performance List,Women
1,"Gado, Habibu",JR-3,CCNY,49.88,Middlesex College Invitational,"Apr 15, 2023",NaN,400 Meters,CUNYAC Outdoor Performance List,Men
2,"Adekoya, David",FR-1,Queensborough CC,52.37,Middlesex College Invitational,"Apr 15, 2023",NaN,400 Meters,CUNYAC Outdoor Performance List,Men
3,"Eweka, Justin",FR-1,Queensborough CC,53.41,Middlesex College Invitational,"Apr 15, 2023",NaN,400 Meters,CUNYAC Outdoor Performance List,Men
4,"Simpson , LeAndre",FR-1,Queensborough CC,54.45,Osprey Open and Multi,"Apr 7, 2023",NaN,400 Meters,CUNYAC Outdoor Performance List,Men
5,"Douglas, Paul",SO-2,Queensborough CC,55.19,Osprey Open and Multi,"Apr 7, 2023",NaN,400 Meters,CUNYAC Outdoor Performance List,Men
6,"Fernandes, Anthony",FR-1,Hunter,55.69,Osprey Open and Multi,"Apr 7, 2023",NaN,400 Meters,CUNYAC Outdoor Performance List,Men
7,"Barry, Ismael",SO-2,Lehman,56.20,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,400 Meters,CUNYAC Outdoor Performance List,Men
8,"Haripersaud , Tony",SO-2,Lehman,56.42,Middlesex College Invitational,"Apr 15, 2023",NaN,400 Meters,CUNYAC Outdoor Performance List,Men
9,"Cooke, Austinson",FR-1,York (N.Y.),57.14,The Big Hurt,"Apr 1, 2023",NaN,400 Meters,CUNYAC Outdoor Performance List,Men
10,"Stuart, Glenver",JR-3,York (N.Y.),57.44,2023 TCNJ Invitational,"Apr 8, 2023",NaN,400 Meters,CUNYAC Outdoor Performance List,Men
11,"Cazeau, Stanley",FR-1,Queensborough CC,58.17,Middlesex College Invitational,"Apr 15, 2023",NaN,400 Meters,CUNYAC Outdoor Performance List,Men
12,"Aldridge, Malik",FR-1,Lehman,59.12,Springfield College Classic,"Apr 8, 2023",NaN,400 Meters,CUNYAC Outdoor Performance List,Men
13,"Lahens, Ryan",JR-3,York (N.Y.),59.70,Middlesex College Invitational,"Apr 15, 2023",NaN,400 Meters,CUNYAC Outdoor Performance List,Men
14,"Cruz, Brian",FR-1,Queensborough CC,59.81,Queens College Season Opener,"Mar 25, 2023",NaN,400 Meters,CUNYAC Outdoor Performance List,Men
15,"Nicolas, Chrisnel",SO-2,Queensborough CC,1:00.18,Osprey Open and Multi,"Apr 7, 2023",NaN,400 Meters,CUNYAC Outdoor Performance List,Men
16,"Ortiz, Bryan",JR-3,York (N.Y.),1:00.48,2023 TCNJ Invitational,"Apr 8, 2023",NaN,400 Meters,CUNYAC Outdoor Performance List,Men
17,"Kumi, Solomon",FR-1,Hunter,1:01.09,Ramapo College Track & Field Invitational,"Mar 31, 2023",NaN,400 Meters,CUNYAC Outdoor Performance List,Men
18,"Navor, Angel",FR-1,CCNY,1:04.00,Coach O Invitational,"Apr 2, 2023",NaN,400 Meters,CUNYAC Outdoor Performance List,Men
19,"Rivera, Damian",JR-3,CCNY,1:04.21,Middlesex College Invitational,"Apr 15, 2023",NaN,400 Meters,CUNYAC Outdoor Performance List,Men
20,"Kalala, Kamunga",FR-1,CCNY,1:04.35,Queens College Season Opener,"Mar 25, 2023",NaN,400 Meters,CUNYAC Outdoor Performance List,Men
21,"Feliz, Luis",SO-2,Lehman,1:11.80,Springfield College Classic,"Apr 8, 2023",NaN,400 Meters,CUNYAC Outdoor Performance List,Men
1,"Maendel, Samantha",FR-1,CCNY,1:05.58,Middlesex College Invitational,"Apr 15, 2023",NaN,400 Meters,CUNYAC Outdoor Performance List,Women
2,"Sissoko, Aminata",SO-2,Lehman,1:06.96,Springfield College Classic,"Apr 8, 2023",NaN,400 Meters,CUNYAC Outdoor Performance List,Women
3,"McClay, Taylor",SR-4,Hunter,1:07.72,Osprey Open and Multi,"Apr 7, 2023",NaN,400 Meters,CUNYAC Outdoor Performance List,Women
4,"Soto, Kaylin",FR-1,CCNY,1:11.01,Middlesex College Invitational,"Apr 15, 2023",NaN,400 Meters,CUNYAC Outdoor Performance List,Women
5,"Samake , Nana",FR-1,Medgar Evers,1:11.06,Coach O Invitational,"Apr 2, 2023",NaN,400 Meters,CUNYAC Outdoor Performance List,Women
6,"Cataldo, Amelia",FR-1,CCNY,1:12.16,Coach O Invitational,"Apr 2, 2023",NaN,400 Meters,CUNYAC Outdoor Performance List,Women
7,"Sharma, Shivangi",SO-2,Queensborough CC,1:15.19,Middlesex College Invitational,"Apr 15, 2023",NaN,400 Meters,CUNYAC Outdoor Performance List,Women
8,"Yekinni , Kafilat",FR-1,Queensborough CC,1:18.94,Queens College Season Opener,"Mar 25, 2023",NaN,400 Meters,CUNYAC Outdoor Performance List,Women
9,"Valerio, Johanni",SO-2,CCNY,1:21.35,Queens College Season Opener,"Mar 25, 2023",NaN,400 Meters,CUNYAC Outdoor Performance List,Women
10,"Valerio, Joeli",SO-2,CCNY,1:23.77,Middlesex College Invitational,"Apr 15, 2023",NaN,400 Meters,CUNYAC Outdoor Performance List,Women
11,"Roizin, Evelyn",FR-1,Hunter,1:33.31,Ramapo College Track & Field Invitational,"Mar 31, 2023",NaN,400 Meters,CUNYAC Outdoor Performance List,Women
1,"Novo, Robert",SR-4,Hunter,2:08.32,Ramapo College Track & Field Invitational,"Mar 31, 2023",NaN,800 Meters,CUNYAC Outdoor Performance List,Men
2,"Mazreku, Musa",SO-2,Lehman,2:11.23,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,800 Meters,CUNYAC Outdoor Performance List,Men
3,"Miller, Renaediaz",FR-1,Queensborough CC,2:12.41,Osprey Open and Multi,"Apr 7, 2023",NaN,800 Meters,CUNYAC Outdoor Performance List,Men
4,"Penafiel, Mateo",FR-1,Hunter,2:13.20,Ramapo College Track & Field Invitational,"Mar 31, 2023",NaN,800 Meters,CUNYAC Outdoor Performance List,Men
5,"Haripersaud , Tony",SO-2,Lehman,2:15.21,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,800 Meters,CUNYAC Outdoor Performance List,Men
6,"Stuart, Glenver",JR-3,York (N.Y.),2:15.41,2023 TCNJ Invitational,"Apr 8, 2023",NaN,800 Meters,CUNYAC Outdoor Performance List,Men
7,"Niyazov, Alexander",SO-2,Hunter,2:16.15,Ramapo College Track & Field Invitational,"Mar 31, 2023",NaN,800 Meters,CUNYAC Outdoor Performance List,Men
8,"Zhu, Hengzhi",FR-1,Hunter,2:21.37,Ramapo College Track & Field Invitational,"Mar 31, 2023",NaN,800 Meters,CUNYAC Outdoor Performance List,Men
9,"Hoffmann, Peter",SO-2,Queensborough CC,2:22.19,Coach O Invitational,"Apr 2, 2023",NaN,800 Meters,CUNYAC Outdoor Performance List,Men
10,"Cooke, Austinson",FR-1,York (N.Y.),2:22.56,Queens College Season Opener,"Mar 25, 2023",NaN,800 Meters,CUNYAC Outdoor Performance List,Men
11,"Pirovolikos , Nickolas",FR-1,Queensborough CC,2:24.46,Osprey Open and Multi,"Apr 7, 2023",NaN,800 Meters,CUNYAC Outdoor Performance List,Men
12,"Cazeau, Stanley",FR-1,Queensborough CC,2:26.70,Osprey Open and Multi,"Apr 7, 2023",NaN,800 Meters,CUNYAC Outdoor Performance List,Men
13,"Fernandez, Jesusalberto",SO-2,Lehman,2:33.15,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,800 Meters,CUNYAC Outdoor Performance List,Men
14,"Rivera, Damian",JR-3,CCNY,2:38.50,Coach O Invitational,"Apr 2, 2023",NaN,800 Meters,CUNYAC Outdoor Performance List,Men
15,"Martinez, Angel",SO-2,Hunter,2:41.49,MSMC 2022 Track Invite,"Mar 25, 2023",NaN,800 Meters,CUNYAC Outdoor Performance List,Men
16,"Stephen , Franklyn",FR-1,Kingsborough CC,2:41.86,Coach O Invitational,"Apr 2, 2023",NaN,800 Meters,CUNYAC Outdoor Performance List,Men
17,"Pujara, Haasil",FR-1,Hunter,2:42.79,MSMC 2022 Track Invite,"Mar 25, 2023",NaN,800 Meters,CUNYAC Outdoor Performance List,Men
18,"Baldonado, Karlo",SO-2,Queensborough CC,2:44.69,Coach O Invitational,"Apr 2, 2023",NaN,800 Meters,CUNYAC Outdoor Performance List,Men
19,"Fraczek, Kacper",SO-2,Hunter,2:52.53,Ramapo College Track & Field Invitational,"Mar 31, 2023",NaN,800 Meters,CUNYAC Outdoor Performance List,Men
20,"Howard, Charles",FR-1,Lehman,3:17.29,Coach O Invitational,"Apr 2, 2023",NaN,800 Meters,CUNYAC Outdoor Performance List,Men
1,"McClay, Taylor",SR-4,Hunter,2:43.32,Ramapo College Track & Field Invitational,"Mar 31, 2023",NaN,800 Meters,CUNYAC Outdoor Performance List,Women
2,"McAndrews, Lily",SO-2,Hunter,2:49.47,MSMC 2022 Track Invite,"Mar 25, 2023",NaN,800 Meters,CUNYAC Outdoor Performance List,Women
3,"Suriel, Samantha",SO-2,Hunter,2:50.11,MSMC 2022 Track Invite,"Mar 25, 2023",NaN,800 Meters,CUNYAC Outdoor Performance List,Women
4,"McPartland, Zara",SO-2,CCNY,2:51.24,Queens College Season Opener,"Mar 25, 2023",NaN,800 Meters,CUNYAC Outdoor Performance List,Women
5,"Merced, Emmaly",SO-2,York (N.Y.),2:58.74,2023 TCNJ Invitational,"Apr 8, 2023",NaN,800 Meters,CUNYAC Outdoor Performance List,Women
6,"Pacheco, Darlyn",FR-1,Queensborough CC,3:00.06,Osprey Open and Multi,"Apr 7, 2023",NaN,800 Meters,CUNYAC Outdoor Performance List,Women
7,"Montiel, Wendy",JR-3,Hunter,3:01.33,Ramapo College Track & Field Invitational,"Mar 31, 2023",NaN,800 Meters,CUNYAC Outdoor Performance List,Women
8,"Lu, Sandra",SO-2,CCNY,3:02.31,Coach O Invitational,"Apr 2, 2023",NaN,800 Meters,CUNYAC Outdoor Performance List,Women
9,"Jiang, Irving",SO-2,Hunter,3:02.62,MSMC 2022 Track Invite,"Mar 25, 2023",NaN,800 Meters,CUNYAC Outdoor Performance List,Women
10,"Valerio, Joeli",SO-2,CCNY,3:05.78,Osprey Open and Multi,"Apr 7, 2023",NaN,800 Meters,CUNYAC Outdoor Performance List,Women
11,"Samake , Nana",FR-1,Medgar Evers,3:06.08,Coach O Invitational,"Apr 2, 2023",NaN,800 Meters,CUNYAC Outdoor Performance List,Women
12,"Rivera, Andrea",FR-1,Queensborough CC,3:23.00,Coach O Invitational,"Apr 2, 2023",NaN,800 Meters,CUNYAC Outdoor Performance List,Women
13,"Sharma, Shivangi",SO-2,Queensborough CC,3:23.97,Osprey Open and Multi,"Apr 7, 2023",NaN,800 Meters,CUNYAC Outdoor Performance List,Women
14,"Elshita, Rawnaa",JR-3,Hunter,3:24.34,Ramapo College Track & Field Invitational,"Mar 31, 2023",NaN,800 Meters,CUNYAC Outdoor Performance List,Women
15,"Yekinni , Kafilat",FR-1,Queensborough CC,3:27.29,Coach O Invitational,"Apr 2, 2023",NaN,800 Meters,CUNYAC Outdoor Performance List,Women
16,"Solano, Karen",FR-1,Lehman,3:34.19,Queens College Season Opener,"Mar 25, 2023",NaN,800 Meters,CUNYAC Outdoor Performance List,Women
17,"Blair, Khala",FR-1,Kingsborough CC,3:43.49,Coach O Invitational,"Apr 2, 2023",NaN,800 Meters,CUNYAC Outdoor Performance List,Women
18,"Ortiz-Menendez, Gabriella",FR-1,Lehman,4:20.38,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,800 Meters,CUNYAC Outdoor Performance List,Women
19,"Odonkor, Margaret",FR-1,Lehman,4:57.59,Queens College Season Opener,"Mar 25, 2023",NaN,800 Meters,CUNYAC Outdoor Performance List,Women
1,"Guillermo, Brian",SO-2,Hunter,4:24.90,Osprey Open and Multi,"Apr 7, 2023",NaN,1500 Meters,CUNYAC Outdoor Performance List,Men
