Rank,Athlete(s),Year,Team,Time/Distance/Points,Meet,Meet Date,Wind,Event,Conference,Gender
7,"Clarency, Jenna",SO-2,Gwynedd-Mercy,29.70,Ursinus College Outdoor Invitational,"Mar 25, 2023",+0.0,200 Meters,Atlantic East Outdoor Performance List,Women
8,"O'Neill, Natalie",SO-2,Gwynedd-Mercy,30.63,Ursinus College Outdoor Invitational,"Mar 25, 2023",-0.2,200 Meters,Atlantic East Outdoor Performance List,Women
9,"Gillin, Faith",JR-3,Immaculata,30.90,40th Millersville Metrics,"Mar 31, 2023",4.1,200 Meters,Atlantic East Outdoor Performance List,Women
10,"Loper, Ny'zhja",SO-2,Neumann,31.01,2023 Danny Curran Invitational,"Mar 30, 2023",-0.8,200 Meters,Atlantic East Outdoor Performance List,Women
1,"Johnson, Montaz",SO-2,Neumann,52.94,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,400 Meters,Atlantic East Outdoor Performance List,Men
2,"Soubik, Branden",SO-2,Gwynedd-Mercy,53.43,Ursinus College Outdoor Invitational,"Mar 25, 2023",NaN,400 Meters,Atlantic East Outdoor Performance List,Men
3,"Mendoza, Chris",JR-3,Immaculata,53.58,Middlesex College Invitational,"Apr 15, 2023",NaN,400 Meters,Atlantic East Outdoor Performance List,Men
4,"Russo, John",SO-2,Marywood,54.02,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,400 Meters,Atlantic East Outdoor Performance List,Men
5,"Vallade, Dylan",SR-4,Marymount (Va.),55.98,George Mason Ebanks Invitational,"Apr 7, 2023",NaN,400 Meters,Atlantic East Outdoor Performance List,Men
6,"McHugh, Peter",JR-3,Immaculata,56.02,40th Millersville Metrics,"Mar 31, 2023",NaN,400 Meters,Atlantic East Outdoor Performance List,Men
7,"Shygelski, CJ",FR-1,Marywood,56.75,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,400 Meters,Atlantic East Outdoor Performance List,Men
8,"Nicola, Jason",FR-1,Marymount (Va.),57.30,2023 Lloyd Sigler Spring Meet,"Mar 4, 2023",NaN,400 Meters,Atlantic East Outdoor Performance List,Men
9,"Struggs, Samuel",FR-1,Marymount (Va.),57.67,2023 Lloyd Sigler Spring Meet,"Mar 4, 2023",NaN,400 Meters,Atlantic East Outdoor Performance List,Men
10,"Hunter , Kevin",SO-2,Neumann,57.72,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,400 Meters,Atlantic East Outdoor Performance List,Men
1,"Signou, Agnes",JR-3,Marymount (Va.),1:01.80,Battleground Relays,"Apr 1, 2023",NaN,400 Meters,Atlantic East Outdoor Performance List,Women
2,"Steinbicker, Mary",FR-1,Immaculata,1:02.84,40th Millersville Metrics,"Mar 31, 2023",NaN,400 Meters,Atlantic East Outdoor Performance List,Women
3,"Conklin, Deziree",SO-2,Marymount (Va.),1:03.24,Blue & Gold Goucher Classic,"Mar 24, 2023",NaN,400 Meters,Atlantic East Outdoor Performance List,Women
4,"Dames, Jocelyn",FR-1,Marywood,1:03.84,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,400 Meters,Atlantic East Outdoor Performance List,Women
5,"Fletcher, Michaela",SR-4,Neumann,1:05.05,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,400 Meters,Atlantic East Outdoor Performance List,Women
6,"Lahr, Cydney",JR-3,Marywood,1:05.96,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,400 Meters,Atlantic East Outdoor Performance List,Women
7,"Redman, Paige",FR-1,Marywood,1:06.37,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,400 Meters,Atlantic East Outdoor Performance List,Women
8,"Hamer, Brooke",FR-1,Marymount (Va.),1:07.32,Blue & Gold Goucher Classic,"Mar 24, 2023",NaN,400 Meters,Atlantic East Outdoor Performance List,Women
9,"Grant, Ariana",FR-1,Marymount (Va.),1:11.30,2023 Lloyd Sigler Spring Meet,"Mar 4, 2023",NaN,400 Meters,Atlantic East Outdoor Performance List,Women
10,"Konake, Djeneba",JR-3,Neumann,1:12.90,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,400 Meters,Atlantic East Outdoor Performance List,Women
1,"Konieczny , Andrew",SO-2,Neumann,1:54.85,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,800 Meters,Atlantic East Outdoor Performance List,Men
2,"Russo, John",SO-2,Marywood,2:01.81,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,800 Meters,Atlantic East Outdoor Performance List,Men
3,"Joyce , Devin",SR-4,Neumann,2:15.07,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,800 Meters,Atlantic East Outdoor Performance List,Men
4,"Johnston, Kevin",SR-4,Gwynedd-Mercy,2:18.27,Ursinus College Outdoor Invitational,"Mar 25, 2023",NaN,800 Meters,Atlantic East Outdoor Performance List,Men
5,"Speakman-Viggiano, Nicholas",JR-3,Immaculata,2:18.32,Ursinus College Outdoor Invitational,"Mar 25, 2023",NaN,800 Meters,Atlantic East Outdoor Performance List,Men
6,"Zavala-Zavala, Ivan",SO-2,Immaculata,2:20.27,Ursinus College Outdoor Invitational,"Mar 25, 2023",NaN,800 Meters,Atlantic East Outdoor Performance List,Men
7,"McNeil , Jaron",SR-4,Neumann,2:21.44,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,800 Meters,Atlantic East Outdoor Performance List,Men
8,"Olea, Zafit",SO-2,Marymount (Va.),2:21.81,2023 Lloyd Sigler Spring Meet,"Mar 4, 2023",NaN,800 Meters,Atlantic East Outdoor Performance List,Men
9,"Bahl, Travis",SO-2,Marywood,2:24.31,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,800 Meters,Atlantic East Outdoor Performance List,Men
10,"Zuzzio, Mike",FR-1,Marywood,2:26.37,King's College Monarch Invitational,"Mar 18, 2023",NaN,800 Meters,Atlantic East Outdoor Performance List,Men
1,"Humphreys , Courtney",JR-3,Neumann,2:21.55,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,800 Meters,Atlantic East Outdoor Performance List,Women
2,"Lahr, Cydney",JR-3,Marywood,2:22.26,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,Atlantic East Outdoor Performance List,Women
3,"Dames, Jocelyn",FR-1,Marywood,2:29.21,Misericordia Twilight 2023,"Apr 4, 2023",NaN,800 Meters,Atlantic East Outdoor Performance List,Women
4,"Alvarez, Kimberly",FR-1,Immaculata,2:40.44,40th Millersville Metrics,"Mar 31, 2023",NaN,800 Meters,Atlantic East Outdoor Performance List,Women
5,"Johnson, Kristin",JR-3,Marymount (Va.),2:49.60,Blue & Gold Goucher Classic,"Mar 24, 2023",NaN,800 Meters,Atlantic East Outdoor Performance List,Women
6,"Morris, Olivia",JR-3,Immaculata,3:11.82,40th Millersville Metrics,"Mar 31, 2023",NaN,800 Meters,Atlantic East Outdoor Performance List,Women
7,"DeHaven, Kathryn",JR-3,Immaculata,3:12.19,Ursinus College Outdoor Invitational,"Mar 25, 2023",NaN,800 Meters,Atlantic East Outdoor Performance List,Women
8,"Weirsky, Gabrielle",FR-1,Marymount (Va.),3:17.36,2023 Lloyd Sigler Spring Meet,"Mar 4, 2023",NaN,800 Meters,Atlantic East Outdoor Performance List,Women
9,"Perez, Viviana",SO-2,Marymount (Va.),3:20.46,2023 Lloyd Sigler Spring Meet,"Mar 4, 2023",NaN,800 Meters,Atlantic East Outdoor Performance List,Women
10,"Sprock, Abby",SR-4,Immaculata,3:24.66,40th Millersville Metrics,"Mar 31, 2023",NaN,800 Meters,Atlantic East Outdoor Performance List,Women
1,"McCann, Michael",FR-1,Marywood,4:04.56,King's College Monarch Invitational,"Mar 18, 2023",NaN,1500 Meters,Atlantic East Outdoor Performance List,Men
2,"Konieczny , Andrew",SO-2,Neumann,4:05.95,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,1500 Meters,Atlantic East Outdoor Performance List,Men
3,"Baronski, Jack",SO-2,Marywood,4:06.92,King's College Monarch Invitational,"Mar 18, 2023",NaN,1500 Meters,Atlantic East Outdoor Performance List,Men
4,"Ryder, Bryce",SO-2,Marywood,4:14.53,King's College Monarch Invitational,"Mar 18, 2023",NaN,1500 Meters,Atlantic East Outdoor Performance List,Men
5,"Cardillo, Joseph",FR-1,Marywood,4:15.08,King's College Monarch Invitational,"Mar 18, 2023",NaN,1500 Meters,Atlantic East Outdoor Performance List,Men
6,"Lee, Thomas",SO-2,Marywood,4:15.84,King's College Monarch Invitational,"Mar 18, 2023",NaN,1500 Meters,Atlantic East Outdoor Performance List,Men
7,"Fleschut, Brandon",SO-2,Marywood,4:17.76,King's College Monarch Invitational,"Mar 18, 2023",NaN,1500 Meters,Atlantic East Outdoor Performance List,Men
8,"Watson, Christopher",FR-1,Immaculata,4:34.43,Ursinus College Outdoor Invitational,"Mar 25, 2023",NaN,1500 Meters,Atlantic East Outdoor Performance List,Men
9,"Joyce , Devin",SR-4,Neumann,4:36.11,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,1500 Meters,Atlantic East Outdoor Performance List,Men
10,"Zavala-Zavala, Ivan",SO-2,Immaculata,4:38.06,Ursinus College Outdoor Invitational,"Mar 25, 2023",NaN,1500 Meters,Atlantic East Outdoor Performance List,Men
1,"Humphreys , Courtney",JR-3,Neumann,5:07.08,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,1500 Meters,Atlantic East Outdoor Performance List,Women
2,"Redman, Paige",FR-1,Marywood,5:17.36,Misericordia Twilight 2023,"Apr 4, 2023",NaN,1500 Meters,Atlantic East Outdoor Performance List,Women
3,"Finnegan, Avery",FR-1,Marymount (Va.),5:29.86,Blue & Gold Goucher Classic,"Mar 24, 2023",NaN,1500 Meters,Atlantic East Outdoor Performance List,Women
4,"Powell, Caitlyn",SR-4,Marywood,5:34.62,King's College Monarch Invitational,"Mar 18, 2023",NaN,1500 Meters,Atlantic East Outdoor Performance List,Women
5,"Snee, Gabrielle",SO-2,Marywood,5:45.51,King's College Monarch Invitational,"Mar 18, 2023",NaN,1500 Meters,Atlantic East Outdoor Performance List,Women
6,"Williams, Alyssa",JR-3,Marywood,5:49.48,King's College Monarch Invitational,"Mar 18, 2023",NaN,1500 Meters,Atlantic East Outdoor Performance List,Women
7,"Bennett, Alicia",JR-3,Gwynedd-Mercy,5:58.06,Ursinus College Outdoor Invitational,"Mar 25, 2023",NaN,1500 Meters,Atlantic East Outdoor Performance List,Women
8,"Weirsky, Gabrielle",FR-1,Marymount (Va.),6:14.94,2023 Lloyd Sigler Spring Meet,"Mar 4, 2023",NaN,1500 Meters,Atlantic East Outdoor Performance List,Women
9,"Frederick, Sam",JR-3,Cabrini,6:24.86,Middlesex College Invitational,"Apr 15, 2023",NaN,1500 Meters,Atlantic East Outdoor Performance List,Women
10,"Sprock, Abby",SR-4,Immaculata,6:26.56,Ursinus College Outdoor Invitational,"Mar 25, 2023",NaN,1500 Meters,Atlantic East Outdoor Performance List,Women
1,"McCann, Michael",FR-1,Marywood,14:46.06,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,5000 Meters,Atlantic East Outdoor Performance List,Men
2,"Baronski, Jack",SO-2,Marywood,14:53.06,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,5000 Meters,Atlantic East Outdoor Performance List,Men
3,"Lee, Thomas",SO-2,Marywood,15:16.62,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,5000 Meters,Atlantic East Outdoor Performance List,Men
4,"Ryder, Bryce",SO-2,Marywood,15:17.74,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,5000 Meters,Atlantic East Outdoor Performance List,Men
5,"Fleschut, Brandon",SO-2,Marywood,15:42.19,Bison Outdoor Classic,"Apr 14, 2023",NaN,5000 Meters,Atlantic East Outdoor Performance List,Men
6,"Cardillo, Joseph",FR-1,Marywood,15:44.41,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,5000 Meters,Atlantic East Outdoor Performance List,Men
7,"Balla, Thomas",SR-4,Gwynedd-Mercy,16:56.71,Ursinus College Outdoor Invitational,"Mar 25, 2023",NaN,5000 Meters,Atlantic East Outdoor Performance List,Men
8,"Zavala-Zavala, Ivan",SO-2,Immaculata,16:57.41,40th Millersville Metrics,"Mar 31, 2023",NaN,5000 Meters,Atlantic East Outdoor Performance List,Men
9,"Aldarwich, Karam",JR-3,Gwynedd-Mercy,18:03.70,Ursinus College Outdoor Invitational,"Mar 25, 2023",NaN,5000 Meters,Atlantic East Outdoor Performance List,Men
10,"Casciotti, Mariano",JR-3,Marywood,18:08.34,Misericordia Twilight 2023,"Apr 4, 2023",NaN,5000 Meters,Atlantic East Outdoor Performance List,Men
1,"Finnegan, Avery",FR-1,Marymount (Va.),19:50.42,George Mason Ebanks Invitational,"Apr 7, 2023",NaN,5000 Meters,Atlantic East Outdoor Performance List,Women
2,"Newberry, Kaitlyn",FR-1,Marywood,19:50.67,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,5000 Meters,Atlantic East Outdoor Performance List,Women
3,"DeHaven, Kathryn",JR-3,Immaculata,24:29.30,40th Millersville Metrics,"Mar 31, 2023",NaN,5000 Meters,Atlantic East Outdoor Performance List,Women
1,"Fleschut, Brandon",SO-2,Marywood,33:19.71,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,"10,000 Meters",Atlantic East Outdoor Performance List,Men
2,"McCann, Michael",FR-1,Marywood,33:35.86,Misericordia Twilight 2023,"Apr 4, 2023",NaN,"10,000 Meters",Atlantic East Outdoor Performance List,Men
3,"O'Keefe, Thomas",SO-2,Marywood,38:31.50,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,"10,000 Meters",Atlantic East Outdoor Performance List,Men
1,"Straub, Milana",SO-2,Marywood,37:04.99,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,"10,000 Meters",Atlantic East Outdoor Performance List,Women
2,"Powell, Caitlyn",SR-4,Marywood,43:46.69,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,"10,000 Meters",Atlantic East Outdoor Performance List,Women
3,"Williams, Alyssa",JR-3,Marywood,44:11.43,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,"10,000 Meters",Atlantic East Outdoor Performance List,Women
4,"Sterner, Saige",JR-3,Marywood,49:14.72,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,"10,000 Meters",Atlantic East Outdoor Performance List,Women
1,"Conklin, Deziree",SO-2,Marymount (Va.),15.68,Bison Outdoor Classic,"Apr 14, 2023",-1.1,100 Hurdles,Atlantic East Outdoor Performance List,Women
2,"Hamer, Brooke",FR-1,Marymount (Va.),16.21,Battleground Relays,"Apr 1, 2023",1.1,100 Hurdles,Atlantic East Outdoor Performance List,Women
3,"Grant, Ariana",FR-1,Marymount (Va.),17.93,George Mason Ebanks Invitational,"Apr 7, 2023",0.3,100 Hurdles,Atlantic East Outdoor Performance List,Women
4,"Wagner, Emma",SO-2,Marywood,20.54,2023 Danny Curran Invitational,"Mar 30, 2023",-0.2,100 Hurdles,Atlantic East Outdoor Performance List,Women
1,"Hoysan, Tyler",FR-1,Marywood,17.03,2023 Danny Curran Invitational,"Mar 30, 2023",-1.0,110 Hurdles,Atlantic East Outdoor Performance List,Men
2,"Valente, Cole",SR-4,Marymount (Va.),17.10,George Mason Ebanks Invitational,"Apr 7, 2023",2.1,110 Hurdles,Atlantic East Outdoor Performance List,Men
1,"Hoysan, Tyler",FR-1,Marywood,1:05.68,Misericordia Twilight 2023,"Apr 4, 2023",NaN,400 Hurdles,Atlantic East Outdoor Performance List,Men
2,"Valente, Cole",SR-4,Marymount (Va.),1:08.97,Battleground Relays,"Apr 1, 2023",NaN,400 Hurdles,Atlantic East Outdoor Performance List,Men
3,"Shygelski, CJ",FR-1,Marywood,1:11.67,Misericordia Twilight 2023,"Apr 4, 2023",NaN,400 Hurdles,Atlantic East Outdoor Performance List,Men
1,"Conklin, Deziree",SO-2,Marymount (Va.),1:07.03,Bison Outdoor Classic,"Apr 14, 2023",NaN,400 Hurdles,Atlantic East Outdoor Performance List,Women
2,"Grant, Ariana",FR-1,Marymount (Va.),1:14.18,George Mason Ebanks Invitational,"Apr 7, 2023",NaN,400 Hurdles,Atlantic East Outdoor Performance List,Women
3,"Roth, Brianna",JR-3,Marywood,1:15.66,Misericordia Twilight 2023,"Apr 4, 2023",NaN,400 Hurdles,Atlantic East Outdoor Performance List,Women
4,"Wagner, Emma",SO-2,Marywood,1:25.68,Misericordia Twilight 2023,"Apr 4, 2023",NaN,400 Hurdles,Atlantic East Outdoor Performance List,Women
1,"McCann, Michael",FR-1,Marywood,9:40.76,Bison Outdoor Classic,"Apr 14, 2023",NaN,3000 Steeplechase,Atlantic East Outdoor Performance List,Men
2,"Casciotti, Mariano",JR-3,Marywood,11:29.92,King's College Monarch Invitational,"Mar 18, 2023",NaN,3000 Steeplechase,Atlantic East Outdoor Performance List,Men
3,"Stains III, Ricky",SO-2,Marywood,11:53.87,King's College Monarch Invitational,"Mar 18, 2023",NaN,3000 Steeplechase,Atlantic East Outdoor Performance List,Men
1,"Straub, Milana",SO-2,Marywood,11:20.45,Bison Outdoor Classic,"Apr 14, 2023",NaN,3000 Steeplechase,Atlantic East Outdoor Performance List,Women
2,"Newberry, Kaitlyn",FR-1,Marywood,13:46.04,King's College Monarch Invitational,"Mar 18, 2023",NaN,3000 Steeplechase,Atlantic East Outdoor Performance List,Women
3,"Johnson, Kristin",JR-3,Marymount (Va.),15:14.72,Battleground Relays,"Apr 1, 2023",NaN,3000 Steeplechase,Atlantic East Outdoor Performance List,Women
1,"Easy, Struggs, Curtis, Valente",NA,Marymount (Va.),44.82,Battleground Relays,"Apr 1, 2023",NaN,4 x 100 Relay,Atlantic East Outdoor Performance List,Men
2,"Hoysan, Zeigler, Shygelski, Pichany",NA,Marywood,45.69,Misericordia Twilight 2023,"Apr 4, 2023",NaN,4 x 100 Relay,Atlantic East Outdoor Performance List,Men
1,"Conklin, Noel, Grant, Hamer",NA,Marymount (Va.),51.11,George Mason Ebanks Invitational,"Apr 7, 2023",NaN,4 x 100 Relay,Atlantic East Outdoor Performance List,Women
2,"Alvarez, Gillin, Hays, Steinbicker",NA,Immaculata,54.17,Middlesex College Invitational,"Apr 15, 2023",NaN,4 x 100 Relay,Atlantic East Outdoor Performance List,Women
3,"Kavleski, Lahr, Roth, Mills",NA,Marywood,55.06,Misericordia Twilight 2023,"Apr 4, 2023",NaN,4 x 100 Relay,Atlantic East Outdoor Performance List,Women
1,"Konieczny, Johnson, Ricciardi, Hunter",NA,Neumann,3:38.78,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,4 x 400 Relay,Atlantic East Outdoor Performance List,Men
2,"Baronski, Lee, McCann, Russo",NA,Marywood,3:42.88,King's College Monarch Invitational,"Mar 18, 2023",NaN,4 x 400 Relay,Atlantic East Outdoor Performance List,Men
3,"Mendoza, Watson, McHugh, Speakman-Viggia",NA,Immaculata,3:44.11,Ursinus College Outdoor Invitational,"Mar 25, 2023",NaN,4 x 400 Relay,Atlantic East Outdoor Performance List,Men
4,"Nicola, Struggs, Valente, Curtis",NA,Marymount (Va.),3:49.26,2023 Lloyd Sigler Spring Meet,"Mar 4, 2023",NaN,4 x 400 Relay,Atlantic East Outdoor Performance List,Men
1,"Signou, Hamer, Grant, Finnegan",NA,Marymount (Va.),4:40.45,Battleground Relays,"Apr 1, 2023",NaN,4 x 400 Relay,Atlantic East Outdoor Performance List,Women
2,"Alvarez, Gillin, Haas, Steinbicker",NA,Immaculata,4:43.94,Ursinus College Outdoor Invitational,"Mar 25, 2023",NaN,4 x 400 Relay,Atlantic East Outdoor Performance List,Women
1,"Vallade, Dylan",SR-4,Marymount (Va.),1.82m,Blue & Gold Goucher Classic,"Mar 24, 2023",NaN,High Jump,Atlantic East Outdoor Performance List,Men
2,"Pessoa, Marcone",SO-2,Marymount (Va.),1.72m,Blue & Gold Goucher Classic,"Mar 24, 2023",NaN,High Jump,Atlantic East Outdoor Performance List,Men
3,"Hoysan, Tyler",FR-1,Marywood,1.67m,Misericordia Twilight 2023,"Apr 4, 2023",NaN,High Jump,Atlantic East Outdoor Performance List,Men
4,"Pichany, Dominic",FR-1,Marywood,1.52m,King's College Monarch Invitational,"Mar 18, 2023",NaN,High Jump,Atlantic East Outdoor Performance List,Men
1,"Morrison, Ella",FR-1,Marymount (Va.),1.45m,Battleground Relays,"Apr 1, 2023",NaN,High Jump,Atlantic East Outdoor Performance List,Women
2,"Mills, Caitlin",JR-3,Marywood,1.37m,Misericordia Twilight 2023,"Apr 4, 2023",NaN,High Jump,Atlantic East Outdoor Performance List,Women
1,"Grant, Ariana",FR-1,Marymount (Va.),2.65m,2023 Lloyd Sigler Spring Meet,"Mar 4, 2023",NaN,Pole Vault,Atlantic East Outdoor Performance List,Women
2,"Roth, Brianna",JR-3,Marywood,1.90m,Misericordia Twilight 2023,"Apr 4, 2023",NaN,Pole Vault,Atlantic East Outdoor Performance List,Women
1,"Pessoa, Marcone",SO-2,Marymount (Va.),6.39m,Bison Outdoor Classic,"Apr 14, 2023",0.9,Long Jump,Atlantic East Outdoor Performance List,Men
2,"Easy, Kahil",JR-3,Marymount (Va.),5.66m,Blue & Gold Goucher Classic,"Mar 24, 2023",-1.0,Long Jump,Atlantic East Outdoor Performance List,Men
3,"Bonavoglia, Vincent",FR-1,Marywood,5.63m,King's College Monarch Invitational,"Mar 18, 2023",4.7,Long Jump,Atlantic East Outdoor Performance List,Men
4,"Struggs, Samuel",FR-1,Marymount (Va.),5.40m,2023 Lloyd Sigler Spring Meet,"Mar 4, 2023",1.6,Long Jump,Atlantic East Outdoor Performance List,Men
5,"Moll , Jesus",JR-3,Marymount (Va.),5.07m,Blue & Gold Goucher Classic,"Mar 24, 2023",-0.5,Long Jump,Atlantic East Outdoor Performance List,Men
