Rank,Athlete(s),Year,Team,Time/Distance,Meet,Meet Date,Wind,Event,Conference,Gender
28,"Mcinerny, Patrick",FR-1,Pacific Lutheran,11.43,Doris Heritage Track Festival,"Mar 18, 2023",0.4,100 Meters,Northwest Conference Outdoor Performance List,Men
29,"Swinton, Steele",FR-1,Pacific Lutheran,11.44,L&C Larry Byerly Invite,"Apr 14, 2023",-0.2,100 Meters,Northwest Conference Outdoor Performance List,Men
30,"Stade, Nicholas",FR-1,Lewis & Clark,11.47,2023 NWC Multi Events Championship,"Apr 10, 2023",0.4,100 Meters,Northwest Conference Outdoor Performance List,Men
30,"Murphy, Brogan",FR-1,Puget Sound,11.47,L&C Larry Byerly Invite,"Apr 14, 2023",-0.2,100 Meters,Northwest Conference Outdoor Performance List,Men
32,"Smith, Blake",FR-1,George Fox,11.48,2023 NWC Multi Events Championship,"Apr 10, 2023",0.4,100 Meters,Northwest Conference Outdoor Performance List,Men
33,"Wood, Levi",SO-2,Whitworth,11.50,2023 Buc Scoring Invite,"Mar 23, 2023",2.4,100 Meters,Northwest Conference Outdoor Performance List,Men
34,"Yost, Aiden",SO-2,Pacific Lutheran,11.53,2023 PLU Open,"Mar 10, 2023",0.6,100 Meters,Northwest Conference Outdoor Performance List,Men
35,"Nicholas, Cole",SO-2,George Fox,11.54,L&C Larry Byerly Invite,"Apr 14, 2023",0.3,100 Meters,Northwest Conference Outdoor Performance List,Men
35,"Makanui, Kamaehuokalani",FR-1,Pacific Lutheran,11.54,L&C Larry Byerly Invite,"Apr 14, 2023",-0.7,100 Meters,Northwest Conference Outdoor Performance List,Men
37,"Chaffin, Josiah",FR-1,Pacific (Ore.),11.57,L&C Spring Break Open,"Mar 17, 2023",0.8,100 Meters,Northwest Conference Outdoor Performance List,Men
38,"Sheckles, Chris",FR-1,Puget Sound,11.59,Peyton-Shotwell Invitational 2023,"Mar 24, 2023",1.2,100 Meters,Northwest Conference Outdoor Performance List,Men
39,"Kidder, Simon",SO-2,Willamette,11.62,2023 Willamette / Corban Dual,"Mar 22, 2023",0.1,100 Meters,Northwest Conference Outdoor Performance List,Men
40,"Smith, Caleb",FR-1,George Fox,11.63,L&C Larry Byerly Invite,"Apr 14, 2023",1.7,100 Meters,Northwest Conference Outdoor Performance List,Men
41,"Wright, Logan",JR-3,Whitworth,11.64,17th Sam Adams Classic,"Mar 18, 2023",+0.0,100 Meters,Northwest Conference Outdoor Performance List,Men
42,"Graham, Dylan",FR-1,Puget Sound,11.65,Ed Boitano Invitational 2023,"Mar 3, 2023",-0.1,100 Meters,Northwest Conference Outdoor Performance List,Men
42,"McMillan, Tom",SO-2,George Fox,11.65,Westmont Classic,"Mar 25, 2023",-1.3,100 Meters,Northwest Conference Outdoor Performance List,Men
44,"Guest, Devon",JR-3,Lewis & Clark,11.68,L&C Friday Night Lights,"Mar 24, 2023",-1.7,100 Meters,Northwest Conference Outdoor Performance List,Men
45,"Dykstra, Nathan",SR-4,Whitworth,11.69,2023 NWC Multi Events Championship,"Apr 10, 2023",0.9,100 Meters,Northwest Conference Outdoor Performance List,Men
45,"Sheppard, Billy",FR-1,Linfield,11.69,L&C Larry Byerly Invite,"Apr 14, 2023",1.3,100 Meters,Northwest Conference Outdoor Performance List,Men
47,"Doughty, Andrew",FR-1,Whitworth,11.71,2023 Whitworth Twilight and Alumni Meet,"Apr 13, 2023",-0.2,100 Meters,Northwest Conference Outdoor Performance List,Men
48,"Hickey, Jack",FR-1,Willamette,11.74,2023 Willamette Opener,"Mar 4, 2023",3.4,100 Meters,Northwest Conference Outdoor Performance List,Men
48,"Gibson, Levi",JR-3,George Fox,11.74,Klein / Nwaba Combined Events,"Mar 23, 2023",+0.0,100 Meters,Northwest Conference Outdoor Performance List,Men
50,"Ashour, Max",SO-2,George Fox,11.77,Klein / Nwaba Combined Events,"Mar 23, 2023",+0.0,100 Meters,Northwest Conference Outdoor Performance List,Men
1,"Feinglas, McKenzie",JR-3,Linfield,12.24,L&C Larry Byerly Invite,"Apr 14, 2023",-0.5,100 Meters,Northwest Conference Outdoor Performance List,Women
2,"Wilson, Kyrstin",FR-1,Puget Sound,12.44,Peyton-Shotwell Invitational 2023,"Mar 24, 2023",1.9,100 Meters,Northwest Conference Outdoor Performance List,Women
3,"Ball, Alison",JR-3,Whitworth,12.47,17th Sam Adams Classic,"Mar 18, 2023",0.5,100 Meters,Northwest Conference Outdoor Performance List,Women
3,"Hewson, Amelia",SR-4,Whitworth,12.47,17th Sam Adams Classic,"Mar 18, 2023",0.5,100 Meters,Northwest Conference Outdoor Performance List,Women
5,"Lungo, Jordyn",JR-3,Whitworth,12.57,17th Sam Adams Classic,"Mar 18, 2023",0.5,100 Meters,Northwest Conference Outdoor Performance List,Women
6,"Smith, Annabelle",FR-1,Willamette,12.68,2023 Willamette Opener,"Mar 4, 2023",2.5,100 Meters,Northwest Conference Outdoor Performance List,Women
7,"Hammond, Allyson",FR-1,Pacific (Ore.),12.75,Pacific Open 23,"Apr 1, 2023",0.1,100 Meters,Northwest Conference Outdoor Performance List,Women
8,"Cox, Lorin",JR-3,Pacific Lutheran,12.85,Doris Heritage Track Festival,"Mar 18, 2023",1.4,100 Meters,Northwest Conference Outdoor Performance List,Women
9,"Silis, Rachelle",FR-1,Linfield,12.87,L&C Larry Byerly Invite,"Apr 14, 2023",-0.5,100 Meters,Northwest Conference Outdoor Performance List,Women
10,"O'Hara, Macy",JR-3,Lewis & Clark,12.89,L&C Friday Night Lights,"Mar 24, 2023",0.1,100 Meters,Northwest Conference Outdoor Performance List,Women
11,"Coleman, Mashani",FR-1,Willamette,13.06,John Knight Invitational,"Apr 7, 2023",-1.7,100 Meters,Northwest Conference Outdoor Performance List,Women
12,"Young, Alison",JR-3,George Fox,13.14,Westmont Classic,"Mar 25, 2023",-0.2,100 Meters,Northwest Conference Outdoor Performance List,Women
13,"Connors, Hillary",SO-2,Linfield,13.22,L&C Larry Byerly Invite,"Apr 14, 2023",-0.5,100 Meters,Northwest Conference Outdoor Performance List,Women
14,"Byle, Margaret",SO-2,Whitworth,13.38,17th Sam Adams Classic,"Mar 18, 2023",0.5,100 Meters,Northwest Conference Outdoor Performance List,Women
15,"Olson, Sophia",FR-1,George Fox,13.39,GFU Rich Allen Classic,"Mar 18, 2023",0.4,100 Meters,Northwest Conference Outdoor Performance List,Women
16,"Tully, Grace",SO-2,George Fox,13.41,Westmont Classic,"Mar 25, 2023",-0.2,100 Meters,Northwest Conference Outdoor Performance List,Women
17,"Morris, Keia",FR-1,George Fox,13.47,GFU Rich Allen Classic,"Mar 18, 2023",1.7,100 Meters,Northwest Conference Outdoor Performance List,Women
17,"Klindt, Addison",SO-2,Linfield,13.47,LCC Open Track and Field Meet,"Mar 11, 2023",1.3,100 Meters,Northwest Conference Outdoor Performance List,Women
19,"Roberts, Jordan",FR-1,Linfield,13.48,LCC Open Track and Field Meet,"Mar 11, 2023",-2.0,100 Meters,Northwest Conference Outdoor Performance List,Women
20,"Van De Grift, Nara",JR-3,Linfield,13.54,2023 Willamette T&F Invitational,"Mar 25, 2023",0.1,100 Meters,Northwest Conference Outdoor Performance List,Women
21,"Roberts, Logan",FR-1,Linfield,13.58,GFU Rich Allen Classic,"Mar 18, 2023",0.4,100 Meters,Northwest Conference Outdoor Performance List,Women
22,"Hayes, Jordan",FR-1,Linfield,13.62,LCC Open Track and Field Meet,"Mar 11, 2023",1.3,100 Meters,Northwest Conference Outdoor Performance List,Women
23,"Short, Carli",SR-4,George Fox,13.69,Westmont Classic,"Mar 25, 2023",-1.6,100 Meters,Northwest Conference Outdoor Performance List,Women
24,"Sulzbacher, Sophia",FR-1,Whitworth,13.74,17th Sam Adams Classic,"Mar 18, 2023",1.2,100 Meters,Northwest Conference Outdoor Performance List,Women
24,"Clinton, Brooke",JR-3,Whitworth,13.74,17th Sam Adams Classic,"Mar 18, 2023",1.2,100 Meters,Northwest Conference Outdoor Performance List,Women
26,"Inge, Emma",JR-3,Linfield,13.75,L&C Larry Byerly Invite,"Apr 14, 2023",-0.5,100 Meters,Northwest Conference Outdoor Performance List,Women
27,"Rodriguez, Yahaira",FR-1,Linfield,13.77,L&C Larry Byerly Invite,"Apr 14, 2023",-0.8,100 Meters,Northwest Conference Outdoor Performance List,Women
27,"Patton, Sydney",SO-2,Pacific (Ore.),13.77,L&C Spring Break Open,"Mar 17, 2023",-0.6,100 Meters,Northwest Conference Outdoor Performance List,Women
29,"Wongsomadi, Daniella",FR-1,Linfield,13.78,Linfield Jenn Boyman Memorial Invitational,"Apr 8, 2023",-2.4,100 Meters,Northwest Conference Outdoor Performance List,Women
30,"Vazquez, Itzel",SR-4,Pacific (Ore.),13.80,LCC Open Track and Field Meet,"Mar 11, 2023",-1.5,100 Meters,Northwest Conference Outdoor Performance List,Women
31,"Altuhovs, Dina",JR-3,Pacific (Ore.),13.87,L&C Larry Byerly Invite,"Apr 14, 2023",0.2,100 Meters,Northwest Conference Outdoor Performance List,Women
32,"Bradshaw, Victoria",SO-2,Puget Sound,13.89,2023 PLU Open,"Mar 10, 2023",0.3,100 Meters,Northwest Conference Outdoor Performance List,Women
33,"Youngs, Allie",SO-2,Pacific Lutheran,14.01,Doris Heritage Track Festival,"Mar 18, 2023",-0.2,100 Meters,Northwest Conference Outdoor Performance List,Women
33,"Chin, Elsie",FR-1,Lewis & Clark,14.01,L&C Friday Night Lights,"Mar 24, 2023",-0.5,100 Meters,Northwest Conference Outdoor Performance List,Women
35,"Brown, Kennedy",SO-2,Puget Sound,14.04,L&C Larry Byerly Invite,"Apr 14, 2023",-0.5,100 Meters,Northwest Conference Outdoor Performance List,Women
36,"Crawford, Emily",FR-1,George Fox,14.07,GFU Rich Allen Classic,"Mar 18, 2023",0.4,100 Meters,Northwest Conference Outdoor Performance List,Women
36,"Brandt, Sarah",SO-2,Pacific Lutheran,14.07,2023 PLU Open,"Mar 10, 2023",0.2,100 Meters,Northwest Conference Outdoor Performance List,Women
38,"Blackwell, Emma",FR-1,Pacific (Ore.),14.12,L&C Larry Byerly Invite,"Apr 14, 2023",0.2,100 Meters,Northwest Conference Outdoor Performance List,Women
38,"Requa, Madelyn",FR-1,Pacific Lutheran,14.12,Doris Heritage Track Festival,"Mar 18, 2023",-0.2,100 Meters,Northwest Conference Outdoor Performance List,Women
40,"Winslow-Gonzalez, Carmen",SR-4,Whitworth,14.14,2023 Whitworth Peace Meet,"Apr 7, 2023",0.4,100 Meters,Northwest Conference Outdoor Performance List,Women
41,"Waddell, Whitney",SO-2,George Fox,14.22,GFU Rich Allen Classic,"Mar 18, 2023",1.3,100 Meters,Northwest Conference Outdoor Performance List,Women
42,"Soriano, Kelly",SO-2,Pacific (Ore.),14.25,L&C Larry Byerly Invite,"Apr 14, 2023",0.2,100 Meters,Northwest Conference Outdoor Performance List,Women
43,"Brocious, Molly",FR-1,Pacific (Ore.),14.28,L&C Larry Byerly Invite,"Apr 14, 2023",0.2,100 Meters,Northwest Conference Outdoor Performance List,Women
44,"Morris, Kara",SO-2,Puget Sound,14.35,Peyton-Shotwell Invitational 2023,"Mar 24, 2023",1.1,100 Meters,Northwest Conference Outdoor Performance List,Women
45,"Davidson, Payton",SR-4,George Fox,14.44,Westmont Classic,"Mar 25, 2023",-3.4,100 Meters,Northwest Conference Outdoor Performance List,Women
46,"Larson, Shelby",SO-2,George Fox,14.52,Westmont Classic,"Mar 25, 2023",-0.2,100 Meters,Northwest Conference Outdoor Performance List,Women
47,"Lowery, Alexis",SR-4,Pacific (Ore.),14.55,Linfield Erik Anderson Memorial Icebreaker,"Mar 3, 2023",-7.1,100 Meters,Northwest Conference Outdoor Performance List,Women
47,"Ibrahim, Damaris",FR-1,Pacific Lutheran,14.55,Pacific Open 23,"Apr 1, 2023",1.2,100 Meters,Northwest Conference Outdoor Performance List,Women
49,"Pile, Nia",FR-1,Lewis & Clark,14.64,L&C Friday Night Lights,"Mar 24, 2023",-0.5,100 Meters,Northwest Conference Outdoor Performance List,Women
50,"Crawford, Siera",SO-2,Linfield,14.73,Linfield Erik Anderson Memorial Icebreaker,"Mar 3, 2023",-3.5,100 Meters,Northwest Conference Outdoor Performance List,Women
1,"Hines, Solo",SO-2,Whitworth,21.70,17th Sam Adams Classic,"Mar 18, 2023",-0.4,200 Meters,Northwest Conference Outdoor Performance List,Men
2,"Lahusky, Jordan",FR-1,Lewis & Clark,21.82,L&C Larry Byerly Invite,"Apr 14, 2023",-0.5,200 Meters,Northwest Conference Outdoor Performance List,Men
3,"Dahl, Lucas",FR-1,Pacific (Ore.),21.99,Pacific Open 23,"Apr 1, 2023",1.7,200 Meters,Northwest Conference Outdoor Performance List,Men
4,"Jackson, Dylan",SO-2,Linfield,22.27,Pacific Open 23,"Apr 1, 2023",1.7,200 Meters,Northwest Conference Outdoor Performance List,Men
5,"Meade, Kellen",SO-2,Pacific Lutheran,22.47,2023 PLU Open,"Mar 10, 2023",1.1,200 Meters,Northwest Conference Outdoor Performance List,Men
6,"Migani, Dieumerci",FR-1,George Fox,22.65,GFU Rich Allen Classic,"Mar 18, 2023",1.7,200 Meters,Northwest Conference Outdoor Performance List,Men
7,"Booker, Zion",SO-2,Pacific (Ore.),22.71,L&C Spring Break Open,"Mar 17, 2023",0.2,200 Meters,Northwest Conference Outdoor Performance List,Men
8,"Howmiller, Jacob",FR-1,Puget Sound,22.78,L&C Larry Byerly Invite,"Apr 14, 2023",-0.8,200 Meters,Northwest Conference Outdoor Performance List,Men
8,"Fisette, Evan",FR-1,Linfield,22.78,Pacific Open 23,"Apr 1, 2023",0.2,200 Meters,Northwest Conference Outdoor Performance List,Men
10,"Morris, Chandler",SR-4,Linfield,22.79,Pacific Open 23,"Apr 1, 2023",0.8,200 Meters,Northwest Conference Outdoor Performance List,Men
11,"Morris, Byron",SR-4,George Fox,22.92,Linfield Jenn Boyman Memorial Invitational,"Apr 8, 2023",-1.7,200 Meters,Northwest Conference Outdoor Performance List,Men
12,"Moreland, Romel",SO-2,Pacific (Ore.),22.93,L&C Spring Break Open,"Mar 17, 2023",0.2,200 Meters,Northwest Conference Outdoor Performance List,Men
13,"Sanchez, Keola",JR-3,Pacific Lutheran,22.94,Ed Boitano Invitational 2023,"Mar 3, 2023",-1.3,200 Meters,Northwest Conference Outdoor Performance List,Men
14,"Mascavage, Matt",SO-2,Whitman,22.97,2023 PLU Open,"Mar 10, 2023",0.9,200 Meters,Northwest Conference Outdoor Performance List,Men
15,"Nelson, Noah",FR-1,Lewis & Clark,23.00,L&C Spring Break Open,"Mar 17, 2023",0.2,200 Meters,Northwest Conference Outdoor Performance List,Men
15,"Makanui, Kamaehuokalani",FR-1,Pacific Lutheran,23.00,2023 PLU Open,"Mar 10, 2023",1.6,200 Meters,Northwest Conference Outdoor Performance List,Men
17,"Ojukwu, John",SR-4,George Fox,23.09,GFU Rich Allen Classic,"Mar 18, 2023",0.9,200 Meters,Northwest Conference Outdoor Performance List,Men
18,"Doughty, Andrew",FR-1,Whitworth,23.12,17th Sam Adams Classic,"Mar 18, 2023",-0.4,200 Meters,Northwest Conference Outdoor Performance List,Men
18,"Rolfs, Cooper",SO-2,Pacific (Ore.),23.12,L&C Spring Break Open,"Mar 17, 2023",0.2,200 Meters,Northwest Conference Outdoor Performance List,Men
20,"Murphy, Brogan",FR-1,Puget Sound,23.16,L&C Larry Byerly Invite,"Apr 14, 2023",-1.2,200 Meters,Northwest Conference Outdoor Performance List,Men
21,"Pratt, Dylan",FR-1,Whitworth,23.17,17th Sam Adams Classic,"Mar 18, 2023",-0.3,200 Meters,Northwest Conference Outdoor Performance List,Men
22,"Carey, Carson",SR-4,Puget Sound,23.19,Pacific Open 23,"Apr 1, 2023",2.5,200 Meters,Northwest Conference Outdoor Performance List,Men
22,"Bantolina, Brody",FR-1,Pacific (Ore.),23.19,L&C Spring Break Open,"Mar 17, 2023",0.2,200 Meters,Northwest Conference Outdoor Performance List,Men
24,"Lemma, Grady",SO-2,Pacific Lutheran,23.21,Pacific Open 23,"Apr 1, 2023",3.0,200 Meters,Northwest Conference Outdoor Performance List,Men
25,"Penaloza, Lucio",FR-1,Pacific Lutheran,23.26,Doris Heritage Track Festival,"Mar 18, 2023",-0.3,200 Meters,Northwest Conference Outdoor Performance List,Men
25,"Swinton, Steele",FR-1,Pacific Lutheran,23.26,Doris Heritage Track Festival,"Mar 18, 2023",-1.1,200 Meters,Northwest Conference Outdoor Performance List,Men
27,"Heinze, Alexander",FR-1,Pacific (Ore.),23.29,L&C Larry Byerly Invite,"Apr 14, 2023",-0.3,200 Meters,Northwest Conference Outdoor Performance List,Men
28,"Wright, Logan",JR-3,Whitworth,23.36,2023 Whitworth Twilight and Alumni Meet,"Apr 13, 2023",0.8,200 Meters,Northwest Conference Outdoor Performance List,Men
29,"Kidder, Simon",SO-2,Willamette,23.38,Pacific Open 23,"Apr 1, 2023",1.5,200 Meters,Northwest Conference Outdoor Performance List,Men
30,"Wisenbaker, Garet",SR-4,George Fox,23.39,Linfield Jenn Boyman Memorial Invitational,"Apr 8, 2023",-2.0,200 Meters,Northwest Conference Outdoor Performance List,Men
31,"Mcinerny, Patrick",FR-1,Pacific Lutheran,23.46,L&C Larry Byerly Invite,"Apr 14, 2023",-0.3,200 Meters,Northwest Conference Outdoor Performance List,Men
32,"Guest, Devon",JR-3,Lewis & Clark,23.47,L&C Friday Night Lights,"Mar 24, 2023",0.1,200 Meters,Northwest Conference Outdoor Performance List,Men
33,"Anderson, Oliver",JR-3,Willamette,23.50,2023 Willamette / Corban Dual,"Mar 22, 2023",-0.5,200 Meters,Northwest Conference Outdoor Performance List,Men
34,"Smith, Caleb",FR-1,George Fox,23.51,L&C Larry Byerly Invite,"Apr 14, 2023",-0.3,200 Meters,Northwest Conference Outdoor Performance List,Men
35,"Shields, Kamron",FR-1,Pacific (Ore.),23.52,L&C Larry Byerly Invite,"Apr 14, 2023",-0.3,200 Meters,Northwest Conference Outdoor Performance List,Men
36,"Baker, Davis",FR-1,George Fox,23.53,Linfield Erik Anderson Memorial Icebreaker,"Mar 3, 2023",-3.6,200 Meters,Northwest Conference Outdoor Performance List,Men
37,"Chaffin, Josiah",FR-1,Pacific (Ore.),23.55,L&C Spring Break Open,"Mar 17, 2023",-0.9,200 Meters,Northwest Conference Outdoor Performance List,Men
38,"Voldman, Dane",FR-1,Whitworth,23.57,2023 Whitworth Twilight and Alumni Meet,"Apr 13, 2023",0.8,200 Meters,Northwest Conference Outdoor Performance List,Men
39,"Stauch, Mercer",FR-1,Puget Sound,23.58,L&C Larry Byerly Invite,"Apr 14, 2023",0.4,200 Meters,Northwest Conference Outdoor Performance List,Men
40,"Sheckles, Chris",FR-1,Puget Sound,23.59,Peyton-Shotwell Invitational 2023,"Mar 24, 2023",0.7,200 Meters,Northwest Conference Outdoor Performance List,Men
41,"Sheppard, Billy",FR-1,Linfield,23.62,L&C Larry Byerly Invite,"Apr 14, 2023",-0.3,200 Meters,Northwest Conference Outdoor Performance List,Men
42,"Alapai, Jai",JR-3,Pacific Lutheran,23.65,2023 PLU Open,"Mar 10, 2023",+0.0,200 Meters,Northwest Conference Outdoor Performance List,Men
43,"Fritz, Jonathan",FR-1,Lewis & Clark,23.71,L&C Friday Night Lights,"Mar 24, 2023",0.1,200 Meters,Northwest Conference Outdoor Performance List,Men
44,"Miller, Ryan",FR-1,Pacific (Ore.),23.78,L&C Larry Byerly Invite,"Apr 14, 2023",0.4,200 Meters,Northwest Conference Outdoor Performance List,Men
45,"Krutzikowsky, Ronan",SR-4,Linfield,23.83,LCC Open Track and Field Meet,"Mar 11, 2023",+0.0,200 Meters,Northwest Conference Outdoor Performance List,Men
46,"McMillan, Tom",SO-2,George Fox,23.88,Linfield Jenn Boyman Memorial Invitational,"Apr 8, 2023",-2.3,200 Meters,Northwest Conference Outdoor Performance List,Men
47,"Johnson, Gabe",SO-2,George Fox,23.89,Westmont Classic,"Mar 25, 2023",-0.8,200 Meters,Northwest Conference Outdoor Performance List,Men
48,"Graham, Dylan",FR-1,Puget Sound,23.90,L&C Larry Byerly Invite,"Apr 14, 2023",0.4,200 Meters,Northwest Conference Outdoor Performance List,Men
49,"Lai, Alvin",JR-3,George Fox,23.98,GFU Rich Allen Classic,"Mar 18, 2023",1.7,200 Meters,Northwest Conference Outdoor Performance List,Men
50,"Goecks, Kyle",SO-2,George Fox,24.04,GFU Rich Allen Classic,"Mar 18, 2023",1.7,200 Meters,Northwest Conference Outdoor Performance List,Men
1,"Feinglas, McKenzie",JR-3,Linfield,25.11,L&C Larry Byerly Invite,"Apr 14, 2023",0.9,200 Meters,Northwest Conference Outdoor Performance List,Women
2,"Ball, Alison",JR-3,Whitworth,25.16,2023 Whitworth Peace Meet,"Apr 7, 2023",0.9,200 Meters,Northwest Conference Outdoor Performance List,Women
3,"Lewis, Jackilyn",JR-3,Puget Sound,25.49,L&C Larry Byerly Invite,"Apr 14, 2023",0.9,200 Meters,Northwest Conference Outdoor Performance List,Women
4,"O'Hara, Macy",JR-3,Lewis & Clark,25.96,L&C Larry Byerly Invite,"Apr 14, 2023",0.9,200 Meters,Northwest Conference Outdoor Performance List,Women
5,"Riggs, Sami",JR-3,Willamette,25.97,John Knight Invitational,"Apr 7, 2023",-1.5,200 Meters,Northwest Conference Outdoor Performance List,Women
5,"Wilson, Kyrstin",FR-1,Puget Sound,25.97,L&C Larry Byerly Invite,"Apr 14, 2023",0.9,200 Meters,Northwest Conference Outdoor Performance List,Women
7,"Hewson, Amelia",SR-4,Whitworth,26.14,2023 Whitworth Peace Meet,"Apr 7, 2023",0.9,200 Meters,Northwest Conference Outdoor Performance List,Women
8,"Gatica Gomez, Angelica",SO-2,Pacific (Ore.),26.18,LCC Open Track and Field Meet,"Mar 11, 2023",-0.8,200 Meters,Northwest Conference Outdoor Performance List,Women
9,"Lungo, Jordyn",JR-3,Whitworth,26.20,Pacific Open 23,"Apr 1, 2023",1.9,200 Meters,Northwest Conference Outdoor Performance List,Women
10,"Silis, Rachelle",FR-1,Linfield,26.38,L&C Larry Byerly Invite,"Apr 14, 2023",1.3,200 Meters,Northwest Conference Outdoor Performance List,Women
11,"Hammond, Allyson",FR-1,Pacific (Ore.),26.39,L&C Spring Break Open,"Mar 17, 2023",-0.3,200 Meters,Northwest Conference Outdoor Performance List,Women
12,"VandenHoek, Brecken",JR-3,George Fox,26.54,Klein / Nwaba Combined Events,"Mar 23, 2023",2.1,200 Meters,Northwest Conference Outdoor Performance List,Women
13,"Jensen, Elisabeth",JR-3,George Fox,26.73,Klein / Nwaba Combined Events,"Mar 23, 2023",1.6,200 Meters,Northwest Conference Outdoor Performance List,Women
14,"Lee, Kenzie",FR-1,Willamette,26.78,Pacific Open 23,"Apr 1, 2023",2.2,200 Meters,Northwest Conference Outdoor Performance List,Women
15,"Huntsman, Jenna",FR-1,George Fox,26.95,Klein / Nwaba Combined Events,"Mar 23, 2023",1.6,200 Meters,Northwest Conference Outdoor Performance List,Women
16,"Coleman, Mashani",FR-1,Willamette,27.00,John Knight Invitational,"Apr 7, 2023",-1.3,200 Meters,Northwest Conference Outdoor Performance List,Women
