Rank,Athlete(s),Year,Team,Time/Distance/Points,Meet,Meet Date,Wind,Event,Conference,Gender
7,"Adams, Maigan",SO-2,Redlands,12.49,2023 Pomona-Pitzer T&F Invite,"Apr 8, 2023",2.1,100 Meters,SCIAC Outdoor Performance List,Women
8,"Stiner, Khyra",SO-2,Chapman,12.51,Pacific Coast Invitational 2023,"Apr 13, 2023",3.4,100 Meters,SCIAC Outdoor Performance List,Women
9,"Johnson, Talia",SR-4,Whittier,12.52,PLNU Invitational,"Mar 25, 2023",3.4,100 Meters,SCIAC Outdoor Performance List,Women
10,"Reed, Mackenzie",SR-4,Whittier,12.56,PLNU Invitational,"Mar 25, 2023",2.3,100 Meters,SCIAC Outdoor Performance List,Women
11,"Bell, Dawson",FR-1,La Verne,12.65,SCIAC Multi Dual #3 CMS/CIT/ULV/WCU,"Apr 15, 2023",-1.8,100 Meters,SCIAC Outdoor Performance List,Women
12,"Zurasky, Zoe",SO-2,Chapman,12.66,Pacific Coast Invitational 2023,"Apr 13, 2023",1.2,100 Meters,SCIAC Outdoor Performance List,Women
13,"Kremer, Allison",SO-2,Chapman,12.68,"SCIAC Multi Dual 3 - UR, CLU, OXY, PP,CU","Apr 15, 2023",-1.7,100 Meters,SCIAC Outdoor Performance List,Women
14,"Holliday, Jasmyne",SR-4,Cal Lutheran,12.69,2023 Pomona-Pitzer T&F Invite,"Apr 8, 2023",0.6,100 Meters,SCIAC Outdoor Performance List,Women
15,"Ariyo, Tene",FR-1,Pomona-Pitzer,12.75,"SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023",0.3,100 Meters,SCIAC Outdoor Performance List,Women
16,"Hawley, Elizabeth",FR-1,Occidental,12.76,2023 Pomona-Pitzer T&F Invite,"Apr 8, 2023",2.1,100 Meters,SCIAC Outdoor Performance List,Women
17,"Behrens, Sydney",FR-1,Claremont-Mudd-Scripps,12.84,SCIAC Multi Dual #3 CMS/CIT/ULV/WCU,"Apr 15, 2023",-1.8,100 Meters,SCIAC Outdoor Performance List,Women
17,"Rebollar, Isabella",FR-1,Chapman,12.84,Team 4 Titus and Ely Invitational,"Mar 25, 2023",2.5,100 Meters,SCIAC Outdoor Performance List,Women
19,"Kirkpatrick, Katriona",SO-2,Pomona-Pitzer,12.87,"SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023",1.8,100 Meters,SCIAC Outdoor Performance List,Women
20,"Brown, Kalea",FR-1,Chapman,12.88,Whittier Twilight,"Apr 7, 2023",1.2,100 Meters,SCIAC Outdoor Performance List,Women
21,"Semmere, Sabrina",FR-1,Redlands,12.89,2023 Pomona-Pitzer T&F Invite,"Apr 8, 2023",2.1,100 Meters,SCIAC Outdoor Performance List,Women
22,"Raphael, Ariana",SO-2,Chapman,12.97,"SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023",1.8,100 Meters,SCIAC Outdoor Performance List,Women
22,"Brown, Tamia",JR-3,La Verne,12.97,"SCIAC Multi-Dual #2 (UR, WC, ULV, CLU)","Apr 1, 2023",1.1,100 Meters,SCIAC Outdoor Performance List,Women
24,"McColl, Malia",FR-1,Claremont-Mudd-Scripps,13.00,SCIAC Multi Dual #3 CMS/CIT/ULV/WCU,"Apr 15, 2023",-0.4,100 Meters,SCIAC Outdoor Performance List,Women
25,"Watkins, Emmamarie",SO-2,Occidental,13.08,"SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023",1.8,100 Meters,SCIAC Outdoor Performance List,Women
1,"Campbell, Christian",JR-3,Claremont-Mudd-Scripps,20.92,"SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023",2.0,200 Meters,SCIAC Outdoor Performance List,Men
2,"Megas, Cristian",SR-4,Redlands,21.31,"SCIAC Multi-Dual #2 (UR, WC, ULV, CLU)","Apr 1, 2023",2.0,200 Meters,SCIAC Outdoor Performance List,Men
3,"Thomas, Tyler",FR-1,La Verne,21.49,2023 Bryan Clay Invitational,"Apr 13, 2023",3.0,200 Meters,SCIAC Outdoor Performance List,Men
4,"Teresi , Nicholas",SO-2,Claremont-Mudd-Scripps,21.64,SCIAC Multi Dual #3 CMS/CIT/ULV/WCU,"Apr 15, 2023",1.9,200 Meters,SCIAC Outdoor Performance List,Men
5,"Williams, Quincey",JR-3,Claremont-Mudd-Scripps,21.70,SCIAC Multi Dual #3 CMS/CIT/ULV/WCU,"Apr 15, 2023",1.9,200 Meters,SCIAC Outdoor Performance List,Men
6,"Fara, Mason",FR-1,Chapman,21.75,2023 SCIAC 5-Way (PP-OXY-CHAP-ULV-WH),"Mar 4, 2023",1.1,200 Meters,SCIAC Outdoor Performance List,Men
7,"Cockburn, Jamie",SR-4,Claremont-Mudd-Scripps,21.85,SCIAC Multi Dual #3 CMS/CIT/ULV/WCU,"Apr 15, 2023",1.9,200 Meters,SCIAC Outdoor Performance List,Men
8,"Taylor, Chris",SO-2,Pomona-Pitzer,21.88,"SCIAC Multi Dual 3 - UR, CLU, OXY, PP,CU","Apr 15, 2023",-0.3,200 Meters,SCIAC Outdoor Performance List,Men
9,"Malerstein, Cooper",SR-4,Redlands,21.92,"SCIAC Multi-Dual #2 (UR, WC, ULV, CLU)","Apr 1, 2023",2.0,200 Meters,SCIAC Outdoor Performance List,Men
10,"Carter, Dante",JR-3,La Verne,22.01,"SCIAC Multi-Dual #2 (UR, WC, ULV, CLU)","Apr 1, 2023",1.5,200 Meters,SCIAC Outdoor Performance List,Men
11,"Gomez, Mateo",SO-2,Whittier,22.07,SCIAC Multi Dual #3 CMS/CIT/ULV/WCU,"Apr 15, 2023",1.9,200 Meters,SCIAC Outdoor Performance List,Men
12,"Raymond-Hill, Markelle",SO-2,Redlands,22.10,"SCIAC Multi-Dual #2 (UR, WC, ULV, CLU)","Apr 1, 2023",1.5,200 Meters,SCIAC Outdoor Performance List,Men
13,"Burton, Nick",FR-1,Chapman,22.26,"SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023",2.0,200 Meters,SCIAC Outdoor Performance List,Men
14,"Estrada, Ivan",SO-2,La Verne,22.32,"SCIAC Multi-Dual #2 (UR, WC, ULV, CLU)","Apr 1, 2023",2.0,200 Meters,SCIAC Outdoor Performance List,Men
15,"Cole, Ayodele",SR-4,Pomona-Pitzer,22.33,2023 Pomona-Pitzer T&F Invite,"Apr 8, 2023",0.5,200 Meters,SCIAC Outdoor Performance List,Men
16,"Goodman, Baruch",SO-2,Occidental,22.37,"SCIAC Multi Dual 3 - UR, CLU, OXY, PP,CU","Apr 15, 2023",0.9,200 Meters,SCIAC Outdoor Performance List,Men
17,"Jones, Jamir",SR-4,Redlands,22.39,"SCIAC Multi-Dual #2 (UR, WC, ULV, CLU)","Apr 1, 2023",1.5,200 Meters,SCIAC Outdoor Performance List,Men
18,"Rizzo, Ryan",FR-1,Whittier,22.45,"SCIAC Multi-Dual #2 (UR, WC, ULV, CLU)","Apr 1, 2023",2.0,200 Meters,SCIAC Outdoor Performance List,Men
19,"Hallesy, Jake",JR-3,Pomona-Pitzer,22.46,2023 SCIAC 5-Way (PP-OXY-CHAP-ULV-WH),"Mar 4, 2023",1.1,200 Meters,SCIAC Outdoor Performance List,Men
20,"Figueroa, Jayden",JR-3,La Verne,22.51,SCIAC Multi Dual #3 CMS/CIT/ULV/WCU,"Apr 15, 2023",2.3,200 Meters,SCIAC Outdoor Performance List,Men
21,"Meunier, Gabriel",FR-1,Redlands,22.52,"SCIAC Multi-Dual #2 (UR, WC, ULV, CLU)","Apr 1, 2023",1.5,200 Meters,SCIAC Outdoor Performance List,Men
22,"Collier, Joshua",SO-2,La Verne,22.56,"SCIAC Multi-Dual #2 (UR, WC, ULV, CLU)","Apr 1, 2023",2.0,200 Meters,SCIAC Outdoor Performance List,Men
23,"Brown, Harrison",FR-1,Pomona-Pitzer,22.58,"SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023",2.0,200 Meters,SCIAC Outdoor Performance List,Men
24,"Lopez, Gustavo",SO-2,Whittier,22.60,SCIAC Multi Dual #3 CMS/CIT/ULV/WCU,"Apr 15, 2023",2.3,200 Meters,SCIAC Outdoor Performance List,Men
25,"Roberts, Keoni",SO-2,Whittier,22.70,SCIAC Multi Dual #3 CMS/CIT/ULV/WCU,"Apr 15, 2023",2.3,200 Meters,SCIAC Outdoor Performance List,Men
1,"Crawford, Jasmyn",SR-4,Whittier,24.48,Pacific Coast Invitational 2023,"Apr 13, 2023",3.4,200 Meters,SCIAC Outdoor Performance List,Women
2,"Leach, Rhe Nae",SO-2,Whittier,24.93,"SCIAC Multi-Dual #2 (UR, WC, ULV, CLU)","Apr 1, 2023",2.2,200 Meters,SCIAC Outdoor Performance List,Women
3,"Harness, Sydney",JR-3,Redlands,24.99,"SCIAC Multi-Dual #2 (UR, WC, ULV, CLU)","Apr 1, 2023",2.2,200 Meters,SCIAC Outdoor Performance List,Women
4,"Reed, Mackenzie",SR-4,Whittier,25.22,Pacific Coast Invitational 2023,"Apr 13, 2023",2.4,200 Meters,SCIAC Outdoor Performance List,Women
5,"Kremer, Allison",SO-2,Chapman,25.30,Whittier Twilight,"Apr 7, 2023",1.9,200 Meters,SCIAC Outdoor Performance List,Women
6,"Lizarde, Makenna",FR-1,Chapman,25.64,"SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023",1.9,200 Meters,SCIAC Outdoor Performance List,Women
7,"Ackerman, Alexandra",SR-4,Redlands,25.68,"SCIAC Multi Dual 3 - UR, CLU, OXY, PP,CU","Apr 15, 2023",1.8,200 Meters,SCIAC Outdoor Performance List,Women
8,"Smith, Kaylee",SO-2,Chapman,25.74,"SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023",1.9,200 Meters,SCIAC Outdoor Performance List,Women
9,"Kirkpatrick, Katriona",SO-2,Pomona-Pitzer,25.87,"SCIAC Multi Dual 3 - UR, CLU, OXY, PP,CU","Apr 15, 2023",1.8,200 Meters,SCIAC Outdoor Performance List,Women
10,"Semmere, Sabrina",FR-1,Redlands,26.18,"SCIAC Multi-Dual #2 (UR, WC, ULV, CLU)","Apr 1, 2023",2.2,200 Meters,SCIAC Outdoor Performance List,Women
11,"Behrens, Sydney",FR-1,Claremont-Mudd-Scripps,26.25,SCIAC Multi Dual #3 CMS/CIT/ULV/WCU,"Apr 15, 2023",2.1,200 Meters,SCIAC Outdoor Performance List,Women
12,"Stiner, Khyra",SO-2,Chapman,26.32,"SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023",1.3,200 Meters,SCIAC Outdoor Performance List,Women
12,"Zurasky, Zoe",SO-2,Chapman,26.32,"SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023",1.9,200 Meters,SCIAC Outdoor Performance List,Women
14,"Hawley, Elizabeth",FR-1,Occidental,26.34,2023 Pomona-Pitzer T&F Invite,"Apr 8, 2023",0.5,200 Meters,SCIAC Outdoor Performance List,Women
15,"Bachmeier, Eleanor",JR-3,Redlands,26.46,Jim Click Shootout 2023 Multi,"Apr 6, 2023",0.7,200 Meters,SCIAC Outdoor Performance List,Women
16,"Bell, Dawson",FR-1,La Verne,26.51,"SCIAC Multi-Dual #2 (UR, WC, ULV, CLU)","Apr 1, 2023",1.0,200 Meters,SCIAC Outdoor Performance List,Women
17,"Reichle, Olivia",SO-2,Pomona-Pitzer,26.53,"SCIAC Multi Dual 3 - UR, CLU, OXY, PP,CU","Apr 15, 2023",-0.3,200 Meters,SCIAC Outdoor Performance List,Women
18,"Raphael, Ariana",SO-2,Chapman,26.71,"SCIAC Multi Dual 3 - UR, CLU, OXY, PP,CU","Apr 15, 2023",-0.3,200 Meters,SCIAC Outdoor Performance List,Women
19,"Gray, Lindsey",FR-1,Chapman,26.90,"SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023",1.3,200 Meters,SCIAC Outdoor Performance List,Women
20,"McColl, Malia",FR-1,Claremont-Mudd-Scripps,26.93,"SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023",1.9,200 Meters,SCIAC Outdoor Performance List,Women
21,"Shilon, Adva",SO-2,Chapman,27.06,Team 4 Titus and Ely Invitational,"Mar 25, 2023",1.1,200 Meters,SCIAC Outdoor Performance List,Women
22,"Johnson, Talia",SR-4,Whittier,27.13,Redlands Invitational (Collegiate),"Mar 17, 2023",-0.4,200 Meters,SCIAC Outdoor Performance List,Women
23,"Ariyo, Tene",FR-1,Pomona-Pitzer,27.16,PLNU Invitational,"Mar 25, 2023",-0.1,200 Meters,SCIAC Outdoor Performance List,Women
24,"Viera, Taylor",JR-3,Whittier,27.17,"SCIAC Multi-Dual #2 (UR, WC, ULV, CLU)","Apr 1, 2023",2.2,200 Meters,SCIAC Outdoor Performance List,Women
25,"Rebollar, Isabella",FR-1,Chapman,27.19,"SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023",1.3,200 Meters,SCIAC Outdoor Performance List,Women
1,"Teresi , Nicholas",SO-2,Claremont-Mudd-Scripps,48.62,SCIAC Multi Dual #3 CMS/CIT/ULV/WCU,"Apr 15, 2023",NaN,400 Meters,SCIAC Outdoor Performance List,Men
2,"Jones, Jamir",SR-4,Redlands,48.92,"SCIAC Multi Dual 3 - UR, CLU, OXY, PP,CU","Apr 15, 2023",NaN,400 Meters,SCIAC Outdoor Performance List,Men
3,"Fara, Mason",FR-1,Chapman,49.02,"SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023",NaN,400 Meters,SCIAC Outdoor Performance List,Men
4,"DelVecchio, Ellis",FR-1,Claremont-Mudd-Scripps,49.05,SCIAC Multi Dual #3 CMS/CIT/ULV/WCU,"Apr 15, 2023",NaN,400 Meters,SCIAC Outdoor Performance List,Men
5,"Goodman, Baruch",SO-2,Occidental,49.71,"SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023",NaN,400 Meters,SCIAC Outdoor Performance List,Men
6,"Butler, Sam",FR-1,Pomona-Pitzer,49.75,PLNU Invitational,"Mar 25, 2023",NaN,400 Meters,SCIAC Outdoor Performance List,Men
7,"Cockburn, Jamie",SR-4,Claremont-Mudd-Scripps,49.84,63rd Annual Mt. SAC Relays,"Apr 12, 2023",NaN,400 Meters,SCIAC Outdoor Performance List,Men
8,"Hallesy, Jake",JR-3,Pomona-Pitzer,50.12,2023 Pomona-Pitzer T&F Invite,"Apr 8, 2023",NaN,400 Meters,SCIAC Outdoor Performance List,Men
9,"Leon, Nick",SO-2,Occidental,50.17,"SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023",NaN,400 Meters,SCIAC Outdoor Performance List,Men
10,"Roering, Oscar",SO-2,Pomona-Pitzer,50.22,"SCIAC Multi Dual 3 - UR, CLU, OXY, PP,CU","Apr 15, 2023",NaN,400 Meters,SCIAC Outdoor Performance List,Men
11,"Thomas, Tyler",FR-1,La Verne,50.25,PLNU Invitational,"Mar 25, 2023",NaN,400 Meters,SCIAC Outdoor Performance List,Men
12,"Figueroa, Jayden",JR-3,La Verne,50.30,PLNU Invitational,"Mar 25, 2023",NaN,400 Meters,SCIAC Outdoor Performance List,Men
13,"Shen, Ewan",SO-2,Chapman,50.71,Redlands Invitational (Collegiate),"Mar 17, 2023",NaN,400 Meters,SCIAC Outdoor Performance List,Men
14,"Estrada, Ivan",SO-2,La Verne,50.91,"SCIAC Multi-Dual #2 (UR, WC, ULV, CLU)","Apr 1, 2023",NaN,400 Meters,SCIAC Outdoor Performance List,Men
15,"Saha, Josh",SO-2,Caltech,51.05,"SCIAC Multi Dual 1 CIT, CLU, CMS, UR","Mar 4, 2023",NaN,400 Meters,SCIAC Outdoor Performance List,Men
16,"Handall, Mateo",FR-1,Cal Lutheran,51.13,Westmont Classic,"Mar 25, 2023",NaN,400 Meters,SCIAC Outdoor Performance List,Men
17,"Thompson, Sam",SO-2,Chapman,51.21,2023 SCIAC 5-Way (PP-OXY-CHAP-ULV-WH),"Mar 4, 2023",NaN,400 Meters,SCIAC Outdoor Performance List,Men
18,"Meyer, Christian",FR-1,Cal Lutheran,51.39,"SCIAC Multi Dual 3 - UR, CLU, OXY, PP,CU","Apr 15, 2023",NaN,400 Meters,SCIAC Outdoor Performance List,Men
19,"Martin, Nick",SO-2,Occidental,51.47,"SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023",NaN,400 Meters,SCIAC Outdoor Performance List,Men
20,"Davis, Kenneth",SO-2,La Verne,51.53,"SCIAC Multi-Dual #2 (UR, WC, ULV, CLU)","Apr 1, 2023",NaN,400 Meters,SCIAC Outdoor Performance List,Men
21,"Urbina, Aidan",FR-1,Pomona-Pitzer,51.58,2023 SCIAC 5-Way (PP-OXY-CHAP-ULV-WH),"Mar 4, 2023",NaN,400 Meters,SCIAC Outdoor Performance List,Men
22,"Serghine, Elyes",FR-1,Caltech,51.79,SCIAC Multi Dual #3 CMS/CIT/ULV/WCU,"Apr 15, 2023",NaN,400 Meters,SCIAC Outdoor Performance List,Men
23,"Greer, Hunter",SO-2,Redlands,51.80,"SCIAC Multi Dual 3 - UR, CLU, OXY, PP,CU","Apr 15, 2023",NaN,400 Meters,SCIAC Outdoor Performance List,Men
24,"Jiang, Roy",SO-2,Caltech,51.81,2023 Pomona-Pitzer T&F Invite,"Apr 8, 2023",NaN,400 Meters,SCIAC Outdoor Performance List,Men
25,"Walton, Jordan",SO-2,Chapman,51.83,2023 SCIAC 5-Way (PP-OXY-CHAP-ULV-WH),"Mar 4, 2023",NaN,400 Meters,SCIAC Outdoor Performance List,Men
1,"Kremer, Allison",SO-2,Chapman,57.25,Pacific Coast Invitational 2023,"Apr 13, 2023",NaN,400 Meters,SCIAC Outdoor Performance List,Women
2,"Smith, Kaylee",SO-2,Chapman,58.41,"SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023",NaN,400 Meters,SCIAC Outdoor Performance List,Women
3,"Hawley, Elizabeth",FR-1,Occidental,58.77,"SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023",NaN,400 Meters,SCIAC Outdoor Performance List,Women
4,"Reed, Mackenzie",SR-4,Whittier,59.28,Pacific Coast Invitational 2023,"Apr 13, 2023",NaN,400 Meters,SCIAC Outdoor Performance List,Women
5,"Velichala, Shriya",FR-1,Claremont-Mudd-Scripps,1:00.16,"SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023",NaN,400 Meters,SCIAC Outdoor Performance List,Women
6,"Viera, Taylor",JR-3,Whittier,1:00.57,SCIAC Multi Dual #3 CMS/CIT/ULV/WCU,"Apr 15, 2023",NaN,400 Meters,SCIAC Outdoor Performance List,Women
7,"Higgins, Jada",JR-3,Claremont-Mudd-Scripps,1:00.64,"SCIAC Multi Dual 2 CIT, CMS, Oxy, PP, CU","Apr 1, 2023",NaN,400 Meters,SCIAC Outdoor Performance List,Women
8,"Harness, Sydney",JR-3,Redlands,1:01.52,2023 Pomona-Pitzer T&F Invite,"Apr 8, 2023",NaN,400 Meters,SCIAC Outdoor Performance List,Women
9,"Reichle, Olivia",SO-2,Pomona-Pitzer,1:01.76,2023 Pomona-Pitzer T&F Invite,"Apr 8, 2023",NaN,400 Meters,SCIAC Outdoor Performance List,Women
10,"Kitnitchiva, Chayanit",SO-2,Chapman,1:01.89,"SCIAC Multi Dual 3 - UR, CLU, OXY, PP,CU","Apr 15, 2023",NaN,400 Meters,SCIAC Outdoor Performance List,Women
11,"Li, Reia",JR-3,Pomona-Pitzer,1:02.13,"SCIAC Multi Dual 3 - UR, CLU, OXY, PP,CU","Apr 15, 2023",NaN,400 Meters,SCIAC Outdoor Performance List,Women
12,"Candelieri, Francesca",FR-1,Occidental,1:02.55,2023 Pomona-Pitzer T&F Invite,"Apr 8, 2023",NaN,400 Meters,SCIAC Outdoor Performance List,Women
13,"Akasaki, Tia",SO-2,Occidental,1:02.99,"SCIAC Multi Dual 3 - UR, CLU, OXY, PP,CU","Apr 15, 2023",NaN,400 Meters,SCIAC Outdoor Performance List,Women
14,"Phillips, Kheli",SO-2,Pomona-Pitzer,1:03.06,"SCIAC Multi Dual 3 - UR, CLU, OXY, PP,CU","Apr 15, 2023",NaN,400 Meters,SCIAC Outdoor Performance List,Women
15,"Voce, Mia",SO-2,Claremont-Mudd-Scripps,1:03.14,Redlands Invitational (Collegiate),"Mar 17, 2023",NaN,400 Meters,SCIAC Outdoor Performance List,Women
16,"Randall, Lily",SO-2,Caltech,1:03.20,"SCIAC Multi Dual 1 CIT, CLU, CMS, UR","Mar 4, 2023",NaN,400 Meters,SCIAC Outdoor Performance List,Women
17,"Ruiz, Alyssa",FR-1,Claremont-Mudd-Scripps,1:03.38,Redlands Invitational (Collegiate),"Mar 17, 2023",NaN,400 Meters,SCIAC Outdoor Performance List,Women
18,"Huff, Lexi",SR-4,Whittier,1:03.43,Whittier Twilight,"Apr 7, 2023",NaN,400 Meters,SCIAC Outdoor Performance List,Women
19,"Poremba, Alexa",FR-1,Occidental,1:04.48,"SCIAC Multi Dual 3 - UR, CLU, OXY, PP,CU","Apr 15, 2023",NaN,400 Meters,SCIAC Outdoor Performance List,Women
20,"Latcham-Reiter, Emma",FR-1,Chapman,1:04.49,Team 4 Titus and Ely Invitational,"Mar 25, 2023",NaN,400 Meters,SCIAC Outdoor Performance List,Women
21,"Matteson, Cece",JR-3,Redlands,1:04.89,"SCIAC Multi Dual 1 CIT, CLU, CMS, UR","Mar 4, 2023",NaN,400 Meters,SCIAC Outdoor Performance List,Women
22,"Sakoda, Izzy",JR-3,Claremont-Mudd-Scripps,1:05.02,SCIAC Multi Dual #3 CMS/CIT/ULV/WCU,"Apr 15, 2023",NaN,400 Meters,SCIAC Outdoor Performance List,Women
