Rank,Athlete(s),Year,Team,Time/Distance/Points,Meet,Meet Date,Wind,Event,Conference,Gender
17,"Binagi, Elvin",SO-2,Washington U.,11.24,Wash U Invite,"Mar 31, 2023",4.3,100 Meters,UAA Outdoor Performance List,Men
17,"Rich, Thomas",JR-3,Carnegie Mellon,11.24,2023 Susquehanna Easter Invite,"Apr 8, 2023",2.2,100 Meters,UAA Outdoor Performance List,Men
19,"Halkias, Alexander",SR-4,Carnegie Mellon,11.25,Carnegie Mellon Track & Field Invitational,"Mar 24, 2023",-0.6,100 Meters,UAA Outdoor Performance List,Men
20,"Bates, Josh",FR-1,Case Western,11.29,Bob Kahn Invitational,"Mar 31, 2023",0.4,100 Meters,UAA Outdoor Performance List,Men
21,"Krigman, Danny",FR-1,Brandeis,11.31,2023 UMass-Lowell Invitational,"Mar 24, 2023",0.6,100 Meters,UAA Outdoor Performance List,Men
22,"Kovin, Jackson",FR-1,Emory,11.32,Berry Field Day Invitational,"Apr 14, 2023",2.2,100 Meters,UAA Outdoor Performance List,Men
23,"Garin, Verne",SR-4,Carnegie Mellon,11.33,2023 Carnegie Mellon Last Chance Meet,"Apr 13, 2023",-0.7,100 Meters,UAA Outdoor Performance List,Men
24,"Xia, Jack",SO-2,Case Western,11.37,DIII All-Ohio Outdoor Championships,"Apr 15, 2023",1.2,100 Meters,UAA Outdoor Performance List,Men
25,"Seshadri, Vikram",FR-1,U. of Chicago,11.41,Wheaton Invitational 2023,"Apr 14, 2023",-0.7,100 Meters,UAA Outdoor Performance List,Men
1,"Meschino, Gabri",JR-3,U. of Chicago,12.02,NCC 1st Chance Invitational - 2023,"Apr 7, 2023",0.9,100 Meters,UAA Outdoor Performance List,Women
2,"Johnson, Audrey",SO-2,Emory,12.07,Emory Spring Break Classic 2023,"Mar 17, 2023",1.4,100 Meters,UAA Outdoor Performance List,Women
2,"Stewart, Nicole",SO-2,Washington U.,12.07,Wash U Invite,"Mar 31, 2023",3.7,100 Meters,UAA Outdoor Performance List,Women
4,"Harris, Dashiel Tao",SO-2,Emory,12.12,Emory Spring Break Classic 2023,"Mar 17, 2023",1.4,100 Meters,UAA Outdoor Performance List,Women
5,"Wright, Jasmine",FR-1,Washington U.,12.21,Wash U Invite,"Mar 31, 2023",3.7,100 Meters,UAA Outdoor Performance List,Women
6,"Clay, Mycah",SR-4,Washington U.,12.26,Greenville College Select Meet,"Apr 15, 2023",3.3,100 Meters,UAA Outdoor Performance List,Women
7,"Hamilton, Lauren",SR-4,Washington U.,12.32,Greenville College Select Meet,"Apr 15, 2023",3.3,100 Meters,UAA Outdoor Performance List,Women
7,"Binetti, Kaya",SO-2,Emory,12.32,Emory Spring Break Classic 2023,"Mar 17, 2023",2.9,100 Meters,UAA Outdoor Performance List,Women
9,"Layne, Izzy",SR-4,U. of Chicago,12.33,NCC 1st Chance Invitational - 2023,"Apr 7, 2023",0.9,100 Meters,UAA Outdoor Performance List,Women
10,"Dianno, Maura",SO-2,Emory,12.35,Emory Spring Break Classic 2023,"Mar 17, 2023",2.1,100 Meters,UAA Outdoor Performance List,Women
11,"Lavelle, Ella",SR-4,Emory,12.39,Emory Spring Break Classic 2023,"Mar 17, 2023",2.1,100 Meters,UAA Outdoor Performance List,Women
12,"Giordani, Samantha",SR-4,Carnegie Mellon,12.42,2023 Carnegie Mellon Last Chance Meet,"Apr 13, 2023",-1.4,100 Meters,UAA Outdoor Performance List,Women
13,"Conerly, Isre'al",SR-4,NYU,12.45,27th Annual Monmouth University Track & Field Season Opener,"Mar 24, 2023",2.8,100 Meters,UAA Outdoor Performance List,Women
14,"Lyons, Maddie",FR-1,U. of Chicago,12.48,NCC 1st Chance Invitational - 2023,"Apr 7, 2023",0.9,100 Meters,UAA Outdoor Performance List,Women
15,"Reid, Summer",SO-2,NYU,12.49,27th Annual Monmouth University Track & Field Season Opener,"Mar 24, 2023",2.8,100 Meters,UAA Outdoor Performance List,Women
16,"Gay, Lauren",SO-2,Washington U.,12.58,Lincoln University Open,"Apr 7, 2023",0.3,100 Meters,UAA Outdoor Performance List,Women
17,"Swinehart, Natalie",JR-3,Washington U.,12.69,Wash U Invite,"Mar 31, 2023",2.6,100 Meters,UAA Outdoor Performance List,Women
18,"Garanton, Camila",FR-1,U. of Chicago,12.72,NCC 1st Chance Invitational - 2023,"Apr 7, 2023",0.9,100 Meters,UAA Outdoor Performance List,Women
19,"Pleas, Gemma",JR-3,Washington U.,12.78,Greenville College Select Meet,"Apr 15, 2023",3.3,100 Meters,UAA Outdoor Performance List,Women
19,"McPherson, Andrea",SO-2,Emory,12.78,Berry Field Day Invitational,"Apr 14, 2023",-0.2,100 Meters,UAA Outdoor Performance List,Women
21,"Leopold, Mina",SO-2,Emory,12.88,Emory Spring Break Classic 2023,"Mar 17, 2023",3.6,100 Meters,UAA Outdoor Performance List,Women
22,"Gibbons, Maggie",SO-2,U. of Chicago,12.90,Wheaton Invitational 2023,"Apr 14, 2023",4.5,100 Meters,UAA Outdoor Performance List,Women
23,"Nelson, Hayden",FR-1,U. of Chicago,12.97,NCC 1st Chance Invitational - 2023,"Apr 7, 2023",-0.5,100 Meters,UAA Outdoor Performance List,Women
24,"Hiltunen, Devin",SR-4,Brandeis,12.98,Regis Spring Classic - 2023,"Apr 6, 2023",0.1,100 Meters,UAA Outdoor Performance List,Women
25,"Moenickheim, Madelyn",JR-3,Washington U.,13.15,Wash U 5 Way,"Mar 25, 2023",3.5,100 Meters,UAA Outdoor Performance List,Women
1,"Price, Jackson",SO-2,Emory,21.15,SWU GottaRun Invite 2023,"Apr 1, 2023",0.3,200 Meters,UAA Outdoor Performance List,Men
2,"Wilkes, Marcus-Jay",SR-4,Washington U.,21.73,Greenville College Select Meet,"Apr 15, 2023",3.0,200 Meters,UAA Outdoor Performance List,Men
3,"Ryba, Sam",SO-2,Emory,21.78,SWU GottaRun Invite 2023,"Apr 1, 2023",0.3,200 Meters,UAA Outdoor Performance List,Men
4,"Moore, Matt",SR-4,Washington U.,21.88,Wash U Invite,"Mar 31, 2023",3.4,200 Meters,UAA Outdoor Performance List,Men
4,"Halkias, Alexander",SR-4,Carnegie Mellon,21.88,Westminster Invitational 2023,"Apr 8, 2023",-0.1,200 Meters,UAA Outdoor Performance List,Men
6,"Dean, Dawit",JR-3,Emory,21.97,SWU GottaRun Invite 2023,"Apr 1, 2023",5.1,200 Meters,UAA Outdoor Performance List,Men
7,"Callow, Brett",SO-2,Case Western,22.08,DIII All-Ohio Outdoor Championships,"Apr 15, 2023",0.2,200 Meters,UAA Outdoor Performance List,Men
8,"Davis, Tommy",SR-4,Emory,22.11,Emory Thrills in the Hills 2023,"Mar 24, 2023",1.6,200 Meters,UAA Outdoor Performance List,Men
9,"Han, Michael",JR-3,U. of Chicago,22.35,Wheaton Invitational 2023,"Apr 14, 2023",3.2,200 Meters,UAA Outdoor Performance List,Men
10,"Wurster, Bryce",FR-1,Emory,22.39,SWU GottaRun Invite 2023,"Apr 1, 2023",-1.4,200 Meters,UAA Outdoor Performance List,Men
11,"Page, Carson",FR-1,Washington U.,22.44,Greenville College Select Meet,"Apr 15, 2023",1.9,200 Meters,UAA Outdoor Performance List,Men
12,"Kovin, Jackson",FR-1,Emory,22.49,SWU GottaRun Invite 2023,"Apr 1, 2023",-1.4,200 Meters,UAA Outdoor Performance List,Men
13,"Lende, Nicolas",SO-2,Case Western,22.55,DIII All-Ohio Outdoor Championships,"Apr 15, 2023",0.7,200 Meters,UAA Outdoor Performance List,Men
14,"Perez, Juan",SR-4,Case Western,22.56,Washington & Lee Carnival,"Mar 17, 2023",-0.2,200 Meters,UAA Outdoor Performance List,Men
14,"Brandstadter, Henry",FR-1,Emory,22.56,Emory Thrills in the Hills 2023,"Mar 24, 2023",1.7,200 Meters,UAA Outdoor Performance List,Men
16,"Point-Du-Jour, Geoff",SO-2,Emory,22.60,Emory Thrills in the Hills 2023,"Mar 24, 2023",1.8,200 Meters,UAA Outdoor Performance List,Men
17,"Binagi, Elvin",SO-2,Washington U.,22.66,Greenville College Select Meet,"Apr 15, 2023",1.4,200 Meters,UAA Outdoor Performance List,Men
18,"Djetto, Alex",JR-3,Washington U.,22.71,Lincoln University Open,"Apr 7, 2023",-1.4,200 Meters,UAA Outdoor Performance List,Men
19,"Glover, Zion",JR-3,NYU,22.75,27th Annual Monmouth University Track & Field Season Opener,"Mar 24, 2023",1.6,200 Meters,UAA Outdoor Performance List,Men
20,"Bunch, Caleb",FR-1,Emory,22.76,Berry Field Day Invitational,"Apr 14, 2023",-0.7,200 Meters,UAA Outdoor Performance List,Men
21,"Moore, Tristan",SO-2,Emory,22.77,SWU GottaRun Invite 2023,"Apr 1, 2023",-4.9,200 Meters,UAA Outdoor Performance List,Men
22,"LaPoint, Andrew",SR-4,Washington U.,22.81,Greenville College Select Meet,"Apr 15, 2023",3.2,200 Meters,UAA Outdoor Performance List,Men
23,"Xavier, Myles",SO-2,U. of Chicago,22.88,NCC 1st Chance Invitational - 2023,"Apr 7, 2023",1.2,200 Meters,UAA Outdoor Performance List,Men
24,"Bush, Gunn",FR-1,Emory,22.91,SWU GottaRun Invite 2023,"Apr 1, 2023",-0.2,200 Meters,UAA Outdoor Performance List,Men
25,"Gardner, Miles",JR-3,U. of Chicago,22.92,NCC 1st Chance Invitational - 2023,"Apr 7, 2023",1.8,200 Meters,UAA Outdoor Performance List,Men
1,"Gay, Lauren",SO-2,Washington U.,24.41,Greenville College Select Meet,"Apr 15, 2023",3.4,200 Meters,UAA Outdoor Performance List,Women
2,"Giordani, Samantha",SR-4,Carnegie Mellon,24.88,2023 Carnegie Mellon Last Chance Meet,"Apr 13, 2023",-1.7,200 Meters,UAA Outdoor Performance List,Women
3,"Johnson, Audrey",SO-2,Emory,25.03,Emory Thrills in the Hills 2023,"Mar 24, 2023",2.4,200 Meters,UAA Outdoor Performance List,Women
4,"Stewart, Nicole",SO-2,Washington U.,25.13,Wash U 5 Way,"Mar 25, 2023",1.9,200 Meters,UAA Outdoor Performance List,Women
5,"Harris, Dashiel Tao",SO-2,Emory,25.16,Emory Thrills in the Hills 2023,"Mar 24, 2023",2.4,200 Meters,UAA Outdoor Performance List,Women
6,"Meschino, Gabri",JR-3,U. of Chicago,25.34,Wheaton Invitational 2023,"Apr 14, 2023",0.1,200 Meters,UAA Outdoor Performance List,Women
7,"Hamilton, Lauren",SR-4,Washington U.,25.45,Greenville College Select Meet,"Apr 15, 2023",3.4,200 Meters,UAA Outdoor Performance List,Women
8,"Barre, Elizabeth",SR-4,Carnegie Mellon,25.47,2023 Susquehanna Easter Invite,"Apr 8, 2023",1.1,200 Meters,UAA Outdoor Performance List,Women
9,"Conerly, Isre'al",SR-4,NYU,25.50,27th Annual Monmouth University Track & Field Season Opener,"Mar 24, 2023",-0.1,200 Meters,UAA Outdoor Performance List,Women
10,"Wright, Jasmine",FR-1,Washington U.,25.52,Greenville College Select Meet,"Apr 15, 2023",3.4,200 Meters,UAA Outdoor Performance List,Women
11,"Binetti, Kaya",SO-2,Emory,25.72,Emory Thrills in the Hills 2023,"Mar 24, 2023",2.4,200 Meters,UAA Outdoor Performance List,Women
12,"Layne, Izzy",SR-4,U. of Chicago,25.75,Wheaton Invitational 2023,"Apr 14, 2023",0.1,200 Meters,UAA Outdoor Performance List,Women
13,"Lavelle, Ella",SR-4,Emory,25.80,SWU GottaRun Invite 2023,"Apr 1, 2023",1.2,200 Meters,UAA Outdoor Performance List,Women
14,"Lyons, Maddie",FR-1,U. of Chicago,25.84,NCC 1st Chance Invitational - 2023,"Apr 7, 2023",1.7,200 Meters,UAA Outdoor Performance List,Women
15,"Leighty, Kathryn",JR-3,Washington U.,26.11,Greenville College Select Meet,"Apr 15, 2023",2.0,200 Meters,UAA Outdoor Performance List,Women
16,"Reid, Summer",SO-2,NYU,26.14,27th Annual Monmouth University Track & Field Season Opener,"Mar 24, 2023",1.8,200 Meters,UAA Outdoor Performance List,Women
17,"McPherson, Andrea",SO-2,Emory,26.18,Berry Field Day Invitational,"Apr 14, 2023",-1.6,200 Meters,UAA Outdoor Performance List,Women
18,"Murdock, Paige",SO-2,Emory,26.26,SWU GottaRun Invite 2023,"Apr 1, 2023",1.2,200 Meters,UAA Outdoor Performance List,Women
19,"Pleas, Gemma",JR-3,Washington U.,26.28,Greenville College Select Meet,"Apr 15, 2023",3.4,200 Meters,UAA Outdoor Performance List,Women
20,"Campbell, Alya",JR-3,Brandeis,26.46,Regis Spring Classic - 2023,"Apr 6, 2023",+0.0,200 Meters,UAA Outdoor Performance List,Women
21,"Swinehart, Natalie",JR-3,Washington U.,26.51,Wash U 5 Way,"Mar 25, 2023",1.9,200 Meters,UAA Outdoor Performance List,Women
22,"Nelson, Hayden",FR-1,U. of Chicago,26.54,NCC 1st Chance Invitational - 2023,"Apr 7, 2023",1.0,200 Meters,UAA Outdoor Performance List,Women
23,"Hiltunen, Devin",SR-4,Brandeis,26.60,Regis Spring Classic - 2023,"Apr 6, 2023",+0.0,200 Meters,UAA Outdoor Performance List,Women
24,"Misiunas, Grace",FR-1,Case Western,26.66,DIII All-Ohio Outdoor Championships,"Apr 15, 2023",1.9,200 Meters,UAA Outdoor Performance List,Women
25,"Rhee, Isabella",JR-3,Carnegie Mellon,26.73,Washington & Lee Carnival,"Mar 17, 2023",2.9,200 Meters,UAA Outdoor Performance List,Women
1,"Dean, Dawit",JR-3,Emory,48.94,SWU GottaRun Invite 2023,"Apr 1, 2023",NaN,400 Meters,UAA Outdoor Performance List,Men
2,"Djetto, Alex",JR-3,Washington U.,49.28,Greenville College Select Meet,"Apr 15, 2023",NaN,400 Meters,UAA Outdoor Performance List,Men
3,"Price, Jackson",SO-2,Emory,49.44,SWU GottaRun Invite 2023,"Apr 1, 2023",NaN,400 Meters,UAA Outdoor Performance List,Men
4,"Williams, Gaven",FR-1,Carnegie Mellon,49.51,2023 Carnegie Mellon Last Chance Meet,"Apr 13, 2023",NaN,400 Meters,UAA Outdoor Performance List,Men
5,"Lende, Nicolas",SO-2,Case Western,50.10,DIII All-Ohio Outdoor Championships,"Apr 15, 2023",NaN,400 Meters,UAA Outdoor Performance List,Men
6,"Watry, Spencer",JR-3,Emory,50.42,Emory Spring Break Classic 2023,"Mar 17, 2023",NaN,400 Meters,UAA Outdoor Performance List,Men
7,"Githuku, Ryan",SO-2,Washington U.,50.43,Greenville College Select Meet,"Apr 15, 2023",NaN,400 Meters,UAA Outdoor Performance List,Men
8,"Wurster, Bryce",FR-1,Emory,50.56,Emory Thrills in the Hills 2023,"Mar 24, 2023",NaN,400 Meters,UAA Outdoor Performance List,Men
9,"Perez, Juan",SR-4,Case Western,50.62,Carnegie Mellon Track & Field Invitational,"Mar 24, 2023",NaN,400 Meters,UAA Outdoor Performance List,Men
9,"Weltz, Austin",JR-3,Carnegie Mellon,50.62,Carnegie Mellon Track & Field Invitational,"Mar 24, 2023",NaN,400 Meters,UAA Outdoor Performance List,Men
11,"Han, Michael",JR-3,U. of Chicago,50.74,NCC 1st Chance Invitational - 2023,"Apr 7, 2023",NaN,400 Meters,UAA Outdoor Performance List,Men
12,"Moore, Tristan",SO-2,Emory,50.83,Emory Thrills in the Hills 2023,"Mar 24, 2023",NaN,400 Meters,UAA Outdoor Performance List,Men
13,"Belz, Chris",SO-2,Emory,50.93,SWU GottaRun Invite 2023,"Apr 1, 2023",NaN,400 Meters,UAA Outdoor Performance List,Men
14,"Whetstone, Jack Henry",SR-4,Washington U.,50.96,Greenville College Select Meet,"Apr 15, 2023",NaN,400 Meters,UAA Outdoor Performance List,Men
15,"LaPoint, Andrew",SR-4,Washington U.,51.25,Greenville College Select Meet,"Apr 15, 2023",NaN,400 Meters,UAA Outdoor Performance List,Men
16,"Brito, Manny",FR-1,NYU,51.28,Mets Outdoor Track & Field Championships,"Apr 8, 2023",NaN,400 Meters,UAA Outdoor Performance List,Men
17,"Cabanban, Austin",FR-1,NYU,51.44,Mets Outdoor Track & Field Championships,"Apr 8, 2023",NaN,400 Meters,UAA Outdoor Performance List,Men
17,"Page, Carson",FR-1,Washington U.,51.44,Lincoln University Open,"Apr 7, 2023",NaN,400 Meters,UAA Outdoor Performance List,Men
19,"Cheema, Marcus",SO-2,Emory,51.50,Emory Spring Break Classic 2023,"Mar 17, 2023",NaN,400 Meters,UAA Outdoor Performance List,Men
20,"Palmer, Alexander",SO-2,Carnegie Mellon,51.53,2023 Carnegie Mellon Last Chance Meet,"Apr 13, 2023",NaN,400 Meters,UAA Outdoor Performance List,Men
21,"Davies, Leland",SR-4,Carnegie Mellon,51.65,Washington & Lee Carnival,"Mar 17, 2023",NaN,400 Meters,UAA Outdoor Performance List,Men
22,"Smyth, Aidan",JR-3,Washington U.,51.68,Greenville College Select Meet,"Apr 15, 2023",NaN,400 Meters,UAA Outdoor Performance List,Men
23,"Bush, Gunn",FR-1,Emory,51.89,Emory Thrills in the Hills 2023,"Mar 24, 2023",NaN,400 Meters,UAA Outdoor Performance List,Men
24,"Long, Clayton",SO-2,Carnegie Mellon,51.98,2023 Carnegie Mellon Last Chance Meet,"Apr 13, 2023",NaN,400 Meters,UAA Outdoor Performance List,Men
24,"Ryba, Sam",SO-2,Emory,51.98,SWU GottaRun Invite 2023,"Apr 1, 2023",NaN,400 Meters,UAA Outdoor Performance List,Men
1,"Kelley, Emma",JR-3,Washington U.,55.15,Lincoln University Open,"Apr 7, 2023",NaN,400 Meters,UAA Outdoor Performance List,Women
2,"Ranocha, Libby",JR-3,Emory,57.58,Emory Spring Break Classic 2023,"Mar 17, 2023",NaN,400 Meters,UAA Outdoor Performance List,Women
3,"Barre, Elizabeth",SR-4,Carnegie Mellon,57.63,Carnegie Mellon Track & Field Invitational,"Mar 24, 2023",NaN,400 Meters,UAA Outdoor Performance List,Women
4,"Fox, Sophie",SR-4,Washington U.,57.91,Lincoln University Open,"Apr 7, 2023",NaN,400 Meters,UAA Outdoor Performance List,Women
5,"Rhee, Isabella",JR-3,Carnegie Mellon,58.68,2023 Carnegie Mellon Last Chance Meet,"Apr 13, 2023",NaN,400 Meters,UAA Outdoor Performance List,Women
6,"Harris, Dashiel Tao",SO-2,Emory,58.74,Flames Invitational,"Apr 7, 2023",NaN,400 Meters,UAA Outdoor Performance List,Women
7,"Brown, Ren",SO-2,U. of Chicago,59.11,NCC 1st Chance Invitational - 2023,"Apr 7, 2023",NaN,400 Meters,UAA Outdoor Performance List,Women
8,"Korn, Elizabeth",JR-3,Brandeis,59.26,Regis Spring Classic - 2023,"Apr 6, 2023",NaN,400 Meters,UAA Outdoor Performance List,Women
9,"Conerly, Isre'al",SR-4,NYU,59.85,Mets Outdoor Track & Field Championships,"Apr 8, 2023",NaN,400 Meters,UAA Outdoor Performance List,Women
10,"Bohbot-Dridi, Hannah",JR-3,Brandeis,59.96,2023 Carla Coffey Invitational,"Apr 14, 2023",NaN,400 Meters,UAA Outdoor Performance List,Women
11,"Phung, Melissa",SR-4,Case Western,59.97,Bison Outdoor Classic,"Apr 14, 2023",NaN,400 Meters,UAA Outdoor Performance List,Women
12,"Leighty, Kathryn",JR-3,Washington U.,1:00.17,Wash U 5 Way,"Mar 25, 2023",NaN,400 Meters,UAA Outdoor Performance List,Women
13,"Murdock, Paige",SO-2,Emory,1:00.29,SWU GottaRun Invite 2023,"Apr 1, 2023",NaN,400 Meters,UAA Outdoor Performance List,Women
14,"Glass, Sammie",SO-2,Emory,1:00.33,Berry Field Day Invitational,"Apr 14, 2023",NaN,400 Meters,UAA Outdoor Performance List,Women
15,"Binetti, Kaya",SO-2,Emory,1:00.48,SWU GottaRun Invite 2023,"Apr 1, 2023",NaN,400 Meters,UAA Outdoor Performance List,Women
16,"Leopold, Mina",SO-2,Emory,1:00.58,Flames Invitational,"Apr 7, 2023",NaN,400 Meters,UAA Outdoor Performance List,Women
17,"Sanusi, Kamila",SR-4,NYU,1:01.12,Ramapo College Track & Field Invitational,"Mar 31, 2023",NaN,400 Meters,UAA Outdoor Performance List,Women
18,"Sarno, Danielle",SR-4,Case Western,1:01.22,Carnegie Mellon Track & Field Invitational,"Mar 24, 2023",NaN,400 Meters,UAA Outdoor Performance List,Women
19,"Taylor, Melanie",FR-1,Case Western,1:01.50,DIII All-Ohio Outdoor Championships,"Apr 15, 2023",NaN,400 Meters,UAA Outdoor Performance List,Women
19,"McPherson, Andrea",SO-2,Emory,1:01.50,Emory Spring Break Classic 2023,"Mar 17, 2023",NaN,400 Meters,UAA Outdoor Performance List,Women
21,"Morrongiello, Victoria",JR-3,Brandeis,1:01.59,Regis Spring Classic - 2023,"Apr 6, 2023",NaN,400 Meters,UAA Outdoor Performance List,Women
22,"Patel, Sehyr",JR-3,NYU,1:02.06,Mets Outdoor Track & Field Championships,"Apr 8, 2023",NaN,400 Meters,UAA Outdoor Performance List,Women
23,"Sullivan, Payton",FR-1,Emory,1:02.25,Emory Thrills in the Hills 2023,"Mar 24, 2023",NaN,400 Meters,UAA Outdoor Performance List,Women
24,"Fowler, Morgan",SO-2,Washington U.,1:02.33,Lincoln University Open,"Apr 7, 2023",NaN,400 Meters,UAA Outdoor Performance List,Women
25,"Wagner, Elizabeth",FR-1,Washington U.,1:02.50,Greenville College Select Meet,"Apr 15, 2023",NaN,400 Meters,UAA Outdoor Performance List,Women
1,"Ivanov, Alex",JR-3,Carnegie Mellon,1:50.21,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,UAA Outdoor Performance List,Men
2,"Santoro , Arthur",SR-4,Washington U.,1:52.07,Wash U Distance Carnival Saturday 2023,"Apr 1, 2023",NaN,800 Meters,UAA Outdoor Performance List,Men
3,"Singer, Logan",SR-4,Case Western,1:52.40,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,UAA Outdoor Performance List,Men
4,"Carleo, TJ",FR-1,Brandeis,1:52.64,Amherst College Spring Fling,"Apr 8, 2023",NaN,800 Meters,UAA Outdoor Performance List,Men
5,"Houser, Will",JR-3,Washington U.,1:53.12,Greenville College Select Meet,"Apr 15, 2023",NaN,800 Meters,UAA Outdoor Performance List,Men
6,"Davies, Leland",SR-4,Carnegie Mellon,1:53.13,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,UAA Outdoor Performance List,Men
7,"Diaz, Jon",SR-4,NYU,1:53.14,Larry Ellis Invitational 2023,"Apr 14, 2023",NaN,800 Meters,UAA Outdoor Performance List,Men
8,"Dean, Dawit",JR-3,Emory,1:53.37,Flames Invitational,"Apr 7, 2023",NaN,800 Meters,UAA Outdoor Performance List,Men
9,"Sidamon-Eristoff, Andrew",JR-3,Washington U.,1:53.46,Wash U 5 Way,"Mar 25, 2023",NaN,800 Meters,UAA Outdoor Performance List,Men
10,"Cox, Jackson",SR-4,Washington U.,1:53.55,Wash U Distance Carnival Saturday 2023,"Apr 1, 2023",NaN,800 Meters,UAA Outdoor Performance List,Men
11,"Watry, Spencer",JR-3,Emory,1:54.33,Flames Invitational,"Apr 7, 2023",NaN,800 Meters,UAA Outdoor Performance List,Men
12,"Cheema, Marcus",SO-2,Emory,1:54.52,Flames Invitational,"Apr 7, 2023",NaN,800 Meters,UAA Outdoor Performance List,Men
13,"Lynch, Frankie",JR-3,Washington U.,1:54.56,Wash U 5 Way,"Mar 25, 2023",NaN,800 Meters,UAA Outdoor Performance List,Men
14,"Dehmler, Will",SR-4,Case Western,1:54.63,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,UAA Outdoor Performance List,Men
15,"McLaughlin, Colin",SO-2,Carnegie Mellon,1:54.99,Carnegie Mellon Track & Field Invitational,"Mar 24, 2023",NaN,800 Meters,UAA Outdoor Performance List,Men
16,"Dutton, Sean",SO-2,Carnegie Mellon,1:55.24,2023 Carnegie Mellon Last Chance Meet,"Apr 13, 2023",NaN,800 Meters,UAA Outdoor Performance List,Men
16,"Belz, Chris",SO-2,Emory,1:55.24,Flames Invitational,"Apr 7, 2023",NaN,800 Meters,UAA Outdoor Performance List,Men
18,"Latting, Patrick",SO-2,Emory,1:55.35,Berry Field Day Invitational,"Apr 14, 2023",NaN,800 Meters,UAA Outdoor Performance List,Men
19,"Zamler, Ben",SO-2,Emory,1:55.47,Berry Field Day Invitational,"Apr 14, 2023",NaN,800 Meters,UAA Outdoor Performance List,Men
20,"Owens, Jabari",SR-4,U. of Chicago,1:55.55,Wheaton Invitational 2023,"Apr 14, 2023",NaN,800 Meters,UAA Outdoor Performance List,Men
20,"Corbett, James",FR-1,Washington U.,1:55.55,Greenville College Select Meet,"Apr 15, 2023",NaN,800 Meters,UAA Outdoor Performance List,Men
22,"Seletskiy, Aleksei",SO-2,Carnegie Mellon,1:55.56,Carnegie Mellon Track & Field Invitational,"Mar 24, 2023",NaN,800 Meters,UAA Outdoor Performance List,Men
23,"Penney, Thomas",SR-4,Washington U.,1:55.57,Greenville College Select Meet,"Apr 15, 2023",NaN,800 Meters,UAA Outdoor Performance List,Men
24,"Petkash, Jack",SO-2,Emory,1:55.86,Flames Invitational,"Apr 7, 2023",NaN,800 Meters,UAA Outdoor Performance List,Men
25,"Pecore, Justin",SR-4,Emory,1:55.92,Flames Invitational,"Apr 7, 2023",NaN,800 Meters,UAA Outdoor Performance List,Men
