Rank,Athlete(s),Year,Team,Time/Distance,Meet,Meet Date,Wind,Event,Conference,Gender
4,"Laffan, Ivy",SO-2,PSU-Behrend,13.40,Dave Labor Invitational,"Mar 31, 2023",4.4,100 Meters,CSAC Outdoor Performance List,Women
5,"Dolliole, Kourtney",FR-1,Gallaudet,13.71,Galludet Bison Classic,"Apr 8, 2023",2.6,100 Meters,CSAC Outdoor Performance List,Women
6,"Compeggie, Angelina",FR-1,PSU-Behrend,13.73,2023 Mount Union John Homon Open,"Apr 6, 2023",2.5,100 Meters,CSAC Outdoor Performance List,Women
7,"Everett, Ellise",FR-1,Cedar Crest,13.92,Muhlenberg Outdoor Invitational,"Apr 1, 2023",2.1,100 Meters,CSAC Outdoor Performance List,Women
8,"Dietrich, Victoria",SO-2,PSU-Behrend,14.03,Dave Labor Invitational,"Mar 31, 2023",4.5,100 Meters,CSAC Outdoor Performance List,Women
9,"Brown, Olivia",FR-1,Gallaudet,14.29,Blue & Silver Challenge,"Mar 25, 2023",-1.4,100 Meters,CSAC Outdoor Performance List,Women
10,"Burns, Shannon",SO-2,PSU-Behrend,14.39,Behrend Track and Field Invite 2023,"Apr 16, 2023",-0.1,100 Meters,CSAC Outdoor Performance List,Women
10,"Guettler, Rajena",FR-1,Gallaudet,14.39,Blue & Silver Challenge,"Mar 25, 2023",-1.4,100 Meters,CSAC Outdoor Performance List,Women
10,"Jones, Gracie",SO-2,PSU-Behrend,14.39,2023 Mount Union John Homon Open,"Apr 6, 2023",2.5,100 Meters,CSAC Outdoor Performance List,Women
13,"Wanner, Olivia",FR-1,Cedar Crest,14.41,Muhlenberg Outdoor Invitational,"Apr 1, 2023",2.1,100 Meters,CSAC Outdoor Performance List,Women
14,"Buhl, Rachael",SO-2,PSU-Behrend,14.50,2023 Mount Union John Homon Open,"Apr 6, 2023",1.9,100 Meters,CSAC Outdoor Performance List,Women
15,"Riley, Abril",SO-2,Cedar Crest,14.66,WCU Bill Butler Invitational,"Apr 15, 2023",-0.5,100 Meters,CSAC Outdoor Performance List,Women
16,"Horninger, Olivia",FR-1,Cedar Crest,14.71,Muhlenberg Outdoor Invitational,"Apr 1, 2023",2.1,100 Meters,CSAC Outdoor Performance List,Women
17,"Sabir, Zakiyyah",SO-2,Cedar Crest,14.98,Muhlenberg Outdoor Invitational,"Apr 1, 2023",2.1,100 Meters,CSAC Outdoor Performance List,Women
18,"Woodyard, Sannya",FR-1,Gallaudet,15.09,Galludet Bison Classic,"Apr 8, 2023",0.9,100 Meters,CSAC Outdoor Performance List,Women
19,"Berrios, Priscilla",FR-1,Gallaudet,15.15,Galludet Bison Classic,"Apr 8, 2023",-0.1,100 Meters,CSAC Outdoor Performance List,Women
20,"Takei, Noelani",SO-2,PSU-Behrend,15.53,2023 Mount Union John Homon Open,"Apr 6, 2023",1.9,100 Meters,CSAC Outdoor Performance List,Women
21,"Taveras, Isabelle",FR-1,Gallaudet,15.82,Blue & Silver Challenge,"Mar 25, 2023",-1.4,100 Meters,CSAC Outdoor Performance List,Women
22,"Reinoso, Gaudy",FR-1,Cedar Crest,15.88,King's College Monarch Invitational,"Mar 18, 2023",-1.9,100 Meters,CSAC Outdoor Performance List,Women
23,"McKinnon, Azarriyah",FR-1,Gallaudet,16.62,Galludet Bison Classic,"Apr 8, 2023",2.6,100 Meters,CSAC Outdoor Performance List,Women
24,"Oliver, Amelia",FR-1,Gallaudet,16.82,Blue & Silver Challenge,"Mar 25, 2023",-1.4,100 Meters,CSAC Outdoor Performance List,Women
25,"Hardin, Mandy",FR-1,Gallaudet,18.66,Seahawk Invitational,"Apr 1, 2023",2.2,100 Meters,CSAC Outdoor Performance List,Women
1,"Gregory, Eric",JR-3,Gallaudet,20.90,Galludet Bison Classic,"Apr 8, 2023",2.9,200 Meters,CSAC Outdoor Performance List,Men
2,"Rosa, Shawn",JR-3,Alfred State,22.59,Brockport Multi & Invitational,"Apr 14, 2023",2.4,200 Meters,CSAC Outdoor Performance List,Men
3,"Johnson, Trey",FR-1,Gallaudet,22.88,Galludet Bison Classic,"Apr 8, 2023",0.6,200 Meters,CSAC Outdoor Performance List,Men
3,"Ashton, Gareth",SO-2,Gallaudet,22.88,Blue & Silver Challenge,"Mar 25, 2023",-2.3,200 Meters,CSAC Outdoor Performance List,Men
5,"Stello, Antonio",JR-3,PSU-Behrend,23.10,Behrend Track and Field Invite 2023,"Apr 16, 2023",-0.3,200 Meters,CSAC Outdoor Performance List,Men
6,"Brumfield, Esaias",JR-3,Alfred State,23.20,Brockport Multi & Invitational,"Apr 14, 2023",2.7,200 Meters,CSAC Outdoor Performance List,Men
7,"Rudewicz-Nepokroeff, Zach",JR-3,Alfred State,23.57,2023 Susquehanna Easter Invite,"Apr 8, 2023",-0.8,200 Meters,CSAC Outdoor Performance List,Men
8,"Luce, Brendan",FR-1,PSU-Behrend,23.66,Behrend Track and Field Invite 2023,"Apr 16, 2023",-0.3,200 Meters,CSAC Outdoor Performance List,Men
9,"Burns, Blake",SO-2,PSU-Behrend,23.92,Dave Labor Invitational,"Mar 31, 2023",2.3,200 Meters,CSAC Outdoor Performance List,Men
10,"Walden, Jake",FR-1,PSU-Behrend,24.03,2023 Mount Union John Homon Open,"Apr 6, 2023",1.6,200 Meters,CSAC Outdoor Performance List,Men
11,"Stevens, Jacob",SO-2,Gallaudet,24.06,Galludet Bison Classic,"Apr 8, 2023",1.8,200 Meters,CSAC Outdoor Performance List,Men
12,"Douglas, Walter",SO-2,Gallaudet,24.08,Blue & Silver Challenge,"Mar 25, 2023",-2.3,200 Meters,CSAC Outdoor Performance List,Men
13,"Nock, Marshall",FR-1,PSU-Behrend,24.09,Behrend Track and Field Invite 2023,"Apr 16, 2023",-0.3,200 Meters,CSAC Outdoor Performance List,Men
14,"Bourne, Joshua",SO-2,Gallaudet,24.29,Galludet Bison Classic,"Apr 8, 2023",0.6,200 Meters,CSAC Outdoor Performance List,Men
15,"Seeman, Aiden",FR-1,PSU-Behrend,24.36,2023 Mount Union John Homon Open,"Apr 6, 2023",1.6,200 Meters,CSAC Outdoor Performance List,Men
16,"Elgin, Joe",SO-2,PSU-Behrend,24.42,Dave Labor Invitational,"Mar 31, 2023",4.0,200 Meters,CSAC Outdoor Performance List,Men
17,"Hunt, Elijah",FR-1,PSU-Behrend,24.54,Behrend Track and Field Invite 2023,"Apr 16, 2023",0.2,200 Meters,CSAC Outdoor Performance List,Men
18,"Buhl, Josh",SO-2,PSU-Behrend,24.68,2023 Mount Union John Homon Open,"Apr 6, 2023",3.6,200 Meters,CSAC Outdoor Performance List,Men
19,"Louisaint, Joland",FR-1,Alfred State,24.69,Brockport Multi & Invitational,"Apr 14, 2023",1.7,200 Meters,CSAC Outdoor Performance List,Men
20,"LaBarge, Alex",FR-1,PSU-Behrend,24.70,Behrend Track and Field Invite 2023,"Apr 16, 2023",0.2,200 Meters,CSAC Outdoor Performance List,Men
21,"Price, John'Ta",SO-2,Gallaudet,25.18,Blue & Silver Challenge,"Mar 25, 2023",-0.8,200 Meters,CSAC Outdoor Performance List,Men
22,"Bayly, Justin",SR-4,Keystone,28.23,Misericordia Twilight 2023,"Apr 4, 2023",0.1,200 Meters,CSAC Outdoor Performance List,Men
23,"Nash, Marquize",FR-1,Gallaudet,29.66,Galludet Bison Classic,"Apr 8, 2023",2.4,200 Meters,CSAC Outdoor Performance List,Men
1,"Kappeler, Madison",SO-2,PSU-Behrend,27.11,Behrend Track and Field Invite 2023,"Apr 16, 2023",-0.2,200 Meters,CSAC Outdoor Performance List,Women
2,"Wetzel, Hannah",JR-3,Gallaudet,27.31,Galludet Bison Classic,"Apr 8, 2023",1.4,200 Meters,CSAC Outdoor Performance List,Women
3,"Laffan, Ivy",SO-2,PSU-Behrend,27.38,Behrend Track and Field Invite 2023,"Apr 16, 2023",-0.2,200 Meters,CSAC Outdoor Performance List,Women
4,"Edwards, Lawery",FR-1,Alfred State,27.66,2023 Susquehanna Easter Invite,"Apr 8, 2023",1.1,200 Meters,CSAC Outdoor Performance List,Women
5,"Cole, Madeline",JR-3,Alfred State,27.74,2023 Susquehanna Easter Invite,"Apr 8, 2023",2.0,200 Meters,CSAC Outdoor Performance List,Women
6,"Taggart, Emma",JR-3,Alfred State,27.80,2023 Susquehanna Easter Invite,"Apr 8, 2023",1.0,200 Meters,CSAC Outdoor Performance List,Women
7,"Dietrich, Victoria",SO-2,PSU-Behrend,28.66,Behrend Track and Field Invite 2023,"Apr 16, 2023",-0.2,200 Meters,CSAC Outdoor Performance List,Women
8,"Dolliole, Kourtney",FR-1,Gallaudet,28.83,Galludet Bison Classic,"Apr 8, 2023",-0.4,200 Meters,CSAC Outdoor Performance List,Women
9,"Everett, Ellise",FR-1,Cedar Crest,29.56,Muhlenberg Outdoor Invitational,"Apr 1, 2023",0.5,200 Meters,CSAC Outdoor Performance List,Women
10,"Guettler, Rajena",FR-1,Gallaudet,29.88,Blue & Silver Challenge,"Mar 25, 2023",0.1,200 Meters,CSAC Outdoor Performance List,Women
11,"Wanner, Olivia",FR-1,Cedar Crest,30.07,Muhlenberg Outdoor Invitational,"Apr 1, 2023",1.1,200 Meters,CSAC Outdoor Performance List,Women
12,"Gill, Adrainna",FR-1,Alfred State,30.23,Brockport Multi & Invitational,"Apr 14, 2023",2.0,200 Meters,CSAC Outdoor Performance List,Women
13,"Brown, Olivia",FR-1,Gallaudet,30.25,Blue & Silver Challenge,"Mar 25, 2023",0.1,200 Meters,CSAC Outdoor Performance List,Women
14,"Jones, Gracie",SO-2,PSU-Behrend,30.30,Behrend Track and Field Invite 2023,"Apr 16, 2023",-0.2,200 Meters,CSAC Outdoor Performance List,Women
15,"Sloan, Leilani",SO-2,Alfred State,30.52,Brockport Multi & Invitational,"Apr 14, 2023",2.2,200 Meters,CSAC Outdoor Performance List,Women
16,"Riley, Abril",SO-2,Cedar Crest,31.19,Muhlenberg Outdoor Invitational,"Apr 1, 2023",0.5,200 Meters,CSAC Outdoor Performance List,Women
17,"Buhl, Rachael",SO-2,PSU-Behrend,31.72,Behrend Track and Field Invite 2023,"Apr 16, 2023",-0.2,200 Meters,CSAC Outdoor Performance List,Women
18,"Woodyard, Sannya",FR-1,Gallaudet,32.05,Galludet Bison Classic,"Apr 8, 2023",-0.4,200 Meters,CSAC Outdoor Performance List,Women
19,"Berrios, Priscilla",FR-1,Gallaudet,32.07,Seahawk Invitational,"Apr 1, 2023",1.8,200 Meters,CSAC Outdoor Performance List,Women
20,"Reinoso, Gaudy",FR-1,Cedar Crest,32.54,Muhlenberg Outdoor Invitational,"Apr 1, 2023",0.5,200 Meters,CSAC Outdoor Performance List,Women
21,"Sabir, Zakiyyah",SO-2,Cedar Crest,32.67,2023 Jim Taylor Invite,"Mar 24, 2023",-1.2,200 Meters,CSAC Outdoor Performance List,Women
22,"Spires, Izzy",SO-2,PSU-Behrend,32.72,2023 Mount Union John Homon Open,"Apr 6, 2023",2.4,200 Meters,CSAC Outdoor Performance List,Women
23,"Sponton, Heather",FR-1,Alfred State,32.96,Brockport Multi & Invitational,"Apr 14, 2023",2.0,200 Meters,CSAC Outdoor Performance List,Women
24,"Thornton, Alexandra",JR-3,Keystone,33.14,Misericordia Twilight 2023,"Apr 4, 2023",+0.0,200 Meters,CSAC Outdoor Performance List,Women
25,"Oliver, Amelia",FR-1,Gallaudet,36.70,Blue & Silver Challenge,"Mar 25, 2023",0.1,200 Meters,CSAC Outdoor Performance List,Women
1,"Gregory, Eric",JR-3,Gallaudet,47.43,Galludet Bison Classic,"Apr 8, 2023",NaN,400 Meters,CSAC Outdoor Performance List,Men
2,"Rosa, Shawn",JR-3,Alfred State,50.44,2023 Susquehanna Easter Invite,"Apr 8, 2023",NaN,400 Meters,CSAC Outdoor Performance List,Men
3,"Hetrick, Samuel",SO-2,PSU-Behrend,51.40,Behrend Track and Field Invite 2023,"Apr 16, 2023",NaN,400 Meters,CSAC Outdoor Performance List,Men
4,"Clark, Brian",SO-2,Alfred State,52.38,Brockport Multi & Invitational,"Apr 14, 2023",NaN,400 Meters,CSAC Outdoor Performance List,Men
5,"Walter, Derek",JR-3,Alfred State,52.49,2023 Susquehanna Easter Invite,"Apr 8, 2023",NaN,400 Meters,CSAC Outdoor Performance List,Men
6,"Klein, Kody",SO-2,PSU-Behrend,52.53,Behrend Track and Field Invite 2023,"Apr 16, 2023",NaN,400 Meters,CSAC Outdoor Performance List,Men
7,"Walden, Jake",FR-1,PSU-Behrend,53.33,Behrend Track and Field Invite 2023,"Apr 16, 2023",NaN,400 Meters,CSAC Outdoor Performance List,Men
8,"Seeman, Aiden",FR-1,PSU-Behrend,54.09,Behrend Track and Field Invite 2023,"Apr 16, 2023",NaN,400 Meters,CSAC Outdoor Performance List,Men
9,"Luce, Brendan",FR-1,PSU-Behrend,54.40,Behrend Track and Field Invite 2023,"Apr 16, 2023",NaN,400 Meters,CSAC Outdoor Performance List,Men
10,"Tingley, Zac",JR-3,PSU-Behrend,55.67,Behrend Track and Field Invite 2023,"Apr 16, 2023",NaN,400 Meters,CSAC Outdoor Performance List,Men
11,"Rudewicz-Nepokroeff, Zach",JR-3,Alfred State,56.76,Brockport Multi & Invitational,"Apr 14, 2023",NaN,400 Meters,CSAC Outdoor Performance List,Men
12,"Buhl, Josh",SO-2,PSU-Behrend,58.12,Behrend Track and Field Invite 2023,"Apr 16, 2023",NaN,400 Meters,CSAC Outdoor Performance List,Men
13,"Stevens, Jacob",SO-2,Gallaudet,59.27,Seahawk Invitational,"Apr 1, 2023",NaN,400 Meters,CSAC Outdoor Performance List,Men
14,"Elgin, Joe",SO-2,PSU-Behrend,59.72,Dave Labor Invitational,"Mar 31, 2023",NaN,400 Meters,CSAC Outdoor Performance List,Men
15,"Price, John'Ta",SO-2,Gallaudet,1:02.06,Blue & Silver Challenge,"Mar 25, 2023",NaN,400 Meters,CSAC Outdoor Performance List,Men
16,"Bayly, Justin",SR-4,Keystone,1:08.95,Misericordia Twilight 2023,"Apr 4, 2023",NaN,400 Meters,CSAC Outdoor Performance List,Men
1,"Laffan, Ivy",SO-2,PSU-Behrend,1:01.48,Behrend Track and Field Invite 2023,"Apr 16, 2023",NaN,400 Meters,CSAC Outdoor Performance List,Women
2,"Schnell, Lily",JR-3,Alfred State,1:05.10,2023 Susquehanna Easter Invite,"Apr 8, 2023",NaN,400 Meters,CSAC Outdoor Performance List,Women
3,"Felton, Haley",SO-2,PSU-Behrend,1:08.10,Behrend Track and Field Invite 2023,"Apr 16, 2023",NaN,400 Meters,CSAC Outdoor Performance List,Women
4,"Dietrich, Victoria",SO-2,PSU-Behrend,1:08.70,2023 Mount Union John Homon Open,"Apr 6, 2023",NaN,400 Meters,CSAC Outdoor Performance List,Women
5,"Spires, Izzy",SO-2,PSU-Behrend,1:12.60,2023 Mount Union John Homon Open,"Apr 6, 2023",NaN,400 Meters,CSAC Outdoor Performance List,Women
6,"Reinoso, Gaudy",FR-1,Cedar Crest,1:16.42,Muhlenberg Outdoor Invitational,"Apr 1, 2023",NaN,400 Meters,CSAC Outdoor Performance List,Women
7,"Thornton, Alexandra",JR-3,Keystone,1:16.70,Misericordia Twilight 2023,"Apr 4, 2023",NaN,400 Meters,CSAC Outdoor Performance List,Women
8,"Sabir, Zakiyyah",SO-2,Cedar Crest,1:22.70,Muhlenberg Outdoor Invitational,"Apr 1, 2023",NaN,400 Meters,CSAC Outdoor Performance List,Women
9,"Buhl, Rachael",SO-2,PSU-Behrend,1:22.89,2023 Mount Union John Homon Open,"Apr 6, 2023",NaN,400 Meters,CSAC Outdoor Performance List,Women
10,"Beverage, Carolina",SR-4,Cedar Crest,1:33.67,WCU Bill Butler Invitational,"Apr 15, 2023",NaN,400 Meters,CSAC Outdoor Performance List,Women
11,"Schwieterman, Joslyn",SR-4,Cedar Crest,1:44.48,Muhlenberg Outdoor Invitational,"Apr 1, 2023",NaN,400 Meters,CSAC Outdoor Performance List,Women
1,"Scroxton, Eddie",SO-2,Alfred State,1:59.02,Brockport Multi & Invitational,"Apr 14, 2023",NaN,800 Meters,CSAC Outdoor Performance List,Men
2,"Temel, Nick",SO-2,PSU-Behrend,2:00.05,Behrend Track and Field Invite 2023,"Apr 16, 2023",NaN,800 Meters,CSAC Outdoor Performance List,Men
3,"Seevers, Jason",FR-1,PSU-Behrend,2:01.30,2023 Mount Union John Homon Open,"Apr 6, 2023",NaN,800 Meters,CSAC Outdoor Performance List,Men
4,"Holcomb, Troy",FR-1,Gallaudet,2:02.12,Galludet Bison Classic,"Apr 8, 2023",NaN,800 Meters,CSAC Outdoor Performance List,Men
5,"Rightmyer, Jacob",FR-1,Alfred State,2:03.27,2023 Susquehanna Easter Invite,"Apr 8, 2023",NaN,800 Meters,CSAC Outdoor Performance List,Men
6,"Klein, Kody",SO-2,PSU-Behrend,2:05.09,Dave Labor Invitational,"Mar 31, 2023",NaN,800 Meters,CSAC Outdoor Performance List,Men
7,"Reinsel, Aidan",FR-1,PSU-Behrend,2:05.91,2023 Mount Union John Homon Open,"Apr 6, 2023",NaN,800 Meters,CSAC Outdoor Performance List,Men
8,"Clark, Brian",SO-2,Alfred State,2:07.10,2023 Susquehanna Easter Invite,"Apr 8, 2023",NaN,800 Meters,CSAC Outdoor Performance List,Men
9,"Mora, Trent",FR-1,Gallaudet,2:08.14,Galludet Bison Classic,"Apr 8, 2023",NaN,800 Meters,CSAC Outdoor Performance List,Men
10,"Elgin, Joe",SO-2,PSU-Behrend,2:10.39,Behrend Track and Field Invite 2023,"Apr 16, 2023",NaN,800 Meters,CSAC Outdoor Performance List,Men
11,"Heffner, Jacob",SO-2,PSU-Behrend,2:17.25,2023 Mount Union John Homon Open,"Apr 6, 2023",NaN,800 Meters,CSAC Outdoor Performance List,Men
12,"Seeman, Aiden",FR-1,PSU-Behrend,2:18.12,Dave Labor Invitational,"Mar 31, 2023",NaN,800 Meters,CSAC Outdoor Performance List,Men
13,"Chiarella, Maxwell",FR-1,Alfred State,2:20.91,Brockport Multi & Invitational,"Apr 14, 2023",NaN,800 Meters,CSAC Outdoor Performance List,Men
14,"Price, John'Ta",SO-2,Gallaudet,2:21.28,Seahawk Invitational,"Apr 1, 2023",NaN,800 Meters,CSAC Outdoor Performance List,Men
1,"Nola, Olivia",SO-2,PSU-Behrend,2:21.90,2023 Mount Union John Homon Open,"Apr 6, 2023",NaN,800 Meters,CSAC Outdoor Performance List,Women
2,"Popoff, Isabelle",JR-3,Alfred State,2:30.08,2023 Susquehanna Easter Invite,"Apr 8, 2023",NaN,800 Meters,CSAC Outdoor Performance List,Women
3,"Ferrans, Emily",SO-2,PSU-Behrend,2:34.22,2023 Mount Union John Homon Open,"Apr 6, 2023",NaN,800 Meters,CSAC Outdoor Performance List,Women
4,"Hartle, Lindsey",FR-1,PSU-Behrend,2:36.82,2023 Mount Union John Homon Open,"Apr 6, 2023",NaN,800 Meters,CSAC Outdoor Performance List,Women
5,"Taggart, Emma",JR-3,Alfred State,2:40.30,2023 Susquehanna Easter Invite,"Apr 8, 2023",NaN,800 Meters,CSAC Outdoor Performance List,Women
6,"Trautwein, Lexi",FR-1,Alfred State,2:43.10,Brockport Multi & Invitational,"Apr 14, 2023",NaN,800 Meters,CSAC Outdoor Performance List,Women
7,"Spires, Izzy",SO-2,PSU-Behrend,2:45.64,Behrend Track and Field Invite 2023,"Apr 16, 2023",NaN,800 Meters,CSAC Outdoor Performance List,Women
8,"Simins, Jessica",SO-2,Cedar Crest,2:52.34,WCU Bill Butler Invitational,"Apr 15, 2023",NaN,800 Meters,CSAC Outdoor Performance List,Women
9,"Lebaron, Cassidy",JR-3,Gallaudet,2:55.30,Blue & Silver Challenge,"Mar 25, 2023",NaN,800 Meters,CSAC Outdoor Performance List,Women
10,"Kier, Summer",JR-3,Alfred State,2:58.10,Brockport Multi & Invitational,"Apr 14, 2023",NaN,800 Meters,CSAC Outdoor Performance List,Women
11,"Hersom, Annaliese",JR-3,Alfred State,3:00.21,Brockport Multi & Invitational,"Apr 14, 2023",NaN,800 Meters,CSAC Outdoor Performance List,Women
12,"Erich, Liz",FR-1,Alfred State,3:05.67,2023 Susquehanna Easter Invite,"Apr 8, 2023",NaN,800 Meters,CSAC Outdoor Performance List,Women
13,"Oliver, Amelia",FR-1,Gallaudet,3:08.19,Galludet Bison Classic,"Apr 8, 2023",NaN,800 Meters,CSAC Outdoor Performance List,Women
1,"Klein, Kody",SO-2,PSU-Behrend,4:17.71,Dave Labor Invitational,"Mar 31, 2023",NaN,1500 Meters,CSAC Outdoor Performance List,Men
2,"Seevers, Jason",FR-1,PSU-Behrend,4:19.25,Behrend Track and Field Invite 2023,"Apr 16, 2023",NaN,1500 Meters,CSAC Outdoor Performance List,Men
3,"Domencic, Aidan",SO-2,PSU-Behrend,4:21.45,Dave Labor Invitational,"Mar 31, 2023",NaN,1500 Meters,CSAC Outdoor Performance List,Men
4,"Temel, Nick",SO-2,PSU-Behrend,4:21.62,Dave Labor Invitational,"Mar 31, 2023",NaN,1500 Meters,CSAC Outdoor Performance List,Men
5,"Reinsel, Aidan",FR-1,PSU-Behrend,4:22.50,Behrend Track and Field Invite 2023,"Apr 16, 2023",NaN,1500 Meters,CSAC Outdoor Performance List,Men
6,"Rightmyer, Jacob",FR-1,Alfred State,4:23.03,Brockport Multi & Invitational,"Apr 14, 2023",NaN,1500 Meters,CSAC Outdoor Performance List,Men
7,"Holcomb, Troy",FR-1,Gallaudet,4:31.82,Seahawk Invitational,"Apr 1, 2023",NaN,1500 Meters,CSAC Outdoor Performance List,Men
8,"Chiarella, Maxwell",FR-1,Alfred State,4:32.29,2023 Susquehanna Easter Invite,"Apr 8, 2023",NaN,1500 Meters,CSAC Outdoor Performance List,Men
9,"George, Emil",SO-2,PSU-Behrend,4:36.27,Behrend Track and Field Invite 2023,"Apr 16, 2023",NaN,1500 Meters,CSAC Outdoor Performance List,Men
10,"Hvisdak, Andrew",SO-2,Alfred State,4:37.25,Brockport Multi & Invitational,"Apr 14, 2023",NaN,1500 Meters,CSAC Outdoor Performance List,Men
11,"Mora, Trent",FR-1,Gallaudet,4:51.78,Galludet Bison Classic,"Apr 8, 2023",NaN,1500 Meters,CSAC Outdoor Performance List,Men
12,"Walter, Derek",JR-3,Alfred State,4:53.02,2023 Susquehanna Easter Invite,"Apr 8, 2023",NaN,1500 Meters,CSAC Outdoor Performance List,Men
13,"Heffner, Jacob",SO-2,PSU-Behrend,4:54.78,Behrend Track and Field Invite 2023,"Apr 16, 2023",NaN,1500 Meters,CSAC Outdoor Performance List,Men
14,"Reynolds, Jayden",FR-1,Alfred State,4:56.71,2023 Susquehanna Easter Invite,"Apr 8, 2023",NaN,1500 Meters,CSAC Outdoor Performance List,Men
15,"Post, Nick",JR-3,PSU-Behrend,5:04.44,Behrend Track and Field Invite 2023,"Apr 16, 2023",NaN,1500 Meters,CSAC Outdoor Performance List,Men
16,"Price, John'Ta",SO-2,Gallaudet,5:17.94,Galludet Bison Classic,"Apr 8, 2023",NaN,1500 Meters,CSAC Outdoor Performance List,Men
17,"Spreizer, Christian",SO-2,Alfred State,5:28.21,Brockport Multi & Invitational,"Apr 14, 2023",NaN,1500 Meters,CSAC Outdoor Performance List,Men
1,"Nola, Olivia",SO-2,PSU-Behrend,4:50.54,Behrend Track and Field Invite 2023,"Apr 16, 2023",NaN,1500 Meters,CSAC Outdoor Performance List,Women
2,"Carr, Savanna",SR-4,PSU-Behrend,5:04.26,Dave Labor Invitational,"Mar 31, 2023",NaN,1500 Meters,CSAC Outdoor Performance List,Women
3,"Hartle, Lindsey",FR-1,PSU-Behrend,5:13.65,2023 Mount Union John Homon Open,"Apr 6, 2023",NaN,1500 Meters,CSAC Outdoor Performance List,Women
4,"Ferrans, Emily",SO-2,PSU-Behrend,5:27.27,Behrend Track and Field Invite 2023,"Apr 16, 2023",NaN,1500 Meters,CSAC Outdoor Performance List,Women
5,"Popoff, Isabelle",JR-3,Alfred State,5:27.60,Brockport Multi & Invitational,"Apr 14, 2023",NaN,1500 Meters,CSAC Outdoor Performance List,Women
6,"Ferris, Laura",JR-3,Alfred State,5:47.91,Geneseo Early Season Invitational,"Apr 2, 2023",NaN,1500 Meters,CSAC Outdoor Performance List,Women
