Rank,Athlete(s),Year,Team,Time/Distance/Points,Meet,Meet Date,Wind,Event,Conference,Gender
2,"Maxwell, Jeremiah",SO-2,McDaniel,22.28,2023 Messiah Multi/Invitational,"Apr 13, 2023",1.1,200 Meters,Centennial Conference Outdoor Performance List,Men
3,"Say, Conrad",JR-3,Johns Hopkins,22.32,Bison Outdoor Classic,"Apr 14, 2023",+0.0,200 Meters,Centennial Conference Outdoor Performance List,Men
4,"Elmogi, Ahmed",SO-2,Johns Hopkins,22.46,Bison Outdoor Classic,"Apr 14, 2023",+0.0,200 Meters,Centennial Conference Outdoor Performance List,Men
5,"Tabor, Daniel",JR-3,Ursinus,22.50,Ursinus College Outdoor Invitational,"Mar 25, 2023",-0.4,200 Meters,Centennial Conference Outdoor Performance List,Men
6,"Tobin, Aiden",FR-1,Ursinus,22.60,Ursinus College Outdoor Invitational,"Mar 25, 2023",-0.4,200 Meters,Centennial Conference Outdoor Performance List,Men
7,"Coulter, Elliot",SO-2,Franklin & Marshall,22.64,Little 3 Championships,"Mar 25, 2023",NWI,200 Meters,Centennial Conference Outdoor Performance List,Men
8,"Brick, Aaron",FR,Dickinson,22.70,2023 Messiah Multi/Invitational,"Apr 13, 2023",2.6,200 Meters,Centennial Conference Outdoor Performance List,Men
9,"Hitchcock, Trevor",JR-3,Muhlenberg,22.95,2023 Messiah Multi/Invitational,"Apr 13, 2023",1.3,200 Meters,Centennial Conference Outdoor Performance List,Men
10,"Huffer, Alex",SO-2,McDaniel,22.96,Blue & Gold Goucher Classic,"Mar 24, 2023",-0.3,200 Meters,Centennial Conference Outdoor Performance List,Men
11,"Hill, Jonathan",JR-3,Haverford,23.05,WCU Golden Ram Invitational,"Apr 8, 2023",+0.0,200 Meters,Centennial Conference Outdoor Performance List,Men
12,"Bowers, Sean",FR-1,Ursinus,23.11,Muhlenberg Outdoor Invitational,"Apr 1, 2023",1.2,200 Meters,Centennial Conference Outdoor Performance List,Men
13,"Ney, Collin",JR-3,Ursinus,23.14,Ursinus College Outdoor Invitational,"Mar 25, 2023",-0.4,200 Meters,Centennial Conference Outdoor Performance List,Men
14,"Razze, Nicholas",JR-3,McDaniel,23.15,Blue & Gold Goucher Classic,"Mar 24, 2023",-0.3,200 Meters,Centennial Conference Outdoor Performance List,Men
15,"Northrup, Kyle",FR-1,Gettysburg,23.29,2023 Messiah Multi/Invitational,"Apr 13, 2023",1.3,200 Meters,Centennial Conference Outdoor Performance List,Men
16,"Ferrera, Francesco",SO-2,Johns Hopkins,23.33,2023 Towson Spring Open,"Mar 31, 2023",0.5,200 Meters,Centennial Conference Outdoor Performance List,Men
17,"Boback, Cole",SR-4,Dickinson,23.37,Little 3 Championships,"Mar 25, 2023",NWI,200 Meters,Centennial Conference Outdoor Performance List,Men
18,"Keegan, Arthur",JR-3,Gettysburg,23.38,2023 Messiah Multi/Invitational,"Apr 13, 2023",1.4,200 Meters,Centennial Conference Outdoor Performance List,Men
19,"Nunez-Castaneda, Andres",FR-1,Gettysburg,23.39,2023 Messiah Multi/Invitational,"Apr 13, 2023",1.4,200 Meters,Centennial Conference Outdoor Performance List,Men
20,"Nye, JP",SR-4,Muhlenberg,23.42,2023 TCNJ Invitational,"Apr 8, 2023",-1.3,200 Meters,Centennial Conference Outdoor Performance List,Men
21,"Wilson, Tyler",SO-2,Ursinus,23.48,2023 Messiah Multi/Invitational,"Apr 13, 2023",1.3,200 Meters,Centennial Conference Outdoor Performance List,Men
22,"Greaves, Devon",JR-3,Ursinus,23.52,Ursinus College Outdoor Invitational,"Mar 25, 2023",-0.7,200 Meters,Centennial Conference Outdoor Performance List,Men
23,"Eaton, Ravi",JR-3,Haverford,23.62,Ursinus College Outdoor Invitational,"Mar 25, 2023",-0.7,200 Meters,Centennial Conference Outdoor Performance List,Men
24,"Razze , Anthony",JR-3,McDaniel,23.63,Blue & Gold Goucher Classic,"Mar 24, 2023",2.2,200 Meters,Centennial Conference Outdoor Performance List,Men
25,"Thompson, Malachi",SO-2,McDaniel,23.65,2023 Messiah Multi/Invitational,"Apr 13, 2023",1.5,200 Meters,Centennial Conference Outdoor Performance List,Men
1,"Phillips, Lauren",SO-2,Johns Hopkins,25.00,Bison Outdoor Classic,"Apr 14, 2023",1.3,200 Meters,Centennial Conference Outdoor Performance List,Women
2,"Boadi, Krystle",SR-4,Swarthmore,25.77,2023 Danny Curran Invitational,"Mar 30, 2023",-1.1,200 Meters,Centennial Conference Outdoor Performance List,Women
3,"Olsavsky, Erin",FR-1,Dickinson,25.79,Muhlenberg Outdoor Invitational,"Apr 1, 2023",1.1,200 Meters,Centennial Conference Outdoor Performance List,Women
4,"Simons, Emerlee",JR-3,Dickinson,25.93,2023 Messiah Multi/Invitational,"Apr 13, 2023",2.0,200 Meters,Centennial Conference Outdoor Performance List,Women
5,"Kadiri, Victoria",SO-2,Johns Hopkins,26.05,Bison Outdoor Classic,"Apr 14, 2023",-0.4,200 Meters,Centennial Conference Outdoor Performance List,Women
6,"D'Aulerio, Olivia",FR-1,Haverford,26.15,2023 Danny Curran Invitational,"Mar 30, 2023",-1.0,200 Meters,Centennial Conference Outdoor Performance List,Women
7,"Massillon, Grace",SO-2,Johns Hopkins,26.24,George Mason Ebanks Invitational,"Apr 7, 2023",1.6,200 Meters,Centennial Conference Outdoor Performance List,Women
8,"Morgan, Katie",SO-2,McDaniel,26.27,2023 Messiah Multi/Invitational,"Apr 13, 2023",2.2,200 Meters,Centennial Conference Outdoor Performance List,Women
9,"Moses, Jahsaiah",SR-4,Haverford,26.28,2023 Danny Curran Invitational,"Mar 30, 2023",-1.0,200 Meters,Centennial Conference Outdoor Performance List,Women
10,"Landau, Ally",JR-3,Haverford,26.37,WCU Golden Ram Invitational,"Apr 8, 2023",+0.0,200 Meters,Centennial Conference Outdoor Performance List,Women
11,"Mikusova, Darya",JR-3,Dickinson,26.58,2023 Messiah Multi/Invitational,"Apr 13, 2023",2.0,200 Meters,Centennial Conference Outdoor Performance List,Women
12,"Lienhard, Abby",SR-4,Franklin & Marshall,26.85,Virginia Beach Spring Break Invitational,"Mar 17, 2023",2.1,200 Meters,Centennial Conference Outdoor Performance List,Women
13,"Tang, Ashley",JR-3,Johns Hopkins,26.91,Bison Outdoor Classic,"Apr 14, 2023",1.1,200 Meters,Centennial Conference Outdoor Performance List,Women
14,"Klimov, Mirra",FR-1,Johns Hopkins,26.92,Bison Outdoor Classic,"Apr 14, 2023",1.1,200 Meters,Centennial Conference Outdoor Performance List,Women
15,"Robinson, Kayla",SR-4,Haverford,26.96,2023 Danny Curran Invitational,"Mar 30, 2023",-1.0,200 Meters,Centennial Conference Outdoor Performance List,Women
16,"Rando, Anna",FR-1,McDaniel,27.05,40th Millersville Metrics,"Mar 31, 2023",5.7,200 Meters,Centennial Conference Outdoor Performance List,Women
17,"Garrou, Hannah",FR-1,Swarthmore,27.26,2023 Danny Curran Invitational,"Mar 30, 2023",-1.0,200 Meters,Centennial Conference Outdoor Performance List,Women
18,"Collins, Gabrielle",SR-4,McDaniel,27.27,40th Millersville Metrics,"Mar 31, 2023",4.0,200 Meters,Centennial Conference Outdoor Performance List,Women
19,"Donoho, Jaclyn",FR-1,Johns Hopkins,27.28,Bison Outdoor Classic,"Apr 14, 2023",-0.3,200 Meters,Centennial Conference Outdoor Performance List,Women
20,"Kitchin, Abbe",SO-2,Dickinson,27.31,2023 Messiah Multi/Invitational,"Apr 13, 2023",2.5,200 Meters,Centennial Conference Outdoor Performance List,Women
21,"Penuela, Mariana",JR-3,Dickinson,27.35,York College Twilight Meet,"Apr 5, 2023",-2.1,200 Meters,Centennial Conference Outdoor Performance List,Women
22,"Bidgell, Angel",JR-3,McDaniel,27.42,Blue & Gold Goucher Classic,"Mar 24, 2023",1.6,200 Meters,Centennial Conference Outdoor Performance List,Women
23,"Tabtiang, Liana",JR,Dickinson,27.46,2023 Messiah Multi/Invitational,"Apr 13, 2023",1.9,200 Meters,Centennial Conference Outdoor Performance List,Women
24,"Kyle, Maddie",SO-2,Dickinson,27.57,2023 Messiah Multi/Invitational,"Apr 13, 2023",2.5,200 Meters,Centennial Conference Outdoor Performance List,Women
25,"Suess, Natalie",JR,Dickinson,27.60,2023 Messiah Multi/Invitational,"Apr 13, 2023",0.7,200 Meters,Centennial Conference Outdoor Performance List,Women
1,"Tabor, Daniel",JR-3,Ursinus,49.18,Muhlenberg Outdoor Invitational,"Apr 1, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Men
2,"Richwine, Trevor",FR-1,Dickinson,49.58,York College Twilight Meet,"Apr 5, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Men
3,"Maxwell, Jeremiah",SO-2,McDaniel,50.06,2023 Colonial Relays,"Mar 30, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Men
4,"Tobin, Aiden",FR-1,Ursinus,50.09,Muhlenberg Outdoor Invitational,"Apr 1, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Men
5,"Boback, Cole",SR-4,Dickinson,50.11,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Men
6,"Omonije, Fisayo",FR-1,Johns Hopkins,50.19,Bison Outdoor Classic,"Apr 14, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Men
7,"Hill, Jonathan",JR-3,Haverford,50.39,WCU Bill Butler Invitational,"Apr 15, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Men
8,"Razze, Nicholas",JR-3,McDaniel,50.40,Blue & Gold Goucher Classic,"Mar 24, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Men
9,"Northrup, Kyle",FR-1,Gettysburg,50.42,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Men
10,"Ney, Collin",JR-3,Ursinus,50.57,Muhlenberg Outdoor Invitational,"Apr 1, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Men
11,"Huffer, Alex",SO-2,McDaniel,50.70,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Men
12,"Eaton, Ravi",JR-3,Haverford,50.75,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Men
13,"Stanziani, Payton",JR-3,Ursinus,51.03,Ursinus College Outdoor Invitational,"Mar 25, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Men
14,"Neuwirth, Russell",SR-4,Muhlenberg,51.24,2023 TCNJ Invitational,"Apr 8, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Men
15,"Cwiklinski, Thaddeus",SR,Gettysburg,51.36,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Men
16,"Razze , Anthony",JR-3,McDaniel,51.48,Blue & Gold Goucher Classic,"Mar 24, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Men
17,"Hitchcock, Trevor",JR-3,Muhlenberg,51.63,2023 TCNJ Invitational,"Apr 8, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Men
18,"Gutow, Matthew",SO-2,Swarthmore,51.78,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Men
19,"Richardson, Tyler",SO-2,McDaniel,51.95,Blue & Gold Goucher Classic,"Mar 24, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Men
20,"Rzempoluch, Kacper",SO,Dickinson,52.12,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Men
21,"Gormley, Ian",SO-2,Dickinson,52.26,Muhlenberg Outdoor Invitational,"Apr 1, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Men
22,"Coleman, Oral-Anthony",SO-2,McDaniel,52.28,Blue & Gold Goucher Classic,"Mar 24, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Men
23,"Nunez-Castaneda, Andres",FR-1,Gettysburg,52.45,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Men
24,"Mathis, Brett",SO-2,Ursinus,52.52,Muhlenberg Outdoor Invitational,"Apr 1, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Men
25,"Wilson, Tyler",SO-2,Ursinus,52.60,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Men
1,"Phillips, Lauren",SO-2,Johns Hopkins,55.46,Bison Outdoor Classic,"Apr 14, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Women
2,"Teszler, Rose",SR-4,Swarthmore,58.26,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Women
3,"Morgan, Katie",SO-2,McDaniel,58.78,2023 Colonial Relays,"Mar 30, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Women
4,"D'Aulerio, Olivia",FR-1,Haverford,58.90,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Women
5,"Boudreau, Lillian",FR-1,Gettysburg,59.29,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Women
6,"Thornberry, Isabel",JR-3,Haverford,1:00.05,WCU Bill Butler Invitational,"Apr 15, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Women
7,"Dzenutis, Sydney",SR-4,Franklin & Marshall,1:00.79,40th Millersville Metrics,"Mar 31, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Women
8,"Penuela, Mariana",JR-3,Dickinson,1:01.13,Muhlenberg Outdoor Invitational,"Apr 1, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Women
9,"Arcese, Lorna",FR-1,Johns Hopkins,1:01.47,Bison Outdoor Classic,"Apr 14, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Women
10,"Simons, Emerlee",JR-3,Dickinson,1:01.55,York College Twilight Meet,"Apr 5, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Women
11,"Tate, Meg",SR-4,Dickinson,1:01.80,York College Twilight Meet,"Apr 5, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Women
12,"Sample, Tashyah",FR-1,Ursinus,1:01.85,Muhlenberg Outdoor Invitational,"Apr 1, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Women
13,"Tang, Ashley",JR-3,Johns Hopkins,1:02.20,George Mason Ebanks Invitational,"Apr 7, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Women
14,"Imrie , Anna",SO-2,Gettysburg,1:02.29,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Women
15,"Rando, Anna",FR-1,McDaniel,1:02.45,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Women
16,"Abbey, Kiara",SO-2,Swarthmore,1:02.63,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Women
17,"Carroll, Meghan",SO-2,Ursinus,1:02.71,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Women
18,"Hoover, Eliza",FR-1,Gettysburg,1:03.16,40th Millersville Metrics,"Mar 31, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Women
19,"Jackson, Erin",SO-2,Muhlenberg,1:03.18,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Women
20,"Maguire, Ellen",SO-2,Muhlenberg,1:03.21,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Women
21,"Kitchin, Abbe",SO-2,Dickinson,1:03.33,Muhlenberg Outdoor Invitational,"Apr 1, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Women
22,"Brown, Madison",SO-2,Dickinson,1:03.38,Muhlenberg Outdoor Invitational,"Apr 1, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Women
23,"Schubert, Johanna",SR-4,Swarthmore,1:03.53,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Women
24,"Kashynski, Miranda",JR-3,Swarthmore,1:03.69,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Women
25,"Mouer, Morgan",SO-2,Swarthmore,1:03.83,Oscar Moore Invitational 2023,"Apr 8, 2023",NaN,400 Meters,Centennial Conference Outdoor Performance List,Women
1,"Moreland, Jamie",SR-4,Haverford,1:50.65,WCU Bill Butler Invitational,"Apr 15, 2023",NaN,800 Meters,Centennial Conference Outdoor Performance List,Men
2,"Richwine, Trevor",FR-1,Dickinson,1:52.91,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,Centennial Conference Outdoor Performance List,Men
3,"Beyer, Arthur",SR-4,Johns Hopkins,1:53.19,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,Centennial Conference Outdoor Performance List,Men
4,"Omonije, Fisayo",FR-1,Johns Hopkins,1:53.96,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,Centennial Conference Outdoor Performance List,Men
5,"Cantine, Aidan",SR-4,Swarthmore,1:54.43,Oscar Moore Invitational 2023,"Apr 8, 2023",NaN,800 Meters,Centennial Conference Outdoor Performance List,Men
6,"Rothenberg, Ethan",SR-4,Swarthmore,1:55.77,2023 Danny Curran Invitational,"Mar 30, 2023",NaN,800 Meters,Centennial Conference Outdoor Performance List,Men
7,"Madsen, Anders",SO-2,McDaniel,1:55.81,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,800 Meters,Centennial Conference Outdoor Performance List,Men
8,"Denton, Matt",JR-3,Haverford,1:56.07,WCU Golden Ram Invitational,"Apr 8, 2023",NaN,800 Meters,Centennial Conference Outdoor Performance List,Men
9,"Dessalines, Samson",FR-1,Johns Hopkins,1:56.21,2023 Towson Spring Open,"Mar 31, 2023",NaN,800 Meters,Centennial Conference Outdoor Performance List,Men
10,"Martin, Zach",FR-1,Johns Hopkins,1:56.51,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,Centennial Conference Outdoor Performance List,Men
11,"Eshghi, Reza",SO-2,Haverford,1:56.56,WCU Golden Ram Invitational,"Apr 8, 2023",NaN,800 Meters,Centennial Conference Outdoor Performance List,Men
12,"McGrath, Tucker",JR-3,Ursinus,1:57.24,WCU Golden Ram Invitational,"Apr 8, 2023",NaN,800 Meters,Centennial Conference Outdoor Performance List,Men
13,"Cassidy, Rowan",FR-1,Johns Hopkins,1:57.95,Bison Outdoor Classic,"Apr 14, 2023",NaN,800 Meters,Centennial Conference Outdoor Performance List,Men
14,"Riordan, Thomas",JR,Dickinson,1:58.12,2023 Messiah Multi/Invitational,"Apr 13, 2023",NaN,800 Meters,Centennial Conference Outdoor Performance List,Men
