Rank,Athlete(s),Year,Team,Time/Distance/Points,Meet,Meet Date,Wind,Event,Conference,Gender
8,"Woods, Josiyah",FR-1,Methodist,22.56,The Trojan Relays,"Apr 14, 2023",1.0,200 Meters,USA South Outdoor Performance List,Men
9,"Taylor, Reginald",SO-2,Brevard,22.82,SWU GottaRun Invite 2023,"Apr 1, 2023",-1.4,200 Meters,USA South Outdoor Performance List,Men
10,"de la Cruz, Daniel",SR-4,Southern Virginia,22.91,WildCat Track Festival,"Apr 8, 2023",+0.0,200 Meters,USA South Outdoor Performance List,Men
11,"Campbell, Keyshawn",SR-4,Pfeiffer,23.25,Dennis Craddock Coaches Classic,"Apr 14, 2023",1.3,200 Meters,USA South Outdoor Performance List,Men
12,"Kam, Parker",SO-2,Southern Virginia,23.42,Dennis Craddock Coaches Classic,"Apr 14, 2023",1.9,200 Meters,USA South Outdoor Performance List,Men
13,"Brown, Tasker",SR-4,Pfeiffer,23.45,Adidas Winthrop University Invitational,"Mar 24, 2023",-1.8,200 Meters,USA South Outdoor Performance List,Men
14,"Turner, Joseph",SR-4,North Carolina Wesleyan,23.49,South Florida Invitational,"Apr 7, 2023",0.6,200 Meters,USA South Outdoor Performance List,Men
14,"Prince, Milton",FR-1,William Peace,23.49,Webb Davidson Meet,"Mar 17, 2023",1.7,200 Meters,USA South Outdoor Performance List,Men
16,"Curtis, DeShawn",JR-3,Brevard,23.74,SWU GottaRun Invite 2023,"Apr 1, 2023",3.0,200 Meters,USA South Outdoor Performance List,Men
17,"Freeman, Jeremiah",FR-1,Methodist,23.75,6th Annual adidas Trojan Challenge,"Mar 24, 2023",3.0,200 Meters,USA South Outdoor Performance List,Men
18,"Alvarez, Luis",JR-3,Brevard,23.80,SWU GottaRun Invite 2023,"Apr 1, 2023",-4.9,200 Meters,USA South Outdoor Performance List,Men
19,"Bryant, D'Andre",SR-4,Pfeiffer,23.81,Adidas Winthrop University Invitational,"Mar 24, 2023",1.5,200 Meters,USA South Outdoor Performance List,Men
20,"Nwaneri, Elvis",SO-2,Southern Virginia,23.82,Dennis Craddock Coaches Classic,"Apr 14, 2023",2.7,200 Meters,USA South Outdoor Performance List,Men
21,"Skidmore, Tommy",FR-1,Southern Virginia,23.84,Dr. Jack M. Toms Alumni Invitational,"Mar 24, 2023",0.5,200 Meters,USA South Outdoor Performance List,Men
22,"Ashford, Brooks",JR-3,Brevard,23.87,SWU GottaRun Invite 2023,"Apr 1, 2023",3.0,200 Meters,USA South Outdoor Performance List,Men
23,"Jones, Porter",JR-3,Southern Virginia,24.02,Washington & Lee Carnival,"Mar 17, 2023",-1.7,200 Meters,USA South Outdoor Performance List,Men
24,"Maura, Demetrius",FR-1,Pfeiffer,24.09,Webb Davidson Meet,"Mar 17, 2023",0.1,200 Meters,USA South Outdoor Performance List,Men
25,"Dolley, Abu",SO-2,North Carolina Wesleyan,24.10,6th Annual adidas Trojan Challenge,"Mar 24, 2023",1.8,200 Meters,USA South Outdoor Performance List,Men
1,"Brooks, Mariah",,North Carolina Wesleyan,24.40,South Florida Invitational,"Apr 7, 2023",1.3,200 Meters,USA South Outdoor Performance List,Women
2,"Cherry, Ahnia",FR-1,North Carolina Wesleyan,24.50,South Florida Invitational,"Apr 7, 2023",1.3,200 Meters,USA South Outdoor Performance List,Women
3,"Mitchell, Kayla",FR-1,Methodist,25.95,6th Annual adidas Trojan Challenge,"Mar 24, 2023",2.3,200 Meters,USA South Outdoor Performance List,Women
4,"Rosario-Watson, Treazure",FR-1,Methodist,26.35,The Trojan Relays,"Apr 14, 2023",2.3,200 Meters,USA South Outdoor Performance List,Women
5,"Bellamy, Teanna",SR-4,North Carolina Wesleyan,26.59,South Florida Invitational,"Apr 7, 2023",1.9,200 Meters,USA South Outdoor Performance List,Women
6,"Hawkins, Quierra",SO-2,Mary Baldwin,26.98,Dr. Jack M. Toms Alumni Invitational,"Mar 24, 2023",0.2,200 Meters,USA South Outdoor Performance List,Women
7,"Street, Makayla",FR-1,Brevard,27.02,Trojan Opener,"Mar 17, 2023",2.3,200 Meters,USA South Outdoor Performance List,Women
8,"Olufemi-Ajayi, Grace",SR-4,Meredith,27.03,Dennis Craddock Coaches Classic,"Apr 14, 2023",2.3,200 Meters,USA South Outdoor Performance List,Women
9,"Parker, Addie",SO-2,Southern Virginia,27.12,Dr. Jack M. Toms Alumni Invitational,"Mar 24, 2023",0.2,200 Meters,USA South Outdoor Performance List,Women
10,"Lucas, Anyla",FR-1,Meredith,27.61,6th Annual adidas Trojan Challenge,"Mar 24, 2023",2.2,200 Meters,USA South Outdoor Performance List,Women
11,"Heward, Riley",SO-2,Southern Virginia,27.82,Dennis Craddock Coaches Classic,"Apr 14, 2023",2.4,200 Meters,USA South Outdoor Performance List,Women
12,"Sterling, Emily",SO-2,Southern Virginia,28.16,Dennis Craddock Coaches Classic,"Apr 14, 2023",2.4,200 Meters,USA South Outdoor Performance List,Women
13,"Castle, Kamree",SO-2,Southern Virginia,28.17,Dennis Craddock Coaches Classic,"Apr 14, 2023",2.4,200 Meters,USA South Outdoor Performance List,Women
14,"Morgan, Liz",SO-2,Southern Virginia,28.42,WildCat Track Festival,"Apr 8, 2023",0.5,200 Meters,USA South Outdoor Performance List,Women
15,"Cunningham, Davina",FR-1,Meredith,28.55,UNCW Seahawk Invitational,"Mar 3, 2023",2.3,200 Meters,USA South Outdoor Performance List,Women
16,"Barker, Channing",SO-2,Brevard,28.69,Trojan Opener,"Mar 17, 2023",0.6,200 Meters,USA South Outdoor Performance List,Women
17,"Knight, Imari",FR-1,Mary Baldwin,28.99,Battleground Relays,"Apr 1, 2023",2.1,200 Meters,USA South Outdoor Performance List,Women
18,"Blodgett, Emma",JR-3,Southern Virginia,29.17,Washington & Lee Carnival,"Mar 17, 2023",0.2,200 Meters,USA South Outdoor Performance List,Women
19,"Neal, Erykalyn",FR-1,Methodist,29.20,Alan Connie Shamrock Invitational,"Mar 16, 2023",-1.0,200 Meters,USA South Outdoor Performance List,Women
19,"Singleton, Imani",FR-1,Brevard,29.20,Electric City Invitational,"Apr 14, 2023",1.2,200 Meters,USA South Outdoor Performance List,Women
21,"Miller, Haylea-Layne",SO-2,Brevard,29.38,Newberry - Hub City Invitational,"Apr 7, 2023",0.4,200 Meters,USA South Outdoor Performance List,Women
22,"Landon, McKenzie",FR-1,Southern Virginia,29.42,WildCat Track Festival,"Apr 8, 2023",0.5,200 Meters,USA South Outdoor Performance List,Women
23,"Jones, Barresha",SO-2,Meredith,29.78,6th Annual adidas Trojan Challenge,"Mar 24, 2023",2.2,200 Meters,USA South Outdoor Performance List,Women
24,"Pedersen , Hannah",FR-1,Mary Baldwin,30.16,Dr. Jack M. Toms Alumni Invitational,"Mar 24, 2023",0.7,200 Meters,USA South Outdoor Performance List,Women
25,"Tarpley , Lanadia",JR-3,Mary Baldwin,30.47,Dr. Jack M. Toms Alumni Invitational,"Mar 24, 2023",0.5,200 Meters,USA South Outdoor Performance List,Women
1,"Leavitt, Aaron",SO-2,Southern Virginia,48.41,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,400 Meters,USA South Outdoor Performance List,Men
2,"Kirksey, Christopher",SO-2,Mary Baldwin,48.77,Battleground Relays,"Apr 1, 2023",NaN,400 Meters,USA South Outdoor Performance List,Men
3,"Colson, Tevin",SR-4,Pfeiffer,50.64,Adidas Winthrop University Invitational,"Mar 24, 2023",NaN,400 Meters,USA South Outdoor Performance List,Men
4,"Holmes, Shyheim",SO-2,Mary Baldwin,50.97,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,400 Meters,USA South Outdoor Performance List,Men
5,"Landheim, Ben",SO-2,Southern Virginia,51.06,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,400 Meters,USA South Outdoor Performance List,Men
6,"Brown, Tasker",SR-4,Pfeiffer,51.62,Webb Davidson Meet,"Mar 17, 2023",NaN,400 Meters,USA South Outdoor Performance List,Men
7,"Costner, Isaiah",SO-2,William Peace,52.64,6th Annual adidas Trojan Challenge,"Mar 24, 2023",NaN,400 Meters,USA South Outdoor Performance List,Men
8,"Ezzell, Austin",SO-2,Methodist,52.78,2023 Braves Classic,"Apr 8, 2023",NaN,400 Meters,USA South Outdoor Performance List,Men
9,"Smith, Donovan",FR-1,North Carolina Wesleyan,53.04,6th Annual adidas Trojan Challenge,"Mar 24, 2023",NaN,400 Meters,USA South Outdoor Performance List,Men
10,"Blount, Sharif",FR-1,William Peace,53.20,6th Annual adidas Trojan Challenge,"Mar 24, 2023",NaN,400 Meters,USA South Outdoor Performance List,Men
11,"Everett, Reginald",SR-4,Brevard,53.47,Montreat College Open,"Mar 24, 2023",NaN,400 Meters,USA South Outdoor Performance List,Men
12,"Macklin, Joshua",FR-1,William Peace,53.51,UNCW Seahawk Invitational,"Mar 3, 2023",NaN,400 Meters,USA South Outdoor Performance List,Men
13,"Scott, Miles",FR-1,William Peace,54.05,Webb Davidson Meet,"Mar 17, 2023",NaN,400 Meters,USA South Outdoor Performance List,Men
14,"Beasley, Branden",FR-1,Southern Virginia,54.32,WildCat Track Festival,"Apr 8, 2023",NaN,400 Meters,USA South Outdoor Performance List,Men
15,"Todd, Sean",SO-2,William Peace,54.33,Myrtle Beach Collegiate Challenge,"Mar 10, 2023",NaN,400 Meters,USA South Outdoor Performance List,Men
16,"Turner, Joseph",SR-4,North Carolina Wesleyan,54.77,South Florida Invitational,"Apr 7, 2023",NaN,400 Meters,USA South Outdoor Performance List,Men
17,"Campbell, Keyshawn",SR-4,Pfeiffer,54.96,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,400 Meters,USA South Outdoor Performance List,Men
18,"Maura, Demetrius",FR-1,Pfeiffer,55.06,2023 Braves Classic,"Apr 8, 2023",NaN,400 Meters,USA South Outdoor Performance List,Men
19,"Rayche, Din",SO-2,Mary Baldwin,55.10,Battleground Relays,"Apr 1, 2023",NaN,400 Meters,USA South Outdoor Performance List,Men
20,"Alvarez, Luis",JR-3,Brevard,55.17,Electric City Invitational,"Apr 14, 2023",NaN,400 Meters,USA South Outdoor Performance List,Men
21,"Hogan, Jordan",FR-1,William Peace,56.18,Webb Davidson Meet,"Mar 17, 2023",NaN,400 Meters,USA South Outdoor Performance List,Men
22,"Woods, Josiyah",FR-1,Methodist,56.66,2023 Braves Classic,"Apr 8, 2023",NaN,400 Meters,USA South Outdoor Performance List,Men
23,"Richardson, Donaven",JR-3,Mary Baldwin,56.74,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,400 Meters,USA South Outdoor Performance List,Men
24,"Reyna-Sanchez, Raul",SO-2,Southern Virginia,56.83,WildCat Track Festival,"Apr 8, 2023",NaN,400 Meters,USA South Outdoor Performance List,Men
25,"Robinson, Seth",FR-1,Brevard,58.20,Montreat College Open,"Mar 24, 2023",NaN,400 Meters,USA South Outdoor Performance List,Men
1,"Mitchell, Kayla",FR-1,Methodist,59.13,The Trojan Relays,"Apr 14, 2023",NaN,400 Meters,USA South Outdoor Performance List,Women
2,"Parker, Addie",SO-2,Southern Virginia,1:00.28,2023 Colonial Relays,"Mar 30, 2023",NaN,400 Meters,USA South Outdoor Performance List,Women
3,"Rosario-Watson, Treazure",FR-1,Methodist,1:01.53,Alan Connie Shamrock Invitational,"Mar 16, 2023",NaN,400 Meters,USA South Outdoor Performance List,Women
4,"Busch, Patti",FR-1,Methodist,1:02.22,The Trojan Relays,"Apr 14, 2023",NaN,400 Meters,USA South Outdoor Performance List,Women
5,"Bellamy, Teanna",SR-4,North Carolina Wesleyan,1:02.29,South Florida Invitational,"Apr 7, 2023",NaN,400 Meters,USA South Outdoor Performance List,Women
6,"Brooks, Mariah",SO-2,North Carolina Wesleyan,1:02.60,Webb Davidson Meet,"Mar 17, 2023",NaN,400 Meters,USA South Outdoor Performance List,Women
7,"Miller, Haylea-Layne",SO-2,Brevard,1:03.40,Electric City Invitational,"Apr 14, 2023",NaN,400 Meters,USA South Outdoor Performance List,Women
8,"Morgan, Liz",SO-2,Southern Virginia,1:03.65,WildCat Track Festival,"Apr 8, 2023",NaN,400 Meters,USA South Outdoor Performance List,Women
9,"Sterling, Emily",SO-2,Southern Virginia,1:04.10,WildCat Track Festival,"Apr 8, 2023",NaN,400 Meters,USA South Outdoor Performance List,Women
10,"Barton, Heidi",FR-1,Southern Virginia,1:04.26,WildCat Track Festival,"Apr 8, 2023",NaN,400 Meters,USA South Outdoor Performance List,Women
11,"Castle, Kamree",SO-2,Southern Virginia,1:06.43,Washington & Lee Carnival,"Mar 17, 2023",NaN,400 Meters,USA South Outdoor Performance List,Women
12,"Welborn, Micah",JR-3,Pfeiffer,1:09.78,2023 Braves Classic,"Apr 8, 2023",NaN,400 Meters,USA South Outdoor Performance List,Women
13,"Diaz-Martinez, Sandra",FR-1,Brevard,1:11.76,Newberry - Hub City Invitational,"Apr 7, 2023",NaN,400 Meters,USA South Outdoor Performance List,Women
14,"Reyes, Jazmin",JR-3,Meredith,1:13.00,UNCW Seahawk Invitational,"Mar 3, 2023",NaN,400 Meters,USA South Outdoor Performance List,Women
15,"Sherrill, Jesse",SO-2,Pfeiffer,1:26.13,2023 Braves Classic,"Apr 8, 2023",NaN,400 Meters,USA South Outdoor Performance List,Women
1,"Short, Joseph",SO-2,Southern Virginia,1:58.29,WildCat Track Festival,"Apr 8, 2023",NaN,800 Meters,USA South Outdoor Performance List,Men
2,"Blount, Sharif",FR-1,William Peace,1:59.19,The Trojan Relays,"Apr 14, 2023",NaN,800 Meters,USA South Outdoor Performance List,Men
3,"Ezzell, Austin",SO-2,Methodist,1:59.93,6th Annual adidas Trojan Challenge,"Mar 24, 2023",NaN,800 Meters,USA South Outdoor Performance List,Men
4,"Brodmyer, Devon",JR-3,Brevard,2:00.81,Montreat College Open,"Mar 24, 2023",NaN,800 Meters,USA South Outdoor Performance List,Men
5,"Hawley, Dalton",JR-3,Brevard,2:01.52,Montreat College Open,"Mar 24, 2023",NaN,800 Meters,USA South Outdoor Performance List,Men
6,"Collett, Will",FR-1,Southern Virginia,2:01.67,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,800 Meters,USA South Outdoor Performance List,Men
7,"Rivers, Trent",JR-3,Pfeiffer,2:01.84,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,800 Meters,USA South Outdoor Performance List,Men
8,"Todd, Sean",SO-2,William Peace,2:03.68,The Trojan Relays,"Apr 14, 2023",NaN,800 Meters,USA South Outdoor Performance List,Men
9,"Costner, Isaiah",SO-2,William Peace,2:05.16,The Trojan Relays,"Apr 14, 2023",NaN,800 Meters,USA South Outdoor Performance List,Men
10,"Huggins, Coleman",SO-2,Pfeiffer,2:05.94,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,800 Meters,USA South Outdoor Performance List,Men
11,"Plogger, Brendan",SO-2,Mary Baldwin,2:06.24,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,800 Meters,USA South Outdoor Performance List,Men
12,"Topoly, Alex",FR-1,Methodist,2:06.57,Alan Connie Shamrock Invitational,"Mar 16, 2023",NaN,800 Meters,USA South Outdoor Performance List,Men
13,"Helms, Sawyer",FR-1,Pfeiffer,2:07.15,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,800 Meters,USA South Outdoor Performance List,Men
14,"Plucar, Owen",FR-1,Brevard,2:08.63,Montreat College Open,"Mar 24, 2023",NaN,800 Meters,USA South Outdoor Performance List,Men
15,"Norcross, Denver",SO-2,Southern Virginia,2:08.86,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,800 Meters,USA South Outdoor Performance List,Men
16,"Reyna-Sanchez, Raul",SO-2,Southern Virginia,2:09.75,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,800 Meters,USA South Outdoor Performance List,Men
17,"Beasley, Branden",FR-1,Southern Virginia,2:11.66,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,800 Meters,USA South Outdoor Performance List,Men
18,"Everett, Reginald",SR-4,Brevard,2:12.31,Electric City Invitational,"Apr 14, 2023",NaN,800 Meters,USA South Outdoor Performance List,Men
19,"Soza, Miles",FR-1,William Peace,2:13.67,Webb Davidson Meet,"Mar 17, 2023",NaN,800 Meters,USA South Outdoor Performance List,Men
20,"Williams, Logan",FR-1,Methodist,2:14.31,Alan Connie Shamrock Invitational,"Mar 16, 2023",NaN,800 Meters,USA South Outdoor Performance List,Men
21,"Kirksey, Christopher",SO-2,Mary Baldwin,2:14.61,Dr. Jack M. Toms Alumni Invitational,"Mar 24, 2023",NaN,800 Meters,USA South Outdoor Performance List,Men
22,"Johnson, Carter",FR-1,Southern Virginia,2:14.87,Washington & Lee Carnival,"Mar 17, 2023",NaN,800 Meters,USA South Outdoor Performance List,Men
23,"King, Justin",JR-3,Brevard,2:15.36,Electric City Invitational,"Apr 14, 2023",NaN,800 Meters,USA South Outdoor Performance List,Men
24,"Spangler, Garrett",JR-3,Brevard,2:18.10,SWU GottaRun Invite 2023,"Apr 1, 2023",NaN,800 Meters,USA South Outdoor Performance List,Men
25,"Brown, Tasker",SR-4,Pfeiffer,2:18.97,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,800 Meters,USA South Outdoor Performance List,Men
1,"O'Toole, Carly",FR-1,Meredith,2:18.35,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,800 Meters,USA South Outdoor Performance List,Women
2,"Chandler, Kyandra",JR-3,Southern Virginia,2:19.29,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,800 Meters,USA South Outdoor Performance List,Women
3,"Merna, Madelyn",FR-1,Meredith,2:20.87,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,800 Meters,USA South Outdoor Performance List,Women
4,"Morgan, Liz",SO-2,Southern Virginia,2:22.69,Washington & Lee Carnival,"Mar 17, 2023",NaN,800 Meters,USA South Outdoor Performance List,Women
5,"Barker, Channing",SO-2,Brevard,2:23.89,Montreat College Open,"Mar 24, 2023",NaN,800 Meters,USA South Outdoor Performance List,Women
6,"Lowery, Madison",JR-3,Pfeiffer,2:25.04,Adidas Winthrop University Invitational,"Mar 24, 2023",NaN,800 Meters,USA South Outdoor Performance List,Women
7,"Gallegos, Andrea",JR-3,Meredith,2:26.89,6th Annual adidas Trojan Challenge,"Mar 24, 2023",NaN,800 Meters,USA South Outdoor Performance List,Women
8,"Bradshaw-Meyer, Kamryn",SO-2,Southern Virginia,2:27.49,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,800 Meters,USA South Outdoor Performance List,Women
9,"Barton, Heidi",FR-1,Southern Virginia,2:27.72,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,800 Meters,USA South Outdoor Performance List,Women
10,"Welborn, Micah",JR-3,Pfeiffer,2:29.06,Dennis Craddock Coaches Classic,"Apr 14, 2023",NaN,800 Meters,USA South Outdoor Performance List,Women
11,"Chapin, Savanna",SO-2,Southern Virginia,2:30.58,Washington & Lee Carnival,"Mar 17, 2023",NaN,800 Meters,USA South Outdoor Performance List,Women
12,"Busch, Patti",FR-1,Methodist,2:32.61,6th Annual adidas Trojan Challenge,"Mar 24, 2023",NaN,800 Meters,USA South Outdoor Performance List,Women
