Rank,Athlete(s),Year,Team,Time/Distance,Meet,Meet Date,Wind,Event,Conference,Gender
12,"Pena, Danielle",FR-1,Hardin-Simmons,13.18,Wes Kittley Invitational,"Mar 17, 2023",4.5,100 Meters,American Southwest Outdoor Performance List,Women
13,"Stayrook, Mattison",FR-1,Concordia (Tex.),13.26,D3 Challenge,"Mar 25, 2023",3.5,100 Meters,American Southwest Outdoor Performance List,Women
14,"Carter, Jenna",FR-1,LeTourneau,13.47,Carl Kight Invitational & Multis,"Apr 13, 2023",3.2,100 Meters,American Southwest Outdoor Performance List,Women
15,"Sowers, Alexa",JR-3,Hardin-Simmons,13.60,Wes Kittley Invitational,"Mar 17, 2023",4.5,100 Meters,American Southwest Outdoor Performance List,Women
16,"Gonzalez, Meriah",FR-1,McMurry,13.62,2023 Trinity Invitational,"Mar 3, 2023",0.8,100 Meters,American Southwest Outdoor Performance List,Women
17,"Hudson, Faith",FR-1,East Texas Baptist,13.80,D3 Challenge,"Mar 25, 2023",1.9,100 Meters,American Southwest Outdoor Performance List,Women
18,"Reid, Maddie",FR-1,East Texas Baptist,13.81,D3 Challenge,"Mar 25, 2023",1.9,100 Meters,American Southwest Outdoor Performance List,Women
19,"Lopez, Imelda",FR-1,Concordia (Tex.),15.26,2023 War Hawk Classic,"Apr 14, 2023",1.8,100 Meters,American Southwest Outdoor Performance List,Women
20,"Rollins, Irianna",SO-2,Concordia (Tex.),16.01,2023 War Hawk Classic,"Apr 14, 2023",1.8,100 Meters,American Southwest Outdoor Performance List,Women
1,"Powell, Brandon",JR-3,East Texas Baptist,21.33,D3 Challenge,"Mar 25, 2023",1.1,200 Meters,American Southwest Outdoor Performance List,Men
2,"Collins, Craig",FR-1,McMurry,21.34,2023 War Hawk Classic,"Apr 14, 2023",2.9,200 Meters,American Southwest Outdoor Performance List,Men
3,"Quinn, Kameron",JR-3,UT-Dallas,21.88,David Noble Relays,"Apr 7, 2023",2.0,200 Meters,American Southwest Outdoor Performance List,Men
4,"White, Jacob",SR-4,LeTourneau,21.91,Carl Kight Invitational & Multis,"Apr 13, 2023",3.4,200 Meters,American Southwest Outdoor Performance List,Men
5,"Turner, Tamarian",SO-2,McMurry,21.96,2023 War Hawk Classic,"Apr 14, 2023",2.3,200 Meters,American Southwest Outdoor Performance List,Men
6,"Chappell, Jordon",FR-1,Concordia (Tex.),22.03,D3 Challenge,"Mar 25, 2023",2.0,200 Meters,American Southwest Outdoor Performance List,Men
7,"Kwiatkowski, Caleb",SO-2,McMurry,22.22,David Noble Relays,"Apr 7, 2023",1.1,200 Meters,American Southwest Outdoor Performance List,Men
8,"Miller, Rangel",JR-3,East Texas Baptist,22.35,Ice Breaker Classic,"Mar 17, 2023",1.2,200 Meters,American Southwest Outdoor Performance List,Men
9,"Torres-Izquierdo, Carlos",JR-3,East Texas Baptist,22.39,Ice Breaker Classic,"Mar 17, 2023",3.8,200 Meters,American Southwest Outdoor Performance List,Men
10,"Williams, Braylon",FR-1,McMurry,22.41,Wes Kittley Invitational,"Mar 17, 2023",2.6,200 Meters,American Southwest Outdoor Performance List,Men
11,"Louis, Americus",FR-1,Ozarks (Ark.),22.42,Southwest Baptist Invitational,"Mar 31, 2023",-0.2,200 Meters,American Southwest Outdoor Performance List,Men
12,"Mason, Kareem",SO-2,Hardin-Simmons,22.45,2023 Trinity Invitational,"Mar 3, 2023",1.3,200 Meters,American Southwest Outdoor Performance List,Men
13,"Land, Jacob",SO-2,Concordia (Tex.),22.48,D3 Challenge,"Mar 25, 2023",2.0,200 Meters,American Southwest Outdoor Performance List,Men
14,"Bingham, Justin",FR-1,Hardin-Simmons,22.49,2023 Trinity Invitational,"Mar 3, 2023",1.3,200 Meters,American Southwest Outdoor Performance List,Men
15,"Billison, Jaheim",SO-2,McMurry,22.55,David Noble Relays,"Apr 7, 2023",0.7,200 Meters,American Southwest Outdoor Performance List,Men
16,"Dominguez, Gilbert",FR-1,East Texas Baptist,22.59,D3 Challenge,"Mar 25, 2023",2.0,200 Meters,American Southwest Outdoor Performance List,Men
17,"Givens, Donyvan",SR-4,East Texas Baptist,22.63,D3 Challenge,"Mar 25, 2023",+0.0,200 Meters,American Southwest Outdoor Performance List,Men
18,"Bell, Blaiz",FR-1,McMurry,22.70,David Noble Relays,"Apr 7, 2023",0.7,200 Meters,American Southwest Outdoor Performance List,Men
19,"Habbas, Rami",SO-2,UT-Dallas,22.72,2023 War Hawk Classic,"Apr 14, 2023",3.8,200 Meters,American Southwest Outdoor Performance List,Men
20,"Garrett, Daylon",FR-1,East Texas Baptist,22.74,D3 Challenge,"Mar 25, 2023",0.3,200 Meters,American Southwest Outdoor Performance List,Men
21,"Belcha, Javarian",SO-2,Hardin-Simmons,22.77,Wes Kittley Invitational,"Mar 17, 2023",0.5,200 Meters,American Southwest Outdoor Performance List,Men
22,"Brandon, Caster",JR-3,East Texas Baptist,22.78,D3 Challenge,"Mar 25, 2023",2.0,200 Meters,American Southwest Outdoor Performance List,Men
23,"Collins, Michael",FR-1,McMurry,22.79,2023 War Hawk Classic,"Apr 14, 2023",3.7,200 Meters,American Southwest Outdoor Performance List,Men
24,"Ejikeme, Chiemeka",FR-1,UT-Dallas,22.89,David Noble Relays,"Apr 7, 2023",0.5,200 Meters,American Southwest Outdoor Performance List,Men
24,"Thomas, Da'Sean",FR-1,East Texas Baptist,22.89,Carl Kight Invitational & Multis,"Apr 13, 2023",1.9,200 Meters,American Southwest Outdoor Performance List,Men
24,"Henry, Jackson",SO-2,Concordia (Tex.),22.89,2023 War Hawk Classic,"Apr 14, 2023",2.5,200 Meters,American Southwest Outdoor Performance List,Men
27,"Premo, Rafe",FR-1,UT-Dallas,22.94,David Noble Relays,"Apr 7, 2023",1.6,200 Meters,American Southwest Outdoor Performance List,Men
28,"Chalk, Aiden",FR-1,Hardin-Simmons,22.97,2023 Trinity Invitational,"Mar 3, 2023",0.5,200 Meters,American Southwest Outdoor Performance List,Men
29,"Miller, Shepherd",SO-2,McMurry,23.05,2023 War Hawk Classic,"Apr 14, 2023",2.9,200 Meters,American Southwest Outdoor Performance List,Men
30,"Miller, Chance",SO-2,Concordia (Tex.),23.08,2023 War Hawk Classic,"Apr 14, 2023",1.7,200 Meters,American Southwest Outdoor Performance List,Men
1,"Aldridge, Jayla",SO-2,Concordia (Tex.),26.02,2023 War Hawk Classic,"Apr 14, 2023",2.8,200 Meters,American Southwest Outdoor Performance List,Women
2,"Gollihar, Madelyn",FR-1,McMurry,26.03,2023 War Hawk Classic,"Apr 14, 2023",3.4,200 Meters,American Southwest Outdoor Performance List,Women
3,"Clark, Payton",SO-2,East Texas Baptist,26.27,D3 Challenge,"Mar 25, 2023",+0.0,200 Meters,American Southwest Outdoor Performance List,Women
4,"Tolbert, Nakiah",SO-2,Hardin-Simmons,26.36,2023 War Hawk Classic,"Apr 14, 2023",2.8,200 Meters,American Southwest Outdoor Performance List,Women
5,"Yanez, Brynn",FR-1,McMurry,26.41,Wes Kittley Invitational,"Mar 17, 2023",2.5,200 Meters,American Southwest Outdoor Performance List,Women
6,"Pena, Danielle",FR-1,Hardin-Simmons,26.55,2023 War Hawk Classic,"Apr 14, 2023",2.8,200 Meters,American Southwest Outdoor Performance List,Women
7,"Campbell, Naj",SO-2,McMurry,26.68,Wes Kittley Invitational,"Mar 17, 2023",2.5,200 Meters,American Southwest Outdoor Performance List,Women
8,"Dinkins, Jacee",SO-2,McMurry,26.73,2023 War Hawk Classic,"Apr 14, 2023",2.3,200 Meters,American Southwest Outdoor Performance List,Women
8,"Mugofwa, Pendo",JR-3,Concordia (Tex.),26.73,2023 Trinity Invitational,"Mar 3, 2023",1.7,200 Meters,American Southwest Outdoor Performance List,Women
10,"Billingsly, Tia",FR-1,UT-Dallas,27.01,David Noble Relays,"Apr 7, 2023",1.2,200 Meters,American Southwest Outdoor Performance List,Women
11,"Webb-Barber, Losuria",SO-2,McMurry,27.42,David Noble Relays,"Apr 7, 2023",0.8,200 Meters,American Southwest Outdoor Performance List,Women
12,"Bass, Haily",FR-1,LeTourneau,27.57,Carl Kight Invitational & Multis,"Apr 13, 2023",1.8,200 Meters,American Southwest Outdoor Performance List,Women
13,"Schiel, Neelie",FR-1,East Texas Baptist,27.62,Ice Breaker Classic,"Mar 17, 2023",2.3,200 Meters,American Southwest Outdoor Performance List,Women
14,"Gonzalez, Meriah",FR-1,McMurry,27.67,2023 War Hawk Classic,"Apr 14, 2023",2.3,200 Meters,American Southwest Outdoor Performance List,Women
15,"Wilson, Victoria",FR-1,LeTourneau,27.78,Carl Kight Invitational & Multis,"Apr 13, 2023",0.7,200 Meters,American Southwest Outdoor Performance List,Women
16,"Knott, Honor",FR-1,Hardin-Simmons,27.85,2023 War Hawk Classic,"Apr 14, 2023",2.3,200 Meters,American Southwest Outdoor Performance List,Women
17,"Stayrook, Mattison",FR-1,Concordia (Tex.),27.89,2023 Trinity Invitational,"Mar 3, 2023",1.7,200 Meters,American Southwest Outdoor Performance List,Women
18,"Sauls, Danielle",JR-3,Hardin-Simmons,"27.99
@",TTU Masked Rider,"Mar 24, 2023",1.2,200 Meters,American Southwest Outdoor Performance List,Women
19,"Sanchez, Isabella",SO-2,McMurry,28.06,D3 Challenge,"Mar 25, 2023",2.1,200 Meters,American Southwest Outdoor Performance List,Women
20,"Reid, Maddie",FR-1,East Texas Baptist,28.47,Harding Bison Open,"Apr 6, 2023",1.5,200 Meters,American Southwest Outdoor Performance List,Women
21,"Hudson, Faith",FR-1,East Texas Baptist,28.48,D3 Challenge,"Mar 25, 2023",0.1,200 Meters,American Southwest Outdoor Performance List,Women
22,"Freeman, Kylee",FR-1,LeTourneau,28.75,Carl Kight Invitational & Multis,"Apr 13, 2023",0.4,200 Meters,American Southwest Outdoor Performance List,Women
23,"Carter, Jenna",FR-1,LeTourneau,29.02,Ice Breaker Classic,"Mar 17, 2023",2.3,200 Meters,American Southwest Outdoor Performance List,Women
24,"Horton, Emmalee",FR-1,Hardin-Simmons,29.48,Wes Kittley Invitational,"Mar 17, 2023",3.4,200 Meters,American Southwest Outdoor Performance List,Women
25,"Mathews, Kyleigh",FR-1,McMurry,29.53,2023 Trinity Invitational,"Mar 3, 2023",1.7,200 Meters,American Southwest Outdoor Performance List,Women
26,"Rodriguez, Allissa",SO-2,McMurry,29.76,David Noble Relays,"Apr 7, 2023",2.1,200 Meters,American Southwest Outdoor Performance List,Women
27,"Amarneethi, Aparna",FR-1,UT-Dallas,30.36,Wes Kittley Invitational,"Mar 17, 2023",3.4,200 Meters,American Southwest Outdoor Performance List,Women
28,"West, Sophia",SR-4,Concordia (Tex.),30.38,2023 War Hawk Classic,"Apr 14, 2023",3.4,200 Meters,American Southwest Outdoor Performance List,Women
29,"Ephraim, Aiyana",SO-2,Concordia (Tex.),31.84,2023 War Hawk Classic,"Apr 14, 2023",2.5,200 Meters,American Southwest Outdoor Performance List,Women
30,"Varnell, Candice",SO-2,Hardin-Simmons,32.02,2023 Trinity Invitational,"Mar 3, 2023",0.8,200 Meters,American Southwest Outdoor Performance List,Women
1,"Miller, Rangel",JR-3,East Texas Baptist,48.94,D3 Challenge,"Mar 25, 2023",NaN,400 Meters,American Southwest Outdoor Performance List,Men
2,"Chappell, Jordon",FR-1,Concordia (Tex.),49.24,2023 Trinity Invitational,"Mar 3, 2023",NaN,400 Meters,American Southwest Outdoor Performance List,Men
3,"White, Jacob",SR-4,LeTourneau,50.18,Carl Kight Invitational & Multis,"Apr 13, 2023",NaN,400 Meters,American Southwest Outdoor Performance List,Men
4,"Makda, Muaaz",JR-3,UT-Dallas,50.30,Wes Kittley Invitational,"Mar 17, 2023",NaN,400 Meters,American Southwest Outdoor Performance List,Men
5,"Premo, Rafe",FR-1,UT-Dallas,50.66,2023 War Hawk Classic,"Apr 14, 2023",NaN,400 Meters,American Southwest Outdoor Performance List,Men
6,"Torres-Izquierdo, Carlos",JR-3,East Texas Baptist,50.91,Ice Breaker Classic,"Mar 17, 2023",NaN,400 Meters,American Southwest Outdoor Performance List,Men
7,"Jimenez, Cristian",JR-3,Concordia (Tex.),51.30,2023 Trinity Invitational,"Mar 3, 2023",NaN,400 Meters,American Southwest Outdoor Performance List,Men
8,"Billison, Jaheim",SO-2,McMurry,51.58,2023 Trinity Invitational,"Mar 3, 2023",NaN,400 Meters,American Southwest Outdoor Performance List,Men
9,"Gray, Caleb",SO-2,Hardin-Simmons,"52.10
@",TTU Masked Rider,"Mar 24, 2023",NaN,400 Meters,American Southwest Outdoor Performance List,Men
10,"Dickerson, Tavion",JR-3,Ozarks (Ark.),52.26,Harding Bison Open,"Apr 6, 2023",NaN,400 Meters,American Southwest Outdoor Performance List,Men
11,"Fussell, Kaden",FR-1,Concordia (Tex.),52.33,2023 Trinity Invitational,"Mar 3, 2023",NaN,400 Meters,American Southwest Outdoor Performance List,Men
12,"Wyatt, Samuel",FR-1,LeTourneau,52.46,2023 MC Spring Cleaning Classic,"Mar 4, 2023",NaN,400 Meters,American Southwest Outdoor Performance List,Men
13,"Thomas, Da'Sean",FR-1,East Texas Baptist,52.51,Carl Kight Invitational & Multis,"Apr 13, 2023",NaN,400 Meters,American Southwest Outdoor Performance List,Men
14,"Phillips, Arik",FR-1,McMurry,52.57,David Noble Relays,"Apr 7, 2023",NaN,400 Meters,American Southwest Outdoor Performance List,Men
15,"Bell, Blaiz",FR-1,McMurry,52.63,2023 Trinity Invitational,"Mar 3, 2023",NaN,400 Meters,American Southwest Outdoor Performance List,Men
16,"Helm, Gunner",FR-1,Hardin-Simmons,52.86,2023 Trinity Invitational,"Mar 3, 2023",NaN,400 Meters,American Southwest Outdoor Performance List,Men
17,"Freeman, Chris",SO-2,Hardin-Simmons,52.87,2023 Trinity Invitational,"Mar 3, 2023",NaN,400 Meters,American Southwest Outdoor Performance List,Men
18,"Garcia, Jorge",SR-4,Concordia (Tex.),53.00,2023 Trinity Invitational,"Mar 3, 2023",NaN,400 Meters,American Southwest Outdoor Performance List,Men
19,"Murphy, Josiah",SO-2,LeTourneau,53.18,Bobcat Invitational 2023,"Mar 30, 2023",NaN,400 Meters,American Southwest Outdoor Performance List,Men
20,"Chavez, Joe",FR-1,McMurry,53.28,David Noble Relays,"Apr 7, 2023",NaN,400 Meters,American Southwest Outdoor Performance List,Men
21,"Miller, Shepherd",SO-2,McMurry,53.54,David Noble Relays,"Apr 7, 2023",NaN,400 Meters,American Southwest Outdoor Performance List,Men
22,"Everett, Aidan",FR-1,McMurry,53.62,David Noble Relays,"Apr 7, 2023",NaN,400 Meters,American Southwest Outdoor Performance List,Men
23,"Berwise, Aidan",JR-3,East Texas Baptist,53.67,Ice Breaker Classic,"Mar 17, 2023",NaN,400 Meters,American Southwest Outdoor Performance List,Men
24,"Hussey, Joseph",FR-1,UT-Dallas,53.94,2023 OBU Invite,"Mar 24, 2023",NaN,400 Meters,American Southwest Outdoor Performance List,Men
25,"De La Garza, Samuel",FR-1,Concordia (Tex.),53.99,2023 Trinity Invitational,"Mar 3, 2023",NaN,400 Meters,American Southwest Outdoor Performance List,Men
26,"Heath, Billy",FR-1,Hardin-Simmons,"54.10
@",TTU Masked Rider,"Mar 24, 2023",NaN,400 Meters,American Southwest Outdoor Performance List,Men
27,"Kimmel, Kade",SO-2,McMurry,54.12,David Noble Relays,"Apr 7, 2023",NaN,400 Meters,American Southwest Outdoor Performance List,Men
28,"Singh, Prakul",FR-1,UT-Dallas,54.14,David Noble Relays,"Apr 7, 2023",NaN,400 Meters,American Southwest Outdoor Performance List,Men
29,"Trosen, Andrew",JR-3,LeTourneau,54.26,Ice Breaker Classic,"Mar 17, 2023",NaN,400 Meters,American Southwest Outdoor Performance List,Men
30,"Moore, Erik",SR-4,LeTourneau,54.50,Bobcat Invitational 2023,"Mar 30, 2023",NaN,400 Meters,American Southwest Outdoor Performance List,Men
1,"Tolbert, Nakiah",SO-2,Hardin-Simmons,59.63,2023 Trinity Invitational,"Mar 3, 2023",NaN,400 Meters,American Southwest Outdoor Performance List,Women
2,"Clark, Payton",SO-2,East Texas Baptist,1:00.09,Carl Kight Invitational & Multis,"Apr 13, 2023",NaN,400 Meters,American Southwest Outdoor Performance List,Women
3,"Bass, Haily",FR-1,LeTourneau,1:00.80,2023 MC Spring Cleaning Classic,"Mar 4, 2023",NaN,400 Meters,American Southwest Outdoor Performance List,Women
4,"Pena, Danielle",FR-1,Hardin-Simmons,1:01.38,2023 Trinity Invitational,"Mar 3, 2023",NaN,400 Meters,American Southwest Outdoor Performance List,Women
5,"Dinkins, Jacee",SO-2,McMurry,1:02.14,David Noble Relays,"Apr 7, 2023",NaN,400 Meters,American Southwest Outdoor Performance List,Women
6,"Prosperie, Allyson",SO-2,East Texas Baptist,1:04.18,Harding Bison Open,"Apr 6, 2023",NaN,400 Meters,American Southwest Outdoor Performance List,Women
7,"Sanchez, Isabella",SO-2,McMurry,1:05.33,2023 War Hawk Classic,"Apr 14, 2023",NaN,400 Meters,American Southwest Outdoor Performance List,Women
8,"Freeman, Kylee",FR-1,LeTourneau,1:05.43,D3 Challenge,"Mar 25, 2023",NaN,400 Meters,American Southwest Outdoor Performance List,Women
9,"Gonzalez, Meriah",FR-1,McMurry,1:06.90,David Noble Relays,"Apr 7, 2023",NaN,400 Meters,American Southwest Outdoor Performance List,Women
10,"Giadolor, Hope",FR-1,UT-Dallas,1:08.24,2023 OBU Invite,"Mar 24, 2023",NaN,400 Meters,American Southwest Outdoor Performance List,Women
11,"Amarneethi, Aparna",FR-1,UT-Dallas,1:11.44,2023 OBU Invite,"Mar 24, 2023",NaN,400 Meters,American Southwest Outdoor Performance List,Women
12,"Jackson, Princess",SO-2,Concordia (Tex.),1:23.44,2023 Trinity Invitational,"Mar 3, 2023",NaN,400 Meters,American Southwest Outdoor Performance List,Women
13,"Ebadeh Ahwazi, Farahnaz",SO-2,Concordia (Tex.),1:40.08,2023 Trinity Invitational,"Mar 3, 2023",NaN,400 Meters,American Southwest Outdoor Performance List,Women
1,"Sakakini, Trent",SR-4,UT-Dallas,1:53.53,Wes Kittley Invitational,"Mar 17, 2023",NaN,800 Meters,American Southwest Outdoor Performance List,Men
2,"Maldonado, Abram",SO-2,McMurry,1:54.50,2023 Trinity Invitational,"Mar 3, 2023",NaN,800 Meters,American Southwest Outdoor Performance List,Men
3,"Reeves, Walker",FR-1,LeTourneau,1:59.74,Carl Kight Invitational & Multis,"Apr 13, 2023",NaN,800 Meters,American Southwest Outdoor Performance List,Men
4,"Brim , Nathaniel",SO-2,UT-Dallas,2:00.21,Wes Kittley Invitational,"Mar 17, 2023",NaN,800 Meters,American Southwest Outdoor Performance List,Men
5,"Baker, Elijah",JR-3,East Texas Baptist,2:00.24,D3 Challenge,"Mar 25, 2023",NaN,800 Meters,American Southwest Outdoor Performance List,Men
6,"Garcia, Eduardo",SO-2,McMurry,2:01.21,D3 Challenge,"Mar 25, 2023",NaN,800 Meters,American Southwest Outdoor Performance List,Men
7,"Leos, Victor",SO-2,McMurry,2:02.06,D3 Challenge,"Mar 25, 2023",NaN,800 Meters,American Southwest Outdoor Performance List,Men
8,"Sanchez, Gabriel",SO-2,McMurry,2:02.28,2023 War Hawk Classic,"Apr 14, 2023",NaN,800 Meters,American Southwest Outdoor Performance List,Men
9,"Makda, Muaaz",JR-3,UT-Dallas,2:02.68,2023 OBU Invite,"Mar 24, 2023",NaN,800 Meters,American Southwest Outdoor Performance List,Men
10,"Mitchell, Zach",SO-2,Hardin-Simmons,2:02.78,2023 War Hawk Classic,"Apr 14, 2023",NaN,800 Meters,American Southwest Outdoor Performance List,Men
11,"McGuire, Hudson",SO-2,LeTourneau,2:02.95,Carl Kight Invitational & Multis,"Apr 13, 2023",NaN,800 Meters,American Southwest Outdoor Performance List,Men
12,"Rankin , Nathaneal",SR-4,Ozarks (Ark.),2:03.04,Richard Martin Invitational,"Mar 17, 2023",NaN,800 Meters,American Southwest Outdoor Performance List,Men
13,"Bizima, Daniel",JR-3,Concordia (Tex.),2:03.37,2023 War Hawk Classic,"Apr 14, 2023",NaN,800 Meters,American Southwest Outdoor Performance List,Men
14,"Kaplan, Seth",JR-3,LeTourneau,2:04.14,Carl Kight Invitational & Multis,"Apr 13, 2023",NaN,800 Meters,American Southwest Outdoor Performance List,Men
15,"Mills, Tyler",FR-1,McMurry,2:04.27,D3 Challenge,"Mar 25, 2023",NaN,800 Meters,American Southwest Outdoor Performance List,Men
16,"Duncan, Andrew",JR-3,Ozarks (Ark.),2:04.50,Un. of Central Missouri  Mule Relays,"Apr 14, 2023",NaN,800 Meters,American Southwest Outdoor Performance List,Men
17,"Chavez, Joe",FR-1,McMurry,2:05.55,2023 War Hawk Classic,"Apr 14, 2023",NaN,800 Meters,American Southwest Outdoor Performance List,Men
18,"Zepeda, Daniel",SO-2,East Texas Baptist,2:06.15,Carl Kight Invitational & Multis,"Apr 13, 2023",NaN,800 Meters,American Southwest Outdoor Performance List,Men
19,"Phillips, Arik",FR-1,McMurry,2:06.55,2023 War Hawk Classic,"Apr 14, 2023",NaN,800 Meters,American Southwest Outdoor Performance List,Men
