Rank,Athlete(s),Year,Team,Time/Distance/Points,Meet,Meet Date,Wind,Event,Conference,Gender
24,"Bill, Cory",SR-4,Eastern Conn. St.,11.57,AIC Yellowjacket Invitational,"Apr 1, 2023",-0.1,100 Meters,Little East Outdoor Performance List,Men
24,"Bourn, Taylor",JR-3,Castleton,11.57,2023 Hamilton College Continental Invitational,"Apr 1, 2023",1.8,100 Meters,Little East Outdoor Performance List,Men
24,"McDonough, Scott",SO-2,UMass Dartmouth,11.57,CGA Spring Invite,"Apr 8, 2023",2.5,100 Meters,Little East Outdoor Performance List,Men
27,"Asuen, Omosigho",FR-1,UMass Boston,11.61,Penmen Relays,"Apr 15, 2023",2.4,100 Meters,Little East Outdoor Performance List,Men
28,"Karweh, Izaiah",FR-1,RIC,11.63,SILFEN INVITATIONAL 2023,"Apr 14, 2023",0.6,100 Meters,Little East Outdoor Performance List,Men
29,"Ben Yosef, Elan",FR-1,UMass Dartmouth,11.69,Jerry Gravel Classic,"Apr 15, 2023",2.1,100 Meters,Little East Outdoor Performance List,Men
30,"Briggs, Isiah",FR-1,RIC,11.71,CGA Spring Invite,"Apr 8, 2023",2.5,100 Meters,Little East Outdoor Performance List,Men
1,"Young, Janiah",FR-1,Southern Maine,12.48,Penmen Relays,"Apr 15, 2023",1.6,100 Meters,Little East Outdoor Performance List,Women
2,"Labrie, MacKenzie",JR-3,Plymouth State,12.50,Penmen Relays,"Apr 15, 2023",1.6,100 Meters,Little East Outdoor Performance List,Women
3,"Gould, Catriona",JR-3,Southern Maine,12.66,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",0.7,100 Meters,Little East Outdoor Performance List,Women
4,"Comeau, Athena",JR-3,Plymouth State,12.70,Jonathan Tymann Invitational,"Apr 8, 2023",1.9,100 Meters,Little East Outdoor Performance List,Women
5,"Lawrence, Shay",SR-4,Castleton,13.10,2023 Hamilton College Continental Invitational,"Apr 1, 2023",2.1,100 Meters,Little East Outdoor Performance List,Women
6,"Johnson, Petrashea",FR-1,UMass Dartmouth,13.13,Jerry Gravel Classic,"Apr 15, 2023",+0.0,100 Meters,Little East Outdoor Performance List,Women
7,"Andrews, Jaiden",SO-2,UMass Dartmouth,13.27,Jerry Gravel Classic,"Apr 15, 2023",+0.0,100 Meters,Little East Outdoor Performance List,Women
8,"Garceau, Aryianna",FR-1,UMass Boston,13.31,Tufts Snowflake Classic,"Apr 1, 2023",+0.0,100 Meters,Little East Outdoor Performance List,Women
9,"Hanson, Cassidy",FR-1,Plymouth State,13.38,Penmen Relays,"Apr 15, 2023",2.3,100 Meters,Little East Outdoor Performance List,Women
10,"Noonan, Emma",SO-2,Southern Maine,13.46,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",0.7,100 Meters,Little East Outdoor Performance List,Women
11,"Fornasier, Madison",SR-4,Southern Maine,13.57,Bates College Quad Meet,"Apr 1, 2023",1.7,100 Meters,Little East Outdoor Performance List,Women
12,"Bardellini, Kaitlin",SR-4,Castleton,13.62,MSMC 2022 Track Invite,"Mar 25, 2023",+0.0,100 Meters,Little East Outdoor Performance List,Women
13,"Betty, Mackenzie",SO-2,Southern Maine,13.67,Bates College Quad Meet,"Apr 1, 2023",1.7,100 Meters,Little East Outdoor Performance List,Women
14,"Dunn, Mackenzie",SR-4,Eastern Conn. St.,13.80,AIC Yellowjacket Invitational,"Apr 1, 2023",-0.1,100 Meters,Little East Outdoor Performance List,Women
15,"Gizzi, Jade",SR-4,Plymouth State,14.03,Penmen Relays,"Apr 15, 2023",-0.2,100 Meters,Little East Outdoor Performance List,Women
16,"Casa, Montana",SO-2,Plymouth State,14.11,Penmen Relays,"Apr 15, 2023",-0.2,100 Meters,Little East Outdoor Performance List,Women
17,"Armijo, Ray",SO-2,UMass Dartmouth,14.14,Jerry Gravel Classic,"Apr 15, 2023",+0.0,100 Meters,Little East Outdoor Performance List,Women
18,"Pipeling, Kiera",SO-2,Castleton,14.15,MSMC 2022 Track Invite,"Mar 25, 2023",+0.0,100 Meters,Little East Outdoor Performance List,Women
19,"Young, Shaniya",FR-1,UMass Boston,14.26,Penmen Relays,"Apr 15, 2023",2.1,100 Meters,Little East Outdoor Performance List,Women
20,"Hoag, Alana",FR-1,Plymouth State,14.69,Jonathan Tymann Invitational,"Apr 8, 2023",-2.3,100 Meters,Little East Outdoor Performance List,Women
21,"Jalowiec, Hannah",FR-1,Eastern Conn. St.,14.83,CGA Spring Invite,"Apr 8, 2023",1.6,100 Meters,Little East Outdoor Performance List,Women
22,"Solomon, Danielle",SR-4,Castleton,14.86,2023 Hamilton College Continental Invitational,"Apr 1, 2023",2.4,100 Meters,Little East Outdoor Performance List,Women
23,"Doty-Shay, Rachel",FR-1,Castleton,14.97,2023 Hamilton College Continental Invitational,"Apr 1, 2023",2.4,100 Meters,Little East Outdoor Performance List,Women
24,"Tedd, Keegan",SR-4,Castleton,15.17,2023 Hamilton College Continental Invitational,"Apr 1, 2023",2.4,100 Meters,Little East Outdoor Performance List,Women
25,"sartwell, Delaney",FR-1,UMass Boston,15.50,Penmen Relays,"Apr 15, 2023",2.3,100 Meters,Little East Outdoor Performance List,Women
26,"Velie, Jordan",SR-4,Plymouth State,15.74,Jonathan Tymann Invitational,"Apr 8, 2023",-2.3,100 Meters,Little East Outdoor Performance List,Women
27,"Albano, Alessandra",FR-1,UMass Boston,15.79,Penmen Relays,"Apr 15, 2023",-0.2,100 Meters,Little East Outdoor Performance List,Women
28,"Joslin, Abigail",FR-1,Keene State,16.22,2023 UMass-Lowell Invitational,"Mar 24, 2023",0.5,100 Meters,Little East Outdoor Performance List,Women
29,"Jean- Louis, Cayla",JR-3,UMass Boston,16.91,Penmen Relays,"Apr 15, 2023",2.3,100 Meters,Little East Outdoor Performance List,Women
1,"Doss , Steven",FR-1,RIC,21.42,Black & Gold Invitational,"Mar 31, 2023",0.6,200 Meters,Little East Outdoor Performance List,Men
2,"Bennett, David",SO-2,UMass Dartmouth,21.73,CGA Spring Invite,"Apr 8, 2023",2.7,200 Meters,Little East Outdoor Performance List,Men
3,"Bazile, Flordan",FR-1,UMass Dartmouth,21.99,Jerry Gravel Classic,"Apr 15, 2023",-1.3,200 Meters,Little East Outdoor Performance List,Men
4,"Klein, Sam",FR-1,Eastern Conn. St.,22.39,CGA Spring Invite,"Apr 8, 2023",2.7,200 Meters,Little East Outdoor Performance List,Men
4,"Yasuda, Kaito",JR-3,Eastern Conn. St.,22.39,SILFEN INVITATIONAL 2023,"Apr 14, 2023",1.7,200 Meters,Little East Outdoor Performance List,Men
6,"Phongsa, Eric",SO-2,Eastern Conn. St.,22.48,CGA Spring Invite,"Apr 8, 2023",2.7,200 Meters,Little East Outdoor Performance List,Men
7,"Grace, Antoine",SR-4,Southern Maine,22.52,Penmen Relays,"Apr 15, 2023",1.7,200 Meters,Little East Outdoor Performance List,Men
8,"Nayte , Mahari",SO-2,RIC,22.61,CGA Spring Invite,"Apr 8, 2023",2.7,200 Meters,Little East Outdoor Performance List,Men
9,"Bill, Cory",SR-4,Eastern Conn. St.,22.67,Wesleyan Swanson Invite,"Mar 26, 2023",1.1,200 Meters,Little East Outdoor Performance List,Men
10,"Obidike, Bryan",SO-2,UMass Dartmouth,22.72,CGA Spring Invite,"Apr 8, 2023",2.4,200 Meters,Little East Outdoor Performance List,Men
10,"Shain, Ethan",SO-2,Southern Maine,22.72,Penmen Relays,"Apr 15, 2023",1.7,200 Meters,Little East Outdoor Performance List,Men
12,"Law, Aidan",FR-1,Keene State,22.83,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",1.6,200 Meters,Little East Outdoor Performance List,Men
13,"Manuel, Xavier",SO-2,UMass Dartmouth,22.88,CGA Spring Invite,"Apr 8, 2023",2.7,200 Meters,Little East Outdoor Performance List,Men
13,"Lundy, Edward",JR-3,UMass Dartmouth,22.88,CGA Spring Invite,"Apr 8, 2023",2.4,200 Meters,Little East Outdoor Performance List,Men
15,"Jacques, Jayden",JR-3,Southern Maine,23.01,Penmen Relays,"Apr 15, 2023",1.8,200 Meters,Little East Outdoor Performance List,Men
16,"Hatcher, Jyaire",JR-3,Plymouth State,23.05,Jonathan Tymann Invitational,"Apr 8, 2023",-0.5,200 Meters,Little East Outdoor Performance List,Men
17,"Ogelsby, Christian",SO-2,Plymouth State,23.27,Jonathan Tymann Invitational,"Apr 8, 2023",-0.5,200 Meters,Little East Outdoor Performance List,Men
18,"Ben Yosef, Elan",FR-1,UMass Dartmouth,23.29,Corsair Classic Track & Field Invitational,"Apr 1, 2023",1.1,200 Meters,Little East Outdoor Performance List,Men
19,"Guay, Brady",FR-1,Southern Maine,23.36,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",1.8,200 Meters,Little East Outdoor Performance List,Men
20,"Hennessy, Aidan",JR-3,Eastern Conn. St.,23.38,Wesleyan Swanson Invite,"Mar 26, 2023",1.6,200 Meters,Little East Outdoor Performance List,Men
21,"Winslow, Nolan",FR-1,Southern Maine,23.43,Bates College Quad Meet,"Apr 1, 2023",0.8,200 Meters,Little East Outdoor Performance List,Men
22,"Evans, DeAnthony",FR-1,Southern Maine,23.45,Penmen Relays,"Apr 15, 2023",1.1,200 Meters,Little East Outdoor Performance List,Men
22,"Griffiths, Ian",SR-4,Plymouth State,23.45,SNHU Spring Twilight Invitational,"Mar 31, 2023",1.7,200 Meters,Little East Outdoor Performance List,Men
22,"McDonough, Scott",SO-2,UMass Dartmouth,23.45,Jerry Gravel Classic,"Apr 15, 2023",+0.0,200 Meters,Little East Outdoor Performance List,Men
25,"Hatch, Chris",FR-1,Southern Maine,23.54,Penmen Relays,"Apr 15, 2023",1.8,200 Meters,Little East Outdoor Performance List,Men
26,"Govan, Charles",FR-1,Castleton,23.63,RPI Under the Lights Invite 2023,"Apr 14, 2023",-2.4,200 Meters,Little East Outdoor Performance List,Men
27,"Matrille, Albert",FR-1,Southern Maine,23.66,Penmen Relays,"Apr 15, 2023",1.1,200 Meters,Little East Outdoor Performance List,Men
28,"LeBlanc, Alex",FR-1,Keene State,23.72,Penmen Relays,"Apr 15, 2023",0.1,200 Meters,Little East Outdoor Performance List,Men
29,"Janelle, Kaleb",FR-1,Southern Maine,23.73,Bates College Quad Meet,"Apr 1, 2023",0.8,200 Meters,Little East Outdoor Performance List,Men
29,"Schimmelpfennig, Adam",SO-2,Eastern Conn. St.,23.73,CGA Spring Invite,"Apr 8, 2023",1.9,200 Meters,Little East Outdoor Performance List,Men
1,"Young, Janiah",FR-1,Southern Maine,26.06,Penmen Relays,"Apr 15, 2023",1.0,200 Meters,Little East Outdoor Performance List,Women
2,"Gould, Catriona",JR-3,Southern Maine,26.24,Bates College Quad Meet,"Apr 1, 2023",1.5,200 Meters,Little East Outdoor Performance List,Women
3,"Bernier, Kaitlyn",SO-2,UMass Dartmouth,26.46,CGA Spring Invite,"Apr 8, 2023",0.9,200 Meters,Little East Outdoor Performance List,Women
4,"Conley, Heaven",SO-2,Southern Maine,26.90,Bates College Quad Meet,"Apr 1, 2023",1.6,200 Meters,Little East Outdoor Performance List,Women
5,"Labrie, MacKenzie",JR-3,Plymouth State,27.12,Penmen Relays,"Apr 15, 2023",3.4,200 Meters,Little East Outdoor Performance List,Women
6,"Noonan, Emma",SO-2,Southern Maine,27.21,Penmen Relays,"Apr 15, 2023",1.0,200 Meters,Little East Outdoor Performance List,Women
7,"Lawrence, Shay",SR-4,Castleton,27.27,2023 Hamilton College Continental Invitational,"Apr 1, 2023",1.6,200 Meters,Little East Outdoor Performance List,Women
8,"Dunn, Mackenzie",SR-4,Eastern Conn. St.,27.49,Wesleyan Swanson Invite,"Mar 26, 2023",2.9,200 Meters,Little East Outdoor Performance List,Women
9,"Sirianni, Alyssa",JR-3,Eastern Conn. St.,27.57,SILFEN INVITATIONAL 2023,"Apr 14, 2023",0.9,200 Meters,Little East Outdoor Performance List,Women
10,"Andrews, Jaiden",SO-2,UMass Dartmouth,27.68,CGA Spring Invite,"Apr 8, 2023",-1.4,200 Meters,Little East Outdoor Performance List,Women
11,"Reitchel, Riley",FR-1,Southern Maine,27.73,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",0.2,200 Meters,Little East Outdoor Performance List,Women
12,"Fornasier, Madison",SR-4,Southern Maine,27.94,Penmen Relays,"Apr 15, 2023",2.1,200 Meters,Little East Outdoor Performance List,Women
13,"Johnson, Petrashea",FR-1,UMass Dartmouth,27.95,CGA Spring Invite,"Apr 8, 2023",0.3,200 Meters,Little East Outdoor Performance List,Women
14,"Hanson, Cassidy",FR-1,Plymouth State,28.02,Penmen Relays,"Apr 15, 2023",3.4,200 Meters,Little East Outdoor Performance List,Women
15,"Karantza, Alexis",FR-1,Southern Maine,28.03,Penmen Relays,"Apr 15, 2023",2.1,200 Meters,Little East Outdoor Performance List,Women
16,"Betty, Mackenzie",SO-2,Southern Maine,28.58,Penmen Relays,"Apr 15, 2023",2.1,200 Meters,Little East Outdoor Performance List,Women
17,"Bardellini, Kaitlin",SR-4,Castleton,28.65,MSMC 2022 Track Invite,"Mar 25, 2023",+0.0,200 Meters,Little East Outdoor Performance List,Women
18,"Frisch, Natasha",FR-1,Eastern Conn. St.,28.81,CGA Spring Invite,"Apr 8, 2023",3.1,200 Meters,Little East Outdoor Performance List,Women
19,"Popham, Nicole",SO-2,Eastern Conn. St.,28.98,SILFEN INVITATIONAL 2023,"Apr 14, 2023",0.9,200 Meters,Little East Outdoor Performance List,Women
20,"McKellar, Molly Lu",FR-1,Keene State,29.13,UMASS Multi Meet,"Apr 12, 2023",5.0,200 Meters,Little East Outdoor Performance List,Women
21,"Canuel, Mckenzie",SO-2,UMass Dartmouth,29.24,Jerry Gravel Classic,"Apr 15, 2023",-0.6,200 Meters,Little East Outdoor Performance List,Women
22,"Gentile, Ashley",SO-2,Eastern Conn. St.,29.36,AIC Yellowjacket Invitational,"Apr 1, 2023",NWI,200 Meters,Little East Outdoor Performance List,Women
23,"Gizzi, Jade",SR-4,Plymouth State,29.46,Penmen Relays,"Apr 15, 2023",2.1,200 Meters,Little East Outdoor Performance List,Women
24,"Jean-Philippe, Bethanie",FR-1,UMass Dartmouth,29.59,Jerry Gravel Classic,"Apr 15, 2023",-0.6,200 Meters,Little East Outdoor Performance List,Women
25,"Poole, Sophia",SO-2,Southern Maine,29.72,Bates College Quad Meet,"Apr 1, 2023",1.0,200 Meters,Little East Outdoor Performance List,Women
26,"Casa, Montana",SO-2,Plymouth State,29.92,Penmen Relays,"Apr 15, 2023",1.0,200 Meters,Little East Outdoor Performance List,Women
27,"Hurley, Alexa",SO-2,Keene State,30.19,Penmen Relays,"Apr 15, 2023",1.0,200 Meters,Little East Outdoor Performance List,Women
28,"Poisson, Analiese",SO-2,Eastern Conn. St.,30.38,SILFEN INVITATIONAL 2023,"Apr 14, 2023",0.3,200 Meters,Little East Outdoor Performance List,Women
29,"Armijo, Ray",SO-2,UMass Dartmouth,30.62,Jerry Gravel Classic,"Apr 15, 2023",-0.7,200 Meters,Little East Outdoor Performance List,Women
30,"Jalowiec, Hannah",FR-1,Eastern Conn. St.,30.72,CGA Spring Invite,"Apr 8, 2023",3.1,200 Meters,Little East Outdoor Performance List,Women
1,"Bennett, David",SO-2,UMass Dartmouth,49.25,Corsair Classic Track & Field Invitational,"Apr 1, 2023",NaN,400 Meters,Little East Outdoor Performance List,Men
2,"Hatcher, Jyaire",JR-3,Plymouth State,49.73,Penmen Relays,"Apr 15, 2023",NaN,400 Meters,Little East Outdoor Performance List,Men
3,"Nayte , Mahari",SO-2,RIC,50.57,CGA Spring Invite,"Apr 8, 2023",NaN,400 Meters,Little East Outdoor Performance List,Men
4,"Bill, Cory",SR-4,Eastern Conn. St.,50.98,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,400 Meters,Little East Outdoor Performance List,Men
5,"Ogelsby, Christian",SO-2,Plymouth State,51.11,Penmen Relays,"Apr 15, 2023",NaN,400 Meters,Little East Outdoor Performance List,Men
6,"Klein, Sam",FR-1,Eastern Conn. St.,51.87,AIC Yellowjacket Invitational,"Apr 1, 2023",NaN,400 Meters,Little East Outdoor Performance List,Men
7,"Rebello, Josh",FR-1,Plymouth State,52.41,Penmen Relays,"Apr 15, 2023",NaN,400 Meters,Little East Outdoor Performance List,Men
8,"Hennessy, Aidan",JR-3,Eastern Conn. St.,52.85,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,400 Meters,Little East Outdoor Performance List,Men
9,"Hamele , Dawson",SO-2,Keene State,52.94,Penmen Relays,"Apr 15, 2023",NaN,400 Meters,Little East Outdoor Performance List,Men
10,"Grenier, Trevor",SO-2,Southern Maine,52.98,Penmen Relays,"Apr 15, 2023",NaN,400 Meters,Little East Outdoor Performance List,Men
11,"Alexander, Wayne",SR-4,Castleton,53.18,RPI Under the Lights Invite 2023,"Apr 14, 2023",NaN,400 Meters,Little East Outdoor Performance List,Men
12,"Christie, James",FR-1,UMass Dartmouth,53.41,CGA Spring Invite,"Apr 8, 2023",NaN,400 Meters,Little East Outdoor Performance List,Men
13,"Hennedy, Samuel",JR-3,Keene State,53.43,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",NaN,400 Meters,Little East Outdoor Performance List,Men
14,"Hodge, Zach",FR-1,Plymouth State,53.89,SNHU Spring Twilight Invitational,"Mar 31, 2023",NaN,400 Meters,Little East Outdoor Performance List,Men
15,"Guay, Brady",FR-1,Southern Maine,54.12,Penmen Relays,"Apr 15, 2023",NaN,400 Meters,Little East Outdoor Performance List,Men
16,"Dalessandro, Jonathan",FR-1,Southern Maine,54.59,Penmen Relays,"Apr 15, 2023",NaN,400 Meters,Little East Outdoor Performance List,Men
17,"Moyer, Ryan",JR-3,Plymouth State,54.83,SNHU Spring Twilight Invitational,"Mar 31, 2023",NaN,400 Meters,Little East Outdoor Performance List,Men
18,"Stromski, Steve",JR-3,UMass Dartmouth,54.85,Jerry Gravel Classic,"Apr 15, 2023",NaN,400 Meters,Little East Outdoor Performance List,Men
19,"DeAguiar, Jonathan",FR-1,Keene State,54.90,Penmen Relays,"Apr 15, 2023",NaN,400 Meters,Little East Outdoor Performance List,Men
20,"Rawson, Brian",SO-2,UMass Dartmouth,55.04,CGA Spring Invite,"Apr 8, 2023",NaN,400 Meters,Little East Outdoor Performance List,Men
21,"Wiltshire, Melvin",FR-1,UMass Boston,55.06,Tufts Snowflake Classic,"Apr 1, 2023",NaN,400 Meters,Little East Outdoor Performance List,Men
22,"Maddox, Josh",FR-1,Eastern Conn. St.,55.37,CGA Spring Invite,"Apr 8, 2023",NaN,400 Meters,Little East Outdoor Performance List,Men
23,"Swett, Kaleb",FR-1,Castleton,55.48,RPI Under the Lights Invite 2023,"Apr 14, 2023",NaN,400 Meters,Little East Outdoor Performance List,Men
24,"Boutote, Jacob",JR-3,Eastern Conn. St.,55.73,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,400 Meters,Little East Outdoor Performance List,Men
25,"Cannon, James",SR-4,UMass Boston,55.77,Regis Spring Classic - 2023,"Apr 6, 2023",NaN,400 Meters,Little East Outdoor Performance List,Men
26,"Bousa, Frank",FR-1,UMass Boston,55.82,Tufts Snowflake Classic,"Apr 1, 2023",NaN,400 Meters,Little East Outdoor Performance List,Men
27,"Gardner, Vincent",SO-2,UMass Dartmouth,55.88,Jerry Gravel Classic,"Apr 15, 2023",NaN,400 Meters,Little East Outdoor Performance List,Men
28,"Doyon, Geoffrey",SO-2,UMass Dartmouth,56.27,CGA Spring Invite,"Apr 8, 2023",NaN,400 Meters,Little East Outdoor Performance List,Men
29,"Davignon, Benjamin",FR-1,UMass Dartmouth,56.29,Jerry Gravel Classic,"Apr 15, 2023",NaN,400 Meters,Little East Outdoor Performance List,Men
30,"LeBlanc, Alex",FR-1,Keene State,56.69,2023 UMass-Lowell Invitational,"Mar 24, 2023",NaN,400 Meters,Little East Outdoor Performance List,Men
1,"Bernier, Kaitlyn",SO-2,UMass Dartmouth,58.96,Jerry Gravel Classic,"Apr 15, 2023",NaN,400 Meters,Little East Outdoor Performance List,Women
2,"Conley, Heaven",SO-2,Southern Maine,1:01.26,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",NaN,400 Meters,Little East Outdoor Performance List,Women
3,"Reny, Anna",SO-2,Southern Maine,1:01.48,Bates College Quad Meet,"Apr 1, 2023",NaN,400 Meters,Little East Outdoor Performance List,Women
4,"Gentile, Ashley",SO-2,Eastern Conn. St.,1:03.54,Wesleyan Swanson Invite,"Mar 26, 2023",NaN,400 Meters,Little East Outdoor Performance List,Women
5,"Canuel, Mckenzie",SO-2,UMass Dartmouth,1:03.66,Jerry Gravel Classic,"Apr 15, 2023",NaN,400 Meters,Little East Outdoor Performance List,Women
6,"Kane, Cassandra",SR-4,Southern Maine,1:03.85,Penmen Relays,"Apr 15, 2023",NaN,400 Meters,Little East Outdoor Performance List,Women
7,"Karantza, Alexis",FR-1,Southern Maine,1:04.45,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",NaN,400 Meters,Little East Outdoor Performance List,Women
8,"Robertson, Haley",SO-2,Eastern Conn. St.,1:06.11,AIC Yellowjacket Invitational,"Apr 1, 2023",NaN,400 Meters,Little East Outdoor Performance List,Women
9,"Melanson, Anabel",FR-1,Southern Maine,1:06.29,Bates College Quad Meet,"Apr 1, 2023",NaN,400 Meters,Little East Outdoor Performance List,Women
10,"Okorji, Dorinda",SO-2,UMass Boston,1:06.46,Tufts Snowflake Classic,"Apr 1, 2023",NaN,400 Meters,Little East Outdoor Performance List,Women
11,"Cerruti, Kiara",FR-1,UMass Dartmouth,1:06.59,Jerry Gravel Classic,"Apr 15, 2023",NaN,400 Meters,Little East Outdoor Performance List,Women
12,"Russell, Grace",FR-1,UMass Dartmouth,1:07.14,Corsair Classic Track & Field Invitational,"Apr 1, 2023",NaN,400 Meters,Little East Outdoor Performance List,Women
13,"Poole, Sophia",SO-2,Southern Maine,1:07.25,Penmen Relays,"Apr 15, 2023",NaN,400 Meters,Little East Outdoor Performance List,Women
14,"Bassan, harleen",FR-1,UMass Boston,1:07.67,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",NaN,400 Meters,Little East Outdoor Performance List,Women
15,"Mizzione, Angelina",FR-1,UMass Boston,1:09.28,Tufts Snowflake Classic,"Apr 1, 2023",NaN,400 Meters,Little East Outdoor Performance List,Women
16,"Millette, Charlotte",JR-3,UMass Boston,1:10.99,Tufts Snowflake Classic,"Apr 1, 2023",NaN,400 Meters,Little East Outdoor Performance List,Women
17,"Valez, Elia",SO-2,UMass Boston,1:11.97,Jim Sheehan Memorial Track Meet,"Apr 8, 2023",NaN,400 Meters,Little East Outdoor Performance List,Women
18,"Monoxelos, Niki",SO-2,Plymouth State,1:12.26,Jonathan Tymann Invitational,"Apr 8, 2023",NaN,400 Meters,Little East Outdoor Performance List,Women
19,"Lamontagne, Victoria",FR-1,Plymouth State,1:14.03,Penmen Relays,"Apr 15, 2023",NaN,400 Meters,Little East Outdoor Performance List,Women
20,"Schell, Abigail",FR-1,UMass Boston,1:20.53,Tufts Snowflake Classic,"Apr 1, 2023",NaN,400 Meters,Little East Outdoor Performance List,Women
1,"Olson, Michael",SR-4,Plymouth State,1:52.69,Penmen Relays,"Apr 15, 2023",NaN,800 Meters,Little East Outdoor Performance List,Men
2,"Pearl, Jake",SR-4,Keene State,1:57.72,Penmen Relays,"Apr 15, 2023",NaN,800 Meters,Little East Outdoor Performance List,Men
3,"Pecoraro, Jack",JR-3,Southern Maine,1:58.05,Penmen Relays,"Apr 15, 2023",NaN,800 Meters,Little East Outdoor Performance List,Men
4,"Moar, Colin",SR-4,Plymouth State,1:58.23,Penmen Relays,"Apr 15, 2023",NaN,800 Meters,Little East Outdoor Performance List,Men
5,"Escoda, Ryan",SR-4,Eastern Conn. St.,1:58.71,CGA Spring Invite,"Apr 8, 2023",NaN,800 Meters,Little East Outdoor Performance List,Men
6,"Torres, Reynaldo",FR-1,Eastern Conn. St.,1:59.69,SILFEN INVITATIONAL 2023,"Apr 14, 2023",NaN,800 Meters,Little East Outdoor Performance List,Men
