Rank,Athlete(s),Year,Team,Time/Distance,Meet,Meet Date,Wind,Event,Conference,Gender
6,"Rusk, Maddie",FR-1,Monmouth (Ill.),12.82,Beloit Relays,"Apr 15, 2023",2.1,100 Meters,Midwest Conference Outdoor Performance List,Women
7,"Oakley, Brooke",FR-1,Illinois College,12.87,Greenville College Select Meet,"Apr 15, 2023",2.3,100 Meters,Midwest Conference Outdoor Performance List,Women
8,"Villarreal, Alyssa",SR-4,Monmouth (Ill.),12.93,Beloit Relays,"Apr 15, 2023",2.1,100 Meters,Midwest Conference Outdoor Performance List,Women
9,"Balfour, Peyton",JR-3,Knox,13.06,Greenville College Select Meet,"Apr 15, 2023",3.3,100 Meters,Midwest Conference Outdoor Performance List,Women
10,"Carchidi, Eva",JR-3,Grinnell,13.12,Norse Invite,"Apr 15, 2023",-1.8,100 Meters,Midwest Conference Outdoor Performance List,Women
11,"Radziewicz, Mary",FR-1,Lake Forest,13.13,Beloit Relays,"Apr 15, 2023",1.2,100 Meters,Midwest Conference Outdoor Performance List,Women
12,"Erickson, Jenna",SO-2,Ripon,13.14,Beloit Relays,"Apr 15, 2023",2.1,100 Meters,Midwest Conference Outdoor Performance List,Women
13,"Damste, Candis",JR-3,Beloit,13.16,Rex Foster Twilight,"Apr 7, 2023",1.7,100 Meters,Midwest Conference Outdoor Performance List,Women
14,"Royster, Darcel",JR-3,Beloit,13.18,Beloit Relays,"Apr 15, 2023",0.5,100 Meters,Midwest Conference Outdoor Performance List,Women
15,"Brown, Sidney",JR-3,Cornell College,13.19,Cornell Invitational,"Apr 14, 2023",+0.0,100 Meters,Midwest Conference Outdoor Performance List,Women
16,"Furch, Alayna",JR-3,Beloit,13.28,Rex Foster Twilight,"Apr 7, 2023",1.9,100 Meters,Midwest Conference Outdoor Performance List,Women
17,"Edassery, Sonia",JR-3,Grinnell,13.35,Norse Invite,"Apr 15, 2023",-0.5,100 Meters,Midwest Conference Outdoor Performance List,Women
18,"Cross, Morgan",FR-1,Lawrence,13.44,Wisconsin Private College Championships,"Apr 2, 2023",0.5,100 Meters,Midwest Conference Outdoor Performance List,Women
19,"Sugiyama, Emily",JR-3,Lawrence,13.47,Wisconsin Private College Championships,"Apr 2, 2023",2.0,100 Meters,Midwest Conference Outdoor Performance List,Women
20,"Pulaski, Annie",FR-1,Lake Forest,13.51,Beloit Relays,"Apr 15, 2023",1.2,100 Meters,Midwest Conference Outdoor Performance List,Women
21,"Jones, Fynesse",FR-1,Illinois College,13.53,Wash U 5 Way,"Mar 25, 2023",1.9,100 Meters,Midwest Conference Outdoor Performance List,Women
22,"Mar, Caitlyne",SO-2,Cornell College,13.60,Mustang Open,"Apr 1, 2023",1.2,100 Meters,Midwest Conference Outdoor Performance List,Women
23,"Hursey, Miranda",FR-1,Monmouth (Ill.),13.62,Illinois College True Blue Invite,"Apr 7, 2023",0.8,100 Meters,Midwest Conference Outdoor Performance List,Women
24,"Celus, Ally",FR-1,Monmouth (Ill.),13.63,Beloit Relays,"Apr 15, 2023",0.5,100 Meters,Midwest Conference Outdoor Performance List,Women
25,"Gray, Kynaeda",SO-2,Ripon,13.64,Beloit Relays,"Apr 15, 2023",1.4,100 Meters,Midwest Conference Outdoor Performance List,Women
1,"Pierce, Tyrell",JR-3,Knox,21.78,2023 Millikin Alumni Invite,"Apr 1, 2023",-2.2,200 Meters,Midwest Conference Outdoor Performance List,Men
2,"Fadden, Lucas",FR-1,Grinnell,22.06,D3 Challenge,"Mar 25, 2023",2.0,200 Meters,Midwest Conference Outdoor Performance List,Men
3,"Davies, Jacob",SO-2,Ripon,22.60,Wisconsin Private College Championships,"Apr 2, 2023",1.8,200 Meters,Midwest Conference Outdoor Performance List,Men
4,"Saldanha, John Michael",FR-1,Grinnell,22.86,D3 Challenge,"Mar 25, 2023",0.7,200 Meters,Midwest Conference Outdoor Performance List,Men
5,"Bona, Reed",SR-4,Monmouth (Ill.),22.87,Illinois College True Blue Invite,"Apr 7, 2023",0.3,200 Meters,Midwest Conference Outdoor Performance List,Men
6,"Joseph, Ajani",SR-4,Beloit,23.01,Wisconsin Private College Championships,"Apr 2, 2023",1.8,200 Meters,Midwest Conference Outdoor Performance List,Men
7,"Weddington, Miles",FR-1,Illinois College,23.08,Greenville College Select Meet,"Apr 15, 2023",1.7,200 Meters,Midwest Conference Outdoor Performance List,Men
8,"Martin, Ahmasi",SR-4,Beloit,23.16,Wisconsin Private College Championships,"Apr 2, 2023",4.3,200 Meters,Midwest Conference Outdoor Performance List,Men
9,"Walker, Dameco",SO-2,Ripon,23.17,St. Norbert Twilight,"Apr 6, 2023",1.9,200 Meters,Midwest Conference Outdoor Performance List,Men
10,"Outlaw, Adrian",FR-1,Monmouth (Ill.),23.18,St. Ambrose Spring Opener,"Apr 1, 2023",1.7,200 Meters,Midwest Conference Outdoor Performance List,Men
11,"Joly, Brandon",SR-4,Beloit,23.21,Wisconsin Private College Championships,"Apr 2, 2023",1.8,200 Meters,Midwest Conference Outdoor Performance List,Men
12,"Greiner, Doniel",SO-2,Cornell College,23.27,Cornell Invitational,"Apr 14, 2023",-1.4,200 Meters,Midwest Conference Outdoor Performance List,Men
13,"DeGeorge, Daniel",FR-1,Beloit,23.36,Rex Foster Twilight,"Apr 7, 2023",4.1,200 Meters,Midwest Conference Outdoor Performance List,Men
14,"Casseus, Raymond",FR-1,Illinois College,23.48,Greenville College Select Meet,"Apr 15, 2023",1.9,200 Meters,Midwest Conference Outdoor Performance List,Men
15,"Anderson, Jacob",SO-2,Knox,23.59,2023 Millikin Alumni Invite,"Apr 1, 2023",-1.7,200 Meters,Midwest Conference Outdoor Performance List,Men
16,"Bryant, Max",SO-2,Ripon,23.67,St. Norbert Twilight,"Apr 6, 2023",1.9,200 Meters,Midwest Conference Outdoor Performance List,Men
17,"Walcher, Kyler",JR-3,Grinnell,23.74,Mustang Open,"Apr 1, 2023",2.0,200 Meters,Midwest Conference Outdoor Performance List,Men
18,"Lottig, Quintin",JR-3,Beloit,23.77,Rex Foster Twilight,"Apr 7, 2023",4.1,200 Meters,Midwest Conference Outdoor Performance List,Men
19,"Hiser, Alexander",JR-3,Grinnell,23.80,Rittgers Invitational,"Apr 7, 2023",-0.8,200 Meters,Midwest Conference Outdoor Performance List,Men
20,"Benjamin, David",SO-2,Lawrence,23.81,Beloit Relays,"Apr 15, 2023",-1.8,200 Meters,Midwest Conference Outdoor Performance List,Men
21,"Vander Galien, Logan",SO-2,Ripon,23.84,Wisconsin Private College Championships,"Apr 2, 2023",2.1,200 Meters,Midwest Conference Outdoor Performance List,Men
22,"Jachimiec, Luke",FR-1,Monmouth (Ill.),23.92,Beloit Relays,"Apr 15, 2023",-3.7,200 Meters,Midwest Conference Outdoor Performance List,Men
22,"Novelle, Jack",FR-1,Grinnell,23.92,D3 Challenge,"Mar 25, 2023",0.7,200 Meters,Midwest Conference Outdoor Performance List,Men
24,"Lee, Jackson",SO-2,Illinois College,23.96,Wash U 5 Way,"Mar 25, 2023",2.2,200 Meters,Midwest Conference Outdoor Performance List,Men
25,"Fuller, Andrew",JR-3,Grinnell,23.98,Rittgers Invitational,"Apr 7, 2023",-0.9,200 Meters,Midwest Conference Outdoor Performance List,Men
1,"Boyance, T'Aira",SR-4,Beloit,25.43,Wisconsin Private College Championships,"Apr 2, 2023",2.0,200 Meters,Midwest Conference Outdoor Performance List,Women
2,"Osborn, Madison",JR-3,Cornell College,25.90,Cornell Invitational,"Apr 14, 2023",-1.0,200 Meters,Midwest Conference Outdoor Performance List,Women
3,"McDonald, Jordyn",SR-4,Beloit,26.08,Beloit Relays,"Apr 15, 2023",-1.8,200 Meters,Midwest Conference Outdoor Performance List,Women
4,"Edassery, Sonia",JR-3,Grinnell,26.14,D3 Challenge,"Mar 25, 2023",+0.0,200 Meters,Midwest Conference Outdoor Performance List,Women
5,"Miller, Olivia",FR-1,Ripon,26.28,St. Norbert Twilight,"Apr 6, 2023",1.4,200 Meters,Midwest Conference Outdoor Performance List,Women
6,"Oakley, Brooke",FR-1,Illinois College,26.30,Greenville College Select Meet,"Apr 15, 2023",3.4,200 Meters,Midwest Conference Outdoor Performance List,Women
7,"Dockins, Allie",SO-2,Knox,26.43,Greenville College Select Meet,"Apr 15, 2023",2.0,200 Meters,Midwest Conference Outdoor Performance List,Women
8,"Nichols, Lakeida",SR-4,Illinois College,26.53,Greenville College Select Meet,"Apr 15, 2023",2.0,200 Meters,Midwest Conference Outdoor Performance List,Women
9,"Carchidi, Eva",JR-3,Grinnell,26.54,Norse Invite,"Apr 15, 2023",-1.7,200 Meters,Midwest Conference Outdoor Performance List,Women
10,"Benson, Madeline",SO-2,Illinois College,26.65,Greenville College Select Meet,"Apr 15, 2023",1.8,200 Meters,Midwest Conference Outdoor Performance List,Women
11,"Brown, Sidney",JR-3,Cornell College,26.81,Cornell Invitational,"Apr 14, 2023",-1.0,200 Meters,Midwest Conference Outdoor Performance List,Women
12,"Rusk, Maddie",FR-1,Monmouth (Ill.),27.19,Illinois College True Blue Invite,"Apr 7, 2023",2.5,200 Meters,Midwest Conference Outdoor Performance List,Women
13,"Radziewicz, Mary",FR-1,Lake Forest,27.33,Beloit Relays,"Apr 15, 2023",-1.7,200 Meters,Midwest Conference Outdoor Performance List,Women
14,"Hilmes, Kristina",SR-4,Illinois College,27.51,Wash U 5 Way,"Mar 25, 2023",1.9,200 Meters,Midwest Conference Outdoor Performance List,Women
15,"Furch, Alayna",JR-3,Beloit,27.67,Wisconsin Private College Championships,"Apr 2, 2023",2.9,200 Meters,Midwest Conference Outdoor Performance List,Women
16,"Rahn, Payton",JR-3,Ripon,27.75,St. Norbert Twilight,"Apr 6, 2023",1.4,200 Meters,Midwest Conference Outdoor Performance List,Women
17,"Mar, Caitlyne",SO-2,Cornell College,27.85,Cornell Invitational,"Apr 14, 2023",-1.0,200 Meters,Midwest Conference Outdoor Performance List,Women
18,"Taylor, Ava",SO-2,Grinnell,27.97,Norse Invite,"Apr 15, 2023",0.1,200 Meters,Midwest Conference Outdoor Performance List,Women
18,"Damste, Candis",JR-3,Beloit,27.97,Rex Foster Twilight,"Apr 7, 2023",2.2,200 Meters,Midwest Conference Outdoor Performance List,Women
20,"Royster, Darcel",JR-3,Beloit,28.17,Beloit Relays,"Apr 15, 2023",-3.7,200 Meters,Midwest Conference Outdoor Performance List,Women
21,"Crowe, Maile",SO-2,Grinnell,28.18,Norse Invite,"Apr 15, 2023",0.1,200 Meters,Midwest Conference Outdoor Performance List,Women
21,"Erickson, Jenna",SO-2,Ripon,28.18,Beloit Relays,"Apr 15, 2023",-1.8,200 Meters,Midwest Conference Outdoor Performance List,Women
23,"Jones, Fynesse",FR-1,Illinois College,28.19,Wash U 5 Way,"Mar 25, 2023",1.4,200 Meters,Midwest Conference Outdoor Performance List,Women
24,"Celus, Ally",FR-1,Monmouth (Ill.),28.28,Illinois College True Blue Invite,"Apr 7, 2023",1.5,200 Meters,Midwest Conference Outdoor Performance List,Women
25,"Gray, Kynaeda",SO-2,Ripon,28.44,Wisconsin Private College Championships,"Apr 2, 2023",3.0,200 Meters,Midwest Conference Outdoor Performance List,Women
1,"Pierce, Tyrell",JR-3,Knox,46.87,Greenville College Select Meet,"Apr 15, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Men
2,"Fadden, Lucas",FR-1,Grinnell,49.94,Norse Invite,"Apr 15, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Men
3,"Atou, Alexandre",JR-3,Beloit,51.05,Beloit Relays,"Apr 15, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Men
4,"Outlaw, Adrian",FR-1,Monmouth (Ill.),51.38,Illinois College True Blue Invite,"Apr 7, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Men
5,"Curry, Patrick",FR-1,Monmouth (Ill.),51.56,Beloit Relays,"Apr 15, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Men
6,"Fuller, Andrew",JR-3,Grinnell,51.94,Norse Invite,"Apr 15, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Men
7,"Machande, Thomas",SO-2,Cornell College,52.10,Rittgers Invitational,"Apr 7, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Men
8,"Mendola, Noah",FR-1,Grinnell,52.48,D3 Challenge,"Mar 25, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Men
9,"Martin, Ahmasi",SR-4,Beloit,52.68,Rex Foster Twilight,"Apr 7, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Men
10,"Soukup, Gavin",FR-1,Cornell College,53.21,Rittgers Invitational,"Apr 7, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Men
11,"White, Collin",JR-3,Illinois College,53.38,Illinois College True Blue Invite,"Apr 7, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Men
12,"Jackson, Marcus",FR-1,Lawrence,53.76,Beloit Relays,"Apr 15, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Men
13,"Jacobs, Currey",FR-1,Cornell College,53.81,Rittgers Invitational,"Apr 7, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Men
14,"Zewdie, Israel",FR-1,Beloit,54.68,Rex Foster Twilight,"Apr 7, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Men
15,"Raines, Gavin",SR-4,Illinois College,55.11,2023 Millikin Alumni Invite,"Apr 1, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Men
16,"Boev, Ryan",SO-2,Grinnell,55.18,Norse Invite,"Apr 15, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Men
17,"Casseus, Raymond",FR-1,Illinois College,55.65,Illinois College True Blue Invite,"Apr 7, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Men
18,"Little, Kyle",SR-4,Illinois College,56.17,Illinois College True Blue Invite,"Apr 7, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Men
19,"Milenge, Moise",FR-1,Grinnell,56.54,D3 Challenge,"Mar 25, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Men
20,"Beaver, Owen",JR-3,Knox,56.59,2023 Millikin Alumni Invite,"Apr 1, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Men
21,"Lewan, Jayden",FR-1,Lake Forest,56.60,ONU Outdoor Open 2023,"Apr 1, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Men
22,"Juridico, Lance",SO-2,Lawrence,57.06,Beloit Relays,"Apr 15, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Men
23,"Rodriguez, Aaron",JR-3,Illinois College,57.49,Wash U 5 Way,"Mar 25, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Men
24,"Tyson, Trentyn",FR-1,Lake Forest,58.47,ONU Outdoor Open 2023,"Apr 1, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Men
25,"Tavernier, Fred",FR-1,Cornell College,58.52,Cornell Invitational,"Apr 14, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Men
1,"Boyance, T'Aira",SR-4,Beloit,57.51,Rex Foster Twilight,"Apr 7, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Women
2,"Edassery, Sonia",JR-3,Grinnell,59.76,Rittgers Invitational,"Apr 7, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Women
3,"Brown, Sidney",JR-3,Cornell College,59.98,Rittgers Invitational,"Apr 7, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Women
4,"Osborn, Madison",JR-3,Cornell College,1:00.38,Mustang Open,"Apr 1, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Women
5,"Rahn, Payton",JR-3,Ripon,1:01.01,Beloit Relays,"Apr 15, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Women
6,"Oakley, Brooke",FR-1,Illinois College,1:01.48,Illinois College True Blue Invite,"Apr 7, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Women
7,"Furch, Alayna",JR-3,Beloit,1:01.49,Beloit Relays,"Apr 15, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Women
8,"Loos-Austin, Rose",SR-4,Beloit,1:03.48,Beloit Relays,"Apr 15, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Women
9,"Damste, Candis",JR-3,Beloit,1:03.68,Beloit Relays,"Apr 15, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Women
10,"Bodnar, Lilia",SO-2,Lawrence,1:04.52,Beloit Relays,"Apr 15, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Women
11,"Hoyer, Nicole",JR-3,Monmouth (Ill.),1:04.95,Illinois College True Blue Invite,"Apr 7, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Women
12,"Cotton, Olivia",FR-1,Cornell College,1:05.11,Rittgers Invitational,"Apr 7, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Women
13,"Reid, Sam",SO-2,Grinnell,1:05.51,Norse Invite,"Apr 15, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Women
14,"Engst, Carina",FR-1,Monmouth (Ill.),1:06.68,Illinois College True Blue Invite,"Apr 7, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Women
15,"Ibarra, Devin",SO-2,Ripon,1:06.74,Beloit Relays,"Apr 15, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Women
16,"Ong, Caitlin",FR-1,Grinnell,1:06.87,Norse Invite,"Apr 15, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Women
17,"Rabbani, Allison",SO-2,Grinnell,1:08.05,Norse Invite,"Apr 15, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Women
18,"McMahon, Montana",SR-4,Beloit,1:09.32,Alan Connie Shamrock Invitational,"Mar 16, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Women
19,"Vega Juarez, Itzel",FR-1,Lawrence,1:11.64,Beloit Relays,"Apr 15, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Women
20,"Stanich, Jaicey",SO-2,Lawrence,1:11.77,Beloit Relays,"Apr 15, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Women
21,"Meason, Madeline",JR-3,Beloit,1:11.99,Rex Foster Twilight,"Apr 7, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Women
22,"Anderson, Lauren",SO-2,Monmouth (Ill.),1:12.37,St. Ambrose Spring Opener,"Apr 1, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Women
23,"Kenosi, One",FR-1,Lake Forest,1:14.57,Beloit Relays,"Apr 15, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Women
24,"Vanden Acker, Anna",FR-1,Lawrence,1:16.60,Beloit Relays,"Apr 15, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Women
25,"Alfaro, Lesly",SO-2,Beloit,1:18.44,Beloit Relays,"Apr 15, 2023",NaN,400 Meters,Midwest Conference Outdoor Performance List,Women
1,"Robinson, Luke",FR-1,Grinnell,1:56.69,D3 Challenge,"Mar 25, 2023",NaN,800 Meters,Midwest Conference Outdoor Performance List,Men
2,"Newton, Eli",SO-2,Monmouth (Ill.),1:56.78,Illinois College True Blue Invite,"Apr 7, 2023",NaN,800 Meters,Midwest Conference Outdoor Performance List,Men
3,"Cantor, Micah",JR-3,Grinnell,1:57.19,Norse Invite,"Apr 15, 2023",NaN,800 Meters,Midwest Conference Outdoor Performance List,Men
4,"Villanueva, Rainier",SO-2,Ripon,1:57.50,Beloit Relays,"Apr 15, 2023",NaN,800 Meters,Midwest Conference Outdoor Performance List,Men
5,"Chestovich, Andy",FR-1,Grinnell,1:57.58,Norse Invite,"Apr 15, 2023",NaN,800 Meters,Midwest Conference Outdoor Performance List,Men
6,"Isaacson, Fisher",SO-2,Cornell College,1:58.31,Cornell Invitational,"Apr 14, 2023",NaN,800 Meters,Midwest Conference Outdoor Performance List,Men
7,"Heagy, Connor",FR-1,Grinnell,1:58.38,Norse Invite,"Apr 15, 2023",NaN,800 Meters,Midwest Conference Outdoor Performance List,Men
8,"Nickeson, Andrew",SR-4,Grinnell,1:59.78,Norse Invite,"Apr 15, 2023",NaN,800 Meters,Midwest Conference Outdoor Performance List,Men
9,"Kuwaye, Christian",SO-2,Ripon,2:00.29,Beloit Relays,"Apr 15, 2023",NaN,800 Meters,Midwest Conference Outdoor Performance List,Men
10,"Hutchings, Isaak",SO-2,Cornell College,2:00.44,Rittgers Invitational,"Apr 7, 2023",NaN,800 Meters,Midwest Conference Outdoor Performance List,Men
11,"Detmer, Will",SO-2,Illinois College,2:00.89,Illinois College True Blue Invite,"Apr 7, 2023",NaN,800 Meters,Midwest Conference Outdoor Performance List,Men
12,"Coble, Thomas",FR-1,Cornell College,2:01.54,Mustang Open,"Apr 1, 2023",NaN,800 Meters,Midwest Conference Outdoor Performance List,Men
13,"Miller , Lance",FR-1,Knox,2:02.09,Greenville College Select Meet,"Apr 15, 2023",NaN,800 Meters,Midwest Conference Outdoor Performance List,Men
14,"Myatt, Connor",FR-1,Lawrence,2:02.55,Beloit Relays,"Apr 15, 2023",NaN,800 Meters,Midwest Conference Outdoor Performance List,Men
15,"Bernas, Braden",JR-3,Monmouth (Ill.),2:03.79,Beloit Relays,"Apr 15, 2023",NaN,800 Meters,Midwest Conference Outdoor Performance List,Men
16,"Snyder, James",FR-1,Grinnell,2:04.66,Norse Invite,"Apr 15, 2023",NaN,800 Meters,Midwest Conference Outdoor Performance List,Men
16,"Sotomayor, William",SO-2,Cornell College,2:04.66,Rittgers Invitational,"Apr 7, 2023",NaN,800 Meters,Midwest Conference Outdoor Performance List,Men
18,"Boev, Ryan",SO-2,Grinnell,2:05.16,Rittgers Invitational,"Apr 7, 2023",NaN,800 Meters,Midwest Conference Outdoor Performance List,Men
19,"Welch-Groves, Cameron",FR-1,Grinnell,2:05.84,Norse Invite,"Apr 15, 2023",NaN,800 Meters,Midwest Conference Outdoor Performance List,Men
20,"Melin, Steven",SR-4,Illinois College,2:06.13,Greenville College Select Meet,"Apr 15, 2023",NaN,800 Meters,Midwest Conference Outdoor Performance List,Men
21,"Thorson, Bergen",FR-1,Lawrence,2:07.21,Beloit Relays,"Apr 15, 2023",NaN,800 Meters,Midwest Conference Outdoor Performance List,Men
22,"Dettmer, Caden",FR-1,Illinois College,2:07.73,Illinois College True Blue Invite,"Apr 7, 2023",NaN,800 Meters,Midwest Conference Outdoor Performance List,Men
23,"Whitehead, Lionel",JR-3,Lake Forest,2:09.92,Beloit Relays,"Apr 15, 2023",NaN,800 Meters,Midwest Conference Outdoor Performance List,Men
24,"Williams, Carter",SO-2,Grinnell,2:10.53,Mustang Open,"Apr 1, 2023",NaN,800 Meters,Midwest Conference Outdoor Performance List,Men
